"date","value"
"1960-01-01","0.000036936530000000000"
"1961-01-01","0.000038108475833333334"
"1962-01-01","0.000039590246666666666"
"1963-01-01","0.000042109260833333334"
"1964-01-01","0.000042580733333333333"
"1965-01-01","0.000044520508333333331"
"1966-01-01","0.000048292290000000000"
"1967-01-01","0.000055041086666666666"
"1968-01-01","0.000058369005833333336"
"1969-01-01","0.000061243209999999997"
"1970-01-01","0.000066096085833333334"
"1971-01-01","0.000078661882500000002"
"1972-01-01","0.000090788760833333335"
"1973-01-01","0.000103443057500000000"
"1974-01-01","0.000128164033333333340"
"1975-01-01","0.000155369866666666660"
"1976-01-01","0.000182490766666666670"
"1977-01-01","0.000229911600000000000"
"1978-01-01","0.000372220108333333330"
"1979-01-01","0.000608740233333333350"
"1980-01-01","0.001182543966666666670"
"1981-01-01","0.001627355500000000040"
"1982-01-01","0.002101526416666666640"
"1983-01-01","0.002761201250000000030"
"1984-01-01","0.004097410833333333160"
"1985-01-01","0.005939677166666666580"
"1986-01-01","0.007995404166666666710"
"1987-01-01","0.011102086749999999920"
"1988-01-01","0.018741390833333333330"
"1989-01-01","0.030599550000000000000"
"1990-01-01","0.049052264166666666170"
"1991-01-01","0.081416238333333334170"
"1992-01-01","0.138469574999999995830"
"1993-01-01","0.229989416666666660830"
"1994-01-01","0.471972841666666679170"
"1995-01-01","0.892563475000000016670"
"1996-01-01","1.610292833333333300000"
"1997-01-01","2.989820250000000000000"
"1998-01-01","5.520444416666666700000"
"1999-01-01","9.101417333333333000000"
"2000-01-01","14.099496666666666500000"
"2001-01-01","21.769647499999999600000"
"2002-01-01","31.558178333333332800000"
"2003-01-01","38.375513333333333000000"
"2004-01-01","41.675142499999999800000"
"2005-01-01","45.083818333333332600000"
"2006-01-01","49.410620833333333400000"
"2007-01-01","53.737104166666667100000"
"2008-01-01","59.349476666666666700000"
"2009-01-01","63.059396666666667900000"
"2010-01-01","68.461346666666665800000"
"2011-01-01","72.892082500000000000000"
"2012-01-01","79.373332500000000800000"
"2013-01-01","85.320849166666665800000"
"2014-01-01","92.875645833333333300000"
"2015-01-01","99.999998333333333300000"
"2016-01-01","107.775125000000000000000"
"2017-01-01","119.785924999999999200000"
"2018-01-01","139.349908333333333300000"
"2019-01-01","160.498800000000000000000"
"2020-01-01","180.206375000000000000000"
"2021-01-01","215.520533333333335000000"
"2022-01-01","371.360916666666660000000"
"2023-01-01","571.373716666666666700000"
"2024-01-01","905.664141666666650000000"
