TableName,SeriesCode,LineNumber,LineDescription,TimePeriod,METRIC_NAME,CL_UNIT,UNIT_MULT,DataValue,NoteRef
T30300,W023RC,1,Current receipts,1929,Current Dollars,Level,6,"7,062",T30300
T30300,W023RC,1,Current receipts,1930,Current Dollars,Level,6,"7,260",T30300
T30300,W023RC,1,Current receipts,1931,Current Dollars,Level,6,"7,137",T30300
T30300,W023RC,1,Current receipts,1932,Current Dollars,Level,6,"6,758",T30300
T30300,W023RC,1,Current receipts,1933,Current Dollars,Level,6,"6,672",T30300
T30300,W023RC,1,Current receipts,1934,Current Dollars,Level,6,"8,088",T30300
T30300,W023RC,1,Current receipts,1935,Current Dollars,Level,6,"8,656",T30300
T30300,W023RC,1,Current receipts,1936,Current Dollars,Level,6,"8,187",T30300
T30300,W023RC,1,Current receipts,1937,Current Dollars,Level,6,"8,568",T30300
T30300,W023RC,1,Current receipts,1938,Current Dollars,Level,6,"8,669",T30300
T30300,W023RC,1,Current receipts,1939,Current Dollars,Level,6,"9,047",T30300
T30300,W023RC,1,Current receipts,1940,Current Dollars,Level,6,"9,369",T30300
T30300,W023RC,1,Current receipts,1941,Current Dollars,Level,6,"9,769",T30300
T30300,W023RC,1,Current receipts,1942,Current Dollars,Level,6,"10,018",T30300
T30300,W023RC,1,Current receipts,1943,Current Dollars,Level,6,"10,348",T30300
T30300,W023RC,1,Current receipts,1944,Current Dollars,Level,6,"10,612",T30300
T30300,W023RC,1,Current receipts,1945,Current Dollars,Level,6,"11,049",T30300
T30300,W023RC,1,Current receipts,1946,Current Dollars,Level,6,"12,487",T30300
T30300,W023RC,1,Current receipts,1947,Current Dollars,Level,6,"14,176",T30300
T30300,W023RC,1,Current receipts,1948,Current Dollars,Level,6,"16,346",T30300
T30300,W023RC,1,Current receipts,1949,Current Dollars,Level,6,"18,176",T30300
T30300,W023RC,1,Current receipts,1950,Current Dollars,Level,6,"19,815",T30300
T30300,W023RC,1,Current receipts,1951,Current Dollars,Level,6,"21,825",T30300
T30300,W023RC,1,Current receipts,1952,Current Dollars,Level,6,"23,535",T30300
T30300,W023RC,1,Current receipts,1953,Current Dollars,Level,6,"25,329",T30300
T30300,W023RC,1,Current receipts,1954,Current Dollars,Level,6,"26,740",T30300
T30300,W023RC,1,Current receipts,1955,Current Dollars,Level,6,"29,178",T30300
T30300,W023RC,1,Current receipts,1956,Current Dollars,Level,6,"32,159",T30300
T30300,W023RC,1,Current receipts,1957,Current Dollars,Level,6,"34,784",T30300
T30300,W023RC,1,Current receipts,1958,Current Dollars,Level,6,"36,863",T30300
T30300,W023RC,1,Current receipts,1959,Current Dollars,Level,6,"40,430",T30300
T30300,W023RC,1,Current receipts,1960,Current Dollars,Level,6,"44,191",T30300
T30300,W023RC,1,Current receipts,1961,Current Dollars,Level,6,"47,733",T30300
T30300,W023RC,1,Current receipts,1962,Current Dollars,Level,6,"51,617",T30300
T30300,W023RC,1,Current receipts,1963,Current Dollars,Level,6,"55,536",T30300
T30300,W023RC,1,Current receipts,1964,Current Dollars,Level,6,"60,748",T30300
T30300,W023RC,1,Current receipts,1965,Current Dollars,Level,6,"65,895",T30300
T30300,W023RC,1,Current receipts,1966,Current Dollars,Level,6,"74,193",T30300
T30300,W023RC,1,Current receipts,1967,Current Dollars,Level,6,"81,716",T30300
T30300,W023RC,1,Current receipts,1968,Current Dollars,Level,6,"92,612",T30300
T30300,W023RC,1,Current receipts,1969,Current Dollars,Level,6,"104,510",T30300
T30300,W023RC,1,Current receipts,1970,Current Dollars,Level,6,"119,062",T30300
T30300,W023RC,1,Current receipts,1971,Current Dollars,Level,6,"133,746",T30300
T30300,W023RC,1,Current receipts,1972,Current Dollars,Level,6,"157,113",T30300
T30300,W023RC,1,Current receipts,1973,Current Dollars,Level,6,"173,032",T30300
T30300,W023RC,1,Current receipts,1974,Current Dollars,Level,6,"186,646",T30300
T30300,W023RC,1,Current receipts,1975,Current Dollars,Level,6,"208,020",T30300
T30300,W023RC,1,Current receipts,1976,Current Dollars,Level,6,"232,174",T30300
T30300,W023RC,1,Current receipts,1977,Current Dollars,Level,6,"258,287",T30300
T30300,W023RC,1,Current receipts,1978,Current Dollars,Level,6,"285,782",T30300
T30300,W023RC,1,Current receipts,1979,Current Dollars,Level,6,"306,300",T30300
T30300,W023RC,1,Current receipts,1980,Current Dollars,Level,6,"335,890",T30300
T30300,W023RC,1,Current receipts,1981,Current Dollars,Level,6,"367,475",T30300
T30300,W023RC,1,Current receipts,1982,Current Dollars,Level,6,"388,518",T30300
T30300,W023RC,1,Current receipts,1983,Current Dollars,Level,6,"425,277",T30300
T30300,W023RC,1,Current receipts,1984,Current Dollars,Level,6,"476,128",T30300
T30300,W023RC,1,Current receipts,1985,Current Dollars,Level,6,"517,478",T30300
T30300,W023RC,1,Current receipts,1986,Current Dollars,Level,6,"557,373",T30300
T30300,W023RC,1,Current receipts,1987,Current Dollars,Level,6,"585,532",T30300
T30300,W023RC,1,Current receipts,1988,Current Dollars,Level,6,"630,371",T30300
T30300,W023RC,1,Current receipts,1989,Current Dollars,Level,6,"681,364",T30300
T30300,W023RC,1,Current receipts,1990,Current Dollars,Level,6,"730,049",T30300
T30300,W023RC,1,Current receipts,1991,Current Dollars,Level,6,"779,842",T30300
T30300,W023RC,1,Current receipts,1992,Current Dollars,Level,6,"835,967",T30300
T30300,W023RC,1,Current receipts,1993,Current Dollars,Level,6,"877,813",T30300
T30300,W023RC,1,Current receipts,1994,Current Dollars,Level,6,"934,828",T30300
T30300,W023RC,1,Current receipts,1995,Current Dollars,Level,6,"980,559",T30300
T30300,W023RC,1,Current receipts,1996,Current Dollars,Level,6,"1,033,260",T30300
T30300,W023RC,1,Current receipts,1997,Current Dollars,Level,6,"1,086,228",T30300
T30300,W023RC,1,Current receipts,1998,Current Dollars,Level,6,"1,148,993",T30300
T30300,W023RC,1,Current receipts,1999,Current Dollars,Level,6,"1,222,124",T30300
T30300,W023RC,1,Current receipts,2000,Current Dollars,Level,6,"1,303,484",T30300
T30300,W023RC,1,Current receipts,2001,Current Dollars,Level,6,"1,353,310",T30300
T30300,W023RC,1,Current receipts,2002,Current Dollars,Level,6,"1,386,159",T30300
T30300,W023RC,1,Current receipts,2003,Current Dollars,Level,6,"1,470,215",T30300
T30300,W023RC,1,Current receipts,2004,Current Dollars,Level,6,"1,578,384",T30300
T30300,W023RC,1,Current receipts,2005,Current Dollars,Level,6,"1,716,627",T30300
T30300,W023RC,1,Current receipts,2006,Current Dollars,Level,6,"1,814,401",T30300
T30300,W023RC,1,Current receipts,2007,Current Dollars,Level,6,"1,900,361",T30300
T30300,W023RC,1,Current receipts,2008,Current Dollars,Level,6,"1,914,093",T30300
T30300,W023RC,1,Current receipts,2009,Current Dollars,Level,6,"1,914,577",T30300
T30300,W023RC,1,Current receipts,2010,Current Dollars,Level,6,"1,991,650",T30300
T30300,W023RC,1,Current receipts,2011,Current Dollars,Level,6,"2,027,170",T30300
T30300,W023RC,1,Current receipts,2012,Current Dollars,Level,6,"2,053,259",T30300
T30300,W023RC,1,Current receipts,2013,Current Dollars,Level,6,"2,143,379",T30300
T30300,W023RC,1,Current receipts,2014,Current Dollars,Level,6,"2,254,735",T30300
T30300,W023RC,1,Current receipts,2015,Current Dollars,Level,6,"2,370,213",T30300
T30300,W023RC,1,Current receipts,2016,Current Dollars,Level,6,"2,425,260",T30300
T30300,W023RC,1,Current receipts,2017,Current Dollars,Level,6,"2,513,527",T30300
T30300,W023RC,1,Current receipts,2018,Current Dollars,Level,6,"2,643,165",T30300
T30300,W023RC,1,Current receipts,2019,Current Dollars,Level,6,"2,788,464",T30300
T30300,W023RC,1,Current receipts,2020,Current Dollars,Level,6,"3,083,058",T30300
T30300,W023RC,1,Current receipts,2021,Current Dollars,Level,6,"3,577,405",T30300
T30300,W023RC,1,Current receipts,2022,Current Dollars,Level,6,"3,689,333",T30300
T30300,W023RC,1,Current receipts,2023,Current Dollars,Level,6,"3,645,341",T30300
T30300,W023RC,1,Current receipts,2024,Current Dollars,Level,6,"3,790,853",T30300
T30300,W070RC,2,Current tax receipts,1929,Current Dollars,Level,6,"6,382",T30300
T30300,W070RC,2,Current tax receipts,1930,Current Dollars,Level,6,"6,606",T30300
T30300,W070RC,2,Current tax receipts,1931,Current Dollars,Level,6,"6,370",T30300
T30300,W070RC,2,Current tax receipts,1932,Current Dollars,Level,6,"6,189",T30300
T30300,W070RC,2,Current tax receipts,1933,Current Dollars,Level,6,"5,762",T30300
T30300,W070RC,2,Current tax receipts,1934,Current Dollars,Level,6,"6,026",T30300
T30300,W070RC,2,Current tax receipts,1935,Current Dollars,Level,6,"6,478",T30300
T30300,W070RC,2,Current tax receipts,1936,Current Dollars,Level,6,"6,969",T30300
T30300,W070RC,2,Current tax receipts,1937,Current Dollars,Level,6,"7,359",T30300
T30300,W070RC,2,Current tax receipts,1938,Current Dollars,Level,6,"7,522",T30300
T30300,W070RC,2,Current tax receipts,1939,Current Dollars,Level,6,"7,656",T30300
T30300,W070RC,2,Current tax receipts,1940,Current Dollars,Level,6,"8,085",T30300
T30300,W070RC,2,Current tax receipts,1941,Current Dollars,Level,6,"8,528",T30300
T30300,W070RC,2,Current tax receipts,1942,Current Dollars,Level,6,"8,604",T30300
T30300,W070RC,2,Current tax receipts,1943,Current Dollars,Level,6,"8,807",T30300
T30300,W070RC,2,Current tax receipts,1944,Current Dollars,Level,6,"9,011",T30300
T30300,W070RC,2,Current tax receipts,1945,Current Dollars,Level,6,"9,467",T30300
T30300,W070RC,2,Current tax receipts,1946,Current Dollars,Level,6,"10,462",T30300
T30300,W070RC,2,Current tax receipts,1947,Current Dollars,Level,6,"12,043",T30300
T30300,W070RC,2,Current tax receipts,1948,Current Dollars,Level,6,"13,709",T30300
T30300,W070RC,2,Current tax receipts,1949,Current Dollars,Level,6,"14,996",T30300
T30300,W070RC,2,Current tax receipts,1950,Current Dollars,Level,6,"16,466",T30300
T30300,W070RC,2,Current tax receipts,1951,Current Dollars,Level,6,"18,118",T30300
T30300,W070RC,2,Current tax receipts,1952,Current Dollars,Level,6,"19,664",T30300
T30300,W070RC,2,Current tax receipts,1953,Current Dollars,Level,6,"21,139",T30300
T30300,W070RC,2,Current tax receipts,1954,Current Dollars,Level,6,"22,247",T30300
