TableName,SeriesCode,LineNumber,LineDescription,TimePeriod,METRIC_NAME,CL_UNIT,UNIT_MULT,DataValue,NoteRef
T30100,W021RC,1,Current receipts,1929,Current Dollars,Level,6,"10,544",T30100
T30100,W021RC,1,Current receipts,1930,Current Dollars,Level,6,"9,975",T30100
T30100,W021RC,1,Current receipts,1931,Current Dollars,Level,6,"8,685",T30100
T30100,W021RC,1,Current receipts,1932,Current Dollars,Level,6,"8,171",T30100
T30100,W021RC,1,Current receipts,1933,Current Dollars,Level,6,"8,628",T30100
T30100,W021RC,1,Current receipts,1934,Current Dollars,Level,6,"9,700",T30100
T30100,W021RC,1,Current receipts,1935,Current Dollars,Level,6,"10,462",T30100
T30100,W021RC,1,Current receipts,1936,Current Dollars,Level,6,"11,886",T30100
T30100,W021RC,1,Current receipts,1937,Current Dollars,Level,6,"14,266",T30100
T30100,W021RC,1,Current receipts,1938,Current Dollars,Level,6,"13,873",T30100
T30100,W021RC,1,Current receipts,1939,Current Dollars,Level,6,"14,249",T30100
T30100,W021RC,1,Current receipts,1940,Current Dollars,Level,6,"16,622",T30100
T30100,W021RC,1,Current receipts,1941,Current Dollars,Level,6,"23,764",T30100
T30100,W021RC,1,Current receipts,1942,Current Dollars,Level,6,"31,224",T30100
T30100,W021RC,1,Current receipts,1943,Current Dollars,Level,6,"47,619",T30100
T30100,W021RC,1,Current receipts,1944,Current Dollars,Level,6,"49,432",T30100
T30100,W021RC,1,Current receipts,1945,Current Dollars,Level,6,"51,366",T30100
T30100,W021RC,1,Current receipts,1946,Current Dollars,Level,6,"50,387",T30100
T30100,W021RC,1,Current receipts,1947,Current Dollars,Level,6,"55,395",T30100
T30100,W021RC,1,Current receipts,1948,Current Dollars,Level,6,"56,757",T30100
T30100,W021RC,1,Current receipts,1949,Current Dollars,Level,6,"53,588",T30100
T30100,W021RC,1,Current receipts,1950,Current Dollars,Level,6,"66,091",T30100
T30100,W021RC,1,Current receipts,1951,Current Dollars,Level,6,"81,919",T30100
T30100,W021RC,1,Current receipts,1952,Current Dollars,Level,6,"86,443",T30100
T30100,W021RC,1,Current receipts,1953,Current Dollars,Level,6,"90,800",T30100
T30100,W021RC,1,Current receipts,1954,Current Dollars,Level,6,"85,933",T30100
T30100,W021RC,1,Current receipts,1955,Current Dollars,Level,6,"96,656",T30100
T30100,W021RC,1,Current receipts,1956,Current Dollars,Level,6,"104,147",T30100
T30100,W021RC,1,Current receipts,1957,Current Dollars,Level,6,"109,797",T30100
T30100,W021RC,1,Current receipts,1958,Current Dollars,Level,6,"108,166",T30100
T30100,W021RC,1,Current receipts,1959,Current Dollars,Level,6,"122,549",T30100
T30100,W021RC,1,Current receipts,1960,Current Dollars,Level,6,"133,926",T30100
T30100,W021RC,1,Current receipts,1961,Current Dollars,Level,6,"138,531",T30100
T30100,W021RC,1,Current receipts,1962,Current Dollars,Level,6,"150,068",T30100
T30100,W021RC,1,Current receipts,1963,Current Dollars,Level,6,"161,628",T30100
T30100,W021RC,1,Current receipts,1964,Current Dollars,Level,6,"166,113",T30100
T30100,W021RC,1,Current receipts,1965,Current Dollars,Level,6,"179,762",T30100
T30100,W021RC,1,Current receipts,1966,Current Dollars,Level,6,"202,215",T30100
T30100,W021RC,1,Current receipts,1967,Current Dollars,Level,6,"217,039",T30100
T30100,W021RC,1,Current receipts,1968,Current Dollars,Level,6,"251,352",T30100
T30100,W021RC,1,Current receipts,1969,Current Dollars,Level,6,"282,685",T30100
T30100,W021RC,1,Current receipts,1970,Current Dollars,Level,6,"285,847",T30100
T30100,W021RC,1,Current receipts,1971,Current Dollars,Level,6,"302,310",T30100
T30100,W021RC,1,Current receipts,1972,Current Dollars,Level,6,"345,609",T30100
