TableName,SeriesCode,LineNumber,LineDescription,TimePeriod,METRIC_NAME,CL_UNIT,UNIT_MULT,DataValue,NoteRef
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1925,Current Dollars,Level,6,"126,977",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1926,Current Dollars,Level,6,"131,537",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1927,Current Dollars,Level,6,"134,175",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1928,Current Dollars,Level,6,"137,774",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1929,Current Dollars,Level,6,"137,070",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1930,Current Dollars,Level,6,"130,220",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1931,Current Dollars,Level,6,"116,244",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1932,Current Dollars,Level,6,"107,642",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1933,Current Dollars,Level,6,"109,278",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1934,Current Dollars,Level,6,"110,648",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1935,Current Dollars,Level,6,"110,315",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1936,Current Dollars,Level,6,"121,360",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1937,Current Dollars,Level,6,"126,498",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1938,Current Dollars,Level,6,"125,187",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1939,Current Dollars,Level,6,"125,500",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1940,Current Dollars,Level,6,"133,587",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1941,Current Dollars,Level,6,"150,956",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1942,Current Dollars,Level,6,"160,521",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1943,Current Dollars,Level,6,"163,319",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1944,Current Dollars,Level,6,"165,236",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1945,Current Dollars,Level,6,"180,207",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1946,Current Dollars,Level,6,"221,007",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1947,Current Dollars,Level,6,"265,725",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1948,Current Dollars,Level,6,"291,557",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1949,Current Dollars,Level,6,"296,671",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1950,Current Dollars,Level,6,"335,868",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1951,Current Dollars,Level,6,"366,226",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1952,Current Dollars,Level,6,"386,310",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1953,Current Dollars,Level,6,"403,718",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1954,Current Dollars,Level,6,"414,924",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1955,Current Dollars,Level,6,"457,052",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1956,Current Dollars,Level,6,"505,534",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1957,Current Dollars,Level,6,"540,636",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1958,Current Dollars,Level,6,"551,356",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1959,Current Dollars,Level,6,"573,959",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1960,Current Dollars,Level,6,"586,872",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1961,Current Dollars,Level,6,"604,328",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1962,Current Dollars,Level,6,"626,795",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1963,Current Dollars,Level,6,"650,603",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1964,Current Dollars,Level,6,"689,318",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1965,Current Dollars,Level,6,"738,843",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1966,Current Dollars,Level,6,"804,263",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1967,Current Dollars,Level,6,"871,188",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1968,Current Dollars,Level,6,"957,886",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1969,Current Dollars,Level,6,"1,055,775",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1970,Current Dollars,Level,6,"1,161,635",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1971,Current Dollars,Level,6,"1,275,119",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1972,Current Dollars,Level,6,"1,385,696",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1973,Current Dollars,Level,6,"1,560,649",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1974,Current Dollars,Level,6,"1,893,965",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1975,Current Dollars,Level,6,"2,083,536",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1976,Current Dollars,Level,6,"2,280,237",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1977,Current Dollars,Level,6,"2,532,629",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1978,Current Dollars,Level,6,"2,870,135",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1979,Current Dollars,Level,6,"3,313,954",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1980,Current Dollars,Level,6,"3,800,290",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1981,Current Dollars,Level,6,"4,300,221",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1982,Current Dollars,Level,6,"4,589,165",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1983,Current Dollars,Level,6,"4,744,723",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1984,Current Dollars,Level,6,"5,040,975",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1985,Current Dollars,Level,6,"5,332,407",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1986,Current Dollars,Level,6,"5,603,761",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1987,Current Dollars,Level,6,"5,919,104",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1988,Current Dollars,Level,6,"6,311,228",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1989,Current Dollars,Level,6,"6,699,840",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1990,Current Dollars,Level,6,"7,071,254",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1991,Current Dollars,Level,6,"7,242,497",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1992,Current Dollars,Level,6,"7,487,351",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1993,Current Dollars,Level,6,"7,838,125",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1994,Current Dollars,Level,6,"8,273,204",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1995,Current Dollars,Level,6,"8,723,558",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1996,Current Dollars,Level,6,"9,152,132",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1997,Current Dollars,Level,6,"9,674,473",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1998,Current Dollars,Level,6,"10,226,721",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,1999,Current Dollars,Level,6,"10,849,249",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2000,Current Dollars,Level,6,"11,607,864",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2001,Current Dollars,Level,6,"12,189,396",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2002,Current Dollars,Level,6,"12,616,326",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2003,Current Dollars,Level,6,"13,038,217",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2004,Current Dollars,Level,6,"14,152,545",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2005,Current Dollars,Level,6,"15,429,476",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2006,Current Dollars,Level,6,"16,706,002",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2007,Current Dollars,Level,6,"17,647,597",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2008,Current Dollars,Level,6,"18,787,982",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2009,Current Dollars,Level,6,"18,233,843",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2010,Current Dollars,Level,6,"18,681,707",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2011,Current Dollars,Level,6,"19,549,432",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2012,Current Dollars,Level,6,"20,201,795",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2013,Current Dollars,Level,6,"21,039,791",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2014,Current Dollars,Level,6,"22,022,201",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2015,Current Dollars,Level,6,"22,494,315",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2016,Current Dollars,Level,6,"23,161,992",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2017,Current Dollars,Level,6,"24,066,902",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2018,Current Dollars,Level,6,"25,227,313",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2019,Current Dollars,Level,6,"26,423,854",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2020,Current Dollars,Level,6,"27,010,148",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2021,Current Dollars,Level,6,"30,051,849",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2022,Current Dollars,Level,6,"33,673,661",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2023,Current Dollars,Level,6,"34,771,025",FAAt401
FAAt401,k1ntotl1es00,1,Private nonresidential fixed assets,2024,Current Dollars,Level,6,"35,899,940",FAAt401
FAAt401,k1ntotl1eq00,2,Equipment,1925,Current Dollars,Level,6,"31,063",FAAt401
FAAt401,k1ntotl1eq00,2,Equipment,1926,Current Dollars,Level,6,"32,842",FAAt401
FAAt401,k1ntotl1eq00,2,Equipment,1927,Current Dollars,Level,6,"33,538",FAAt401
FAAt401,k1ntotl1eq00,2,Equipment,1928,Current Dollars,Level,6,"34,198",FAAt401
FAAt401,k1ntotl1eq00,2,Equipment,1929,Current Dollars,Level,6,"34,337",FAAt401
FAAt401,k1ntotl1eq00,2,Equipment,1930,Current Dollars,Level,6,"32,658",FAAt401
FAAt401,k1ntotl1eq00,2,Equipment,1931,Current Dollars,Level,6,"29,715",FAAt401
FAAt401,k1ntotl1eq00,2,Equipment,1932,Current Dollars,Level,6,"26,684",FAAt401
FAAt401,k1ntotl1eq00,2,Equipment,1933,Current Dollars,Level,6,"26,385",FAAt401
FAAt401,k1ntotl1eq00,2,Equipment,1934,Current Dollars,Level,6,"26,466",FAAt401
