TableID,Frequency,Year,Quarter,Industry,IndustrYDescription,DataValue,NoteRef
1,A,2001,2001,713,"Amusements, gambling, and recreation industries",44.9,1
1,A,2001,2001,72,Accommodation and food services,294.0,1
1,A,2001,2001,721,Accommodation,90.1,1
1,A,2001,2001,722,Food services and drinking places,203.9,1
1,A,2001,2001,81,"Other services, except government",265.5,1
1,A,2001,2001,FIRE,"Finance, insurance, real estate, rental, and leasing",2129.4,1
1,A,2001,2001,G,Government,1392.9,1
1,A,2001,2001,GDP,Gross domestic product,10581.9,1
1,A,2001,2001,GF,Federal,430.4,1
1,A,2001,2001,GFE,Government enterprises,60.2,1
1,A,2001,2001,GFG,General government,370.3,1
1,A,2001,2001,GFGD,National defense,223.0,1
1,A,2001,2001,GFGN,Nondefense,147.3,1
1,A,2001,2001,GSL,State and local,962.5,1
1,A,2001,2001,GSLE,Government enterprises,80.2,1
1,A,2001,2001,GSLG,General government,882.3,1
1,A,2001,2001,HS,Housing,990.1,1
1,A,2001,2001,ICT,Information-communications-technology-producing industries<sup>3</sup>,612.3,1;1.3.A
1,A,2001,2001,ORE,Other real estate,190.6,1
1,A,2001,2001,PGOOD,Private goods-producing industries<sup>1</sup>,2184.6,1;1.1.A
1,A,2001,2001,PROF,Professional and business services,1155.3,1
1,A,2001,2001,PSERV,Private services-producing industries<sup>2</sup>,7004.4,1;1.2.A
1,A,2001,2001,PVT,Private industries,9189.0,1
1,A,2002,2002,11,"Agriculture, forestry, fishing, and hunting",96.7,1
1,A,2002,2002,111CA,Farms,75.1,1
1,A,2002,2002,113FF,"Forestry, fishing, and related activities",21.6,1
1,A,2002,2002,21,Mining,112.4,1
1,A,2002,2002,211,Oil and gas extraction,69.9,1
1,A,2002,2002,212,"Mining, except oil and gas",27.3,1
1,A,2002,2002,213,Support activities for mining,15.2,1
1,A,2002,2002,22,Utilities,177.6,1
1,A,2002,2002,23,Construction,493.5,1
1,A,2002,2002,311FT,Food and beverage and tobacco products,175.6,1
1,A,2002,2002,313TT,Textile mills and textile product mills,24.0,1
1,A,2002,2002,315AL,Apparel and leather and allied products,18.1,1
1,A,2002,2002,31G,Manufacturing,1468.3,1
1,A,2002,2002,31ND,Nondurable goods,635.6,1
1,A,2002,2002,321,Wood products,27.3,1
1,A,2002,2002,322,Paper products,54.1,1
1,A,2002,2002,323,Printing and related support activities,42.1,1
1,A,2002,2002,324,Petroleum and coal products,50.7,1
1,A,2002,2002,325,Chemical products,207.8,1
1,A,2002,2002,326,Plastics and rubber products,63.0,1
1,A,2002,2002,327,Nonmetallic mineral products,41.8,1
1,A,2002,2002,331,Primary metals,41.7,1
1,A,2002,2002,332,Fabricated metal products,106.1,1
1,A,2002,2002,333,Machinery,98.9,1
1,A,2002,2002,334,Computer and electronic products,172.9,1
1,A,2002,2002,335,"Electrical equipment, appliances, and components",43.7,1
1,A,2002,2002,3361MV,"Motor vehicles, bodies and trailers, and parts",135.2,1
1,A,2002,2002,3364OT,Other transportation equipment,73.0,1
1,A,2002,2002,337,Furniture and related products,31.2,1
1,A,2002,2002,339,Miscellaneous manufacturing,61.0,1
1,A,2002,2002,33DG,Durable goods,832.8,1
1,A,2002,2002,42,Wholesale trade,612.4,1
1,A,2002,2002,441,Motor vehicle and parts dealers,147.0,1
1,A,2002,2002,445,Food and beverage stores,111.2,1
1,A,2002,2002,44RT,Retail trade,732.6,1
1,A,2002,2002,452,General merchandise stores,102.6,1
1,A,2002,2002,481,Air transportation,52.0,1
1,A,2002,2002,482,Rail transportation,21.7,1
1,A,2002,2002,483,Water transportation,7.0,1
1,A,2002,2002,484,Truck transportation,97.1,1
1,A,2002,2002,485,Transit and ground passenger transportation,19.5,1
1,A,2002,2002,486,Pipeline transportation,10.0,1
1,A,2002,2002,487OS,Other transportation and support activities,71.7,1
1,A,2002,2002,48TW,Transportation and warehousing,305.6,1
1,A,2002,2002,493,Warehousing and storage,26.6,1
1,A,2002,2002,4A0,Other retail,371.8,1
1,A,2002,2002,51,Information,550.5,1
1,A,2002,2002,511,"Publishing industries, except internet (includes software)",133.1,1
1,A,2002,2002,512,Motion picture and sound recording industries,71.7,1
1,A,2002,2002,513,Broadcasting and telecommunications,280.8,1
1,A,2002,2002,514,"Data processing, internet publishing, and other information services",65.0,1
1,A,2002,2002,52,Finance and insurance,809.1,1
1,A,2002,2002,521CI,"Federal Reserve banks, credit intermediation, and related activities",380.2,1
1,A,2002,2002,523,"Securities, commodity contracts, and investments",162.6,1
1,A,2002,2002,524,Insurance carriers and related activities,251.2,1
1,A,2002,2002,525,"Funds, trusts, and other financial vehicles",15.0,1
1,A,2002,2002,53,Real estate and rental and leasing,1400.9,1
1,A,2002,2002,531,Real estate,1254.5,1
1,A,2002,2002,532RL,Rental and leasing services and lessors of intangible assets,146.4,1
1,A,2002,2002,54,"Professional, scientific, and technical services",714.7,1
1,A,2002,2002,5411,Legal services,149.2,1
1,A,2002,2002,5412OP,"Miscellaneous professional, scientific, and technical services",455.3,1
1,A,2002,2002,5415,Computer systems design and related services,110.2,1
1,A,2002,2002,55,Management of companies and enterprises,175.0,1
1,A,2002,2002,56,Administrative and waste management services,300.2,1
1,A,2002,2002,561,Administrative and support services,269.8,1
1,A,2002,2002,562,Waste management and remediation services,30.4,1
1,A,2002,2002,6,"Educational services, health care, and social assistance",807.0,1
1,A,2002,2002,61,Educational services,106.5,1
1,A,2002,2002,62,Health care and social assistance,700.5,1
1,A,2002,2002,621,Ambulatory health care services,334.1,1
1,A,2002,2002,622,Hospitals,225.9,1
1,A,2002,2002,623,Nursing and residential care facilities,80.8,1
1,A,2002,2002,624,Social assistance,59.7,1
1,A,2002,2002,7,"Arts, entertainment, recreation, accommodation, and food services",413.5,1
1,A,2002,2002,71,"Arts, entertainment, and recreation",103.8,1
1,A,2002,2002,711AS,"Performing arts, spectator sports, museums, and related activities",56.9,1
1,A,2002,2002,713,"Amusements, gambling, and recreation industries",46.8,1
1,A,2002,2002,72,Accommodation and food services,309.7,1
1,A,2002,2002,721,Accommodation,92.7,1
1,A,2002,2002,722,Food services and drinking places,217.0,1
1,A,2002,2002,81,"Other services, except government",284.9,1
1,A,2002,2002,FIRE,"Finance, insurance, real estate, rental, and leasing",2210.0,1
1,A,2002,2002,G,Government,1474.4,1
1,A,2002,2002,GDP,Gross domestic product,10929.1,1
1,A,2002,2002,GF,Federal,462.5,1
1,A,2002,2002,GFE,Government enterprises,64.6,1
1,A,2002,2002,GFG,General government,397.8,1
1,A,2002,2002,GFGD,National defense,239.7,1
1,A,2002,2002,GFGN,Nondefense,158.1,1
1,A,2002,2002,GSL,State and local,1011.9,1
1,A,2002,2002,GSLE,Government enterprises,81.3,1
1,A,2002,2002,GSLG,General government,930.6,1
1,A,2002,2002,HS,Housing,1030.4,1
1,A,2002,2002,ICT,Information-communications-technology-producing industries<sup>3</sup>,622.6,1;1.3.A
1,A,2002,2002,ORE,Other real estate,224.1,1
1,A,2002,2002,PGOOD,Private goods-producing industries<sup>1</sup>,2170.9,1;1.1.A
1,A,2002,2002,PROF,Professional and business services,1189.8,1
1,A,2002,2002,PSERV,Private services-producing industries<sup>2</sup>,7283.8,1;1.2.A
1,A,2002,2002,PVT,Private industries,9454.7,1
1,A,2003,2003,11,"Agriculture, forestry, fishing, and hunting",115.3,1
1,A,2003,2003,111CA,Farms,92.4,1
1,A,2003,2003,113FF,"Forestry, fishing, and related activities",22.8,1
1,A,2003,2003,21,Mining,138.9,1
1,A,2003,2003,211,Oil and gas extraction,92.9,1
1,A,2003,2003,212,"Mining, except oil and gas",29.2,1
1,A,2003,2003,213,Support activities for mining,16.9,1
1,A,2003,2003,22,Utilities,183.9,1
1,A,2003,2003,23,Construction,525.2,1
1,A,2003,2003,311FT,Food and beverage and tobacco products,178.9,1
1,A,2003,2003,313TT,Textile mills and textile product mills,18.7,1
1,A,2003,2003,315AL,Apparel and leather and allied products,15.5,1
1,A,2003,2003,31G,Manufacturing,1524.0,1
1,A,2003,2003,31ND,Nondurable goods,660.9,1
1,A,2003,2003,321,Wood products,28.7,1
1,A,2003,2003,322,Paper products,51.0,1
1,A,2003,2003,323,Printing and related support activities,42.2,1
1,A,2003,2003,324,Petroleum and coal products,81.2,1
1,A,2003,2003,325,Chemical products,210.6,1
1,A,2003,2003,326,Plastics and rubber products,62.7,1
1,A,2003,2003,327,Nonmetallic mineral products,42.0,1
1,A,2003,2003,331,Primary metals,39.3,1
1,A,2003,2003,332,Fabricated metal products,108.5,1
1,A,2003,2003,333,Machinery,97.4,1
1,A,2003,2003,334,Computer and electronic products,193.5,1
1,A,2003,2003,335,"Electrical equipment, appliances, and components",45.5,1
1,A,2003,2003,3361MV,"Motor vehicles, bodies and trailers, and parts",143.1,1
1,A,2003,2003,3364OT,Other transportation equipment,72.6,1
1,A,2003,2003,337,Furniture and related products,30.4,1
1,A,2003,2003,339,Miscellaneous manufacturing,62.2,1
1,A,2003,2003,33DG,Durable goods,863.1,1
1,A,2003,2003,42,Wholesale trade,640.8,1
1,A,2003,2003,441,Motor vehicle and parts dealers,149.8,1
1,A,2003,2003,445,Food and beverage stores,115.1,1
1,A,2003,2003,44RT,Retail trade,769.5,1
1,A,2003,2003,452,General merchandise stores,110.1,1
1,A,2003,2003,481,Air transportation,54.6,1
1,A,2003,2003,482,Rail transportation,23.4,1
1,A,2003,2003,483,Water transportation,8.2,1
1,A,2003,2003,484,Truck transportation,101.4,1
1,A,2003,2003,485,Transit and ground passenger transportation,21.4,1
1,A,2003,2003,486,Pipeline transportation,10.3,1
1,A,2003,2003,487OS,Other transportation and support activities,73.3,1
1,A,2003,2003,48TW,Transportation and warehousing,321.4,1
1,A,2003,2003,493,Warehousing and storage,28.7,1
1,A,2003,2003,4A0,Other retail,394.6,1
1,A,2003,2003,51,Information,564.8,1
1,A,2003,2003,511,"Publishing industries, except internet (includes software)",141.7,1
1,A,2003,2003,512,Motion picture and sound recording industries,68.5,1
1,A,2003,2003,513,Broadcasting and telecommunications,287.6,1
1,A,2003,2003,514,"Data processing, internet publishing, and other information services",67.0,1
1,A,2003,2003,52,Finance and insurance,843.2,1
1,A,2003,2003,521CI,"Federal Reserve banks, credit intermediation, and related activities",398.7,1
1,A,2003,2003,523,"Securities, commodity contracts, and investments",146.6,1
1,A,2003,2003,524,Insurance carriers and related activities,280.7,1
1,A,2003,2003,525,"Funds, trusts, and other financial vehicles",17.2,1
1,A,2003,2003,53,Real estate and rental and leasing,1451.0,1
1,A,2003,2003,531,Real estate,1308.5,1
1,A,2003,2003,532RL,Rental and leasing services and lessors of intangible assets,142.5,1
1,A,2003,2003,54,"Professional, scientific, and technical services",741.3,1
1,A,2003,2003,5411,Legal services,165.3,1
1,A,2003,2003,5412OP,"Miscellaneous professional, scientific, and technical services",460.3,1
1,A,2003,2003,5415,Computer systems design and related services,115.8,1
1,A,2003,2003,55,Management of companies and enterprises,185.6,1
1,A,2003,2003,56,Administrative and waste management services,320.5,1
1,A,2003,2003,561,Administrative and support services,288.2,1
1,A,2003,2003,562,Waste management and remediation services,32.2,1
1,A,2003,2003,6,"Educational services, health care, and social assistance",862.7,1
1,A,2003,2003,61,Educational services,116.8,1
1,A,2003,2003,62,Health care and social assistance,746.0,1
1,A,2003,2003,621,Ambulatory health care services,350.5,1
1,A,2003,2003,622,Hospitals,244.8,1
1,A,2003,2003,623,Nursing and residential care facilities,85.6,1
1,A,2003,2003,624,Social assistance,65.1,1
1,A,2003,2003,7,"Arts, entertainment, recreation, accommodation, and food services",432.1,1
1,A,2003,2003,71,"Arts, entertainment, and recreation",111.0,1
1,A,2003,2003,711AS,"Performing arts, spectator sports, museums, and related activities",62.0,1
1,A,2003,2003,713,"Amusements, gambling, and recreation industries",49.1,1
1,A,2003,2003,72,Accommodation and food services,321.1,1
1,A,2003,2003,721,Accommodation,94.1,1
1,A,2003,2003,722,Food services and drinking places,226.9,1
1,A,2003,2003,81,"Other services, except government",283.8,1
1,A,2003,2003,FIRE,"Finance, insurance, real estate, rental, and leasing",2294.2,1
1,A,2003,2003,G,Government,1552.3,1
1,A,2003,2003,GDP,Gross domestic product,11456.5,1
1,A,2003,2003,GF,Federal,498.9,1
1,A,2003,2003,GFE,Government enterprises,64.2,1
1,A,2003,2003,GFG,General government,434.7,1
1,A,2003,2003,GFGD,National defense,264.3,1
1,A,2003,2003,GFGN,Nondefense,170.4,1
1,A,2003,2003,GSL,State and local,1053.5,1
1,A,2003,2003,GSLE,Government enterprises,83.3,1
1,A,2003,2003,GSLG,General government,970.1,1
1,A,2003,2003,HS,Housing,1065.2,1
1,A,2003,2003,ICT,Information-communications-technology-producing industries<sup>3</sup>,654.9,1;1.3.A
1,A,2003,2003,ORE,Other real estate,243.4,1
1,A,2003,2003,PGOOD,Private goods-producing industries<sup>1</sup>,2303.4,1;1.1.A
1,A,2003,2003,PROF,Professional and business services,1247.4,1
1,A,2003,2003,PSERV,Private services-producing industries<sup>2</sup>,7600.7,1;1.2.A
1,A,2003,2003,PVT,Private industries,9904.1,1
1,A,2004,2004,11,"Agriculture, forestry, fishing, and hunting",144.5,1
1,A,2004,2004,111CA,Farms,120.9,1
1,A,2004,2004,113FF,"Forestry, fishing, and related activities",23.6,1
1,A,2004,2004,21,Mining,166.4,1
1,A,2004,2004,211,Oil and gas extraction,112.9,1
1,A,2004,2004,212,"Mining, except oil and gas",33.6,1
1,A,2004,2004,213,Support activities for mining,19.9,1
1,A,2004,2004,22,Utilities,199.1,1
1,A,2004,2004,23,Construction,584.6,1
1,A,2004,2004,311FT,Food and beverage and tobacco products,175.8,1
1,A,2004,2004,313TT,Textile mills and textile product mills,22.2,1
1,A,2004,2004,315AL,Apparel and leather and allied products,14.6,1
1,A,2004,2004,31G,Manufacturing,1607.8,1
1,A,2004,2004,31ND,Nondurable goods,702.8,1
1,A,2004,2004,321,Wood products,32.6,1
1,A,2004,2004,322,Paper products,52.7,1
1,A,2004,2004,323,Printing and related support activities,42.7,1
1,A,2004,2004,324,Petroleum and coal products,104.2,1
1,A,2004,2004,325,Chemical products,226.8,1
1,A,2004,2004,326,Plastics and rubber products,63.8,1
1,A,2004,2004,327,Nonmetallic mineral products,45.3,1
1,A,2004,2004,331,Primary metals,55.0,1
1,A,2004,2004,332,Fabricated metal products,114.7,1
1,A,2004,2004,333,Machinery,104.1,1
1,A,2004,2004,334,Computer and electronic products,201.5,1
1,A,2004,2004,335,"Electrical equipment, appliances, and components",42.1,1
1,A,2004,2004,3361MV,"Motor vehicles, bodies and trailers, and parts",139.1,1
1,A,2004,2004,3364OT,Other transportation equipment,75.8,1
1,A,2004,2004,337,Furniture and related products,31.0,1
1,A,2004,2004,339,Miscellaneous manufacturing,63.9,1
1,A,2004,2004,33DG,Durable goods,905.0,1
1,A,2004,2004,42,Wholesale trade,696.1,1
1,A,2004,2004,441,Motor vehicle and parts dealers,152.7,1
1,A,2004,2004,445,Food and beverage stores,117.3,1
1,A,2004,2004,44RT,Retail trade,795.5,1
1,A,2004,2004,452,General merchandise stores,114.5,1
1,A,2004,2004,481,Air transportation,60.8,1
1,A,2004,2004,482,Rail transportation,25.2,1
1,A,2004,2004,483,Water transportation,8.6,1
1,A,2004,2004,484,Truck transportation,109.1,1
1,A,2004,2004,485,Transit and ground passenger transportation,23.0,1
1,A,2004,2004,486,Pipeline transportation,10.6,1
1,A,2004,2004,487OS,Other transportation and support activities,80.9,1
1,A,2004,2004,48TW,Transportation and warehousing,352.0,1
1,A,2004,2004,493,Warehousing and storage,33.6,1
1,A,2004,2004,4A0,Other retail,410.9,1
1,A,2004,2004,51,Information,620.3,1
1,A,2004,2004,511,"Publishing industries, except internet (includes software)",156.3,1
1,A,2004,2004,512,Motion picture and sound recording industries,74.5,1
1,A,2004,2004,513,Broadcasting and telecommunications,311.1,1
1,A,2004,2004,514,"Data processing, internet publishing, and other information services",78.4,1
1,A,2004,2004,52,Finance and insurance,873.2,1
1,A,2004,2004,521CI,"Federal Reserve banks, credit intermediation, and related activities",374.4,1
1,A,2004,2004,523,"Securities, commodity contracts, and investments",159.7,1
1,A,2004,2004,524,Insurance carriers and related activities,322.2,1
1,A,2004,2004,525,"Funds, trusts, and other financial vehicles",17.0,1
1,A,2004,2004,53,Real estate and rental and leasing,1519.6,1
1,A,2004,2004,531,Real estate,1380.8,1
1,A,2004,2004,532RL,Rental and leasing services and lessors of intangible assets,138.7,1
1,A,2004,2004,54,"Professional, scientific, and technical services",792.3,1
1,A,2004,2004,5411,Legal services,180.8,1
1,A,2004,2004,5412OP,"Miscellaneous professional, scientific, and technical services",488.6,1
1,A,2004,2004,5415,Computer systems design and related services,122.9,1
1,A,2004,2004,55,Management of companies and enterprises,203.1,1
1,A,2004,2004,56,Administrative and waste management services,345.5,1
1,A,2004,2004,561,Administrative and support services,313.6,1
1,A,2004,2004,562,Waste management and remediation services,31.9,1
1,A,2004,2004,6,"Educational services, health care, and social assistance",927.2,1
1,A,2004,2004,61,Educational services,129.0,1
1,A,2004,2004,62,Health care and social assistance,798.2,1
1,A,2004,2004,621,Ambulatory health care services,375.1,1
1,A,2004,2004,622,Hospitals,265.2,1
1,A,2004,2004,623,Nursing and residential care facilities,90.2,1
1,A,2004,2004,624,Social assistance,67.7,1
1,A,2004,2004,7,"Arts, entertainment, recreation, accommodation, and food services",461.1,1
1,A,2004,2004,71,"Arts, entertainment, and recreation",117.8,1
1,A,2004,2004,711AS,"Performing arts, spectator sports, museums, and related activities",65.1,1
1,A,2004,2004,713,"Amusements, gambling, and recreation industries",52.8,1
1,A,2004,2004,72,Accommodation and food services,343.3,1
1,A,2004,2004,721,Accommodation,102.4,1
1,A,2004,2004,722,Food services and drinking places,240.9,1
1,A,2004,2004,81,"Other services, except government",297.2,1
1,A,2004,2004,FIRE,"Finance, insurance, real estate, rental, and leasing",2392.8,1
1,A,2004,2004,G,Government,1631.5,1
1,A,2004,2004,GDP,Gross domestic product,12217.2,1
1,A,2004,2004,GF,Federal,525.8,1
1,A,2004,2004,GFE,Government enterprises,66.4,1
1,A,2004,2004,GFG,General government,459.4,1
1,A,2004,2004,GFGD,National defense,281.0,1
1,A,2004,2004,GFGN,Nondefense,178.4,1
1,A,2004,2004,GSL,State and local,1105.8,1
1,A,2004,2004,GSLE,Government enterprises,86.5,1
1,A,2004,2004,GSLG,General government,1019.3,1
1,A,2004,2004,HS,Housing,1132.0,1
1,A,2004,2004,ICT,Information-communications-technology-producing industries<sup>3</sup>,708.3,1;1.3.A
1,A,2004,2004,ORE,Other real estate,248.9,1
1,A,2004,2004,PGOOD,Private goods-producing industries<sup>1</sup>,2503.4,1;1.1.A
1,A,2004,2004,PROF,Professional and business services,1340.9,1
1,A,2004,2004,PSERV,Private services-producing industries<sup>2</sup>,8082.3,1;1.2.A
1,A,2004,2004,PVT,Private industries,10585.6,1
1,A,2005,2005,11,"Agriculture, forestry, fishing, and hunting",130.2,1
1,A,2005,2005,111CA,Farms,106.3,1
1,A,2005,2005,113FF,"Forestry, fishing, and related activities",23.9,1
1,A,2005,2005,21,Mining,225.4,1
1,A,2005,2005,211,Oil and gas extraction,155.8,1
1,A,2005,2005,212,"Mining, except oil and gas",42.8,1
1,A,2005,2005,213,Support activities for mining,26.8,1
1,A,2005,2005,22,Utilities,197.9,1
1,A,2005,2005,23,Construction,651.6,1
1,A,2005,2005,311FT,Food and beverage and tobacco products,178.6,1
1,A,2005,2005,313TT,Textile mills and textile product mills,20.7,1
1,A,2005,2005,315AL,Apparel and leather and allied products,13.8,1
1,A,2005,2005,31G,Manufacturing,1692.5,1
1,A,2005,2005,31ND,Nondurable goods,736.2,1
1,A,2005,2005,321,Wood products,34.7,1
1,A,2005,2005,322,Paper products,51.7,1
1,A,2005,2005,323,Printing and related support activities,44.5,1
1,A,2005,2005,324,Petroleum and coal products,141.0,1
1,A,2005,2005,325,Chemical products,223.0,1
1,A,2005,2005,326,Plastics and rubber products,62.9,1
1,A,2005,2005,327,Nonmetallic mineral products,48.8,1
1,A,2005,2005,331,Primary metals,56.2,1
1,A,2005,2005,332,Fabricated metal products,122.3,1
1,A,2005,2005,333,Machinery,114.4,1
1,A,2005,2005,334,Computer and electronic products,211.1,1
1,A,2005,2005,335,"Electrical equipment, appliances, and components",43.2,1
1,A,2005,2005,3361MV,"Motor vehicles, bodies and trailers, and parts",135.9,1
1,A,2005,2005,3364OT,Other transportation equipment,89.7,1
1,A,2005,2005,337,Furniture and related products,33.7,1
1,A,2005,2005,339,Miscellaneous manufacturing,66.2,1
1,A,2005,2005,33DG,Durable goods,956.3,1
1,A,2005,2005,42,Wholesale trade,752.9,1
1,A,2005,2005,441,Motor vehicle and parts dealers,158.1,1
1,A,2005,2005,445,Food and beverage stores,122.5,1
1,A,2005,2005,44RT,Retail trade,840.6,1
1,A,2005,2005,452,General merchandise stores,121.1,1
1,A,2005,2005,481,Air transportation,61.7,1
1,A,2005,2005,482,Rail transportation,28.0,1
1,A,2005,2005,483,Water transportation,8.8,1
1,A,2005,2005,484,Truck transportation,116.9,1
1,A,2005,2005,485,Transit and ground passenger transportation,23.5,1
1,A,2005,2005,486,Pipeline transportation,9.8,1
1,A,2005,2005,487OS,Other transportation and support activities,88.8,1
1,A,2005,2005,48TW,Transportation and warehousing,375.6,1
1,A,2005,2005,493,Warehousing and storage,38.1,1
1,A,2005,2005,4A0,Other retail,438.9,1
1,A,2005,2005,51,Information,642.0,1
1,A,2005,2005,511,"Publishing industries, except internet (includes software)",168.0,1
1,A,2005,2005,512,Motion picture and sound recording industries,63.0,1
1,A,2005,2005,513,Broadcasting and telecommunications,334.5,1
1,A,2005,2005,514,"Data processing, internet publishing, and other information services",76.4,1
1,A,2005,2005,52,Finance and insurance,977.5,1
1,A,2005,2005,521CI,"Federal Reserve banks, credit intermediation, and related activities",414.1,1
1,A,2005,2005,523,"Securities, commodity contracts, and investments",195.7,1
1,A,2005,2005,524,Insurance carriers and related activities,348.3,1
1,A,2005,2005,525,"Funds, trusts, and other financial vehicles",19.4,1
1,A,2005,2005,53,Real estate and rental and leasing,1633.9,1
1,A,2005,2005,531,Real estate,1490.7,1
1,A,2005,2005,532RL,Rental and leasing services and lessors of intangible assets,143.2,1
1,A,2005,2005,54,"Professional, scientific, and technical services",852.1,1
1,A,2005,2005,5411,Legal services,195.1,1
1,A,2005,2005,5412OP,"Miscellaneous professional, scientific, and technical services",522.1,1
1,A,2005,2005,5415,Computer systems design and related services,134.9,1
1,A,2005,2005,55,Management of companies and enterprises,214.1,1
1,A,2005,2005,56,Administrative and waste management services,379.8,1
1,A,2005,2005,561,Administrative and support services,346.2,1
1,A,2005,2005,562,Waste management and remediation services,33.6,1
1,A,2005,2005,6,"Educational services, health care, and social assistance",970.2,1
1,A,2005,2005,61,Educational services,133.2,1
1,A,2005,2005,62,Health care and social assistance,837.0,1
1,A,2005,2005,621,Ambulatory health care services,396.9,1
1,A,2005,2005,622,Hospitals,274.9,1
1,A,2005,2005,623,Nursing and residential care facilities,92.8,1
1,A,2005,2005,624,Social assistance,72.4,1
1,A,2005,2005,7,"Arts, entertainment, recreation, accommodation, and food services",481.1,1
1,A,2005,2005,71,"Arts, entertainment, and recreation",122.2,1
1,A,2005,2005,711AS,"Performing arts, spectator sports, museums, and related activities",67.1,1
1,A,2005,2005,713,"Amusements, gambling, and recreation industries",55.1,1
1,A,2005,2005,72,Accommodation and food services,358.9,1
1,A,2005,2005,721,Accommodation,108.9,1
1,A,2005,2005,722,Food services and drinking places,250.0,1
1,A,2005,2005,81,"Other services, except government",310.6,1
1,A,2005,2005,FIRE,"Finance, insurance, real estate, rental, and leasing",2611.4,1
1,A,2005,2005,G,Government,1711.4,1
1,A,2005,2005,GDP,Gross domestic product,13039.2,1
1,A,2005,2005,GF,Federal,552.4,1
1,A,2005,2005,GFE,Government enterprises,64.0,1
1,A,2005,2005,GFG,General government,488.4,1
1,A,2005,2005,GFGD,National defense,301.2,1
1,A,2005,2005,GFGN,Nondefense,187.2,1
1,A,2005,2005,GSL,State and local,1159.0,1
1,A,2005,2005,GSLE,Government enterprises,92.0,1
1,A,2005,2005,GSLG,General government,1067.0,1
1,A,2005,2005,HS,Housing,1210.7,1
1,A,2005,2005,ICT,Information-communications-technology-producing industries<sup>3</sup>,757.8,1;1.3.A
1,A,2005,2005,ORE,Other real estate,280.0,1
1,A,2005,2005,PGOOD,Private goods-producing industries<sup>1</sup>,2699.7,1;1.1.A
1,A,2005,2005,PROF,Professional and business services,1446.0,1
1,A,2005,2005,PSERV,Private services-producing industries<sup>2</sup>,8628.2,1;1.2.A
1,A,2005,2005,PVT,Private industries,11327.8,1
1,A,2006,2006,11,"Agriculture, forestry, fishing, and hunting",127.1,1
1,A,2006,2006,111CA,Farms,98.3,1
1,A,2006,2006,113FF,"Forestry, fishing, and related activities",28.9,1
1,A,2006,2006,21,Mining,273.1,1
1,A,2006,2006,211,Oil and gas extraction,178.7,1
1,A,2006,2006,212,"Mining, except oil and gas",51.8,1
1,A,2006,2006,213,Support activities for mining,42.6,1
1,A,2006,2006,22,Utilities,226.7,1
1,A,2006,2006,23,Construction,697.1,1
1,A,2006,2006,311FT,Food and beverage and tobacco products,193.8,1
1,A,2006,2006,313TT,Textile mills and textile product mills,20.1,1
1,A,2006,2006,315AL,Apparel and leather and allied products,12.9,1
1,A,2006,2006,31G,Manufacturing,1793.5,1
1,A,2006,2006,31ND,Nondurable goods,789.3,1
1,A,2006,2006,321,Wood products,31.7,1
1,A,2006,2006,322,Paper products,58.0,1
1,A,2006,2006,323,Printing and related support activities,46.8,1
1,A,2006,2006,324,Petroleum and coal products,140.0,1
1,A,2006,2006,325,Chemical products,253.8,1
1,A,2006,2006,326,Plastics and rubber products,64.0,1
1,A,2006,2006,327,Nonmetallic mineral products,50.5,1
1,A,2006,2006,331,Primary metals,62.7,1
1,A,2006,2006,332,Fabricated metal products,126.8,1
1,A,2006,2006,333,Machinery,121.9,1
1,A,2006,2006,334,Computer and electronic products,224.0,1
1,A,2006,2006,335,"Electrical equipment, appliances, and components",51.4,1
1,A,2006,2006,3361MV,"Motor vehicles, bodies and trailers, and parts",134.0,1
1,A,2006,2006,3364OT,Other transportation equipment,96.3,1
1,A,2006,2006,337,Furniture and related products,34.5,1
1,A,2006,2006,339,Miscellaneous manufacturing,70.4,1
1,A,2006,2006,33DG,Durable goods,1004.2,1
1,A,2006,2006,42,Wholesale trade,809.5,1
1,A,2006,2006,441,Motor vehicle and parts dealers,160.5,1
1,A,2006,2006,445,Food and beverage stores,125.9,1
1,A,2006,2006,44RT,Retail trade,869.8,1
1,A,2006,2006,452,General merchandise stores,123.9,1
1,A,2006,2006,481,Air transportation,68.0,1
1,A,2006,2006,482,Rail transportation,32.1,1
1,A,2006,2006,483,Water transportation,12.7,1
1,A,2006,2006,484,Truck transportation,125.5,1
1,A,2006,2006,485,Transit and ground passenger transportation,25.9,1
1,A,2006,2006,486,Pipeline transportation,10.7,1
1,A,2006,2006,487OS,Other transportation and support activities,94.6,1
1,A,2006,2006,48TW,Transportation and warehousing,410.3,1
1,A,2006,2006,493,Warehousing and storage,40.8,1
1,A,2006,2006,4A0,Other retail,459.6,1
1,A,2006,2006,51,Information,651.9,1
1,A,2006,2006,511,"Publishing industries, except internet (includes software)",157.3,1
1,A,2006,2006,512,Motion picture and sound recording industries,67.5,1
1,A,2006,2006,513,Broadcasting and telecommunications,340.3,1
1,A,2006,2006,514,"Data processing, internet publishing, and other information services",86.9,1
1,A,2006,2006,52,Finance and insurance,1048.3,1
1,A,2006,2006,521CI,"Federal Reserve banks, credit intermediation, and related activities",429.5,1
1,A,2006,2006,523,"Securities, commodity contracts, and investments",227.1,1
1,A,2006,2006,524,Insurance carriers and related activities,372.5,1
1,A,2006,2006,525,"Funds, trusts, and other financial vehicles",19.2,1
