TableName,SeriesCode,LineNumber,LineDescription,TimePeriod,METRIC_NAME,CL_UNIT,UNIT_MULT,DataValue,NoteRef
T61000D,B039RC,1,Employer contributions for government social insurance,1998,Current Dollars,Level,6,"307,237",T61000D
T61000D,B039RC,1,Employer contributions for government social insurance,1999,Current Dollars,Level,6,"323,339",T61000D
T61000D,B039RC,1,Employer contributions for government social insurance,2000,Current Dollars,Level,6,"345,220",T61000D
T61000D,B039RC,1,Employer contributions for government social insurance,2001,Current Dollars,Level,6,"357,987",T61000D
T61000D,B039RC,1,Employer contributions for government social insurance,2002,Current Dollars,Level,6,"366,043",T61000D
T61000D,B039RC,1,Employer contributions for government social insurance,2003,Current Dollars,Level,6,"382,544",T61000D
T61000D,B039RC,1,Employer contributions for government social insurance,2004,Current Dollars,Level,6,"408,752",T61000D
T61000D,B039RC,1,Employer contributions for government social insurance,2005,Current Dollars,Level,6,"428,062",T61000D
T61000D,B039RC,1,Employer contributions for government social insurance,2006,Current Dollars,Level,6,"447,306",T61000D
T61000D,B039RC,1,Employer contributions for government social insurance,2007,Current Dollars,Level,6,"461,669",T61000D
T61000D,B039RC,1,Employer contributions for government social insurance,2008,Current Dollars,Level,6,"471,406",T61000D
T61000D,B039RC,1,Employer contributions for government social insurance,2009,Current Dollars,Level,6,"458,098",T61000D
T61000D,B039RC,1,Employer contributions for government social insurance,2010,Current Dollars,Level,6,"469,000",T61000D
T61000D,B039RC,1,Employer contributions for government social insurance,2011,Current Dollars,Level,6,"492,742",T61000D
T61000D,B039RC,1,Employer contributions for government social insurance,2012,Current Dollars,Level,6,"513,293",T61000D
T61000D,B039RC,1,Employer contributions for government social insurance,2013,Current Dollars,Level,6,"526,309",T61000D
T61000D,B039RC,1,Employer contributions for government social insurance,2014,Current Dollars,Level,6,"546,421",T61000D
T61000D,B039RC,1,Employer contributions for government social insurance,2015,Current Dollars,Level,6,"569,362",T61000D
T61000D,B039RC,1,Employer contributions for government social insurance,2016,Current Dollars,Level,6,"580,946",T61000D
T61000D,B039RC,1,Employer contributions for government social insurance,2017,Current Dollars,Level,6,"604,656",T61000D
T61000D,B039RC,1,Employer contributions for government social insurance,2018,Current Dollars,Level,6,"624,789",T61000D
T61000D,B039RC,1,Employer contributions for government social insurance,2019,Current Dollars,Level,6,"650,639",T61000D
T61000D,B039RC,1,Employer contributions for government social insurance,2020,Current Dollars,Level,6,"658,808",T61000D
T61000D,B039RC,1,Employer contributions for government social insurance,2021,Current Dollars,Level,6,"706,923",T61000D
