year,value
1948,0.6290281973816717
1949,0.636060100166945
1950,0.6392642787996128
1951,0.6399823237473655
1952,0.6369968280958765
1953,0.6350607765722635
1954,0.6503747657713929
1955,0.6543436487222876
1956,0.6476091476091477
1957,0.652632678646051
1958,0.6671791530944625
1959,0.6660365620214396
1960,0.664713950298719
1961,0.6694489685124865
1962,0.6725956174879492
1963,0.6743692855570894
1964,0.6791044776119403
1965,0.6767203664625044
1966,0.6750058855842423
1967,0.6770648229725088
1968,0.6756086533587253
1969,0.6670066032684904
1970,0.6691137784629689
1971,0.6745778441758341
1972,0.6656046029634671
1973,0.6601383333944887
1974,0.6615193830054701
1975,0.6789861981649655
1976,0.6787780945991277
1977,0.6781156589514936
1978,0.6746494972307657
1979,0.6696285694407172
1980,0.6744401437655516
1981,0.6836899764513157
1982,0.686964447044683
1983,0.6897793769949166
1984,0.693745506829619
1985,0.6999690047422745
1986,0.7052511954660842
1987,0.7066435867515388
1988,0.7062029015225303
1989,0.7094209373968798
1990,0.7093826135915916
1991,0.7017762442182507
1992,0.7022573734237075
1993,0.6998002280769869
1994,0.7000212765504812
1995,0.694873860672875
1996,0.6923554710869213
1997,0.689580536625003
1998,0.7041854250507161
1999,0.6885780534713191
2000,0.6764183634245367
2001,0.6631679948172297
2002,0.6587699931403515
2003,0.6624078395916777
2004,0.6531983327841326
2005,0.6479663142415073
2006,0.6303314602343528
2007,0.6175585110698086
2008,0.6025180308523326
2009,0.6084897687713952
2010,0.6124976707006922
2011,0.5950614323129448
2012,0.595759300043737
2013,0.5949937791699678
2014,0.5891441386970299
2015,0.5820638538733941
2016,0.5732849019924956
2017,0.5769464859358974
2018,0.5789678315536362
2019,0.5716127989565731
2020,0.5439376684399945
2021,0.5673807960363318
2022,0.56184522081114
2023,0.5691568845698101
2024,0.5578113443713522
