year,value
1948,1.6956226671191046
1949,1.7477064220183491
1950,1.7721124946328897
1951,1.7776413936361057
1952,1.754796865147284
1953,1.740182298321833
1954,1.8602054488610986
1955,1.8930467972120812
1956,1.8377581120943955
1957,1.878796992481203
1958,2.0046194801127464
1959,1.9943397578276136
1960,1.9825279068155028
1961,2.025251488400739
1962,2.0543268612575543
1963,2.070963381666257
1964,2.116279069767442
1965,2.093297245661519
1966,2.0769787994398037
1967,2.096596689170443
1968,2.0826962875364283
1969,2.003062552637623
1970,2.022186887549458
1971,2.0729315201891976
1972,1.9904717853839038
1973,1.9423736133228964
1974,1.9543789209535758
1975,2.1151308581862445
1976,2.1131127211017557
1977,2.106705957620054
1978,2.073608282416836
1979,2.026896116008304
1980,2.071631777843829
1981,2.161455298763514
1982,2.194525320076793
1983,2.223512319436009
1984,2.265258215962442
1985,2.3329889771588554
1986,2.3927194431926293
1987,2.4088226977094918
1988,2.4037095845474683
1989,2.4414041777188324
1990,2.4409503586777395
1991,2.353186929655045
1992,2.3586054220683237
1993,2.331115122420721
1994,2.3335697562173348
1995,2.2773331128078222
1996,2.250504741732424
1997,2.221447486338725
1998,2.3804960427370623
1999,2.211077482324783
2000,2.0904102302690077
2001,1.9688390194909904
2002,1.930574626783366
2003,1.9621540938346622
2004,1.8834924815328182
2005,1.8406372471015024
2006,1.7051260586955928
2007,1.6147790680276695
2008,1.5158373904213316
2009,1.5542116660958853
2010,1.5806296488803746
2011,1.4695103894693
2012,1.473773670261791
2013,1.469097876942653
2014,1.4339436142608362
2015,1.3927100090956688
2016,1.3434839888941863
2017,1.3637671518040535
2018,1.3751154304671431
2019,1.3343367812210314
2020,1.1926827339135921
2021,1.3115016412539586
2022,1.2822985107026872
2023,1.3210304730099167
2024,1.2614781887118445
