year,value
1948,0.9317154063943396
1949,0.9075919448475265
1950,0.8906935039153328
1951,0.9315541278602202
1952,0.9137536981900062
1953,0.9169040301159036
1954,0.9094788409350304
1955,0.9045467237212795
1956,0.8485890416647371
1957,0.8375344535274887
1958,0.8414627526899262
1959,0.8787928219821235
1960,0.8828921772166635
1961,0.8874047993949594
1962,0.9237666124119499
1963,0.9388153568755052
1964,0.9568809530188701
1965,0.9673974373813657
1966,0.9690078672996488
1967,0.9430948106151632
1968,0.9328567034878642
1969,0.8980607348746121
1970,0.8530659644177074
1971,0.8470197719333049
1972,0.8441335406750707
1973,0.8355648596232393
1974,0.7451458586235229
1975,0.755596522052341
1976,0.7718398349623498
1977,0.7774961568930845
1978,0.771370947537448
1979,0.7367821664387588
1980,0.6979150732180872
1981,0.7034703201160987
1982,0.6815510027328648
1983,0.7130902384717207
1984,0.7562152111267337
1985,0.7674258312797295
1986,0.7726061055289166
1987,0.7823470675094855
1988,0.7910651511656857
1989,0.796604446257051
1990,0.7568938317205884
1991,0.7145712545992416
1992,0.6948795324371569
1993,0.6580197649344828
1994,0.6259497041313611
1995,0.5810724355670219
1996,0.548984402048603
1997,0.5141810473951335
1998,0.530339824686871
1999,0.5224869253790132
2000,0.5150894723370503
2001,0.48826085166132216
2002,0.48594008327249893
2003,0.4980416553770798
2004,0.4861941409692382
2005,0.4663607338878375
2006,0.44548262356313084
2007,0.4268617548866602
2008,0.3942408138014382
2009,0.3924393785491135
2010,0.4049930824645456
2011,0.3911900719765343
2012,0.3944419038350201
2013,0.39945781041982853
2014,0.3968800045390462
2015,0.40168532055282213
2016,0.39550295858210643
2017,0.4052868079898239
2018,0.4086832480786877
2019,0.39894503017960986
2020,0.3528887624828656
2021,0.37946014288866664
2022,0.37500929455623694
2023,0.39195236438573683
2024,0.388256477105584
