,Dairy farm products,Poultry & eggs,Meat animals & misc livestock,"Cotton, food grains, tobacco, fruits, vegetables",Coal mining,Crude petroleum & natural gas,Stone & clay mining,Chemical & fertilizer mineral mining,New construction,Maintenance & repair construction,Ordnance & accessories,Meat products,Dairy products,Canned & frozen foods,Grain mill products,Bakery products,Sugar,Confectionery products,Alcoholic beverages,Soft drinks & flavorings,Tobacco manufactures,Fabrics & yarn,"Floor covering, misc textiles",Lumber & wood products,Wooden containers,Household furniture,Other furniture & fixtures,Paper & paperboard,Paper containers & products,Printing & publishing,Basic chemicals,Synthetic materials,"Drugs, cleaning & toilet items",Paints & allied products,Petroleum refining,Rubber & plastic products,Leather tanning & finishing,Footwear & leather products,Glass & glass products,Stone & clay products,Primary iron & steel,Primary nonferrous metals,Metal containers,"Heating, plumbing, structural metal",Screw machine products,Other fabricated metal products,Engines & turbines,Farm machinery,Construction & mining machinery,Materials handling equipment,Metalworking machinery,Special industry machinery,General industrial machinery,Machine shop products,Office & computing machines,Service industry machines,Electric industrial equipment,Household appliances,Electric lighting & wiring,"Radio, TV, communication equipment",Electronic components,Misc electrical machinery,Motor vehicles & equipment,Aircraft & parts,Transportation & warehousing,Communications except radio & TV,Radio & TV broadcasting,"Electric, gas, water & sanitary services",Wholesale trade,Retail trade,Finance & insurance,Real estate & rental,Hotels & personal services,Business services,Eating & drinking places,Automobile repair & services,Amusements,"Medical, educational services & nonprofit orgs",Federal government enterprises,State & local government enterprises,Gross imports of goods & services,"Business travel, entertainment, gifts",Office supplies,"Scrap, used & secondhand goods",Government industry
Wooden containers,0.0106082,0.0039129,0.0028708,0.0103367,0.0022521,0.0022797,0.0015789,0.000951,0.0024698,0.0025529,0.0039834,0.0038083,0.0047031,0.0306785,0.0103917,0.0157154,0.0145597,0.0113484,0.0174793,0.005369,0.0626104,0.0171014,0.0164146,0.0232652,1.0400417,0.0114813,0.0086224,0.0145592,0.0291217,0.0142585,0.0048347,0.0222756,0.0202163,0.0218227,0.0547446,0.0077585,0.0031485,0.0050215,0.0079555,0.0074141,0.0101024,0.0129632,0.0064495,0.0059861,0.0033137,0.0050842,0.0068842,0.0047789,0.0068791,0.0085851,0.0089433,0.0120544,0.0079956,0.0222162,0.0233713,0.0072628,0.0097511,0.0103451,0.0071609,0.0031187,0.0049394,0.0125253,0.0109997,0.023828,0.0019604,0.0009629,0.0013419,0.001388,0.0030776,0.0010077,0.0005914,0.0036806,0.0022994,0.0171736,0.0029907,0.0020102,0.003158,0.0017235,0.0019937,0.0,0.0,0.0,0.0,0.0,0.0
Household furniture,0.0116962,0.0076521,0.0055308,0.0094709,0.0085691,0.0081374,0.007992,0.0048039,0.0106914,0.0109497,0.0173144,0.0080387,0.0123037,0.0188334,0.0265363,0.0133096,0.0138396,0.0120713,0.0144534,0.0082637,0.0127033,0.0145677,0.0149378,0.0215638,0.0176515,1.1205744,0.0136457,0.0131805,0.0317742,0.0198906,0.0081072,0.012071,0.013555,0.0159008,0.011317,0.0108422,0.008763,0.0100757,0.0263476,0.0106624,0.0104802,0.012906,0.0094631,0.0088371,0.0096758,0.0102739,0.009363,0.011799,0.0102673,0.0140602,0.0167717,0.0111304,0.0104354,0.0139199,0.0115364,0.0184268,0.0126087,0.010133,0.0105287,0.0134766,0.0102164,0.0147823,0.0148864,0.0197936,0.0112863,0.0085372,0.012649,0.0065047,0.0180817,0.0313781,0.0061375,0.0164792,0.1443723,0.0155333,0.0098507,0.0198339,0.0334988,0.0150219,0.0100436,0.0,0.0,0.0,0.0,0.0,0.0
Other furniture & fixtures,0.0660869,0.1267498,0.0486012,0.1076038,0.0393942,0.0560743,0.0245679,0.0153362,0.0271523,0.1734826,0.0254398,0.0280104,0.0193247,0.0504483,0.0409329,0.1619532,0.1909995,0.075185,0.0938872,0.0369617,0.0253523,0.0455738,0.0379778,0.08147,0.0702741,0.0500073,1.060757,0.5234244,0.1689673,0.3325621,0.0632369,0.1749275,0.1125189,0.0689631,0.0637732,0.0536962,0.0467891,0.0601416,0.0372201,0.0277225,0.0310117,0.0504687,0.0195451,0.0234688,0.0204327,0.0200014,0.0224483,0.0452587,0.0213974,0.0145017,0.0260574,0.032675,0.0280089,0.0445671,0.04237,0.0280222,0.049444,0.0669338,0.0362487,0.0170029,0.0299765,0.0440757,0.1168728,0.0621668,0.0126675,0.0043318,0.0085572,0.0173306,0.0057395,0.0042813,0.0047233,0.0158852,0.0116446,0.0221141,0.0145404,0.0143676,0.0267865,0.0049953,0.0287788,0.0,0.0,0.0,0.0,0.0,0.0
Paper & paperboard,0.0071968,0.0077311,0.0062709,0.0080063,0.0069286,0.0072866,0.0045111,0.0017634,0.0051018,0.0060728,0.0085455,0.009688,0.007776,0.0079157,0.0081513,0.1872699,0.2429722,0.089408,0.1101717,0.0073755,0.0106547,0.0342315,0.0190536,0.038538,0.028193,0.0125461,0.0446831,0.851133,0.0210618,0.0770915,0.004224,0.1876644,0.0078176,0.0462281,0.0068832,0.0157907,0.00511,0.0218088,0.010325,0.0072128,0.008636,0.0141183,0.0055929,0.0099006,0.0072632,0.007534,0.0069463,0.0085596,0.0081739,0.0047029,0.0162491,0.0149233,0.0111662,0.0317677,0.0228531,0.0180765,0.0183538,0.0184019,0.021332,0.007238,0.015877,0.0237306,0.0222263,0.0400893,0.0038575,0.0017294,0.0020408,0.0023529,0.0019126,0.0013431,0.001234,0.0066317,0.0031189,0.0051709,0.0055121,0.0037015,0.0050512,0.0017988,0.004402,0.0,0.0,0.0,0.0,0.0,0.0
Paper containers & products,0.0075189,0.0039114,0.0019782,0.0037925,0.0016487,0.0020246,0.0011018,0.0007239,0.0017606,0.0030628,0.0019283,0.0020212,0.0011295,0.010952,0.0027276,0.008733,0.0090584,0.0073859,0.0070385,0.001799,0.0014846,0.0025831,0.0018752,0.0053218,0.0035124,0.0025414,0.0277017,0.0202103,1.0163704,0.0172334,0.0065462,0.0077208,0.0342913,0.0113517,0.0022477,0.0032859,0.0017998,0.0022586,0.0025255,0.0018906,0.0019767,0.002812,0.0011292,0.0012444,0.0011706,0.0011715,0.0010835,0.0019109,0.0027622,0.0011096,0.001503,0.0017399,0.0013502,0.0027567,0.0019163,0.0016304,0.0019477,0.0055264,0.0020119,0.0012874,0.0016276,0.0099335,0.0033486,0.0054135,0.001178,0.0011014,0.0008157,0.0013111,0.001016,0.0007021,0.0003609,0.0128995,0.0019671,0.0050574,0.0010495,0.0014841,0.0216577,0.0016667,0.001799,0.0,0.0,0.0,0.0,0.0,0.0
Printing & publishing,0.0014974,0.0013647,0.0022314,0.0013987,0.0014592,0.0013091,0.0009279,0.0016766,0.00107,0.001416,0.0102396,0.0183105,0.0012626,0.0020444,0.000744,0.0031052,0.0039375,0.0017935,0.0020726,0.0073988,0.0034537,0.0128258,0.0105902,0.0025353,0.003773,0.0015493,0.0056353,0.0104345,0.0037387,0.9843942,0.0018687,0.0038942,0.0015791,0.0015732,0.0031785,0.0039763,0.001834,0.0025755,0.0238783,0.005053,0.0050418,0.0071074,0.0020319,0.0041679,0.0027464,0.0025988,0.0024546,0.0013163,0.0016953,0.0013505,0.0031891,0.0048399,0.003883,0.0101227,0.0043172,0.0020226,0.0015615,0.0029787,0.0066347,0.0025798,0.0083955,0.0024353,0.0015221,0.0072276,0.0017684,0.0014603,0.0006091,0.001762,0.0006397,0.0004068,0.0015262,0.0010429,0.0009241,0.0011165,0.0087807,0.0013343,0.0011431,0.0005068,0.0054269,0.0,0.0,0.0,0.0,0.0,0.0
Basic chemicals,0.0587156,0.0791458,0.0471661,0.0689485,0.0553443,0.0491733,0.0379632,0.0160339,0.0650268,0.061476,0.0491699,0.0548236,0.0198446,0.0420038,0.0304226,0.0596239,0.0609186,0.0347317,0.0387276,0.0396183,0.0357925,0.0328412,0.0297853,0.0712784,0.0576334,0.0324979,0.2085276,0.114541,0.0538351,0.0991231,1.0561903,0.0616056,0.0517509,0.0311399,0.0488975,0.0617686,0.0473534,0.0509055,0.0405411,0.030625,0.0284963,0.0324474,0.027176,0.02298,0.0235815,0.0254558,0.0233354,0.0269037,0.0282456,0.0199069,0.0226244,0.0292137,0.0271387,0.0286128,0.0286466,0.0195658,0.0279735,0.0316913,0.0277426,0.0217828,0.0290607,0.0268312,0.0352923,0.0356686,0.0926643,0.0082372,0.0110483,0.1070602,0.022643,0.0107636,0.0084399,0.0233985,0.0164059,0.0250527,0.0320146,0.0232523,0.0243265,0.0174172,0.0517698,0.0,0.0,0.0,0.0,0.0,0.0
Synthetic materials,0.0184634,0.0109129,0.0074072,0.0113558,0.0251161,0.0239447,0.0144509,0.0039096,0.0167987,0.0108698,0.0183293,0.0262997,0.0194212,0.0209798,0.030197,0.0292974,0.0568563,0.0195432,0.0453976,0.0149538,0.012097,0.0625187,0.0501756,0.0381982,0.0234433,0.0200617,0.0229382,0.0397728,0.0451407,0.0183171,0.0069856,1.0036386,0.0128411,0.0777984,0.0126651,0.0185515,0.0108358,0.0183118,0.0111486,0.0174029,0.0170738,0.0344458,0.0140957,0.0410024,0.0280068,0.0276753,0.0193316,0.0272489,0.0215809,0.0112176,0.053651,0.0319736,0.0246373,0.0616553,0.0383967,0.050784,0.0540306,0.036749,0.069132,0.0171501,0.0268949,0.0471921,0.0410837,0.0432335,0.0131244,0.00485,0.0047156,0.0058518,0.0055496,0.0029072,0.0035346,0.0135797,0.0069148,0.0162683,0.0147901,0.0078346,0.0139731,0.0037828,0.0099851,0.0,0.0,0.0,0.0,0.0,0.0
"Drugs, cleaning & toilet items",0.0001563,3.16e-05,8.65e-05,0.0001271,3.85e-05,2.79e-05,2.17e-05,1.88e-05,3.15e-05,2.65e-05,5.4e-05,4.65e-05,4.05e-05,7.14e-05,2.41e-05,0.0001237,0.0001443,0.0060511,0.0097903,0.0001351,6.45e-05,0.003965,0.0004514,6.54e-05,4.43e-05,0.0001794,5.34e-05,4.65e-05,4.74e-05,8.46e-05,3.38e-05,0.0002123,1.0523741,0.1979326,0.0001031,4.66e-05,4.56e-05,3.03e-05,3.35e-05,3.87e-05,6.8e-05,9.04e-05,3.2e-05,5.86e-05,3.88e-05,3.14e-05,5.34e-05,5.3e-05,2.96e-05,2.89e-05,4.39e-05,4.95e-05,3.23e-05,7.57e-05,3.65e-05,9.03e-05,5.24e-05,3.16e-05,0.0003508,7.11e-05,0.0001123,0.000364,5.73e-05,0.0030512,3.99e-05,2.03e-05,5.96e-05,2.03e-05,6.58e-05,4.58e-05,1.1e-05,0.0003319,3.75e-05,5.16e-05,6.8e-05,0.0002284,9e-05,0.0001962,4.41e-05,0.0,0.0,0.0,0.0,0.0,0.0
Paints & allied products,0.0007192,9.27e-05,0.0003249,0.0003848,8.96e-05,8.17e-05,5.61e-05,6.78e-05,7.25e-05,7.12e-05,0.0001737,0.0001337,9.77e-05,0.0002531,6.84e-05,0.000462,0.0001997,0.001266,0.0026843,0.0006584,0.0002783,0.0002398,0.0001876,0.0002785,0.0001767,0.0002743,0.0001997,0.0001679,0.0001726,0.0003733,0.0001191,0.0006376,0.0011046,1.0228066,0.0004727,0.0001951,0.0001654,0.0001008,0.00011,0.0001341,0.0001747,0.0003324,9.03e-05,0.0001912,0.0001201,9.67e-05,0.0002742,0.0001838,8.92e-05,9.38e-05,0.0001354,0.0001468,9.7e-05,0.0001845,0.0001189,0.0001384,0.0001392,9.81e-05,0.0002817,0.0001572,0.0001455,0.0011336,0.0001962,0.003913,9.21e-05,4.37e-05,0.0002226,6.37e-05,0.0002792,0.0001341,3.47e-05,0.0008415,0.0001113,0.0001534,0.0001099,0.0009001,0.0002143,0.0007023,0.0001368,0.0,0.0,0.0,0.0,0.0,0.0
Petroleum refining,0.0064328,0.0007327,0.0012845,0.0014885,0.0010537,0.0009208,0.0005558,0.0006228,0.0009402,0.0008946,0.0030287,0.0035357,0.0018841,0.0217527,0.0006341,0.0057296,0.005048,0.0022115,0.0033175,0.0026288,0.0013617,0.0073499,0.0031523,0.0014424,0.0015436,0.0010518,0.0018912,0.0026973,0.0176406,0.0030106,0.0010622,0.0074423,0.0083603,0.0029941,1.0510073,0.0021102,0.0009231,0.0013616,0.0009393,0.0092404,0.0023586,0.0027141,0.0011173,0.0012719,0.0012037,0.0010386,0.0013846,0.0026647,0.001562,0.0007883,0.0037383,0.0023854,0.0024559,0.0084717,0.0381666,0.0063985,0.0204836,0.0029009,0.0145683,0.0020268,0.0072896,0.0079772,0.0108129,0.0024489,0.0010481,0.0006269,0.0010905,0.0006593,0.0008278,0.0004509,0.0003959,0.0033194,0.0008389,0.0082385,0.0067096,0.0011184,0.0023427,0.0006347,0.001369,0.0,0.0,0.0,0.0,0.0,0.0
Rubber & plastic products,0.0039292,0.0043771,0.0052704,0.0043035,0.0065576,0.0113847,0.0088475,0.004936,0.0572174,0.0050589,0.0781572,0.0568146,0.0052749,0.0039993,0.0022312,0.0048624,0.0069063,0.0031272,0.0041749,0.0122786,0.0086915,0.0098587,0.0090152,0.0092928,0.0063744,0.0035997,0.0083273,0.0090815,0.0046171,0.0183526,0.0075886,0.010511,0.0058092,0.0042818,0.0232055,1.109183,0.0157783,0.0099211,0.0085615,0.0105745,0.0088266,0.0107179,0.0144682,0.0092875,0.0139418,0.0102706,0.0167699,0.0105482,0.0140119,0.0193621,0.0075092,0.0124329,0.0147676,0.0132926,0.0124974,0.0067932,0.0161601,0.0076575,0.0115504,0.006404,0.0177668,0.0086103,0.0067952,0.0090795,0.0051346,0.0030917,0.0020369,0.0063079,0.001859,0.0010906,0.0047776,0.0062359,0.0018027,0.0039102,0.0136536,0.0037485,0.0031218,0.0012808,0.0209074,0.0,0.0,0.0,0.0,0.0,0.0
Leather tanning & finishing,0.0156748,0.0110706,0.015119,0.0115601,0.0666229,0.0694781,0.0362476,0.0217916,0.0378176,0.0344334,0.0721284,0.0575046,0.0705915,0.0251798,0.0072076,0.0120741,0.0143227,0.0084992,0.0116985,0.0249726,0.0242475,0.0566529,0.1611573,0.0153182,0.0239754,0.0112899,0.0352292,0.0222923,0.0229485,0.0445194,0.0212315,0.0312646,0.01447,0.0139086,0.0137025,0.0297196,1.2391798,0.0559997,0.3906647,0.2999186,0.3561521,0.270887,0.2250094,0.2168564,0.2599716,0.2151401,0.1527961,0.1453631,0.1953704,0.1229926,0.0441513,0.1491058,0.116023,0.1461095,0.1162895,0.0327455,0.0411713,0.068335,0.1954884,0.0622391,0.1678907,0.0548436,0.0224574,0.0492878,0.0156026,0.0059727,0.0043068,0.0153983,0.0044543,0.002631,0.0053756,0.0081412,0.0063472,0.0121854,0.0487771,0.0076243,0.0068607,0.0042672,0.0219527,0.0,0.0,0.0,0.0,0.0,0.0
Footwear & leather products,0.0107679,0.0098838,0.0095538,0.0096632,0.0183022,0.0208838,0.0152697,0.007348,0.0167909,0.0176629,0.0514796,0.0427397,0.0662562,0.0168397,0.0051987,0.0117295,0.0201097,0.0083377,0.0092961,0.0139561,0.0093788,0.0277207,0.0459713,0.0146158,0.0180086,0.0105175,0.0492283,0.0276325,0.0192525,0.0455158,0.0100043,0.0208612,0.0117948,0.0105291,0.0256746,0.0263167,0.0604096,1.5798115,0.2502719,0.1791385,0.0928488,0.1377248,0.1047052,0.0480863,0.044007,0.0643279,0.0684236,0.0756807,0.0827913,0.0706365,0.0585199,0.1478805,0.1309094,0.1032912,0.1301288,0.0715669,0.1019393,0.2099807,0.0772252,0.0900372,0.0708873,0.0781148,0.0572981,0.0955573,0.0091504,0.0072028,0.0053672,0.0081925,0.0030246,0.0021842,0.0039907,0.0082516,0.0050888,0.0081909,0.0219385,0.0058151,0.006186,0.0029413,0.0154798,0.0,0.0,0.0,0.0,0.0,0.0
Glass & glass products,0.0121624,0.0022266,0.0026602,0.0028672,0.0009758,0.0011397,0.000656,0.0004812,0.000914,0.0020113,0.0014773,0.0019246,0.0007407,0.0418582,0.001082,0.0032406,0.0037701,0.0018675,0.0022802,0.001555,0.0014112,0.0021489,0.0016774,0.0024892,0.0072011,0.006215,0.0132117,0.0098053,0.0253068,0.0613759,0.0049098,0.0038218,0.0164716,0.0044972,0.002057,0.0015981,0.0011459,0.0014494,1.0360814,0.0018463,0.0032984,0.0023124,0.0008352,0.0012455,0.0008308,0.0008489,0.0013704,0.0011314,0.0008866,0.0006804,0.0010983,0.0012567,0.001046,0.0018652,0.0015298,0.0010054,0.0012487,0.001468,0.0016089,0.000963,0.0013673,0.0017614,0.0019719,0.0020725,0.0008822,0.0003097,0.0006642,0.0008928,0.0009029,0.0004503,0.0002841,0.0009636,0.0009051,0.0124007,0.0011717,0.0012809,0.0018719,0.0007795,0.0011199,0.0,0.0,0.0,0.0,0.0,0.0
Stone & clay products,0.0028161,0.0027028,0.0059016,0.0024485,0.004026,0.0032849,0.0032186,0.0054801,0.0063818,0.0062082,0.0697901,0.0606577,0.0056501,0.0023519,0.0012931,0.0025474,0.0025613,0.0017171,0.0022858,0.0084077,0.0111532,0.0043273,0.0054582,0.0037526,0.002979,0.0019001,0.0054646,0.0036232,0.0024639,0.0036453,0.0048789,0.0047761,0.0021062,0.001851,0.0061696,0.0050294,0.0051865,0.0056907,0.0046056,0.9658448,0.0068035,0.0090103,0.0213204,0.0083378,0.0244806,0.0279216,0.0108206,0.0178237,0.0162106,0.0077864,0.0117478,0.0169514,0.0080653,0.0085299,0.0044391,0.0084302,0.0051042,0.0066782,0.0048676,0.0067994,0.0470729,0.0074782,0.0025605,0.0032709,0.0043569,0.0028474,0.0015672,0.0055297,0.0013261,0.0008391,0.0052631,0.0020729,0.0012404,0.001906,0.0026111,0.0032951,0.0025113,0.0010316,0.0174512,0.0,0.0,0.0,0.0,0.0,0.0
Primary iron & steel,0.0032954,0.0016355,0.0022096,0.0025444,0.0096558,0.0107162,0.0128531,0.0015525,0.0064074,0.0064735,0.0077849,0.0066078,0.016463,0.0049123,0.0012076,0.0018662,0.002193,0.0016153,0.0050424,0.0138444,0.0061735,0.0111444,0.021964,0.0032826,0.0040362,0.0019774,0.0031144,0.0028256,0.0067559,0.0044462,0.0018789,0.0063401,0.0026433,0.0051294,0.0048024,0.0039078,0.010141,0.0091046,0.0115553,0.0362459,0.9762023,0.0238737,0.0368748,0.0306364,0.0164161,0.0212058,0.0364632,0.0147013,0.0214481,0.0117746,0.0256449,0.0350884,0.0230327,0.0392545,0.0333742,0.0161326,0.0234321,0.0212517,0.0981511,0.0170434,0.0209258,0.0272053,0.0103993,0.010857,0.0034215,0.0028027,0.0015558,0.0029477,0.0015309,0.0008407,0.0007471,0.0028333,0.0019452,0.0055172,0.0467987,0.002422,0.0022851,0.0021726,0.0030583,0.0,0.0,0.0,0.0,0.0,0.0
Primary nonferrous metals,0.0073667,0.0054187,0.0081491,0.0062268,0.0236069,0.0194566,0.0107465,0.0093821,0.0148477,0.0088418,0.0302295,0.0331648,0.0188245,0.0082578,0.0083534,0.0050268,0.005431,0.0041475,0.0047716,0.0312248,0.0182212,0.0597692,0.0427412,0.0169536,0.0160442,0.0086486,0.0095381,0.0081516,0.0121666,0.0124262,0.0099063,0.013405,0.0052531,0.012888,0.0063158,0.0186578,0.0206836,0.0185412,0.0212977,0.0415388,0.0317506,0.8992667,0.0271561,0.0233549,0.0231951,0.0303574,0.0277466,0.0310008,0.0264338,0.0273112,0.0223499,0.032124,0.0212656,0.0344349,0.0293319,0.0220566,0.0307532,0.0313866,0.0397198,0.016715,0.0270182,0.0334053,0.0142049,0.0201225,0.007975,0.0031074,0.0025341,0.0067569,0.0028069,0.0014964,0.0029822,0.0055036,0.0035714,0.004795,0.0327673,0.0041941,0.0039288,0.002026,0.0114935,0.0,0.0,0.0,0.0,0.0,0.0
Metal containers,0.0017772,0.0015797,0.0035215,0.0041765,0.0147895,0.0125709,0.0105653,0.0038582,0.0116018,0.0126159,0.0018965,0.0017116,0.005099,0.001184,0.00068,0.0013119,0.001335,0.0008375,0.0009476,0.0013945,0.0012434,0.0012148,0.0023806,0.0014282,0.001304,0.0008075,0.0027059,0.0018854,0.0010823,0.0016019,0.0031373,0.0016697,0.0010188,0.0008046,0.0015894,0.0027026,0.0040804,0.002829,0.0020928,0.0053814,0.0030715,0.0041076,0.981502,0.0704612,0.0388611,0.0196507,0.0053703,0.014395,0.0131387,0.0057817,0.0025394,0.008615,0.0302597,0.0041749,0.001846,0.0015127,0.0012853,0.0017631,0.0150262,0.0027534,0.0331099,0.002991,0.0010152,0.0014938,0.0029419,0.0021811,0.0004294,0.0081537,0.0005495,0.0003831,0.0003105,0.0007538,0.001099,0.0008475,0.0033259,0.0008393,0.0006101,0.0005214,0.0024538,0.0,0.0,0.0,0.0,0.0,0.0
"Heating, plumbing, structural metal",0.0103475,0.0088059,0.0029704,0.0039432,0.0012243,0.0011484,0.0013651,0.0003037,0.0011525,0.0008516,0.0007709,0.0005674,0.0004316,0.0036187,0.0022784,0.0012061,0.0006515,0.0005179,0.0006364,0.0011068,0.0031738,0.0009181,0.0011932,0.0004311,0.0008676,0.0003129,0.0009422,0.000586,0.0006452,0.0006197,0.0003355,0.0005224,0.0014328,0.0005697,0.0003438,0.0005316,0.0029688,0.0004573,0.0010963,0.0030807,0.0019545,0.0019785,0.006359,1.0142025,0.0202387,0.003998,0.0013992,0.0039131,0.0031681,0.0010707,0.0003868,0.0012189,0.0006571,0.0017987,0.001227,0.0005567,0.0003752,0.0007804,0.0012138,0.0008708,0.0027602,0.0008183,0.0003283,0.0007221,0.0002962,0.0001293,0.0002788,0.0005433,0.0002621,0.0001999,0.0003049,0.0002467,0.001607,0.0013354,0.0004447,0.0006977,0.0002822,0.0001533,0.0041281,0.0,0.0,0.0,0.0,0.0,0.0
Screw machine products,0.001204,0.0013543,0.0010855,0.0012396,0.0409815,0.0382462,0.0564141,0.0059439,0.0423762,0.0245764,0.0046131,0.0032734,0.0019893,0.0011241,0.000759,0.0015732,0.001588,0.0009155,0.0010779,0.0014846,0.0011457,0.0023893,0.0023079,0.0019209,0.0014571,0.0009172,0.0047274,0.0029149,0.0015983,0.0027052,0.0046327,0.0021794,0.0011956,0.0009881,0.0021906,0.0120482,0.0098004,0.0050438,0.0041785,0.0068681,0.0040735,0.0091871,0.0370378,0.0161242,1.0390443,0.0441331,0.0045472,0.0049631,0.0137545,0.0045728,0.0013362,0.0039659,0.0046067,0.0026377,0.0020772,0.0019578,0.001569,0.0020766,0.0049257,0.0016194,0.0081748,0.0041251,0.0012998,0.0022102,0.0010972,0.0004523,0.0004228,0.006007,0.0005351,0.0003875,0.000409,0.0007503,0.0021313,0.0007833,0.001575,0.0007598,0.0006801,0.00036,0.0023386,0.0,0.0,0.0,0.0,0.0,0.0
Other fabricated metal products,0.0002858,0.0002634,0.0003683,0.0002521,0.0063122,0.0038711,0.0038179,0.0003542,0.0060949,0.0025591,0.0036446,0.003565,0.0019481,0.0002869,0.0002157,0.0013375,0.0005186,0.0005667,0.0007911,0.0009442,0.0004996,0.0005698,0.0012138,0.0004303,0.0003449,0.0002585,0.0005676,0.0004348,0.0003624,0.0004353,0.0003815,0.000408,0.0002533,0.0003327,0.0004199,0.0008892,0.0017737,0.0012065,0.0008418,0.0014235,0.0010286,0.0011997,0.0013409,0.0021187,0.0041272,0.936315,0.0020069,0.0040543,0.0039547,0.0016977,0.0009917,0.0008006,0.0009262,0.0005588,0.0004579,0.0004126,0.0003488,0.00073,0.0014031,0.0005765,0.0015018,0.0007473,0.0002742,0.0003948,0.0003649,0.000204,0.0001565,0.0006801,0.0004192,0.0001352,0.0003157,0.0002221,0.0008736,0.0002315,0.0004109,0.0003034,0.0002308,0.0001778,0.0011369,0.0,0.0,0.0,0.0,0.0,0.0
Engines & turbines,0.0011737,0.0008911,0.0010257,0.0010707,0.0033535,0.0035377,0.002373,0.0013809,0.0031799,0.0019247,0.0034929,0.0029597,0.0131896,0.001627,0.0009469,0.001844,0.0021587,0.0013152,0.0016496,0.0045762,0.0039103,0.0037528,0.0068896,0.0021395,0.0056028,0.0014404,0.0025955,0.002203,0.0025226,0.002238,0.0014317,0.0046529,0.0015305,0.0025021,0.0063981,0.0027861,0.010838,0.0159262,0.0103543,0.0118781,0.0184218,0.0167922,0.0221095,0.0182691,0.014716,0.0183499,0.9440118,0.0234893,0.0213127,0.0214303,0.0085722,0.0149805,0.0123065,0.0090097,0.011704,0.0062315,0.0085876,0.0106981,0.0099821,0.0151727,0.0097994,0.0099736,0.0032646,0.0045288,0.0015359,0.0005738,0.0005097,0.0012024,0.0005161,0.0002896,0.0003221,0.0008451,0.0012664,0.0009556,0.0030973,0.0006374,0.0006556,0.0003861,0.0016371,0.0,0.0,0.0,0.0,0.0,0.0
Farm machinery,0.0012128,0.0014502,0.0008663,0.0013784,0.0009566,0.0010785,0.0007215,0.0003579,0.000788,0.002332,0.0012859,0.0010577,0.0011744,0.0018589,0.0008541,0.0096713,0.013598,0.005342,0.0058813,0.0025986,0.0039928,0.0028529,0.0019499,0.0055663,0.0068143,0.0063053,0.0104253,0.0066802,0.0026796,0.0038978,0.0009279,0.004861,0.0017074,0.0026902,0.0073586,0.0018783,0.0026081,0.0017782,0.0015899,0.0033846,0.0019685,0.0027021,0.0022441,0.0028354,0.0025995,0.007769,0.0068066,0.941551,0.0079884,0.0019661,0.0035111,0.0040312,0.0013462,0.0020683,0.0016271,0.0010687,0.0015028,0.0015903,0.0018655,0.0008542,0.003481,0.0033503,0.0020179,0.0022908,0.000434,0.0001978,0.000293,0.000391,0.0003548,0.0003201,0.0001669,0.0006064,0.0014057,0.0015632,0.0006564,0.0004898,0.0006806,0.0002448,0.0006456,0.0,0.0,0.0,0.0,0.0,0.0
Construction & mining machinery,0.0026873,0.0024481,0.0030453,0.0021731,0.0158521,0.013151,0.0170881,0.0050304,0.0134957,0.0091007,0.0087377,0.0057822,0.0108738,0.0023742,0.0014615,0.0030135,0.0033947,0.0018955,0.0025251,0.0031486,0.002213,0.0038799,0.0066901,0.0031509,0.0027599,0.0017379,0.0077551,0.0060017,0.004442,0.0043507,0.0056442,0.0047037,0.0020273,0.0018752,0.0035079,0.0045631,0.0168919,0.015157,0.0083583,0.0161376,0.0099599,0.0166272,0.0454028,0.0528566,0.0731383,0.0722952,0.0278082,0.0459291,0.9529779,0.0256933,0.0073442,0.0322909,0.0126052,0.0145585,0.0073133,0.0038724,0.0057582,0.0113338,0.0155623,0.011791,0.0294588,0.0073775,0.0048885,0.0038199,0.0041211,0.0014513,0.0007342,0.0038813,0.0007903,0.0005814,0.0006454,0.001199,0.0024771,0.0014664,0.0038494,0.0012059,0.0010714,0.0008649,0.003089,0.0,0.0,0.0,0.0,0.0,0.0
Materials handling equipment,0.0028636,0.0020727,0.0016966,0.0019669,0.0053222,0.0087427,0.006634,0.0038032,0.0073769,0.0049502,0.0037951,0.0032491,0.0102864,0.0026415,0.0013073,0.0037378,0.0040571,0.002593,0.0033962,0.0051823,0.0065552,0.0048305,0.0074635,0.0035949,0.0043179,0.0020571,0.0037043,0.0034173,0.0026003,0.0034957,0.0033308,0.0055261,0.002932,0.0040894,0.0066504,0.0050704,0.0101353,0.0094813,0.0083783,0.011379,0.0367735,0.0119242,0.0410518,0.0282805,0.0144051,0.0252311,0.0304253,0.0331239,0.0267833,1.0149612,0.0077566,0.0206206,0.0098738,0.0088826,0.0080538,0.0071235,0.0074721,0.0092792,0.0211978,0.0175506,0.0180608,0.009374,0.0045294,0.0054984,0.0028169,0.0009525,0.0007402,0.0028817,0.0012775,0.000462,0.0004627,0.0015202,0.0013559,0.003203,0.0122794,0.0012427,0.0009886,0.0010114,0.0085941,0.0,0.0,0.0,0.0,0.0,0.0
