,Dairy farm products,Poultry & eggs,Meat animals & misc livestock,"Cotton, food grains, tobacco, fruits, vegetables",Coal mining,Crude petroleum & natural gas,Stone & clay mining,Chemical & fertilizer mineral mining,New construction,Maintenance & repair construction,Ordnance & accessories,Meat products,Dairy products,Canned & frozen foods,Grain mill products,Bakery products,Sugar,Confectionery products,Alcoholic beverages,Soft drinks & flavorings,Tobacco manufactures,Fabrics & yarn,"Floor covering, misc textiles",Lumber & wood products,Wooden containers,Household furniture,Other furniture & fixtures,Paper & paperboard,Paper containers & products,Printing & publishing,Basic chemicals,Synthetic materials,"Drugs, cleaning & toilet items",Paints & allied products,Petroleum refining,Rubber & plastic products,Leather tanning & finishing,Footwear & leather products,Glass & glass products,Stone & clay products,Primary iron & steel,Primary nonferrous metals,Metal containers,"Heating, plumbing, structural metal",Screw machine products,Other fabricated metal products,Engines & turbines,Farm machinery,Construction & mining machinery,Materials handling equipment,Metalworking machinery,Special industry machinery,General industrial machinery,Machine shop products,Office & computing machines,Service industry machines,Electric industrial equipment,Household appliances,Electric lighting & wiring,"Radio, TV, communication equipment",Electronic components,Misc electrical machinery,Motor vehicles & equipment,Aircraft & parts,Transportation & warehousing,Communications except radio & TV,Radio & TV broadcasting,"Electric, gas, water & sanitary services",Wholesale trade,Retail trade,Finance & insurance,Real estate & rental,Hotels & personal services,Business services,Eating & drinking places,Automobile repair & services,Amusements,"Medical, educational services & nonprofit orgs",Federal government enterprises,State & local government enterprises,Gross imports of goods & services,"Business travel, entertainment, gifts",Office supplies,"Scrap, used & secondhand goods",Government industry
Ordnance & accessories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meat products,0.010010138590414303,0.029471291972404605,0.0,0.0,0.0008983219095158181,0.008348192847956104,0.01319147888460602,0.07105413118221801,0.012203253683221331,0.008160241802571532,0.0004415477173587907,0.0008301013136864094,0.001516606148927123,0.0027303537072529286,0.0019018359073434982,0.0030469802146118586,0.0030687719666369407,0.0013353655026758832,0.001525936798067009,0.005224763175042284,0.002620061981521668,0.0019559095040328663,0.002898365483887518,0.005457207410841674,0.004356524542337656,0.0030551878819654824,0.008051457053099563,0.006425007639386113,0.0047028128583417985,0.003578436957577509,0.02088214770050684,0.004849502937358442,0.0018317652101433998,0.002260461331804509,0.00972713034188679,0.008759577380876673,0.012240449718671694,0.004316515866494457,0.0019119734621312512,0.002654486831213679,0.0023821392898465683,0.0024353675447042825,0.002657823161712077,0.0016005349309007268,0.0023647104543421463,0.0022771349608745922,0.004022905107304061,0.0022887029365635347,0.0030263183371656284,0.0060494680732430806,0.004479147528936248,0.0023215634523055017,0.0028409961910880114,0.0012843244010234053,0.0014655962246330045,0.0016720297810587418,0.004373906418394767,0.0011796190556489779,0.002535432638246257,0.00283187130408445,0.0022787317086981084,0.0029072325154005253,0.003771052552931939,0.003606300557878428,0.07556349757683038,0.1872014355343243,0.0,0.056313575270979785,0.012334293432062896,0.007389096891384156,0.32359551902198375,0.027014781642333733,0.001679295519508557,0.0,0.005278786994085271,0.02164942080064746,0.06702233363006761,0.013585852048411106,0.43788387788253813,0.0,0.0,0.0,0.0,0.0,0.0
Dairy products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012617091020653522,1.1543614430349178e-07,0.04255525895361589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.370373814979871e-05,0.0004777341466049491,9.893434716721984e-06,0.0,0.0,0.0,4.003238679841823e-06,7.941026831360521e-05,0.0,0.0,0.0,0.0,0.0003246584556338231,2.322170107802132e-05,0.0,0.003153169810354685,0.0074054180332542964,0.000924949221667108,0.008233184956952673,0.00016644015000902358,7.373171270214099e-05,0.0003524370532737976,0.00023932296672347106,0.002736422691577169,1.6644920700540552e-05,0.00020607980016504226,3.359491876853626e-05,0.00010201335289674512,0.008803793037940408,3.357296831281898e-05,0.0,0.016543784404340352,0.00015666094623211524,0.0,0.0005848592703925913,0.026881189248509706,6.17699404306137e-05,0.0037209932507428147,0.007853642588622905,4.808089540631391e-05,0.0,0.0,0.0,0.0,0.0005878047626393569,0.0,6.534352237822796e-05,0.0001344261366271165,0.0,0.0,0.0,0.0,0.0,1.3914956960714518e-05,2.6794835295496793e-06,0.0,0.0010068680539641244,0.0,0.0,0.0,0.0
Canned & frozen foods,0.17777162196088012,0.00018180044839822225,0.03840749048855764,0.02878171172745728,0.0,0.0,0.0,0.0,0.0,0.00019634559204145867,0.0006684534822742235,0.00030994604745487544,0.0,0.23703766646628133,0.0003043461734563476,0.0033300590479253293,0.007089085689887694,0.0,6.026150189823731e-05,7.748122219791439e-05,0.0002576515244986682,0.0,8.011010188384755e-05,0.014834468882095353,7.831954233416012e-05,0.0016628387984920705,0.024124291120412495,0.005295144414109926,0.060397974155618546,0.06390711594657678,0.0015044409958169741,4.582063757865496e-05,0.33509994429311596,0.0006544672854798785,0.00018559482386598544,0.000787368668420278,3.3602397234550945e-05,0.000592590606170929,0.0027347616522332024,0.0,7.174010216526345e-05,1.0728491386362479e-05,0.0,0.0,0.0,0.0,0.0,0.00017467505842421032,0.00160130930984384,0.0,0.0,0.0013079414139484811,0.0,7.41139111811287e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005820661178532083,0.0,0.0029149626346090017,0.008596167641596418,0.0,0.0,0.00011269049539603266,0.022762503932014986,0.0,0.0047872539140299,0.00038162587780718314,6.903450109353588e-05,0.0,0.0,0.0,0.030211784906793236,0.06915021681444566,0.0,0.0,0.2654963627260449,0.0,0.0,0.0,0.0
Grain mill products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000153109283415269,0.0,0.0,0.0,0.0,0.0,0.46229475966220457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4078216642068763e-07,0.0,0.0,0.0,0.0,0.0,0.0,5.915233273199112e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7546524578246795e-05,0.00012765252844963238,0.0,0.0002909289153517946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02134747610629098,0.0,0.005977018157671275,0.0,0.0
Bakery products,0.0,0.0007465799041917265,0.0,0.0,1.0482169305902194e-05,0.0003178984672592563,0.0,0.0,0.0,0.0008805802309738147,0.000771459413366839,1.6161060202488849e-06,0.0,0.000268382090240719,0.0,0.44391296123134943,0.2150507610674001,0.4361724958587947,0.5139158666883498,0.0,0.0,0.0872635607416072,0.0015661974975044353,0.008564019704167807,0.0,0.0005066769034299311,0.00024233918371768494,0.00036711310966196806,0.000256070568999677,0.00043918916768560676,2.031494255442119e-06,0.033046354968280615,0.0,0.05140741681034079,0.0,0.002834930985117319,0.0,0.0011879017463593668,0.0,0.0,0.0,0.0001105417773201991,0.0,0.0,0.0,0.0016535171749429004,0.0,0.0012020402046823949,0.0,0.0015067912661418026,0.0,0.0,0.000879662965873948,0.0021356842012579093,0.0,0.00019559593665215472,0.0,0.0012576878217409023,0.0005190061848947806,0.0008269619146307689,0.0004587704950732038,0.022772908294122044,0.001529612815058128,0.02376900070627568,0.0,0.0,0.0,0.00011921501536556126,0.0004375814266752498,0.0,0.0008189243092837628,0.008020278318038527,0.00016978461616463787,0.0,0.0,0.0,0.0,0.0057954177723124715,0.0,0.0,0.0,0.0,0.06065095676428098,0.0,0.0
Sugar,0.00046163624714391023,0.002331886246792058,0.05370907217246028,0.03417623452225703,6.289301583541317e-06,0.00016678475923108868,1.8237908038996295e-06,0.000390015162260919,0.00012648158195174394,0.0,0.0031286852945734953,0.00031571785467005004,2.647706265585061e-06,4.658798208468621e-05,0.0,0.05302312973573338,0.08298665915880521,0.005136711296696487,0.130010888345343,2.9992731173386214e-05,0.0,0.042983954124364704,0.03174520307010714,0.0037805207949712163,2.0978448839507175e-05,0.002789224194763076,3.657572834666915e-05,0.00015027867582565455,1.1247609180073661e-06,1.2730120802481355e-06,4.779986483393222e-06,0.07199079352034117,0.0,0.05577330668295378,7.54450503520266e-07,0.0033903287304568536,7.765259865127319e-07,0.0012602873836109396,6.209722189448688e-07,0.00041210236921527746,1.4715918392874552e-06,0.00845424279265696,1.3633358100600549e-06,9.67675290750137e-07,1.2220725862233312e-06,1.9579836292988755e-06,2.2792663497473432e-06,0.0004927675332388249,4.6877531768869314e-05,1.78424069406963e-06,0.0006141571087373035,0.002055460536025907,0.0012332473632317498,6.334522323173393e-07,0.00431576745133316,3.84728435586457e-06,2.9400177577072566e-06,7.806876609192441e-07,0.004573431041353357,0.00032272000713640385,0.011279770215821598,0.0008232614951965397,1.8112644346455038e-06,0.011918460403048609,0.0011241468196884665,4.3648003103857996e-06,9.811395543467915e-07,8.234831029502106e-06,0.0006189562077213178,6.005571586545302e-06,0.00015521889564244814,0.0010441933592766756,7.724900831585575e-06,0.0,2.0274434748759204e-06,5.887940187091976e-06,2.3848297572243308e-05,0.0012245162125428775,6.698708823874198e-07,0.0,0.0,0.0,0.0,0.0,0.0
Confectionery products,0.0,0.0,0.0,0.0,0.0,1.2312968802295137e-05,0.0,0.0,0.0,0.0,0.000730529570095839,0.0015181007337352205,0.0009947432439803075,0.000910718721241738,0.0,0.00343867268952951,0.009652205843781146,0.2841858187790071,0.025044432538899625,0.0021011084372493253,0.0030373848733152857,0.0028790466214811765,0.0022421827392434188,0.0011824812192919969,0.0018461034978766314,0.0,0.0006902419554383711,0.0008052718498988062,0.0006551732347392907,0.0006460536307259288,0.00020900490898636862,0.00394805947774331,0.0,0.017183668075834966,0.0028880365274755785,0.001990831394690349,0.0014346670567180228,0.0007121969410121183,0.001017152494631695,0.0015664512403605736,0.0020197597994220324,0.0017937654437591409,0.0012604039564005208,0.001227979943961924,0.0013251340409948323,0.0011248615950322039,0.002227982856878028,0.0016552760141725826,0.0016492059183902934,0.0029002832482101833,0.0013884150022309126,0.0010127538396089632,0.0017934236167443129,0.0011028403364644877,0.0017386266458823184,0.0015861583942358448,0.002656516045356914,0.0015278057524189608,0.0006084213835523585,0.0015311372295194025,0.0018215698058236184,0.002909297897977536,0.0017388138572596837,0.0038212641727775306,0.0009473154680438437,0.002091709304299328,0.0,0.00041940627881794957,0.0032505693532829424,0.0,0.0016130028317469776,0.011495148840407667,0.0,0.0,0.0012601687553839887,0.0,0.0002559182857122244,0.0,0.000206655167216519,0.0,0.0010039168668555256,0.0,0.005594931688868306,0.0,0.0
Alcoholic beverages,0.0008661994681754354,0.003459113352539373,0.0010868980640549885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018610209255463944,1.4544954182239965e-05,0.0,0.0017533303372092586,0.0,0.00465330246041478,0.0312999468119367,0.02493268542686571,0.11208185328057838,9.865256184971643e-05,0.0,0.000897052889847122,0.0007056889873813088,0.002257453201277157,7.167636686831617e-05,0.0,0.0015119966390303395,0.0,5.323868345234866e-05,0.0,0.0,0.0010239360803931301,0.0,0.015761840499351254,0.00024368751263704593,0.004039806937202503,0.0,0.0,0.0,0.00018560607138082383,0.0001545171431251828,0.00025499325062943676,0.0,9.53160161388885e-05,0.0,0.0,0.00027769061694421797,5.883791441657611e-05,0.0,9.367263643865557e-05,0.0,0.0,0.0,0.0,0.0,3.647225569359612e-05,0.0,0.0,0.0140952967712122,0.0,0.005676400150821604,0.00022801823650200198,0.0,0.0015075461331523375,0.0,0.0,0.0,0.0,0.0013211383819939425,0.0,5.354850083706532e-05,0.015705664139996613,0.0,0.0,0.0014446661115976975,0.0,0.001633307774905739,0.0020587664228852503,0.0005928357309128666,0.0,0.0,0.0,0.0021956796560694764,0.0,0.0
Soft drinks & flavorings,0.00010029046218696934,0.00017207118954984328,0.0,0.0,0.0025241063688612488,0.011069358953263329,0.015291573995296443,1.742142655632347e-05,4.1051039756267774e-05,0.0008984298302503108,0.08966878268741313,0.08351412557466999,0.004219384704836353,0.00015777011856393143,0.00021679094353867307,1.170003956270015e-05,1.925660219246376e-05,0.0,0.0034637981091096403,0.46636829780076827,0.5693518068266767,0.23170741647952592,0.1346911845583728,0.09627891628280973,0.0013597531256140567,0.003283394968700731,0.0041823246093892095,0.000872884048512809,0.0022641437279488277,0.00017503916103411865,0.00025566952703049496,0.00502110213785221,0.0012160575442339186,0.020278080964574487,0.043844891012080264,0.005933529529454352,0.0024365973591339504,0.0021274576016918614,0.001282928604340099,0.0037976353359825458,0.013258306676060328,0.010945934917139646,0.0012345005760093797,0.003622492450923138,0.0013654624363402023,0.0009320002075462647,0.002148588412361829,0.006924946724107181,0.0031564204724372,0.0015157124696121506,0.0005033988609222855,0.0029262638803274846,0.001592275928782257,0.003344311060519393,0.0015011123769906388,0.00048583506845857784,9.828059361478543e-05,0.0006877858292698541,0.0009542122750222445,0.0003640810687179679,0.04863321138059677,0.0019022173534270273,0.0005397568015243602,0.0363290843203532,0.00018530465636773413,0.0,0.0,0.0001344811251971767,0.0026809518115746707,0.0,0.0012315706712618516,0.0,0.0,0.0,0.0,0.0,0.0,3.236036502491748e-07,5.3589670590993586e-06,0.0,0.000398795197109787,4.842794349313605e-05,0.0,0.0,0.0
Tobacco manufactures,0.0,0.007792251859474445,0.0,0.011878873637084739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013953412019633272,0.0016094280980341361,0.0013002213784181601,1.0561097658366507e-05,0.0,1.7765788634016937e-06,0.0,0.0035479636699811577,0.04831510418556716,0.00035499003500992423,0.0006309795665233386,7.103073909410284e-05,0.0007387910399646444,6.669935729213949e-06,0.0004186222023065494,0.00046404153501876106,0.0003481135041232798,0.0005613983273894278,1.0754969587634748e-05,0.0006414889261011694,0.0005570688405847688,0.001313616769345543,0.008581120027039505,0.00038944465676479903,0.00020867371055742143,0.00019685006855259913,0.0002552195819863411,0.0015975633691839876,0.000999578756836004,0.0008893153038481183,0.000646221173968466,0.0007639796420472332,0.0005984082097206913,0.0,0.0002898467041428705,0.0004178411265989663,0.0005910645309987869,0.0011544037290630506,0.0006970945644471274,0.00443692970194737,0.0008710669108328345,0.002437207463840963,0.0006348512233927138,0.0008857987500942584,0.0006497439244533037,0.0011616632394478353,0.0002507605889220468,0.0004902387894667509,0.00010037615319974726,0.0009484236793633995,0.0,0.0008302123541760125,0.0,0.0,0.0,0.0,0.0015949415524897808,0.0,9.283534064717354e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabrics & yarn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008639603544756581,0.0,4.4481465261829026e-05,4.708457723521386e-06,0.0,2.6920445011522467e-05,0.0010680774009164814,0.0,0.001020318032140018,0.002846221974439136,0.006274358955749258,0.02942993735709715,0.03549327570206603,0.0,0.00010279439931358516,0.0,0.0,0.0,0.0,0.0,0.0,0.000589096404248285,0.0,0.0,0.01091538988493121,8.76200005370258e-05,0.0,2.681669245830077e-05,0.0,0.00028249812971659874,0.00012545320429925555,0.0025415029773479397,0.0,0.00011418568430851618,0.0,0.0,0.0003415100747371436,0.00017927177048800535,4.076307110336462e-05,9.278051609162076e-05,0.0,0.0011594794280306649,0.0,0.0009004523482390978,0.0003906776759339777,0.029687954460464537,6.720040589045157e-05,0.0,9.630969330764553e-06,0.0,0.00948265101141843,0.0016948529426951341,0.0,0.005011849840096012,0.0,0.0,0.0,5.004243471774357e-06,0.0007132188638974711,0.0,0.00021724366671251627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
