sector,employment,gross_output,hp_star
Dairy farm products,1827.4758669371943,17298712.000000004,0.00010564230833701341
Poultry & eggs,1222.5733971571794,11572762.999999993,0.00010564230833701341
Meat animals & misc livestock,93.51921960149112,885244.0000000001,0.00010564230833701342
"Cotton, food grains, tobacco, fruits, vegetables",91.43151630413502,865481.9999999998,0.00010564230833701341
Coal mining,371.11928018952153,805092.0000000001,0.00046096505764499146
Crude petroleum & natural gas,389.51870046542143,845007.0000000002,0.0004609650576449915
Stone & clay mining,528.7771663100885,1147109.0,0.0004609650576449915
Chemical & fertilizer mineral mining,1927.5848530349683,4181629.0000000005,0.0004609650576449915
New construction,2287.188043840293,693855.0000000001,0.003296348723926891
Maintenance & repair construction,879.8119561597065,266904.9999999999,0.0032963487239268912
Ordnance & accessories,1371.401577256088,33811986.0,4.055962809330656e-05
Meat products,265.3289596576118,6541701.000000004,4.055962809330656e-05
Dairy products,123.560364307912,3046388.0,4.055962809330656e-05
Canned & frozen foods,1968.5616306278903,48535002.00000001,4.055962809330656e-05
Grain mill products,125.33663266063026,3090182.0,4.055962809330656e-05
Bakery products,328.89534727316885,8108934.000000003,4.055962809330656e-05
Sugar,76.66045515105976,1890068.0000000005,4.055962809330656e-05
Confectionery products,356.13024522600614,8780412.000000002,4.055962809330656e-05
Alcoholic beverages,71.50698936515231,1763009.0000000002,4.0559628093306555e-05
Soft drinks & flavorings,232.13228309059542,5723235.000000001,4.055962809330656e-05
Tobacco manufactures,11.628729291747643,286707.0,4.0559628093306555e-05
Fabrics & yarn,78.16302713340438,1927114.0000000002,4.055962809330656e-05
"Floor covering, misc textiles",33.50456470387254,826057.0,4.055962809330656e-05
Lumber & wood products,277.9168835941378,6852056.999999998,4.055962809330656e-05
Wooden containers,92.54871602553834,2281794.0,4.0559628093306555e-05
Household furniture,270.89175321023674,6678852.000000001,4.055962809330656e-05
Other furniture & fixtures,301.478985544242,7432982.0,4.055962809330656e-05
Paper & paperboard,104.89677032152082,2586236.000000001,4.055962809330656e-05
Paper containers & products,156.90131147205614,3868411.0,4.055962809330656e-05
Printing & publishing,48.362164868872135,1192372.0000000002,4.0559628093306555e-05
Basic chemicals,583.6085137910349,14388901.999999996,4.055962809330656e-05
Synthetic materials,151.89211628327655,3744908.999999999,4.055962809330656e-05
"Drugs, cleaning & toilet items",25.59320644613263,631002.0000000001,4.055962809330656e-05
Paints & allied products,71.00774090295182,1750700.0000000007,4.055962809330656e-05
Petroleum refining,39.839856933162736,982253.9999999998,4.055962809330656e-05
Rubber & plastic products,159.51152633800086,3932766.0000000005,4.0559628093306555e-05
Leather tanning & finishing,475.72679819961536,11729072.0,4.055962809330656e-05
Footwear & leather products,294.0128503240823,7248904.000000001,4.0559628093306555e-05
Glass & glass products,160.5489577750088,1392290.0000000002,0.0001153128714384279
Stone & clay products,572.30677535289,4963078.000000001,0.0001153128714384279
Primary iron & steel,240.06986704766317,2081900.0000000012,0.0001153128714384279
Primary nonferrous metals,431.5335137780857,3742284.0,0.0001153128714384279
Metal containers,146.9050235135426,1273969.0000000005,0.0001153128714384279
"Heating, plumbing, structural metal",189.85641592831388,1646446.0000000002,0.0001153128714384279
Screw machine products,198.76998557763295,1723745.0000000005,0.0001153128714384279
Other fabricated metal products,80.06876072485822,694361.0,0.00011531287143842788
