,Dairy farm products,Poultry & eggs,Meat animals & misc livestock,"Cotton, food grains, tobacco, fruits, vegetables",Coal mining,Crude petroleum & natural gas,Stone & clay mining,Chemical & fertilizer mineral mining,New construction,Maintenance & repair construction,Ordnance & accessories,Meat products,Dairy products,Canned & frozen foods,Grain mill products,Bakery products,Sugar,Confectionery products,Alcoholic beverages,Soft drinks & flavorings,Tobacco manufactures,Fabrics & yarn,"Floor covering, misc textiles",Lumber & wood products,Wooden containers,Household furniture,Other furniture & fixtures,Paper & paperboard,Paper containers & products,Printing & publishing,Basic chemicals,Synthetic materials,"Drugs, cleaning & toilet items",Paints & allied products,Petroleum refining,Rubber & plastic products,Leather tanning & finishing,Footwear & leather products,Glass & glass products,Stone & clay products,Primary iron & steel,Primary nonferrous metals,Metal containers,"Heating, plumbing, structural metal",Screw machine products,Other fabricated metal products,Engines & turbines,Farm machinery,Construction & mining machinery,Materials handling equipment,Metalworking machinery,Special industry machinery,General industrial machinery,Machine shop products,Office & computing machines,Service industry machines,Electric industrial equipment,Household appliances,Electric lighting & wiring,"Radio, TV, communication equipment",Electronic components,Misc electrical machinery,Motor vehicles & equipment,Aircraft & parts,Transportation & warehousing,Communications except radio & TV,Radio & TV broadcasting,"Electric, gas, water & sanitary services",Wholesale trade,Retail trade,Finance & insurance,Real estate & rental,Hotels & personal services,Business services,Eating & drinking places,Automobile repair & services,Amusements,"Medical, educational services & nonprofit orgs",Federal government enterprises,State & local government enterprises,Gross imports of goods & services,"Business travel, entertainment, gifts",Office supplies,"Scrap, used & secondhand goods",Government industry
Wooden containers,0.0077558,0.0045937,0.0061544,0.0561651,0.0011882,0.0018084,0.00183,0.0009667,0.0028018,0.0015193,0.0048774,0.0038664,0.0049225,0.0254147,0.0192586,0.013871,0.0173003,0.0158309,0.0206118,0.0051863,0.009189,0.0201644,0.0242115,0.0413599,1.0560822,0.0158199,0.010687,0.0136234,0.0331146,0.0154285,0.0050185,0.0237017,0.0066831,0.0239209,0.0540318,0.008111,0.0028387,0.0035235,0.0222383,0.0089263,0.0150031,0.0142877,0.0075854,0.0076399,0.0053344,0.0057662,0.0056684,0.0048401,0.006293,0.0074559,0.0047765,0.0135404,0.0079619,0.0208674,0.0253069,0.0077906,0.0126143,0.0133778,0.0060715,0.0043123,0.0050111,0.0114776,0.0112744,0.0258518,0.0017247,0.0007161,0.0011548,0.0010506,0.0067498,0.0018714,0.0012241,0.0051356,0.0050959,0.0,0.0033161,0.0017001,0.0021801,0.0009732,0.00162,0.0,0.0098586,0.0219661,0.0,0.0,0.0
Household furniture,0.0137022,0.0134168,0.0067769,0.0102095,0.0097643,0.0076392,0.0075267,0.0064633,0.0081371,0.0066915,0.0185409,0.0100746,0.0134018,0.0275755,0.0295155,0.0124924,0.013454,0.0122135,0.0131082,0.009819,0.0100618,0.0136367,0.0129058,0.0221045,0.0265901,1.1490314,0.0141861,0.0153802,0.0489211,0.0197471,0.0126806,0.0140427,0.0085258,0.014611,0.0123502,0.0119326,0.0097335,0.00911,0.053898,0.0120813,0.0112001,0.0122482,0.0117623,0.0147511,0.0114,0.0124938,0.0111488,0.011546,0.0116327,0.0113023,0.0120222,0.0135913,0.0128338,0.0227702,0.0129314,0.0166264,0.01357,0.0106197,0.011448,0.0133876,0.0114069,0.0199601,0.0145151,0.024072,0.0114361,0.0089923,0.020355,0.0106298,0.0186475,0.0510325,0.0105351,0.0141037,0.240499,0.0,0.0090094,0.0274411,0.02766,0.0107082,0.0146144,0.0,0.0188298,0.6681889,0.0,0.0,0.0
Other furniture & fixtures,0.0398055,0.076881,0.0205533,0.0390847,0.0256597,0.0613004,0.0285535,0.0154414,0.0346071,0.0429704,0.0227759,0.0273584,0.0181672,0.032469,0.0263329,0.1320802,0.1205755,0.062009,0.0845867,0.0280241,0.0174271,0.0415302,0.0310832,0.0737194,0.0600839,0.0536661,1.2431034,0.4722908,0.1589189,0.3062335,0.0474313,0.153577,0.0626912,0.0418245,0.0717826,0.0420605,0.0347399,0.038213,0.0352009,0.0271909,0.0307098,0.0384972,0.0175524,0.0225071,0.020208,0.0221126,0.0174682,0.0198508,0.0197047,0.0158958,0.0147661,0.0313598,0.0278463,0.0387036,0.0350727,0.0192219,0.0410093,0.0490154,0.0255646,0.0165421,0.0230554,0.0269295,0.094663,0.04942,0.008841,0.0031527,0.0073077,0.011275,0.0076045,0.0064091,0.0103977,0.017188,0.0199422,0.0,0.0135587,0.0190201,0.0100793,0.0045538,0.0225125,0.0,0.0197576,0.0658407,0.0,0.0,0.0
Paper & paperboard,0.0038957,0.0044753,0.0102067,0.0087679,0.0026251,0.0042775,0.0049362,0.0017622,0.0102039,0.00281,0.0074409,0.0089134,0.0086111,0.0064298,0.0161519,0.1451544,0.2059078,0.077436,0.1050971,0.0065862,0.00405,0.0339331,0.0201928,0.0264871,0.0215985,0.0108356,0.0294026,1.0325322,0.0166476,0.1044432,0.0028655,0.2107165,0.0054318,0.038363,0.0093206,0.0155428,0.0030503,0.0175517,0.008172,0.005931,0.0124532,0.0096561,0.0051035,0.008528,0.0080695,0.0106697,0.0057611,0.0081716,0.0053169,0.0046006,0.0071925,0.0128124,0.0121772,0.022873,0.0222903,0.011504,0.0150606,0.0196475,0.0145869,0.0073807,0.0128305,0.015746,0.0173588,0.0478667,0.0026871,0.001094,0.0011344,0.0016899,0.0024923,0.0016302,0.0021203,0.0058875,0.0039987,0.0,0.0080155,0.0020186,0.0019948,0.001799,0.0029467,0.0,0.0052486,0.0206066,0.0,0.0,0.0
Paper containers & products,0.0064591,0.0022668,0.0016417,0.002251,0.0009007,0.0014333,0.0009511,0.0007775,0.0013586,0.0014033,0.0018588,0.0018207,0.0013405,0.0065991,0.0022264,0.0077434,0.0070518,0.0044183,0.005275,0.0014297,0.0012878,0.002427,0.002089,0.0035346,0.0024286,0.0022265,0.0192231,0.011603,1.0645971,0.0154611,0.0048724,0.0046631,0.0546179,0.0138093,0.0022083,0.0045398,0.0012274,0.0013202,0.0023941,0.0021374,0.0020336,0.0021336,0.0013675,0.001819,0.0013863,0.0014639,0.0014486,0.0019142,0.0014438,0.0016154,0.0011333,0.0030384,0.0016068,0.0039241,0.0017326,0.0013467,0.0018229,0.0017837,0.001512,0.0014649,0.0015322,0.0080063,0.0024578,0.0053654,0.0009289,0.0004164,0.0010137,0.0007516,0.0027579,0.0012528,0.0014215,0.0191267,0.0050031,0.0,0.0011091,0.0013829,0.0203023,0.001376,0.0014045,0.0,0.0122957,0.0030303,0.0,0.0,0.0
Printing & publishing,0.0019654,0.0020701,0.0041192,0.0019951,0.0011688,0.0014705,0.0014477,0.0030488,0.0015448,0.0013198,0.0077919,0.0453424,0.0016898,0.0023813,0.0009469,0.0029803,0.0025802,0.0018161,0.0022273,0.0085943,0.0041234,0.0259112,0.0219706,0.0020964,0.0018351,0.0030376,0.006681,0.0067978,0.0040158,1.0049984,0.0041012,0.0035997,0.0009323,0.0014973,0.0035813,0.0017403,0.0016181,0.0015111,0.0334628,0.0122621,0.0073561,0.009295,0.0021703,0.0072407,0.0050632,0.0056056,0.0024304,0.0024634,0.0026002,0.0014508,0.0019944,0.010424,0.0054577,0.0118764,0.0073329,0.0021823,0.0029987,0.0021228,0.0094129,0.0026486,0.0078862,0.0032258,0.0015725,0.0103555,0.0026382,0.0016639,0.0008312,0.0036532,0.0012577,0.0010445,0.0045175,0.0022331,0.0017599,0.0,0.0086368,0.0016501,0.0018371,0.000968,0.0089291,0.0,0.0023838,0.0038087,0.0,0.0,0.0
Basic chemicals,0.035441,0.0521016,0.0342849,0.0275805,0.0182159,0.0156347,0.0182675,0.0130795,0.0368809,0.0192891,0.0315955,0.041093,0.0107286,0.0249829,0.0140058,0.0275162,0.0251698,0.0153175,0.0196866,0.0195571,0.0158669,0.0155603,0.0143615,0.0242541,0.024005,0.0147623,0.0932329,0.0587009,0.026144,0.0773688,1.0952728,0.023308,0.013234,0.0112672,0.0155918,0.028036,0.0195585,0.0193534,0.0169659,0.0157365,0.0153775,0.0160724,0.0147394,0.0138135,0.0133821,0.0145701,0.0130431,0.0169595,0.0157948,0.0111208,0.0086361,0.0148348,0.0155826,0.0148135,0.0225743,0.0099482,0.0131138,0.0131158,0.0138573,0.0117632,0.0145011,0.0119614,0.0136016,0.0161024,0.0519115,0.0098831,0.0058181,0.0190332,0.0167744,0.0080943,0.013625,0.0168643,0.0110319,0.0,0.0191546,0.0095722,0.0104936,0.01101,0.0207668,0.0,0.0331038,0.017182,0.0,0.0,0.0
Synthetic materials,0.0070638,0.0075693,0.0055297,0.0069432,0.0079713,0.0110529,0.018631,0.003429,0.0412578,0.0060774,0.0153941,0.0127985,0.0258942,0.0098452,0.0030745,0.0115052,0.03243,0.0097496,0.0477272,0.0054613,0.0048115,0.0731016,0.0580931,0.0220367,0.0133873,0.0113599,0.0067411,0.0220429,0.0405532,0.0105779,0.0036312,1.0571331,0.0145672,0.1073145,0.0280539,0.0199605,0.0050305,0.0062819,0.0075804,0.007955,0.0196088,0.0207825,0.0107418,0.0281977,0.0287621,0.039414,0.0157991,0.0214628,0.0130391,0.01013,0.0209772,0.0373172,0.0229767,0.0652088,0.0363153,0.0191126,0.0277938,0.0521564,0.0433338,0.0145861,0.0228457,0.0379789,0.019946,0.0554674,0.008339,0.0025649,0.0019324,0.0029848,0.0049599,0.0024769,0.0030331,0.0106411,0.0054449,0.0,0.0293301,0.0027861,0.0042607,0.0036453,0.0047597,0.0,0.0100907,0.0253565,0.0,0.0,0.0
"Drugs, cleaning & toilet items",0.0001998,0.0001605,0.0001177,0.0005239,6.89e-05,0.0001038,0.0001004,5.87e-05,0.0001648,8.07e-05,0.0002435,0.0001583,0.0002425,0.0002043,9.74e-05,0.000303,0.0004212,0.0038397,0.0007442,0.0004065,0.0006687,0.0016486,0.0017615,0.0004406,0.0003006,0.0002236,0.0004534,0.0003448,0.000261,0.00028,0.0002028,0.0012246,1.2414542,0.2270072,0.0002625,0.000628,0.0004531,0.000324,0.000306,0.0003383,0.0003703,0.000585,0.0003828,0.0063427,0.0005111,0.0003799,0.0003465,0.0015955,0.0009289,0.000296,0.0001707,0.00034,0.0002746,0.0005727,0.0002572,0.0002168,0.0002279,0.0002787,0.0003061,0.0002493,0.0004161,0.000699,0.0005642,0.0043877,6.68e-05,3.71e-05,0.0001363,5.4e-05,0.000143,8.27e-05,0.0001114,0.0034297,0.0002028,0.0,0.0001192,0.000308,9.4e-05,6.71e-05,6.57e-05,0.0,0.0014606,0.0008795,0.0,0.0,0.0
Paints & allied products,0.0005368,0.0002017,0.0002594,0.0019348,8.71e-05,0.0001237,0.0001203,0.0001001,0.0001709,9.04e-05,0.0002361,0.0002087,0.0002629,0.0002985,0.0001509,0.0002025,0.0003801,0.0014145,0.0020486,0.0003678,0.0010772,0.0004143,0.0003276,0.0002508,0.0002263,0.0003021,0.0001659,0.0001752,0.0003345,0.0002719,0.0001103,0.0016646,0.0031029,1.0315534,0.0001857,0.0001996,0.0001589,0.0001284,0.0001675,0.0002668,0.0002396,0.0014227,0.0002045,0.0002799,0.0002439,0.0002738,0.0003382,0.0002855,0.0002597,0.0002253,0.0002244,0.0003889,0.0002633,0.0011431,0.0002628,0.0002673,0.0002836,0.0002819,0.0002884,0.0002711,0.0002814,0.0010436,0.0018996,0.0051095,0.000104,8.03e-05,0.0004773,8.54e-05,0.0003523,0.000187,0.0001951,0.010621,0.0003999,0.0,0.0001805,0.0011448,0.0002261,0.0001803,9.26e-05,0.0,0.0055607,0.0010799,0.0,0.0,0.0
Petroleum refining,0.0032807,0.0007786,0.001946,0.0013461,0.0003968,0.0005303,0.0007324,0.0006375,0.0007573,0.0004957,0.0038021,0.0064079,0.0025814,0.0150017,0.0003934,0.0059738,0.0020912,0.0024671,0.0038814,0.0026985,0.0014199,0.0088955,0.0245323,0.0009984,0.0023657,0.0008432,0.0018766,0.00123,0.0218311,0.0018892,0.0007371,0.0036586,0.0014479,0.0017366,1.0698831,0.000971,0.0005881,0.000865,0.0006458,0.0098715,0.0014907,0.002189,0.0012591,0.0013254,0.0012715,0.0016194,0.00109,0.001665,0.0013634,0.0011877,0.0041443,0.0037828,0.0034715,0.0051694,0.0410499,0.0108371,0.0359448,0.0032156,0.0160823,0.0019264,0.0063914,0.0072852,0.0187719,0.0066241,0.0009224,0.0005237,0.0005414,0.0007247,0.000937,0.0004417,0.0009673,0.0022464,0.0008493,0.0,0.0089951,0.0009209,0.0012395,0.0004265,0.0015336,0.0,0.0055417,0.0030577,0.0,0.0,0.0
Rubber & plastic products,0.0026966,0.0038869,0.0022307,0.003089,0.0046027,0.0036998,0.0037485,0.0059311,0.0677218,0.0030154,0.1043865,0.0271298,0.0041173,0.0026672,0.0013252,0.0024031,0.0037443,0.0015509,0.0027222,0.0098805,0.0049081,0.0045016,0.0136229,0.007835,0.0040789,0.0024896,0.0054427,0.0032103,0.0055826,0.0080141,0.0073974,0.0110204,0.0026286,0.0026434,0.0348093,1.1336811,0.0053069,0.0066274,0.0056497,0.0070422,0.0077688,0.012992,0.0141754,0.0090141,0.0091125,0.0068366,0.0234552,0.0077873,0.0145541,0.0188526,0.0079861,0.0145695,0.014968,0.0190303,0.0172742,0.0043692,0.0121352,0.0118798,0.0083341,0.0071633,0.0098929,0.0067514,0.0053322,0.0070154,0.0026274,0.0012576,0.000787,0.0033654,0.0025596,0.0010123,0.0033694,0.0066991,0.0019081,0.0,0.0139677,0.001416,0.0016316,0.0010556,0.0087354,0.0,0.0035095,0.004507,0.0,0.0,0.0
Leather tanning & finishing,0.0103537,0.0095134,0.0191716,0.0261312,0.0313885,0.0461685,0.0441812,0.0103094,0.0401368,0.0426323,0.094102,0.047249,0.0661569,0.0228684,0.0062097,0.008761,0.0088308,0.0066168,0.0091869,0.0222368,0.1206012,0.0581718,0.1521167,0.0123152,0.0139018,0.0070305,0.0281304,0.0147061,0.0235732,0.0468134,0.0125689,0.0191318,0.0046573,0.0115909,0.0129435,0.027473,1.290704,0.0372614,0.5377185,0.350319,0.3051966,0.2552665,0.1907444,0.2465333,0.2695444,0.2104977,0.1606716,0.1747264,0.1984124,0.1538729,0.0442325,0.1618147,0.1177552,0.1541027,0.1210706,0.0401146,0.0565226,0.0725499,0.2120793,0.0680148,0.2311446,0.071614,0.0281789,0.0591053,0.0164015,0.0030002,0.0024702,0.0087086,0.0050372,0.0028293,0.0068591,0.0092401,0.0070132,0.0,0.0284701,0.004126,0.004364,0.0040105,0.0141073,0.0,0.0167386,0.0205125,0.0,0.0,0.0
Footwear & leather products,0.004713,0.0053499,0.0089052,0.0150877,0.0067173,0.0101055,0.0098325,0.004699,0.0121246,0.0125809,0.0569284,0.0315255,0.091795,0.0060338,0.0034038,0.0062066,0.006854,0.0053311,0.0073374,0.0096674,0.0109548,0.0298027,0.0374215,0.0093662,0.0132016,0.0059516,0.0306415,0.0139411,0.0102881,0.0273686,0.0090407,0.0131734,0.0030739,0.0075314,0.0148846,0.0122917,0.0529496,1.5527503,0.049547,0.1489596,0.1140288,0.1541398,0.10085,0.0493029,0.0530607,0.0636876,0.0688552,0.0725725,0.0891366,0.0920431,0.0424304,0.1224714,0.1322149,0.1090252,0.1534511,0.0616844,0.0932415,0.2042928,0.064785,0.0981858,0.0786819,0.087428,0.060112,0.0694226,0.0065314,0.0032072,0.0020367,0.0050661,0.0034273,0.0020497,0.0044072,0.0091839,0.0055169,0.0,0.0145593,0.0036963,0.0031169,0.0019218,0.0080417,0.0,0.0079035,0.0200369,0.0,0.0,0.0
Glass & glass products,0.0062033,0.0022783,0.014583,0.0027075,0.0005698,0.00097,0.0006529,0.0005753,0.000871,0.0007626,0.0014296,0.00369,0.0007264,0.0288776,0.0025488,0.0026668,0.0027621,0.001555,0.0019428,0.0028384,0.0014675,0.0028864,0.0024292,0.002012,0.0087061,0.0014399,0.0137322,0.0083047,0.024851,0.0662876,0.0077543,0.0030586,0.0021693,0.0013821,0.0016615,0.0010655,0.0008032,0.0008489,1.0069687,0.002771,0.0050768,0.0016041,0.0008243,0.0012196,0.0009742,0.0010625,0.000992,0.0008888,0.0008807,0.0007608,0.0006991,0.0017742,0.00116,0.0019977,0.0015542,0.0008265,0.0012146,0.0011556,0.0014523,0.0008275,0.0012701,0.0041442,0.0014993,0.0020146,0.0008195,0.000303,0.000508,0.000585,0.0007292,0.0004352,0.0007632,0.001074,0.0008793,0.0,0.0010541,0.0007374,0.0012018,0.0003431,0.0010529,0.0,0.0085542,0.001703,0.0,0.0,0.0
Stone & clay products,0.0012176,0.0012832,0.0013728,0.0015387,0.001312,0.0026178,0.0016507,0.0035415,0.0025756,0.0021628,0.0982474,0.0308755,0.003346,0.0010737,0.0005288,0.0011003,0.0010089,0.0007407,0.0010153,0.002021,0.0015712,0.0028199,0.0070644,0.0011306,0.0010481,0.0008551,0.0014877,0.0010249,0.0010148,0.0011958,0.0028559,0.0010868,0.0004588,0.0006843,0.0048296,0.0032362,0.0019277,0.0017333,0.0027084,1.0267444,0.0079016,0.0097039,0.0054316,0.0058875,0.0141808,0.0148734,0.0074708,0.0272971,0.0205283,0.0060037,0.0016363,0.0372328,0.0049624,0.0107332,0.0093976,0.0017771,0.0026209,0.0022655,0.0034195,0.0021804,0.0457892,0.0022977,0.0011032,0.001998,0.0019646,0.0011044,0.0005593,0.002626,0.0016828,0.0006622,0.0036347,0.0011063,0.0008177,0.0,0.0012177,0.0010959,0.0012111,0.000657,0.0061043,0.0,0.0015021,0.001182,0.0,0.0,0.0
Primary iron & steel,0.0029937,0.0013405,0.002306,0.0029371,0.0014287,0.00224,0.0028474,0.0009718,0.0031947,0.0020094,0.0075546,0.0044575,0.0169649,0.0056562,0.0007647,0.0010915,0.0014561,0.0011874,0.0017418,0.0040817,0.0046883,0.0068972,0.0182585,0.0016599,0.0048913,0.0011078,0.0018305,0.0012673,0.006163,0.0029398,0.0010939,0.0082478,0.0009033,0.00224,0.0020161,0.0021047,0.0102324,0.0071367,0.0252692,0.0259357,1.0364127,0.0220938,0.0349111,0.0391659,0.0221173,0.0246472,0.034049,0.0166963,0.0149416,0.0146018,0.0227024,0.0467559,0.0223481,0.0528785,0.0341011,0.0297293,0.0365387,0.0187903,0.059282,0.0229844,0.0150335,0.025377,0.0071417,0.0183371,0.0016842,0.0008125,0.0005499,0.0007781,0.0013108,0.0005462,0.0009321,0.0027931,0.0015506,0.0,0.0176344,0.0007716,0.0009575,0.0008355,0.001317,0.0,0.0034106,0.0043201,0.0,0.0,0.0
Primary nonferrous metals,0.00759,0.0073049,0.0162527,0.0829524,0.0040407,0.0077932,0.0104923,0.0035792,0.0081675,0.0051432,0.0285583,0.0209696,0.019494,0.0087654,0.0102939,0.0048347,0.0048911,0.0045207,0.0055316,0.0284217,0.0205968,0.0792295,0.056338,0.0211883,0.0147793,0.0073732,0.0109595,0.0063025,0.014571,0.0061688,0.0038276,0.0114672,0.0037488,0.0139948,0.0050783,0.0165675,0.0269379,0.0120987,0.0156567,0.0530993,0.026716,1.0531894,0.0261892,0.0329516,0.0395427,0.0449111,0.0405919,0.0302153,0.0420913,0.0330459,0.0218069,0.0679774,0.032677,0.0561749,0.0330384,0.0271613,0.0326721,0.0235287,0.0550236,0.0272988,0.043795,0.0318109,0.0121448,0.024824,0.0058018,0.0014942,0.001204,0.0027323,0.0028686,0.0016158,0.0029635,0.0076603,0.0038987,0.0,0.0148617,0.0019138,0.0021628,0.001544,0.0051954,0.0,0.0078228,0.0163277,0.0,0.0,0.0
Metal containers,0.0007171,0.0010358,0.0008259,0.0006973,0.0081628,0.0110115,0.0195624,0.0019493,0.0222254,0.009447,0.0022687,0.001283,0.0026,0.0007413,0.0005086,0.0006985,0.0006087,0.0004572,0.000569,0.0006105,0.0007239,0.0007385,0.0009412,0.0008296,0.0006555,0.0005199,0.0013372,0.000862,0.0010298,0.0008683,0.0014038,0.0006856,0.0003443,0.0004395,0.0009136,0.0032991,0.0021319,0.0030676,0.0013172,0.0040298,0.0051909,0.0020564,1.093839,0.0546073,0.0379537,0.0203394,0.0023231,0.0105404,0.0138519,0.0013873,0.0010226,0.0040736,0.0153649,0.0033255,0.0016465,0.0011942,0.0014142,0.0019576,0.008651,0.0044216,0.0339466,0.0016767,0.0007414,0.0010727,0.0023802,0.0002149,0.0003448,0.001142,0.0005795,0.0004944,0.0003659,0.0004946,0.0036896,0.0,0.0044004,0.0004148,0.000311,0.0006452,0.0008385,0.0,0.0013578,0.000691,0.0,0.0,0.0
"Heating, plumbing, structural metal",0.0043251,0.009776,0.0013915,0.0037322,0.0007543,0.0009472,0.0013913,0.0002652,0.0011298,0.0009446,0.0008058,0.000525,0.0005628,0.0023735,0.002151,0.0017804,0.0009042,0.0007672,0.0010135,0.0006385,0.0005576,0.0010556,0.001922,0.0003091,0.0002767,0.0002854,0.0004184,0.0003149,0.000731,0.0004566,0.0002892,0.0003851,0.000156,0.0003677,0.0002569,0.0005328,0.0021264,0.0004133,0.0011221,0.0013505,0.0052348,0.0014287,0.0130116,1.0553796,0.0252741,0.0062617,0.0039694,0.0051467,0.0025375,0.0007605,0.0008194,0.0016772,0.001806,0.0081421,0.0006915,0.0005635,0.0006275,0.0006619,0.0018979,0.0006593,0.007297,0.0009323,0.000427,0.0016098,0.0002853,0.0001102,0.0002591,0.0002645,0.0004257,0.0003512,0.0004886,0.0003487,0.0028683,0.0,0.000419,0.0003183,0.0002194,0.0001479,0.0002807,0.0,0.0010917,0.0004965,0.0,0.0,0.0
Screw machine products,0.0005232,0.0006998,0.0003921,0.0007395,0.0194131,0.0257018,0.0405201,0.0026744,0.0267111,0.0268355,0.0062145,0.0052153,0.0014918,0.0005262,0.0003065,0.0007378,0.0006408,0.0004313,0.0005698,0.0005762,0.0007911,0.0008371,0.0011209,0.0010378,0.0006847,0.0004857,0.002228,0.0012049,0.0007266,0.0010571,0.001766,0.0008085,0.0004007,0.0004036,0.0011251,0.0092392,0.0040281,0.003213,0.0019966,0.0065435,0.0017435,0.0046433,0.0131743,0.0100615,1.0486841,0.0449647,0.0033035,0.0141013,0.0103061,0.0014417,0.0007473,0.0022245,0.0027996,0.001763,0.001369,0.0007249,0.0010583,0.0013641,0.0028877,0.0017666,0.0041974,0.0011033,0.0006613,0.0008756,0.0005354,0.0002507,0.000197,0.0018501,0.000688,0.0002672,0.0008037,0.0003968,0.0007834,0.0,0.0006849,0.0003273,0.0003488,0.0006479,0.0017354,0.0,0.0005158,0.0006952,0.0,0.0,0.0
Other fabricated metal products,0.000324,0.0003718,0.0002163,0.0004509,0.0006487,0.003516,0.0009386,0.0004197,0.0093363,0.0077003,0.0051564,0.0057799,0.0009629,0.0004131,0.0002128,0.0007097,0.0005814,0.0005369,0.000651,0.0008667,0.0010902,0.0007806,0.00075,0.0009662,0.0006955,0.00048,0.0012415,0.0008166,0.0004781,0.0006517,0.0006981,0.000689,0.0004054,0.0005155,0.0007467,0.0028705,0.0011891,0.0011031,0.0007856,0.0027133,0.0009226,0.0026825,0.0047175,0.0020694,0.0095518,1.0731283,0.0020568,0.0056443,0.006031,0.0010511,0.0006295,0.0036094,0.0010551,0.0028871,0.0007231,0.0008821,0.0027193,0.0008246,0.0013704,0.0016777,0.0016437,0.000789,0.0005835,0.0011447,0.0004027,0.0002227,0.0001244,0.000503,0.0003274,0.0001554,0.0006607,0.0003379,0.0002515,0.0,0.0003441,0.000239,0.0002545,0.0001467,0.0011725,0.0,0.0003958,0.0006916,0.0,0.0,0.0
Engines & turbines,0.0006788,0.0007827,0.0010419,0.0018733,0.0026008,0.003937,0.0055918,0.0007551,0.003635,0.0025199,0.003666,0.0021602,0.0168112,0.0008475,0.0004699,0.0009977,0.0008917,0.0006259,0.0008611,0.0012243,0.0017583,0.0022791,0.0036161,0.0010913,0.0009533,0.0007088,0.0019551,0.0010181,0.0012471,0.0013781,0.0007465,0.0018891,0.0003724,0.0008082,0.0019896,0.0049727,0.0070718,0.0108244,0.0051293,0.0097202,0.01576,0.0184743,0.0395063,0.0250637,0.0445681,0.0322494,1.0875499,0.0443173,0.03015,0.0530191,0.011844,0.0190038,0.0198317,0.0181814,0.0127763,0.0144944,0.0145643,0.0167258,0.0275148,0.0343996,0.0122455,0.0203141,0.0021783,0.0023479,0.0015453,0.0003801,0.0002901,0.0005759,0.0007898,0.000314,0.0006433,0.0010846,0.0014181,0.0,0.003867,0.0003683,0.0004442,0.0003994,0.000832,0.0,0.0013516,0.0012897,0.0,0.0,0.0
Farm machinery,0.0008277,0.0011149,0.0007645,0.0012988,0.0006491,0.0011573,0.0009012,0.00053,0.0011819,0.0009406,0.0015095,0.0010833,0.0014027,0.001453,0.0005639,0.011166,0.0070401,0.0046833,0.0060638,0.0053354,0.0072285,0.0025794,0.002038,0.0045034,0.0041364,0.0039142,0.0121483,0.0049187,0.0021608,0.0033703,0.0008174,0.0038982,0.0007962,0.0015523,0.0012845,0.00109,0.0034437,0.0017806,0.0020068,0.0034497,0.0031277,0.0045364,0.0061387,0.0045873,0.0048534,0.0154573,0.009065,1.0720558,0.0153127,0.003214,0.0011749,0.0053053,0.0018414,0.0026424,0.0036326,0.0014217,0.0018784,0.007649,0.0020919,0.0018199,0.002841,0.0027715,0.0018835,0.0019054,0.0003714,0.0001565,0.000265,0.000304,0.0008282,0.0003887,0.0013127,0.0005873,0.0011125,0.0,0.0007511,0.0004984,0.000392,0.0001972,0.0005,0.0,0.0007912,0.0036455,0.0,0.0,0.0
Construction & mining machinery,0.0011842,0.0018032,0.001733,0.0018598,0.0028648,0.0046188,0.0062731,0.0032202,0.0173388,0.0068003,0.0078847,0.0052067,0.0097393,0.0012573,0.0007071,0.0018029,0.0015918,0.0011275,0.001787,0.0019056,0.0023558,0.0021594,0.004593,0.0038838,0.0022259,0.0017114,0.0040769,0.0021656,0.0015081,0.0020203,0.0022711,0.0016783,0.0007995,0.0009748,0.0014799,0.0048395,0.0094826,0.0071506,0.0048258,0.016646,0.0116119,0.0118331,0.0546824,0.1057533,0.0855015,0.082816,0.0475202,0.0658802,1.0949827,0.0145507,0.0134853,0.0309936,0.0162098,0.0154391,0.0049263,0.0085468,0.0125891,0.0195909,0.0178913,0.0133239,0.0507013,0.0107857,0.0022057,0.00472,0.0016675,0.0004128,0.0003392,0.0010321,0.0010917,0.0004352,0.0010138,0.0011504,0.0014403,0.0,0.002695,0.0005189,0.000531,0.000461,0.0014233,0.0,0.0015088,0.0027997,0.0,0.0,0.0
Materials handling equipment,0.0008731,0.0010676,0.0008165,0.0009392,0.001767,0.0296721,0.0075031,0.0004996,0.0066633,0.00443,0.0024449,0.0014396,0.0213593,0.0008386,0.000365,0.0006159,0.0005534,0.0004152,0.0005737,0.0007886,0.0015638,0.0012724,0.0040229,0.0006395,0.0006168,0.0004878,0.0013089,0.0007293,0.0008487,0.0011108,0.0005752,0.0015952,0.0002683,0.0005147,0.0006716,0.0015117,0.0114849,0.0170011,0.0054974,0.0064855,0.0049923,0.004712,0.0483119,0.0380614,0.0116426,0.0286808,0.0063192,0.0111509,0.0096032,1.1237694,0.0015593,0.0049164,0.0067108,0.0057566,0.0034086,0.006083,0.0025787,0.0062752,0.0210783,0.0571355,0.0116387,0.0032681,0.0021337,0.0018594,0.0013893,0.000356,0.0002068,0.0005617,0.000569,0.0002389,0.0003928,0.0006424,0.0006871,0.0,0.0135364,0.0003219,0.0003222,0.000392,0.0007295,0.0,0.0010669,0.0008713,0.0,0.0,0.0
