,Dairy farm products,Poultry & eggs,Meat animals & misc livestock,"Cotton, food grains, tobacco, fruits, vegetables",Coal mining,Crude petroleum & natural gas,Stone & clay mining,Chemical & fertilizer mineral mining,New construction,Maintenance & repair construction,Ordnance & accessories,Meat products,Dairy products,Canned & frozen foods,Grain mill products,Bakery products,Sugar,Confectionery products,Alcoholic beverages,Soft drinks & flavorings,Tobacco manufactures,Fabrics & yarn,"Floor covering, misc textiles",Lumber & wood products,Wooden containers,Household furniture,Other furniture & fixtures,Paper & paperboard,Paper containers & products,Printing & publishing,Basic chemicals,Synthetic materials,"Drugs, cleaning & toilet items",Paints & allied products,Petroleum refining,Rubber & plastic products,Leather tanning & finishing,Footwear & leather products,Glass & glass products,Stone & clay products,Primary iron & steel,Primary nonferrous metals,Metal containers,"Heating, plumbing, structural metal",Screw machine products,Other fabricated metal products,Engines & turbines,Farm machinery,Construction & mining machinery,Materials handling equipment,Metalworking machinery,Special industry machinery,General industrial machinery,Machine shop products,Office & computing machines,Service industry machines,Electric industrial equipment,Household appliances,Electric lighting & wiring,"Radio, TV, communication equipment",Electronic components,Misc electrical machinery,Motor vehicles & equipment,Aircraft & parts,Transportation & warehousing,Communications except radio & TV,Radio & TV broadcasting,"Electric, gas, water & sanitary services",Wholesale trade,Retail trade,Finance & insurance,Real estate & rental,Hotels & personal services,Business services,Eating & drinking places,Automobile repair & services,Amusements,"Medical, educational services & nonprofit orgs",Federal government enterprises,State & local government enterprises,Gross imports of goods & services,"Business travel, entertainment, gifts",Office supplies,"Scrap, used & secondhand goods",Government industry
Wooden containers,0.0079733,0.0031486,0.0037593,0.0320373,0.0017628,0.0018722,0.0015052,0.0008637,0.001875,0.0016115,0.0042226,0.0034025,0.0060548,0.0297358,0.0119633,0.0155734,0.0185483,0.0183918,0.0195832,0.0072098,0.0039632,0.0238427,0.0169519,0.0276936,1.0162854,0.0117607,0.0087586,0.015341,0.0298884,0.0145648,0.0051288,0.0215495,0.0164968,0.0219923,0.0526197,0.0077981,0.0032525,0.0054629,0.0113659,0.0091612,0.0092578,0.0124915,0.0056379,0.00647,0.0029695,0.0036484,0.0034648,0.004376,0.0062449,0.0102005,0.0080671,0.0119581,0.0078988,0.0212026,0.0220959,0.0076679,0.0095671,0.0105503,0.0071524,0.0041068,0.0053924,0.0112596,0.0107541,0.0308527,0.0019809,0.0007378,0.0006793,0.0011279,0.0026727,0.0013854,0.0005663,0.0057695,0.0030088,0.0167096,0.0037754,0.0018963,0.0031964,0.0010377,0.0019673,0.0,0.0,0.0,0.0,0.0,0.0
Household furniture,0.0117422,0.0085157,0.0124326,0.021397,0.0112011,0.0087734,0.0093907,0.0070491,0.0116877,0.0124061,0.0180205,0.0093918,0.0136967,0.0235786,0.0248101,0.0129528,0.0176374,0.0140453,0.0154701,0.010555,0.0111021,0.0142469,0.0133039,0.0240387,0.0232175,1.1312925,0.016268,0.0167277,0.045792,0.0283868,0.0115111,0.0141835,0.0175138,0.0153272,0.0133602,0.0118857,0.0114085,0.0125063,0.0657005,0.0120139,0.0107795,0.0146438,0.0098283,0.0121234,0.0114347,0.0115845,0.0096244,0.0111359,0.0107005,0.0097415,0.0163873,0.0123839,0.0123438,0.0153791,0.0115862,0.0200537,0.0132999,0.0152724,0.0119989,0.0168926,0.012068,0.0164727,0.0146663,0.0217448,0.0141862,0.0113551,0.0186609,0.0100395,0.0150732,0.0428723,0.0052341,0.0191693,0.1859244,0.0169691,0.0110018,0.022103,0.0239319,0.0124509,0.0152073,0.0,0.0,0.0,0.0,0.0,0.0
Other furniture & fixtures,0.0463613,0.1030587,0.0258531,0.0519697,0.029259,0.0485088,0.0189395,0.0112331,0.0224849,0.0308298,0.0193882,0.021589,0.0166564,0.0353184,0.0274929,0.1489945,0.1409045,0.0658823,0.0833442,0.0280754,0.0147699,0.0355739,0.0277657,0.0671709,0.0548141,0.0344027,1.0759076,0.4464319,0.1190876,0.2897953,0.0411331,0.1329345,0.100226,0.053944,0.043424,0.0470933,0.0334197,0.0466778,0.0290055,0.0223456,0.0241354,0.0357144,0.0137754,0.0165136,0.0145564,0.0162295,0.0144178,0.0310369,0.0164162,0.0151611,0.016482,0.0222949,0.0224254,0.0307438,0.0318307,0.0166069,0.031877,0.0450483,0.0237205,0.0128404,0.0227848,0.0211233,0.0630994,0.0428121,0.0080662,0.0023616,0.0033565,0.0116944,0.0033348,0.0039016,0.0029279,0.0155867,0.0117622,0.0161811,0.0131784,0.0105047,0.0118796,0.0030611,0.0379714,0.0,0.0,0.0,0.0,0.0,0.0
Paper & paperboard,0.0045368,0.0059312,0.0087796,0.0066223,0.0046432,0.0063463,0.003926,0.0012808,0.0037918,0.003159,0.0068201,0.0074519,0.0050494,0.0058268,0.0046291,0.2117473,0.2021433,0.0880754,0.1078244,0.0075338,0.003944,0.0312906,0.0192283,0.0273189,0.0213693,0.0088742,0.0388021,0.92355,0.018007,0.1001887,0.0031426,0.1605567,0.0068418,0.0329978,0.0112174,0.0108194,0.003831,0.0174204,0.0077762,0.0058605,0.0065219,0.0102063,0.0043127,0.0085083,0.0058886,0.0063009,0.0050905,0.0063125,0.0057192,0.004579,0.0084304,0.0092399,0.0100873,0.0194,0.0176936,0.0101896,0.0132271,0.0192775,0.0141208,0.0068721,0.0143273,0.0169011,0.0101687,0.0403408,0.0029079,0.0008907,0.0007521,0.0017716,0.0012784,0.0012738,0.0009344,0.0072591,0.0033155,0.0033822,0.0075564,0.0019941,0.003201,0.0013019,0.0039846,0.0,0.0,0.0,0.0,0.0,0.0
Paper containers & products,0.0047989,0.0026089,0.0015966,0.0022372,0.0010967,0.0014483,0.0008227,0.000493,0.0011862,0.0013526,0.0013074,0.0014128,0.0014222,0.007046,0.0023785,0.0099249,0.0074527,0.0064585,0.0097042,0.001306,0.0009196,0.0022199,0.0016681,0.0042158,0.0026683,0.0017476,0.0224376,0.0141142,1.0086102,0.0161364,0.0052345,0.0061507,0.0444997,0.0115821,0.0020283,0.002186,0.0012977,0.0015916,0.0025193,0.0021531,0.0018843,0.0020594,0.0008339,0.001009,0.000881,0.0009008,0.0011192,0.0011943,0.0009316,0.001125,0.0011663,0.0014508,0.0013176,0.0024456,0.0014466,0.0012107,0.0014785,0.0016837,0.0015062,0.0012904,0.0016285,0.0211727,0.001944,0.0047592,0.0010787,0.000327,0.0004842,0.0010803,0.0010416,0.0008776,0.0002897,0.0134868,0.0024838,0.005372,0.0009787,0.0012987,0.0173784,0.0027005,0.0044673,0.0,0.0,0.0,0.0,0.0,0.0
Printing & publishing,0.0014465,0.0016138,0.0051992,0.001688,0.0022312,0.0013416,0.0011801,0.0021225,0.0013218,0.0014825,0.0068889,0.029955,0.0016774,0.0018819,0.0007288,0.0034861,0.004843,0.0018603,0.00241,0.0079289,0.0039243,0.0127245,0.0102472,0.0029365,0.0020972,0.0016497,0.0079556,0.0104152,0.0044553,0.9783149,0.0025866,0.0043983,0.0019025,0.0024164,0.0039676,0.0041046,0.0023576,0.0036375,0.0200807,0.0104049,0.0035381,0.0083142,0.0021069,0.0039553,0.0033594,0.0022383,0.0020078,0.0022571,0.0015624,0.0018222,0.0024959,0.0049593,0.0044459,0.0098841,0.0043052,0.0020104,0.0016128,0.0022247,0.0056018,0.002975,0.0099967,0.0024492,0.0013518,0.0075688,0.002093,0.001131,0.0005048,0.0025891,0.0005888,0.000593,0.0020858,0.0018211,0.0012014,0.0011265,0.006427,0.0011342,0.0012607,0.0005196,0.0088817,0.0,0.0,0.0,0.0,0.0,0.0
Basic chemicals,0.0279807,0.0425513,0.0321668,0.0350001,0.0227729,0.0233072,0.0238824,0.0096583,0.0511217,0.0300314,0.0284276,0.0420357,0.0107618,0.0210612,0.0138027,0.0275071,0.0273647,0.0166937,0.0196773,0.030913,0.0224396,0.0174808,0.0150701,0.0318625,0.0266034,0.0138548,0.1065055,0.0532388,0.0247231,0.0529417,1.0567797,0.0242385,0.0268432,0.0162013,0.0172795,0.0324991,0.0200805,0.0220798,0.0174974,0.0159127,0.014761,0.0158489,0.0130015,0.0126511,0.0126617,0.0134779,0.0147292,0.0170741,0.0169748,0.0210417,0.0099905,0.0155951,0.0148835,0.0135776,0.0127277,0.0094106,0.0123794,0.0141288,0.0131202,0.0119308,0.0159552,0.0134726,0.0141493,0.0199684,0.0466052,0.0034106,0.0033661,0.0420961,0.0111456,0.0064419,0.0067353,0.0185358,0.0111164,0.0115992,0.0157416,0.009379,0.0111633,0.0098541,0.0285105,0.0,0.0,0.0,0.0,0.0,0.0
Synthetic materials,0.0128958,0.0107297,0.0080474,0.0087723,0.0183037,0.0256849,0.0138532,0.0028764,0.0143998,0.0081725,0.0174622,0.0162372,0.0104672,0.0194655,0.0184991,0.0227033,0.0549971,0.0182548,0.0390886,0.0149251,0.0089307,0.0682055,0.0617639,0.0330866,0.0193595,0.0181206,0.0199751,0.0413418,0.0522842,0.0172415,0.0063104,0.9880058,0.0138284,0.0809224,0.0494112,0.0201092,0.0085662,0.0204794,0.0104333,0.0137697,0.0172783,0.0319288,0.011798,0.0400069,0.025735,0.0270658,0.0200888,0.0229657,0.0146271,0.0116844,0.0286488,0.0276913,0.0194327,0.0478176,0.0336183,0.0201632,0.0328195,0.0427076,0.0466509,0.0115475,0.0272177,0.0315741,0.0259345,0.0613806,0.010642,0.0020939,0.0018865,0.0046193,0.0043106,0.0033176,0.0029805,0.0169356,0.008888,0.011391,0.0289238,0.004615,0.0101534,0.0037398,0.0069724,0.0,0.0,0.0,0.0,0.0,0.0
"Drugs, cleaning & toilet items",0.0001355,3.65e-05,0.0002397,0.0002426,3.17e-05,2.95e-05,2.66e-05,2.14e-05,3.22e-05,3.71e-05,5.76e-05,5.23e-05,8.02e-05,7.37e-05,2.76e-05,8.37e-05,0.0007468,0.0071016,0.0063771,0.0001023,5.79e-05,0.0023476,0.0011687,6.28e-05,5.61e-05,0.0003173,9.53e-05,6.95e-05,8.16e-05,7.37e-05,3.12e-05,0.0002164,1.0956249,0.1948337,4.73e-05,0.0001244,4.71e-05,3.99e-05,5.61e-05,4.82e-05,6.08e-05,5.07e-05,3.33e-05,5.17e-05,4.6e-05,3.41e-05,4.01e-05,0.0001107,4.03e-05,4.96e-05,7.49e-05,5.82e-05,8.26e-05,6.23e-05,6.5e-05,0.0001126,6.26e-05,5.06e-05,0.0001887,8.7e-05,0.0001189,0.0002099,5.91e-05,0.0027879,4.02e-05,2.63e-05,0.0001521,3.03e-05,3.59e-05,6.05e-05,1.3e-05,0.0010761,8.49e-05,6e-05,8.25e-05,0.0006741,9.35e-05,9.05e-05,5.21e-05,0.0,0.0,0.0,0.0,0.0,0.0
Paints & allied products,0.0006346,0.000127,0.0007642,0.0010452,8.43e-05,8.61e-05,6.36e-05,8.04e-05,7.9e-05,9.43e-05,0.0001543,0.0001386,0.000249,0.0002596,8.9e-05,0.0003048,0.0004522,0.0010174,0.0015015,0.0003739,0.0002003,0.0001997,0.000179,0.0002035,0.00018,0.0003116,0.0004038,0.0002781,0.0002989,0.000275,0.0001167,0.0005917,0.0037328,1.0125346,0.0001137,0.0002582,0.0001505,0.0001201,0.0001335,0.0001447,0.0001009,0.0001247,8.79e-05,0.0001502,0.0001406,9.83e-05,0.0001204,0.0002015,0.0001173,0.0001325,0.0002753,0.0001699,0.0002589,0.0001687,0.0001151,0.0002528,0.0001961,0.0001365,0.0001635,0.0003367,0.0001639,0.0008524,0.0001828,0.0043417,9.6e-05,8.61e-05,0.0007523,9.78e-05,0.000132,0.0002195,4.68e-05,0.0046157,0.0003182,0.0002101,0.0001181,0.0033797,0.0002359,0.0003008,0.0001275,0.0,0.0,0.0,0.0,0.0,0.0
Petroleum refining,0.0039697,0.0006345,0.0016299,0.0017791,0.0012906,0.0011674,0.0006384,0.0006845,0.0008544,0.0008449,0.0036596,0.0033368,0.0018814,0.0197193,0.0005436,0.0066466,0.0071134,0.0025975,0.0042851,0.004244,0.0025061,0.0085797,0.0100548,0.0015826,0.001736,0.0009242,0.0017186,0.0033469,0.0190642,0.002821,0.000892,0.0063874,0.0101676,0.0033253,1.0645345,0.0019967,0.0011271,0.0017551,0.001513,0.0092665,0.0022815,0.0026458,0.0012435,0.0014378,0.0011876,0.0010268,0.0011115,0.0030035,0.0010662,0.0009374,0.0054888,0.0023303,0.0026087,0.0089434,0.0333429,0.0093505,0.0269753,0.0028406,0.0167892,0.0024633,0.0080767,0.0095982,0.0067162,0.0026219,0.0012306,0.0005233,0.0003061,0.0006983,0.000783,0.0005917,0.0003366,0.0020103,0.0012756,0.0077064,0.0097702,0.000833,0.0023984,0.0005026,0.0015549,0.0,0.0,0.0,0.0,0.0,0.0
Rubber & plastic products,0.0023511,0.0025043,0.0020415,0.005107,0.0061064,0.010877,0.0084174,0.0030824,0.0625646,0.0043024,0.0826549,0.0384575,0.0072218,0.003127,0.0016321,0.0034722,0.0058658,0.002531,0.0032596,0.0167805,0.0087162,0.0120726,0.0094902,0.0086481,0.0051701,0.0033965,0.0053841,0.0039473,0.0037084,0.0116523,0.007978,0.0081059,0.0065115,0.0039527,0.0226587,1.0880102,0.0134298,0.0084015,0.0078357,0.0101196,0.0091385,0.010328,0.0132362,0.0087566,0.0135186,0.0071251,0.013354,0.0072353,0.0130461,0.010894,0.0045708,0.0098323,0.014829,0.0133432,0.0120257,0.0048485,0.0101774,0.0084533,0.0100692,0.0043201,0.0127399,0.0059286,0.0029033,0.0110063,0.0031477,0.0016026,0.0007537,0.0041633,0.0010214,0.0009997,0.0027442,0.0051736,0.002138,0.0026963,0.0117636,0.0017118,0.0018444,0.0008419,0.0121983,0.0,0.0,0.0,0.0,0.0,0.0
Leather tanning & finishing,0.0111302,0.0084994,0.0248131,0.0124002,0.0644905,0.046007,0.0369697,0.0174953,0.0498736,0.0486092,0.0719833,0.0367589,0.0947572,0.0244872,0.0054463,0.0108654,0.0117756,0.0081082,0.0132308,0.0305678,0.0666928,0.0502708,0.1415207,0.0133562,0.0181957,0.0085563,0.0280594,0.0170299,0.022198,0.0392714,0.018228,0.0256091,0.0162608,0.016245,0.0154194,0.0245813,1.235094,0.0525539,0.4356001,0.3311585,0.3491736,0.2645476,0.218898,0.2198824,0.2283512,0.2132044,0.1580884,0.150122,0.1998175,0.1463998,0.0471174,0.1412454,0.1159251,0.1457497,0.1074228,0.0399193,0.0450448,0.0723466,0.176164,0.0600563,0.1615961,0.0581519,0.035318,0.0594919,0.0137993,0.0030062,0.0017193,0.0095926,0.0028809,0.0025961,0.0031163,0.010963,0.0074861,0.0102353,0.0574463,0.0041554,0.0048129,0.0029983,0.0138405,0.0,0.0,0.0,0.0,0.0,0.0
Footwear & leather products,0.00586,0.0059849,0.0132508,0.0078252,0.0184077,0.0121809,0.0132472,0.0059521,0.016644,0.0124403,0.0601129,0.02419,0.0797198,0.0110611,0.003432,0.009022,0.0093439,0.0073715,0.0077788,0.0157952,0.0113995,0.0279421,0.0384606,0.0108646,0.0141896,0.0109915,0.0353717,0.0194252,0.0145864,0.0399573,0.0105502,0.0161796,0.0091886,0.0166109,0.0109341,0.0145995,0.0659556,1.6387331,0.1709503,0.1661935,0.1054514,0.1491744,0.1153761,0.0510657,0.0426659,0.0751258,0.0692666,0.0833886,0.0829328,0.1023152,0.0634705,0.1341974,0.1451608,0.1104313,0.1286138,0.0735842,0.0927457,0.2234633,0.067283,0.0868845,0.0896993,0.0886357,0.0604809,0.1127777,0.0072141,0.0040465,0.0013996,0.0052287,0.0018698,0.0020519,0.0020543,0.0099727,0.0059763,0.0055124,0.0270343,0.003405,0.0039287,0.0019674,0.0093929,0.0,0.0,0.0,0.0,0.0,0.0
Glass & glass products,0.007327,0.0018639,0.0194715,0.0023887,0.000852,0.0009875,0.0007074,0.0004805,0.000952,0.0009049,0.0013731,0.0026903,0.0010004,0.0376409,0.0008492,0.0028931,0.0028587,0.0017328,0.0021964,0.0034264,0.0017533,0.0023294,0.0018127,0.0021819,0.0078577,0.0033674,0.0126832,0.0076327,0.0266247,0.0608848,0.0103485,0.0028225,0.0193522,0.0046092,0.0014549,0.0014816,0.0015102,0.0016691,0.9952768,0.0016811,0.0053891,0.0025166,0.0009016,0.0013553,0.0009152,0.0009303,0.0012809,0.0011507,0.0009274,0.0009332,0.0010679,0.001271,0.0011648,0.0017727,0.0016406,0.0009831,0.0011132,0.0012512,0.0015601,0.0011978,0.0016073,0.0025887,0.0013163,0.0021251,0.0009546,0.0002541,0.0002707,0.0008193,0.0004345,0.0005902,0.0002952,0.0011074,0.0008047,0.0123758,0.0010824,0.0008684,0.0015688,0.0003301,0.0015269,0.0,0.0,0.0,0.0,0.0,0.0
Stone & clay products,0.0012805,0.0012215,0.0022396,0.0014118,0.0025335,0.0015712,0.0017101,0.0030086,0.0034982,0.0041345,0.0816202,0.0287693,0.002207,0.0011245,0.0005628,0.0012287,0.0012302,0.0007856,0.0009891,0.0054038,0.0028187,0.0021772,0.0075337,0.001756,0.0013594,0.0008919,0.0026767,0.0017226,0.0011913,0.0029755,0.0025698,0.0021716,0.0010192,0.0010651,0.0012413,0.0026168,0.0053097,0.0029289,0.0054731,0.9508646,0.0066511,0.0104729,0.0252582,0.0087786,0.0125975,0.015006,0.0081849,0.0202317,0.0196706,0.0040694,0.0075652,0.0190959,0.0066003,0.0110577,0.002653,0.0027511,0.0017541,0.0018414,0.0037439,0.002011,0.041584,0.0041107,0.0011359,0.0021827,0.0020566,0.0010787,0.0004463,0.0026158,0.0004819,0.0004845,0.002057,0.0012605,0.0007801,0.0007987,0.0023683,0.0010173,0.0009534,0.0004614,0.0083953,0.0,0.0,0.0,0.0,0.0,0.0
Primary iron & steel,0.0024506,0.0014114,0.002897,0.002901,0.0060741,0.0062285,0.015967,0.0014018,0.0054618,0.009899,0.0070103,0.0050166,0.015895,0.0045865,0.0010719,0.0017133,0.0022123,0.00171,0.0083172,0.0090429,0.0072439,0.0119288,0.0264938,0.0027398,0.0041672,0.001626,0.0026767,0.0022309,0.007055,0.0029793,0.0016578,0.0106004,0.0030439,0.0089186,0.005409,0.0030936,0.012972,0.0072297,0.0132325,0.0308227,0.9668613,0.0269137,0.0293917,0.0358592,0.0212377,0.0170816,0.0484661,0.0166271,0.0181221,0.0206618,0.0245339,0.030812,0.0226464,0.0388199,0.0337909,0.0243575,0.0269765,0.0192066,0.0987665,0.0155803,0.0187748,0.0270758,0.009487,0.0167059,0.0031806,0.0010447,0.0005358,0.0020138,0.0010852,0.0009061,0.0005693,0.0046204,0.003098,0.003016,0.0381402,0.0011619,0.0017081,0.0014519,0.0021427,0.0,0.0,0.0,0.0,0.0,0.0
Primary nonferrous metals,0.0046668,0.0036312,0.0195864,0.0099327,0.0148375,0.0114212,0.0071671,0.006124,0.0105822,0.0056785,0.0321147,0.0158164,0.0167354,0.0060997,0.0058129,0.0043179,0.004105,0.0036946,0.0039103,0.0456363,0.0232493,0.0632373,0.0636497,0.0158212,0.0091042,0.0072142,0.0058489,0.0050575,0.0094727,0.0078276,0.0062518,0.0146729,0.0041919,0.0144909,0.0061656,0.01523,0.0201296,0.0161771,0.0206398,0.0433218,0.0280823,0.8700604,0.0209494,0.0212057,0.0217296,0.0287427,0.024679,0.0262558,0.0251868,0.0336107,0.0200476,0.0360116,0.0181662,0.0373531,0.0224429,0.0206808,0.0248457,0.0252493,0.04219,0.0200381,0.0317191,0.03199,0.0097592,0.0223976,0.0050489,0.0013948,0.0008471,0.0030462,0.0014495,0.0012941,0.0013451,0.0083082,0.004473,0.0030967,0.0203446,0.0018589,0.0024531,0.001164,0.0065242,0.0,0.0,0.0,0.0,0.0,0.0
Metal containers,0.0012945,0.0011873,0.0093493,0.0055096,0.0053984,0.0050583,0.0041414,0.0032963,0.0133921,0.0100483,0.0017926,0.0012953,0.0016795,0.0009334,0.0005217,0.000799,0.0008031,0.000564,0.0007743,0.0018877,0.0011866,0.0010257,0.0013219,0.0009504,0.0009352,0.0005528,0.0014086,0.0009686,0.0008154,0.0009369,0.0022029,0.0011217,0.0007645,0.0006632,0.0009329,0.0021949,0.0023856,0.0020786,0.0014126,0.0059161,0.0031153,0.0039936,0.9812567,0.0619392,0.0352837,0.0181446,0.0017378,0.0110107,0.0115184,0.0034837,0.0011661,0.0087136,0.019517,0.002389,0.0015048,0.0008243,0.0008777,0.0016097,0.0136392,0.0043543,0.0292031,0.0012649,0.0006248,0.001069,0.0026459,0.0002111,0.0002322,0.0030832,0.000344,0.000329,0.0001996,0.0021599,0.0016262,0.0006114,0.0056257,0.0004515,0.0003618,0.0003832,0.000833,0.0,0.0,0.0,0.0,0.0,0.0
"Heating, plumbing, structural metal",0.0091146,0.0088429,0.0011401,0.0068348,0.0008133,0.0007745,0.0013278,0.0003502,0.0011353,0.0008987,0.0007127,0.0004312,0.0005343,0.0035903,0.0021084,0.0010426,0.0006648,0.0005137,0.0017039,0.0004943,0.0004391,0.0005713,0.0007165,0.0003706,0.001303,0.0002993,0.0004412,0.0003763,0.0007002,0.0005222,0.0003408,0.0004675,0.0017652,0.0006414,0.0003179,0.0004023,0.0030194,0.0007172,0.0013015,0.0021104,0.0021913,0.002568,0.0076683,0.9784012,0.0200453,0.0033278,0.0006164,0.0032665,0.0032762,0.0006129,0.0004207,0.001738,0.0007439,0.0010008,0.0021365,0.0004144,0.0004083,0.0012065,0.0012072,0.0009745,0.0070393,0.0004923,0.0003352,0.0005806,0.0003328,0.0001397,0.0003267,0.0003073,0.0002371,0.0002984,0.0002565,0.000333,0.0022149,0.0014247,0.0005469,0.0006852,0.0002789,0.0001201,0.0007454,0.0,0.0,0.0,0.0,0.0,0.0
Screw machine products,0.0007433,0.0009017,0.0010566,0.0009456,0.0202672,0.0246994,0.0543678,0.0073817,0.0379417,0.0266339,0.0039867,0.0037467,0.0040768,0.0006685,0.0003578,0.000914,0.0008716,0.0005204,0.0006698,0.0012966,0.0009913,0.001038,0.0014279,0.0013602,0.0009019,0.000496,0.0027023,0.001611,0.0007327,0.0014246,0.0045315,0.0009269,0.0007571,0.000612,0.001104,0.0062426,0.0064297,0.0043481,0.0028993,0.003381,0.00274,0.0055831,0.0407205,0.0218466,0.9960109,0.027127,0.002928,0.0054645,0.0103413,0.0026977,0.0012765,0.0036053,0.0039303,0.0017234,0.0012966,0.0007235,0.0009015,0.0014762,0.0041063,0.0011707,0.0068573,0.000966,0.0007512,0.0011347,0.0007364,0.0002097,0.0001234,0.0044753,0.000235,0.0001949,0.0003166,0.000574,0.0003968,0.0004163,0.0015192,0.0003147,0.0003442,0.0002196,0.0034056,0.0,0.0,0.0,0.0,0.0,0.0
Other fabricated metal products,0.0002575,0.0002763,0.0002588,0.0003055,0.0028449,0.0030489,0.0037033,0.0004853,0.0089773,0.0046989,0.0041516,0.0064195,0.0016154,0.000241,0.0001295,0.0018684,0.0011061,0.0008846,0.0010793,0.0018674,0.0009201,0.0006613,0.0024897,0.0006413,0.0004072,0.0003018,0.000566,0.000405,0.0002685,0.0003727,0.000535,0.0004487,0.0002342,0.0014525,0.0003779,0.0011838,0.001854,0.0015213,0.0009012,0.0018441,0.001052,0.0014944,0.0007026,0.0021377,0.0088163,0.9519837,0.0016293,0.0032424,0.0033958,0.0015702,0.0006452,0.001346,0.0008665,0.0005585,0.0004399,0.0006041,0.0020928,0.0005176,0.0011372,0.0005578,0.0023892,0.0004063,0.0003087,0.0006702,0.0004228,0.0002436,0.0001009,0.0007452,0.0001445,0.000116,0.0004437,0.0002942,0.0001998,0.0001801,0.000484,0.0002293,0.0002177,0.0001681,0.0018931,0.0,0.0,0.0,0.0,0.0,0.0
Engines & turbines,0.0008033,0.0006868,0.0014477,0.0010133,0.0023027,0.0021365,0.0023253,0.0010563,0.0023035,0.0018136,0.0033572,0.0021108,0.0127797,0.0013109,0.0005553,0.0012065,0.0013444,0.0007808,0.0011023,0.0029385,0.0021194,0.0032913,0.0050484,0.0014221,0.0032778,0.0008596,0.002031,0.0018181,0.00159,0.0018197,0.0010568,0.0058316,0.0009547,0.0015387,0.0037229,0.0023012,0.0134396,0.014685,0.0118583,0.0126681,0.0203954,0.0181852,0.016906,0.0232714,0.0210644,0.0205352,0.9406716,0.0296452,0.0223181,0.0303136,0.0069431,0.0098842,0.0118777,0.0103904,0.0099027,0.0070231,0.0070409,0.0116693,0.0102412,0.0145092,0.0085017,0.0098095,0.0019015,0.0035033,0.0011236,0.000304,0.0001476,0.0005973,0.0003348,0.0002236,0.0002002,0.0009651,0.0008335,0.000644,0.0038201,0.0003104,0.0004069,0.0002405,0.0008765,0.0,0.0,0.0,0.0,0.0,0.0
Farm machinery,0.0008339,0.001131,0.001006,0.0010539,0.000808,0.0009533,0.0007716,0.0003601,0.0008742,0.0007832,0.0015696,0.0010092,0.0008609,0.0015815,0.0005975,0.0118726,0.0103959,0.0052957,0.0065595,0.0038613,0.0036535,0.0049974,0.0017476,0.0051073,0.0057468,0.0040861,0.0095961,0.0086178,0.0019154,0.0032896,0.0006846,0.0057277,0.001584,0.0057377,0.0071527,0.0041307,0.0028508,0.001231,0.0016748,0.0041019,0.001613,0.0034214,0.0032311,0.0042969,0.0052689,0.0083668,0.012082,0.9354046,0.0125921,0.00387,0.0024126,0.0061736,0.0021258,0.0028388,0.0013578,0.0015684,0.0014807,0.0013583,0.0020357,0.0010526,0.0052239,0.004437,0.0010963,0.0018054,0.0004026,0.0001485,0.0001581,0.0003145,0.0002069,0.000292,0.0001218,0.000687,0.0010562,0.0010233,0.0010543,0.0003286,0.0004034,0.0001632,0.0006984,0.0,0.0,0.0,0.0,0.0,0.0
Construction & mining machinery,0.0021823,0.0024112,0.0101747,0.0023772,0.0072774,0.0045985,0.0063131,0.0056398,0.0102738,0.008529,0.0082498,0.0050007,0.0079332,0.0026993,0.0015974,0.0036497,0.0054274,0.0023479,0.0028311,0.0055213,0.004101,0.004021,0.007082,0.0036535,0.0030299,0.001628,0.009603,0.0068156,0.0032576,0.0044462,0.0053601,0.0048786,0.0024728,0.0025012,0.0048643,0.0040124,0.0250871,0.0152742,0.012479,0.0179025,0.0101073,0.0209479,0.0466582,0.0666001,0.0678308,0.068735,0.0289211,0.0601551,0.9596377,0.0229519,0.0058783,0.0375766,0.0138125,0.0211571,0.0130304,0.0032994,0.0038579,0.017334,0.0134051,0.0110791,0.0296991,0.0075097,0.0051562,0.0058523,0.0036904,0.0004114,0.0003664,0.0023222,0.0005087,0.0004807,0.0004797,0.0018162,0.0017757,0.0013344,0.0058768,0.0009121,0.0007859,0.0006169,0.0024472,0.0,0.0,0.0,0.0,0.0,0.0
Materials handling equipment,0.0013651,0.0011219,0.0018134,0.0016038,0.0023845,0.0063269,0.0032187,0.0051654,0.0037925,0.0023556,0.0033888,0.0023047,0.0091634,0.0017855,0.0011683,0.003261,0.0031194,0.0020732,0.0027762,0.0041777,0.0045057,0.0037731,0.0043109,0.002765,0.0030931,0.0014411,0.0025896,0.002643,0.0020789,0.0021277,0.0035253,0.0042648,0.0021372,0.0030201,0.0049226,0.0035007,0.0097217,0.008529,0.0075907,0.012477,0.0213935,0.0130412,0.0408353,0.0219007,0.0245448,0.0307516,0.0306172,0.023017,0.021718,0.9975623,0.0067348,0.0095829,0.0101346,0.0082442,0.0064091,0.0060491,0.0066157,0.0077929,0.0199835,0.0266876,0.0098001,0.0104549,0.0033905,0.0045656,0.0018833,0.0003923,0.000328,0.0012752,0.0007421,0.0004931,0.0002863,0.0027477,0.0024098,0.0010154,0.012371,0.0005884,0.0006178,0.0004286,0.001186,0.0,0.0,0.0,0.0,0.0,0.0
