sector,employment,gross_output,hp_star
Materials handling equipment,171.88026600538242,3663.2999999999997,0.04691951683055781
Metalworking machinery,430.7821598764003,9181.299999999997,0.04691951683055781
Special industry machinery,331.63652886174884,7068.200000000002,0.04691951683055782
General industrial machinery,407.86666785635595,8692.899999999998,0.04691951683055782
Machine shop products,296.3577441568524,6316.300000000001,0.04691951683055782
Office & computing machines,209.19535774072511,4458.600000000001,0.04691951683055781
Service industry machines,729.8753118644744,15555.9,0.04691951683055782
Electric industrial equipment,367.4032765416828,7830.499999999997,0.04691951683055781
Household appliances,216.7869355639094,4620.4000000000015,0.04691951683055781
Electric lighting & wiring,3942.5625441414777,84028.19999999998,0.04691951683055782
"Radio, TV, communication equipment",666.017849458085,14194.9,0.04691951683055781
Electronic components,606.7725755561397,12932.199999999999,0.04691951683055781
Misc electrical machinery,294.8281679081761,6283.7,0.04691951683055781
Motor vehicles & equipment,244.938645662244,5220.4,0.04691951683055781
Aircraft & parts,531.9734818248645,11338.0,0.04691951683055782
Transportation & warehousing,5199.0,54891.200000000026,0.09471463549712882
Communications except radio & TV,3992.2642766158815,10559.4,0.3780768108619696
Radio & TV broadcasting,1320.7357233841183,3493.2999999999993,0.37807681086196965
"Electric, gas, water & sanitary services",5270.0,60801.2,0.08667592086998284
Wholesale trade,5323.0,109461.20000000004,0.04862910328043177
Retail trade,5421.0,50907.90000000001,0.10648641959302975
Finance & insurance,3097.9972260879126,57927.5,0.05348059602240581
Real estate & rental,891.0027739120878,16660.300000000007,0.053480596022405805
Hotels & personal services,1479.538439779426,35557.80000000002,0.0416093920259247
Business services,1991.879044733838,47870.89999999999,0.0416093920259247
Eating & drinking places,845.6900882309066,20324.5,0.0416093920259247
Automobile repair & services,494.40279605203716,11881.999999999998,0.041609392025924695
Amusements,2473.382929257839,59442.899999999994,0.041609392025924695
"Medical, educational services & nonprofit orgs",256.31801581889874,6160.1,0.041609392025924695
Federal government enterprises,519.7886861270539,12492.099999999999,0.0416093920259247
State & local government enterprises,861.0,0.0,0.0
Gross imports of goods & services,861.0,0.0,0.0
"Business travel, entertainment, gifts",861.0,0.0,0.0
Office supplies,861.0,0.0,0.0
"Scrap, used & secondhand goods",861.0,0.0,0.0
Government industry,861.0,0.0,0.0
