sector,employment,gross_output,hp_star
Dairy farm products,2806.964015398062,44263.6,0.06341472486191956
Poultry & eggs,1967.6194000706666,31027.79999999999,0.06341472486191956
Meat animals & misc livestock,107.9318617149871,1702.0000000000002,0.06341472486191956
"Cotton, food grains, tobacco, fruits, vegetables",232.48472281628335,3666.1000000000013,0.06341472486191956
Coal mining,238.53396962564082,1084.7000000000003,0.219907780608132
Crude petroleum & natural gas,357.5040789346403,1625.7000000000005,0.219907780608132
Stone & clay mining,1541.7294682874922,7010.800000000003,0.21990778060813196
Chemical & fertilizer mineral mining,3318.2324831522265,15089.200000000004,0.21990778060813201
New construction,3557.601983798975,1986.7000000000007,1.7907092081335751
Maintenance & repair construction,1858.398016201025,1037.8000000000004,1.7907092081335751
Ordnance & accessories,2163.4073968211947,116824.39999999998,0.018518455021563945
Meat products,664.719942999038,35895.00000000001,0.018518455021563948
Dairy products,70.95346041512225,3831.4999999999995,0.018518455021563945
Canned & frozen foods,2561.467143046219,138319.7,0.018518455021563948
Grain mill products,129.36066755313493,6985.499999999998,0.018518455021563948
Bakery products,383.3060931093435,20698.600000000002,0.018518455021563945
Sugar,113.91257237414627,6151.299999999998,0.018518455021563945
Confectionery products,480.88909184547475,25968.100000000002,0.018518455021563945
Alcoholic beverages,95.88670825615597,5177.900000000001,0.018518455021563948
Soft drinks & flavorings,440.67441492064654,23796.500000000004,0.018518455021563948
Tobacco manufactures,5.844424404805581,315.59999999999997,0.018518455021563948
Fabrics & yarn,114.3551634491617,6175.200000000001,0.018518455021563945
"Floor covering, misc textiles",64.4886677670943,3482.4,0.018518455021563948
Lumber & wood products,450.13364174566146,24307.300000000007,0.018518455021563948
Wooden containers,154.9290984014083,8366.2,0.018518455021563948
Household furniture,490.55202167572696,26489.90000000001,0.018518455021563948
Other furniture & fixtures,717.167911311111,38727.19999999998,0.018518455021563948
Paper & paperboard,249.74543995731784,13486.299999999997,0.018518455021563948
Paper containers & products,322.8729669919718,17435.200000000004,0.018518455021563945
Printing & publishing,78.22565770209047,4224.200000000003,0.018518455021563948
Basic chemicals,1566.814998000989,84608.3,0.018518455021563948
Synthetic materials,412.537474360882,22277.09999999999,0.018518455021563945
"Drugs, cleaning & toilet items",18.36845553588929,991.9000000000005,0.018518455021563948
Paints & allied products,65.82014468314473,3554.2999999999997,0.018518455021563948
Petroleum refining,80.04416998520801,4322.400000000001,0.018518455021563948
Rubber & plastic products,264.1250202815623,14262.800000000001,0.018518455021563948
Leather tanning & finishing,771.8399460712747,41679.50000000001,0.018518455021563948
Footwear & leather products,569.5573063342248,30756.199999999986,0.018518455021563945
Glass & glass products,270.13911815193654,5757.499999999999,0.04691951683055781
Stone & clay products,750.8342600326844,16002.599999999999,0.04691951683055781
Primary iron & steel,534.5071357337147,11392.0,0.04691951683055782
Primary nonferrous metals,633.338405985602,13498.400000000007,0.04691951683055782
Metal containers,282.97160600509415,6030.999999999999,0.04691951683055782
"Heating, plumbing, structural metal",310.13800624998726,6610.000000000003,0.04691951683055781
Screw machine products,479.7145239789894,10224.200000000004,0.04691951683055781
Other fabricated metal products,123.71269002713179,2636.7,0.04691951683055782
Engines & turbines,250.3906935179549,5336.600000000001,0.04691951683055782
Farm machinery,202.81430345176926,4322.600000000001,0.04691951683055781
Construction & mining machinery,384.561743846618,8196.2,0.04691951683055782
