,Dairy farm products,Poultry & eggs,Meat animals & misc livestock,"Cotton, food grains, tobacco, fruits, vegetables",Coal mining,Crude petroleum & natural gas,Stone & clay mining,Chemical & fertilizer mineral mining,New construction,Maintenance & repair construction,Ordnance & accessories,Meat products,Dairy products,Canned & frozen foods,Grain mill products,Bakery products,Sugar,Confectionery products,Alcoholic beverages,Soft drinks & flavorings,Tobacco manufactures,Fabrics & yarn,"Floor covering, misc textiles",Lumber & wood products,Wooden containers,Household furniture,Other furniture & fixtures,Paper & paperboard,Paper containers & products,Printing & publishing,Basic chemicals,Synthetic materials,"Drugs, cleaning & toilet items",Paints & allied products,Petroleum refining,Rubber & plastic products,Leather tanning & finishing,Footwear & leather products,Glass & glass products,Stone & clay products,Primary iron & steel,Primary nonferrous metals,Metal containers,"Heating, plumbing, structural metal",Screw machine products,Other fabricated metal products,Engines & turbines,Farm machinery,Construction & mining machinery,Materials handling equipment,Metalworking machinery,Special industry machinery,General industrial machinery,Machine shop products,Office & computing machines,Service industry machines,Electric industrial equipment,Household appliances,Electric lighting & wiring,"Radio, TV, communication equipment",Electronic components,Misc electrical machinery,Motor vehicles & equipment,Aircraft & parts,Transportation & warehousing,Communications except radio & TV,Radio & TV broadcasting,"Electric, gas, water & sanitary services",Wholesale trade,Retail trade,Finance & insurance,Real estate & rental,Hotels & personal services,Business services,Eating & drinking places,Automobile repair & services,Amusements,"Medical, educational services & nonprofit orgs",Federal government enterprises,State & local government enterprises,Gross imports of goods & services,"Business travel, entertainment, gifts",Office supplies,"Scrap, used & secondhand goods",Government industry
Petroleum refining,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00204,0.00394,0.00014,0.01119,0.0,0.00411,0.00088,3e-05,5e-05,0.00137,0.00018,0.00623,0.00904,0.0,0.00027,0.0,0.00046,0.00058,0.01535,0.0,0.0,0.00274,0.0,0.0,0.06377,0.0003,6e-05,4e-05,0.0,0.00446,0.00041,0.00154,0.0,0.0,0.0,0.0,5e-05,0.00062,0.00012,0.00013,0.0,0.00021,0.00069,0.00362,0.03038,0.00252,0.02848,0.00035,0.00807,0.0,0.00292,0.002,0.01,0.00348,0.00078,0.0,0.0,0.0,0.00079,0.0,0.00016,0.00022,0.00048,0.0,0.00739,0.0,9e-05,8e-05,0.00017,0.0,0.00032,0.00019,0.0,0.0,0.0
Rubber & plastic products,7e-05,0.00086,0.00021,7e-05,0.00052,0.00171,0.0036,0.00552,0.05066,0.0,0.07732,0.02978,0.0014,1e-05,0.0,0.0009,0.003,0.0,0.00012,0.00657,0.00424,0.00576,0.00234,0.00197,0.0,0.0,0.00261,0.00013,0.00172,0.00343,0.00215,0.00468,0.00165,0.0,0.01673,0.11165,0.00355,0.0019,0.00298,0.00306,0.00238,0.00455,0.00873,0.0022,0.007,0.00331,0.00976,0.00503,0.01094,0.00777,0.00093,0.00924,0.01043,0.00787,0.00974,0.00077,0.00552,0.00746,0.00224,0.00187,0.00448,0.002,0.00107,0.00266,0.00021,1e-05,0.0,2e-05,0.00097,0.0,0.00033,0.00311,0.00135,0.0,0.00634,0.00028,0.00024,3e-05,0.0005,0.0,0.00023,0.0,0.0,0.0,0.0
Leather tanning & finishing,0.0,0.0,0.0,0.0,0.02386,0.02518,0.01334,0.00796,0.02157,0.01752,0.01823,0.01265,0.04877,0.00015,0.0,0.0,0.0,0.0,0.0,0.00332,0.00369,0.01884,0.08867,0.00017,0.00527,0.00047,0.00795,0.00046,5e-05,0.00422,0.00031,0.00317,0.0,0.0,0.0,0.01133,0.18966,0.01627,0.3689,0.24128,0.23758,0.17575,0.10045,0.13568,0.15911,0.10546,0.08015,0.08518,0.10836,0.08499,0.01233,0.05893,0.05095,0.07536,0.0612,0.0055,0.01337,0.02188,0.07095,0.02056,0.1139,0.02681,0.00427,0.0263,0.00494,0.0,0.0,0.00109,0.00023,0.0,0.00054,0.00017,0.00013,0.0,0.0,0.0,0.0,1e-05,0.00086,0.0,0.0,0.00207,0.1033,0.0,0.0
Footwear & leather products,4e-05,4e-05,0.0,0.0,0.00218,0.00061,0.00253,0.0,0.00225,0.00156,0.02698,0.00893,0.0278,6e-05,0.0,0.0,0.00034,0.0,0.0,0.00023,0.00037,0.00689,0.00957,0.00023,0.0033,0.00179,0.01388,0.00325,0.00016,0.0105,0.00151,0.00114,0.0,0.00021,0.00745,0.00233,0.02708,0.32214,0.04042,0.0699,0.05636,0.06962,0.05101,0.01697,0.00963,0.0325,0.02661,0.02799,0.03953,0.03665,0.01372,0.0502,0.06108,0.04878,0.06309,0.0161,0.03473,0.11107,0.01538,0.03329,0.03723,0.03324,0.04041,0.03968,0.00126,0.00052,0.0,0.00029,0.00026,0.0,0.00032,0.00027,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.07819,0.0,0.0
Glass & glass products,0.00049,0.00033,0.01985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02213,0.00013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00822,0.00732,0.01037,0.00094,0.01561,0.05788,0.00326,0.00041,0.0,0.0,0.0,0.00112,6e-05,0.00086,0.00516,0.00064,0.00271,0.00031,0.0,0.0,0.0,0.0,0.00074,0.0,0.00024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-05,0.0,0.0,0.002,0.0,0.00025,0.0,0.0,0.0,0.0,0.00066,0.0,7e-05,0.0,0.00064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01431,0.0,0.0
Stone & clay products,0.0,0.0,0.0,0.0,0.00011,6e-05,0.00032,0.00322,0.00132,0.00204,0.09759,0.05533,0.0005,0.0,0.0,0.0,0.0,0.0,0.00012,0.00115,0.0,0.00033,0.00415,2e-05,0.0,0.0,6e-05,5e-05,0.0,0.00014,9e-05,0.00072,0.0,0.0,0.00034,0.00097,0.00213,0.00031,0.00054,0.0238,0.00241,0.00717,0.00332,0.00269,0.00676,0.01316,0.00341,0.01734,0.01617,0.00193,0.00311,0.02423,0.00115,0.00446,0.00442,0.00042,0.00098,0.00223,0.00067,0.00034,0.03601,0.00155,4e-05,0.00064,0.0,0.0,0.0,0.0,0.0011,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-05,0.0,0.0,4e-05,0.01984,0.0,0.0
Primary iron & steel,0.00085,0.0,0.0,0.0,0.00126,0.00335,0.01331,0.0,0.00013,0.00019,0.00063,0.0008,0.01126,0.00217,0.0,0.0,0.0,0.0,0.00917,0.00391,0.00147,0.00381,0.01758,0.0,0.00017,9e-05,7e-05,9e-05,0.00362,0.0,0.0,0.00487,0.0,0.00599,0.00018,0.00025,0.00662,0.00213,0.0149,0.02224,0.01894,0.01675,0.01929,0.02172,0.00906,0.01288,0.03524,0.00827,0.00719,0.01261,0.01193,0.02019,0.01652,0.04388,0.02715,0.01605,0.0203,0.01174,0.05711,0.018,0.00682,0.01823,0.01155,0.00929,0.00035,0.0,0.0,0.0,0.00038,0.0,0.00011,0.00384,0.00541,0.0,0.06432,0.0,0.00019,0.00048,0.00036,0.0,0.0,0.00023,0.05956,0.0,0.0
Primary nonferrous metals,0.00105,0.00157,0.00483,0.00536,0.0012,0.00226,0.00408,0.00416,0.00535,0.00097,0.01916,0.01643,0.01363,0.00255,0.00207,0.00046,0.00036,0.00108,0.0014,0.01389,0.00903,0.05566,0.0454,0.01127,0.00562,0.00307,0.00347,0.00072,0.01338,0.00645,0.00059,0.0148,0.00101,0.01413,0.00074,0.01036,0.01435,0.0088,0.00393,0.02709,0.01253,0.0353,0.01114,0.01492,0.01212,0.02628,0.01953,0.01308,0.02503,0.01203,0.00925,0.03631,0.0095,0.03476,0.0146,0.00831,0.01475,0.02105,0.02833,0.01606,0.0196,0.0209,0.0158,0.01926,0.00389,3e-05,0.0,0.00072,0.00094,0.0,0.0002,0.00669,0.00452,0.0,0.01117,0.0,0.00012,8e-05,0.00081,0.0,0.00049,0.00146,0.02014,0.0,0.0
Metal containers,0.0,0.0,0.00098,0.00105,0.00229,0.00537,0.00436,0.00323,0.01019,0.00117,0.00114,2e-05,0.00053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00083,0.00019,0.00027,0.0,0.00231,0.00105,0.00105,0.07399,0.06094,0.02163,0.01249,0.00074,0.00583,0.0094,0.00195,0.0,0.00095,0.01216,0.0,0.0,0.0,0.0,0.0,0.00574,0.00286,0.03637,0.0,0.0,0.0,0.00122,0.0,0.0,5e-05,0.0001,0.0,3e-05,0.00133,0.00108,0.0,0.001,0.0,0.0,1e-05,0.00133,0.0,0.0,0.0,0.00608,0.0,0.0
"Heating, plumbing, structural metal",0.00025,0.01048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00077,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.00064,0.00156,0.0,2e-05,0.0,1e-05,0.0,0.0,0.0,0.0,0.00011,0.0,0.0,0.0,2e-05,0.00105,2e-05,0.0,0.00061,0.00083,0.00087,0.00659,0.0472,0.00964,0.00784,0.00091,0.00246,0.00237,0.00058,6e-05,0.00034,2e-05,0.00092,0.00245,1e-05,0.0,0.0,0.00046,0.00017,0.00397,0.00126,4e-05,0.00123,0.0,0.0,0.0,2e-05,0.00021,0.0,9e-05,0.0,0.00099,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.00341,0.0,0.0
Screw machine products,0.0,0.0,0.0,0.0,0.01497,0.01421,0.03206,0.00381,0.00887,0.011,0.00161,0.00079,0.00136,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,4e-05,0.0,0.0,0.0,2e-05,0.0,0.0,0.0,0.0,9e-05,0.0,0.0,0.0,0.00641,0.00055,3e-05,0.0,0.00338,5e-05,0.00166,0.03749,0.01997,0.05045,0.04211,0.00221,0.00519,0.00746,0.00074,9e-05,0.00199,0.00156,0.0,2e-05,0.0,0.0,0.0,0.00145,3e-05,0.00335,0.00042,0.0,0.0,0.0,0.0,0.0,0.0,0.00031,0.0,0.00033,0.0,0.00533,0.0,0.0,0.0,0.0,3e-05,0.00097,0.0,0.0,0.0,0.01145,0.0,0.0
Other fabricated metal products,0.0,0.0,0.0,0.0,0.0,0.00049,0.0,0.0,0.00318,0.00049,0.00526,0.00554,7e-05,0.00011,3e-05,0.00018,4e-05,1e-05,5e-05,0.00067,0.00037,0.00016,0.00234,0.00097,0.0001,4e-05,0.00101,0.0003,6e-05,0.0001,0.00067,0.00042,0.00018,2e-05,0.00018,0.00058,0.00151,0.00067,0.00033,0.0022,0.0004,0.00119,0.00013,0.00054,0.01249,0.05204,0.00097,0.00405,0.00251,0.00033,1e-05,0.00337,0.00121,7e-05,5e-05,5e-05,0.00086,6e-05,0.0005,0.00017,0.00067,0.00032,4e-05,7e-05,4e-05,0.0,0.0,0.0,0.0002,0.0,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00211,0.0,0.0
Engines & turbines,0.0,0.0,0.0,0.0,0.00075,0.00079,0.00032,0.00032,0.00042,0.00049,3e-05,0.0,0.00884,0.00072,0.00081,0.0004,0.00448,0.00043,0.00247,0.00114,0.00295,0.00223,0.00369,0.00105,0.0069,0.00057,0.00063,0.00191,0.00064,0.00055,0.00018,0.00484,0.00294,0.00264,0.00303,0.00734,0.00937,0.00758,0.00814,0.00511,0.01819,0.0149,0.01271,0.00794,0.01992,0.01513,0.07056,0.02426,0.02004,0.02558,0.01127,0.00769,0.01354,0.00903,0.00631,0.00604,0.00849,0.0117,0.00935,0.01532,0.0106,0.01111,0.00071,0.00041,0.00012,0.0,0.0,0.0,0.00041,0.0,0.00021,0.00046,0.00051,0.0,0.00012,0.0,0.0001,1e-05,7e-05,0.0,0.0,4e-05,0.00402,0.0,0.0
Farm machinery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-05,0.0012,0.0,0.00542,0.0039,0.00036,0.0,0.0014,0.00184,4e-05,0.0,0.00157,0.0007,0.0009,0.00983,0.00223,0.0,0.0,0.0,0.00125,0.00037,0.00189,0.0,0.00096,0.00109,8e-05,0.00107,0.00167,0.0011,0.00246,0.00345,0.00184,0.00167,0.00335,0.00545,0.06825,0.0111,0.00145,0.00057,0.00231,0.00044,2e-05,0.00024,2e-05,5e-05,6e-05,0.00013,0.00029,0.00056,0.00011,0.00057,0.00056,0.0,0.0,0.0,0.0,0.00049,0.0,0.00123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-05,0.00291,0.0,0.0
Construction & mining machinery,0.0,0.0,0.00021,0.0,0.00017,0.00024,0.00142,0.0057,0.00718,0.00029,0.00213,0.00164,0.00233,0.00069,8e-05,0.00013,9e-05,0.0,0.0,0.00084,0.00055,0.00092,0.00011,0.00323,0.00032,0.0,0.00302,0.00161,0.00015,0.0001,0.0024,0.00096,0.00018,0.0,0.00092,0.00279,0.01084,0.00428,0.00015,0.0105,0.0015,0.0074,0.03637,0.06608,0.06006,0.05878,0.02532,0.04399,0.06589,0.01477,0.0051,0.01487,0.00704,0.00949,0.00185,0.0009,0.00033,0.01199,0.0068,0.00803,0.03642,0.00499,0.00255,0.00044,0.00255,0.0,0.0,0.00098,0.00042,0.0,0.00019,0.0,0.00159,0.0,0.0,0.0,0.0,0.0,0.00015,0.0,0.0,4e-05,0.01537,0.0,0.0
Materials handling equipment,0.00016,0.00019,0.0,0.0,0.00034,0.0311,0.00259,0.00532,0.00174,0.00467,0.00053,0.00026,0.00988,0.0,0.0,0.0,0.0,0.0,0.0,0.00108,0.0,0.0,0.00177,0.0,3e-05,0.0,1e-05,0.00223,0.00039,0.00096,0.0,0.00147,0.00083,0.0,0.0,0.00097,0.00645,0.00493,9e-05,0.00954,0.01257,0.00579,0.02601,0.00862,0.00639,0.0195,0.00801,0.00391,0.00828,0.06273,0.01052,0.00085,0.00223,0.00117,0.00452,0.00357,0.00244,0.00089,0.01003,0.03011,0.00458,0.00486,0.00107,0.00075,0.00027,1e-05,0.0,0.0,0.00021,0.0,0.00042,0.00112,0.00232,0.0,0.02158,0.0,0.0,0.0,0.00038,0.0,0.0,0.0,0.00296,0.0,0.0
Metalworking machinery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.0,0.00078,0.00023,0.0,3e-05,0.00013,0.0,0.0,0.0,0.0,0.00012,0.0,0.0,0.0,0.0,0.00017,0.0,0.0,0.00049,0.00117,0.00011,0.0,2e-05,5e-05,0.0,0.00013,0.00143,3e-05,3e-05,0.13182,0.00044,0.00024,0.0,0.0,0.00684,0.00784,0.0,2e-05,0.00027,1e-05,0.00121,2e-05,0.00239,0.0,0.0,0.0,0.0,0.00054,0.0,0.00218,0.0,0.00277,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.00495,0.00121,0.0,0.0
Special industry machinery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00754,0.00825,0.00139,0.0,0.0,0.0,0.00034,0.0,0.00026,0.00022,0.00166,8e-05,0.00461,0.0,0.0,0.0,3e-05,0.0,0.0001,7e-05,0.0,4e-05,0.0,0.0,0.00011,0.00038,4e-05,0.00014,0.0,0.01309,0.00173,0.00293,0.0,0.00033,8e-05,0.00437,0.00156,0.00201,0.00628,0.00033,7e-05,0.062,0.00068,0.0283,0.00051,0.00052,0.0,0.0001,0.01011,8e-05,0.00128,0.00244,0.0001,0.00042,7e-05,0.0,0.0,0.0,0.0003,0.0,0.00016,0.00042,0.00278,0.0,0.00452,0.0,0.0,4e-05,8e-05,0.0,0.0,0.0,0.00457,0.0,0.0
General industrial machinery,0.0,0.0,0.0,0.0,0.0004,0.00073,0.0,0.01075,0.00234,0.00156,0.00551,0.00217,0.00016,0.0,0.0,0.0,0.0,0.0,0.0,5e-05,0.0,0.0,0.00028,0.0,0.0,5e-05,0.00084,2e-05,4e-05,0.0,0.0,0.00012,0.0,0.0,0.00021,0.00129,0.0091,0.00574,6e-05,0.0102,0.00061,0.00186,0.02115,0.00493,0.01237,0.03585,0.03054,0.03568,0.03239,0.00604,0.02169,0.07764,0.07426,0.05267,0.03558,0.01483,0.01928,0.0205,0.00332,0.00353,0.01078,0.02629,0.00766,0.005,0.00073,0.00028,0.0,0.00108,0.00034,0.0,0.00056,0.0014,0.00229,0.0,0.00029,0.0001,0.0,0.0,0.00047,0.0,0.0,0.0,0.0105,0.0,0.0
Machine shop products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00183,0.00759,0.00158,0.0,0.0,0.0,0.0,0.00021,0.00019,0.00015,0.0,0.00012,0.00067,0.00047,0.0,0.0,0.0,0.0,0.00037,0.0,0.0,0.00012,0.0,0.00083,5e-05,0.0001,0.00011,0.00027,0.00212,0.00285,0.00158,0.00051,0.0,0.00276,0.0,0.0,0.00058,0.00083,0.00038,5e-05,0.0,0.10763,0.00032,0.01367,7e-05,0.00122,2e-05,0.00134,0.0003,0.0001,0.00439,6e-05,0.0,0.00171,0.0,0.0,0.0,0.0,0.00038,0.0,0.00022,0.006,0.00019,0.0,0.0,0.0,0.0,0.00016,0.0,0.0,0.00462,0.0,0.00603,0.0,0.0
Office & computing machines,6e-05,7e-05,0.00015,0.0,6e-05,0.00018,0.00262,0.00017,0.00017,0.00019,0.0156,0.01217,0.0001,5e-05,3e-05,4e-05,2e-05,2e-05,2e-05,0.00043,0.00018,0.00092,0.00089,0.00022,0.00015,9e-05,0.00022,0.00026,0.0001,7e-05,0.00044,0.00057,0.0,0.0,0.00168,0.00209,0.00061,0.00106,0.00033,0.00064,0.00256,0.00223,8e-05,0.00017,0.0005,0.00032,0.00088,0.00155,0.00077,0.002,0.02375,0.00625,0.01646,0.01195,0.03312,0.00855,0.00406,0.02459,0.00578,5e-05,0.00307,0.00569,0.00123,0.00213,0.00017,3e-05,0.00097,0.00078,0.0004,0.00013,0.00025,0.00048,2e-05,0.0,0.00155,0.00028,0.0006,0.0001,0.00134,0.0,0.0,0.0,0.00497,0.0,0.0
Service industry machines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033,0.0,0.0,0.00078,0.00212,0.0234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023,0.00365,2e-05,0.0,0.0004,0.0,0.0,5e-05,0.0,0.0,0.00024,0.0,0.0,8e-05,0.00014,0.00011,0.00062,0.0,0.0002,0.00033,0.00022,0.0,0.0,0.00017,0.00047,0.00068,0.00764,0.00037,0.00033,0.01217,0.0033,0.01799,0.00028,0.00296,0.05979,0.03494,0.00494,0.0034,0.02812,6e-05,0.02308,0.00552,0.00213,1e-05,0.011,0.00311,3e-05,0.00048,0.0,0.00069,0.0,0.0,0.0,0.00407,0.0,0.0,3e-05,0.0,0.0,0.00785,4e-05,0.0112,0.0,0.0
Electric industrial equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011,0.0,0.0,0.0,0.0,0.02346,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,4e-05,0.0,0.00011,0.0,1e-05,2e-05,2e-05,0.0,7e-05,0.0,0.00037,0.0,0.0,5e-05,4e-05,0.0,1e-05,0.0,3e-05,0.00026,0.00014,0.00165,4e-05,0.0,0.00024,8e-05,0.00019,0.00117,5e-05,0.10779,9e-05,0.02598,6e-05,0.00452,0.18529,0.14011,0.01368,0.0008,0.00662,0.00028,0.02528,0.0171,0.003,0.00065,0.00136,0.00905,6e-05,0.00043,0.0,0.0003,0.01631,0.00026,0.0,0.0,0.0,0.00016,4e-05,0.0,0.0,0.0,0.0,0.00889,0.0,0.0
Household appliances,0.00039,0.00133,0.00077,0.0,0.00069,0.0,0.00022,1e-05,0.0,0.0,0.00055,0.00032,0.00037,2e-05,0.0,4e-05,0.0,0.0,0.0,0.00034,0.0,0.0,0.0,0.0,0.0,1e-05,3e-05,0.0,1e-05,0.0,0.0,0.00014,0.0,0.0,0.00011,2e-05,0.00028,0.00495,0.0,0.0,4e-05,0.0001,0.01924,0.00833,0.00174,0.00193,0.00018,0.00051,0.00047,0.01261,6e-05,0.0,0.00509,0.00297,0.02394,0.00106,0.00191,0.05514,0.0119,0.00307,0.0011,0.00334,0.00094,0.00046,0.00087,9e-05,0.0,2e-05,0.00058,4e-05,9e-05,0.00033,0.00016,0.0,0.01645,4e-05,0.00011,0.0,0.00046,0.0,0.0,0.0,0.00643,0.0,0.0
Electric lighting & wiring,0.00022,0.00026,0.0,0.0,0.00321,0.0,0.0,0.0,0.0,0.0,4e-05,4e-05,0.00463,5e-05,0.0,0.0,0.00043,0.0,0.00023,0.00036,0.00037,0.0,0.00149,0.0,0.0,0.0,0.00067,0.0,0.00013,0.00045,0.0001,0.0011,0.0,0.0,0.00374,0.0,0.00383,0.00219,9e-05,0.00409,0.02453,0.0059,0.02314,0.0064,0.01081,0.01083,0.00894,0.00125,0.0053,0.00673,0.00034,0.0171,0.00387,0.00736,0.00432,0.0,0.00026,0.04471,0.27793,0.00174,0.01827,0.00737,0.0,0.00174,0.00135,0.00017,0.0,7e-05,0.00061,0.0,0.00103,0.00025,0.00068,0.0,0.08533,0.0,0.0,0.00099,0.00075,0.0,0.0,0.0,0.04947,0.0,0.0
"Radio, TV, communication equipment",0.0,0.0,0.0,0.00011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11742,0.0,0.0,0.0,0.0,0.0,0.00012,0.00043,0.0,0.0,0.00411,0.0,0.0,5e-05,0.0001,0.00012,0.0,0.0,0.0,0.00366,0.0,0.00012,0.0,6e-05,3e-05,5e-05,0.00116,0.00325,0.00074,0.00085,0.03945,0.00017,0.00402,0.00181,0.00246,0.00188,0.00786,0.00051,0.00024,0.01318,0.00137,0.00125,0.00078,0.0122,0.00029,0.0007,0.00112,0.21151,0.00174,0.00753,0.001,0.00139,0.00593,0.0,0.0,0.0,0.00041,0.0,0.00028,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.01155,0.0,0.0
Electronic components,1e-05,0.00023,0.00817,0.00026,6e-05,0.00134,9e-05,0.0,0.0,0.00039,1e-05,0.0,0.00034,0.0,0.0,0.0,0.0,0.0,0.00019,8e-05,0.0,0.0,0.00043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-05,0.0,0.0,0.0,0.0,0.00039,1e-05,0.00018,0.00452,0.0003,0.00062,0.00923,0.00153,0.00487,0.00071,1e-05,0.00361,0.00224,0.00091,0.0,0.00104,0.00846,0.00046,5e-05,0.0,0.0,0.0,7e-05,0.00121,0.05631,0.00094,0.00023,0.00196,0.00764,0.0,0.0,0.0,0.00019,0.0,0.00025,0.00052,0.00037,0.0,0.0,7e-05,1e-05,0.00047,0.0,0.0,0.0,0.0,0.00919,0.0,0.0
Misc electrical machinery,0.0,0.0,0.0001,0.0,0.00011,0.00024,0.0,0.00062,0.0,0.0,0.00349,0.00104,0.00871,0.00012,8e-05,0.00032,0.00019,0.00057,0.00465,0.00035,0.00037,0.00211,0.00787,0.00094,0.00028,0.00033,0.00016,0.00013,0.00424,0.0001,0.00063,0.00074,0.00018,0.00193,0.00176,0.00044,0.00157,0.00031,0.00018,0.00532,0.00218,0.00274,0.00146,0.00292,0.00554,0.00485,0.00161,0.00227,0.00332,0.00058,0.00275,0.01313,0.01143,0.02666,0.00124,0.00317,0.00136,0.0045,0.00367,0.01578,0.0017,0.07407,0.00165,0.00154,0.0008,0.0,0.0,0.0,0.00065,0.0,0.00028,0.00087,0.00049,0.0,0.00032,0.0,0.00596,4e-05,0.00037,0.0,0.00145,0.0,0.00618,0.0,0.0
Motor vehicles & equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00771,2e-05,5e-05,9e-05,2e-05,0.00015,0.00026,9e-05,0.0,0.00016,0.00018,0.00093,8e-05,0.00803,0.00047,4e-05,0.00011,0.0001,3e-05,0.00059,9e-05,0.00137,0.00013,5e-05,8e-05,2e-05,3e-05,0.00012,0.00028,0.00027,5e-05,6e-05,7e-05,0.0,0.00013,0.00102,0.00015,0.0001,0.00054,0.00042,0.00057,0.00018,0.00231,0.00069,0.00193,0.00271,6e-05,0.00046,8e-05,0.01265,0.06397,0.00015,0.00014,2e-05,0.00097,0.0,0.00076,4e-05,0.00027,0.00783,0.00466,0.0,0.0,0.00864,0.00335,8e-05,7e-05,0.0,0.00354,0.06744,0.00201,0.0,0.0
Aircraft & parts,7e-05,7e-05,0.00221,0.0,0.00017,0.00037,9e-05,2e-05,0.00013,0.00029,0.00138,0.0039,0.00043,0.0001,0.0,9e-05,0.00379,0.01384,0.00801,0.00119,0.00092,0.00316,0.00323,0.00084,0.00032,0.00164,0.00085,0.0003,0.00096,0.00065,3e-05,0.00664,0.00073,0.00957,0.00176,0.00372,0.00034,0.0008,0.0,0.00025,0.00222,0.00207,0.0,0.00085,0.00044,0.00071,0.00116,0.00065,0.00015,0.0002,0.00088,0.00373,0.00046,0.00697,0.00066,0.00177,0.00048,0.00029,0.00036,0.00042,0.003,0.00488,0.00245,0.06296,0.00031,0.00018,0.0,0.0,0.0015,4e-05,0.00031,0.01748,0.00928,0.0,0.0003,0.00357,0.00374,0.00017,0.00015,0.0,0.00664,0.1414,0.00959,0.0,0.0
Transportation & warehousing,0.02253,0.01583,0.02062,0.01,0.05913,0.03975,0.0087,0.00971,0.01121,0.01431,0.02673,0.02044,0.00826,0.02898,0.00437,0.01587,0.0226,0.00655,0.00691,0.03321,0.03613,0.02159,0.014,0.03433,0.03767,0.01152,0.02637,0.02097,0.01286,0.02779,0.05149,0.01723,0.02816,0.00835,0.02849,0.05892,0.04477,0.02585,0.02203,0.01604,0.01528,0.01133,0.00829,0.01345,0.00994,0.0078,0.00678,0.00794,0.00913,0.00711,0.00431,0.00915,0.00812,0.01206,0.01035,0.00549,0.00676,0.00912,0.01638,0.00442,0.01559,0.00615,0.00716,0.01445,0.09897,0.00212,0.00063,0.01507,0.00756,0.00241,0.00968,0.00691,0.00587,0.0,0.00764,0.00804,0.00434,0.1065,0.01196,0.0,0.41307,0.0,0.02883,0.0,0.0
Communications except radio & TV,0.00246,0.00247,0.0,0.0,0.0012,0.00165,0.00161,0.00082,0.00042,0.00419,0.00368,0.00191,0.00963,0.00332,0.00064,0.00189,0.00244,0.00406,0.00311,0.00248,0.00276,0.00453,0.0056,0.00292,0.00444,0.01132,0.00328,0.00364,0.00412,0.00594,0.00091,0.00448,0.00248,0.00415,0.00345,0.0052,0.003,0.00211,0.00179,0.00601,0.00377,0.0046,0.00421,0.00377,0.00499,0.00682,0.00536,0.00674,0.00615,0.00497,0.00635,0.00434,0.00635,0.00373,0.00476,0.00828,0.00784,0.0043,0.00182,0.00833,0.00376,0.00745,0.0064,0.00486,0.00956,0.00738,0.04037,0.00267,0.01083,0.02038,0.00187,0.00819,0.02266,0.0,0.00601,0.00694,0.01183,0.00259,0.00448,0.0,0.0,0.0,0.0,0.0,0.0
