year,book,combined
1952,-0.04733947326543603,-0.04733947326543603
1953,-0.04297010383516458,-0.04297010383516458
1954,-0.0319586810436212,-0.0319586810436212
1955,-0.042663214367808615,-0.042663214367808615
1956,-0.054335171998796505,-0.054335171998796505
1957,-0.04983852294192919,-0.04983852294192919
1958,-0.02669172932330827,-0.02669172932330827
1959,-0.0474182115880474,-0.0474182115880474
1960,-0.06319805631250353,-0.06319805631250353
1961,-0.05155916784248538,-0.05155916784248538
1962,-0.05866761789513609,-0.05866761789513609
1963,-0.06434014063605854,-0.06434014063605854
1964,-0.054734490325154594,-0.054734490325154594
1965,-0.05314060900558687,-0.05314060900558687
1966,-0.059207699961491285,-0.059207699961491285
1967,-0.04560472404989726,-0.04560472404989726
1968,-0.04968582254202065,-0.04968582254202065
1969,-0.06398971354656793,-0.06398971354656793
1970,-0.037991680396312164,-0.037991680396312164
1971,-0.017424943044684546,-0.017424943044684546
1972,-0.030640487985637187,-0.030640487985637187
1973,-0.0371160710879888,-0.0371160710879888
1974,-0.02666655401789989,-0.02666655401789989
1975,0.020748181539858326,0.020748181539858326
1976,0.00470092440766273,0.00470092440766273
1977,-0.0078856603692664,-0.0078856603692664
1978,-0.02061423260794447,-0.02061423260794447
1979,-0.026929776047212656,-0.026929776047212656
1980,-0.011381250820621027,-0.011381250820621027
1981,-0.023419645472169147,-0.023419645472169147
1982,-0.00344736323569731,-0.00344736323569731
1983,0.004468049266356238,0.004468049266356238
1984,-0.012840362620223552,-0.012840362620223552
1985,-0.017916504001970406,-0.017916504001970406
1986,-0.016248141765172617,-0.016248141765172617
1987,-0.028146106108385784,-0.028146106108385784
1988,-0.03198528351719326,-0.03198528351719326
1989,-0.03217488464298489,-0.03217488464298489
1990,-0.022363909659190755,-0.022363909659190755
1991,-0.0032313717716422703,-0.0032313717716422703
1992,0.009562417569595933,0.009562417569595933
1993,0.010119954208352,0.010119954208352
1994,0.0010552414861793942,0.0010552414861793942
1995,0.0014392504397239888,0.0014392504397239888
1996,-0.007023750821269556,-0.007023750821269556
1997,-0.02029626118486635,-0.02029626118486635
1998,-0.03341549766541554,-0.03341549766541554
1999,-0.038478777762600135,-0.038478777762600135
2000,-0.044706374699725306,-0.044706374699725306
2001,-0.024037004823173492,-0.024037004823173492
2002,0.015144019305261599,0.015144019305261599
2003,0.027841055929498933,0.027841055929498933
2004,0.027552218264248703,0.027552218264248703
2005,0.01672932493096977,0.01672932493096977
2006,0.01260158862496183,0.01260158862496183
2007,0.0132161744500046,0.0132161744500046
2008,0.04501792641419834,0.04501792641419834
2009,0.10901196401246085,0.10901196401246085
2010,0.12086994309034696,0.12086994309034696
2011,0.10905834120961444,0.10905834120961444
2012,0.0961335944327327,0.0961335944327327
2013,0.06846595696974286,0.06846595696974286
2014,0.06291950408034068,0.06291950408034068
2015,0.058200135492651676,0.058200135492651676
2016,0.059836588164607483,0.059836588164607483
2017,0.053712827976591784,0.053712827976591784
2018,0.05553877542527409,0.05553877542527409
2019,0.056925905842349314,0.056925905842349314
2020,0.15626399685880613,0.15626399685880613
2021,0.1437254934436576,0.1437254934436576
2022,0.05652861628443508,0.05652861628443508
2023,0.07867239260573702,0.07867239260573702
2024,0.08216768164682124,0.08216768164682124
2025,0.0832657833673703,0.0832657833673703
