year,book,combined
1972,0.7445851916811278,0.7445851916811278
1973,0.7404001107111873,0.7404001107111873
1974,0.7520237472330864,0.7520237472330864
1975,0.7406685259721619,0.7406685259721619
1976,0.7244171835928049,0.7244171835928049
1977,0.7482679949361953,0.7482679949361953
1978,0.7357993432236957,0.7357993432236957
1979,0.7352240952422419,0.7352240952422419
1980,0.7397376687156707,0.7397376687156707
1981,0.7304823661613683,0.7304823661613683
1982,0.7334855832796597,0.7334855832796597
1983,0.73183795731227,0.73183795731227
1984,0.7087724854034494,0.7087724854034494
1985,0.6928454523368388,0.6928454523368388
1986,0.6886856573920981,0.6886856573920981
1987,0.6875621178645541,0.6875621178645541
1988,0.6804311227850551,0.6804311227850551
1989,0.6690806511813555,0.6690806511813555
1990,0.6743521942188729,0.6743521942188729
1991,0.6545497972670319,0.6545497972670319
1992,0.6642014466343417,0.6642014466343417
1993,0.6812745107150331,0.6812745107150331
1994,0.646561010951832,0.646561010951832
1995,0.6561431751733005,0.6561431751733005
