year,book,combined
1948,0.7660705729401172,0.7660705729401172
1949,0.7714050894105803,0.7714050894105803
1950,0.7729798234657324,0.7729798234657324
1951,0.7703522254838243,0.7703522254838243
1952,0.7640855555986298,0.7640855555986298
1953,0.7614308418096059,0.7614308418096059
1954,0.7657324854654987,0.7657324854654987
1955,0.7654678580383291,0.7654678580383291
1956,0.7867487405422158,0.7867487405422158
1957,0.7920622134726829,0.7920622134726829
1958,0.7945758906121577,0.7945758906121577
1959,0.7745430704929441,0.7745430704929441
1960,0.8105561262672605,0.8105561262672605
1961,0.7914194716621071,0.7914194716621071
1962,0.7956350287342165,0.7956350287342165
1963,0.8265757212188705,0.8265757212188705
1964,0.8084873551533645,0.8084873551533645
1965,0.8119214605576309,0.8119214605576309
1966,0.8114099335145443,0.8114099335145443
1967,0.839562544801889,0.839562544801889
1968,0.8381144266693584,0.8381144266693584
1969,0.8409376598133109,0.8409376598133109
1970,0.8514583531729929,0.8514583531729929
1971,0.8171847254513218,0.8171847254513218
1972,0.8627052468886606,0.8627052468886606
1973,0.8517315150868127,0.8517315150868127
1974,0.8554166481422741,0.8554166481422741
1975,0.8558666144173228,0.8558666144173228
1976,0.8665607553219543,0.8665607553219543
1977,0.8521338764074774,0.8521338764074774
1978,0.8371167833842262,0.8371167833842262
1979,0.912362460607131,0.912362460607131
1980,0.8669082774285902,0.8669082774285902
1981,0.8817571646510942,0.8817571646510942
1982,0.8677541718522055,0.8677541718522055
1983,0.9018095575965807,0.9018095575965807
1984,0.9018944576615591,0.9018944576615591
1985,0.9028854293926533,0.9028854293926533
1986,0.9040043325848673,0.9040043325848673
1987,0.8938087330129443,0.8938087330129443
1988,0.9227565010578564,0.9227565010578564
1989,0.9052944745040599,0.9052944745040599
