year,book,combined
1980,-0.011302639495429803,-0.011302639495429803
1981,-0.012674507124455272,-0.012674507124455272
1982,-0.011996427808221414,-0.011996427808221414
1983,-0.00137656921146629,-0.00137656921146629
1984,-0.009889453371142453,-0.009889453371142453
1985,-0.007495956710726552,-0.007495956710726552
1986,-0.009795091969368208,-0.009795091969368208
1987,-0.008598513655850591,-0.008598513655850591
1988,-0.00943251356353462,-0.00943251356353462
1989,-0.009410933030799888,-0.009410933030799888
1990,-0.01175106596291729,-0.01175106596291729
1991,-0.02282971634385708,-0.02282971634385708
1992,-0.0055861998808364195,-0.0055861998808364195
1993,-0.018978271426781046,-0.018978271426781046
1994,-0.015618760089679391,-0.015618760089679391
1995,-0.006217275324777698,-0.006217275324777698
1996,-0.0061301805833248605,-0.0061301805833248605
1997,-0.015422461138383622,-0.015422461138383622
1998,-0.011205475717871042,-0.011205475717871042
1999,-0.013216717779889808,-0.013216717779889808
2000,-0.012820927374089668,-0.012820927374089668
2001,-0.006313542470652232,-0.006313542470652232
2002,-0.01193636920287877,-0.01193636920287877
2003,-0.01867942950765524,-0.01867942950765524
2004,-0.021004531642638023,-0.021004531642638023
2005,-0.00713175538226822,-0.00713175538226822
2006,-0.014136089438842248,-0.014136089438842248
2007,-0.005427565215698857,-0.005427565215698857
2008,-0.009704655842026249,-0.009704655842026249
2009,-0.01034564786068639,-0.01034564786068639
2010,-0.009453649096965677,-0.009453649096965677
2011,-0.011805739313541078,-0.011805739313541078
2012,-0.01600904744459332,-0.01600904744459332
2013,-0.018320708545093933,-0.018320708545093933
2014,-0.001,-0.001
2015,-0.011901581171414433,-0.011901581171414433
2016,-0.007501040605155943,-0.007501040605155943
2017,-0.002162839296114008,-0.002162839296114008
2018,-0.014603635434730922,-0.014603635434730922
2019,-0.015339031306946915,-0.015339031306946915
