year,book,combined
1952,-0.20992948360916616,-0.20992948360916616
1953,-0.20825385026365306,-0.20825385026365306
1954,-0.19147703127407897,-0.19147703127407897
1955,-0.1965355573771203,-0.1965355573771203
1956,-0.20406900010029083,-0.20406900010029083
1957,-0.20359933885808298,-0.20359933885808298
1958,-0.18629765368194354,-0.18629765368194354
1959,-0.20100374699558124,-0.20100374699558124
1960,-0.2151053992425726,-0.2151053992425726
1961,-0.20646184870917653,-0.20646184870917653
1962,-0.21668171775004366,-0.21668171775004366
1963,-0.22318097760325104,-0.22318097760325104
1964,-0.21209335727109518,-0.21209335727109518
1965,-0.21013677342969547,-0.21013677342969547
1966,-0.22247728987710605,-0.22247728987710605
1967,-0.21703688328939996,-0.21703688328939996
1968,-0.22418214944484324,-0.22418214944484324
1969,-0.23798083010241974,-0.23798083010241974
1970,-0.21352874081370407,-0.21352874081370407
1971,-0.1956950052256032,-0.1956950052256032
1972,-0.20690984818133462,-0.20690984818133462
1973,-0.20657242737943332,-0.20657242737943332
1974,-0.19916549793571134,-0.19916549793571134
1975,-0.15683002016405734,-0.15683002016405734
1976,-0.1673218886494644,-0.1673218886494644
1977,-0.17706911414663432,-0.17706911414663432
1978,-0.18431793068618926,-0.18431793068618926
1979,-0.18690015305663094,-0.18690015305663094
1980,-0.171332972105974,-0.171332972105974
1981,-0.1823081965384025,-0.1823081965384025
1982,-0.16519028432901936,-0.16519028432901936
1983,-0.15764831509638064,-0.15764831509638064
1984,-0.1698168486266355,-0.1698168486266355
1985,-0.17758297575025422,-0.17758297575025422
