year,book,combined
1948,8457.497583514567,8457.497583514567
1949,9301.253068650178,9301.253068650178
1950,9783.341586293176,9783.341586293176
1951,10566.868617397075,10566.868617397075
1952,10793.614384504925,10793.614384504925
1953,11052.960316187215,11052.960316187215
1954,11291.538399884097,11291.538399884097
1955,11419.921766064926,11419.921766064926
1956,12031.154716699393,12031.154716699393
1957,13000.684126263468,13000.684126263468
1958,13904.335087627967,13904.335087627967
1959,14628.884461750647,14628.884461750647
1960,15762.309719793146,15762.309719793146
1961,16231.300606371282,16231.300606371282
1962,16465.548649168868,16465.548649168868
1963,17016.48160493261,17016.48160493261
1964,16827.741449793055,16827.741449793055
1965,16941.126069157122,16941.126069157122
1966,17555.2777060701,17555.2777060701
1967,18750.06426830655,18750.06426830655
1968,19770.152988681995,19770.152988681995
1969,20975.824131065547,20975.824131065547
1970,21789.17830955162,21789.17830955162
1971,22122.184118091147,22122.184118091147
1972,23190.852270622192,23190.852270622192
1973,22607.64317648192,22607.64317648192
1974,22646.254081070507,22646.254081070507
1975,22662.080682797652,22662.080682797652
1976,23353.899470685432,23353.899470685432
1977,23989.51540319876,23989.51540319876
1978,24955.248134918784,24955.248134918784
1979,27606.710204279403,27606.710204279403
1980,28110.939980375344,28110.939980375344
1981,28747.774751092118,28747.774751092118
1982,28606.20561018446,28606.20561018446
1983,29044.020683342533,29044.020683342533
1984,28751.82848400745,28751.82848400745
1985,28821.667318811957,28821.667318811957
1986,29514.43983858072,29514.43983858072
1987,30274.858423464793,30274.858423464793
1988,32373.418426261036,32373.418426261036
1989,33588.788857226034,33588.788857226034
