year,book,combined
1952,0.7344390005763816,0.7344390005763816
1953,0.728198477037581,0.728198477037581
1954,0.7238738059898505,0.7238738059898505
1955,0.7308548344397146,0.7308548344397146
1956,0.7382584206252174,0.7382584206252174
1957,0.7314285987270617,0.7314285987270617
1958,0.7314626584315729,0.7314626584315729
1959,0.7242221185458896,0.7242221185458896
1960,0.716032835012975,0.716032835012975
1961,0.716295857730947,0.716295857730947
1962,0.7244609508116719,0.7244609508116719
1963,0.7261996053006058,0.7261996053006058
1964,0.7202245484415557,0.7202245484415557
1965,0.7215398911177036,0.7215398911177036
1966,0.7198324971311759,0.7198324971311759
1967,0.7197250371972568,0.7197250371972568
1968,0.7237421612200013,0.7237421612200013
1969,0.7125530100570225,0.7125530100570225
1970,0.7120749348546817,0.7120749348546817
1971,0.7143274104979005,0.7143274104979005
1972,0.7203750519772292,0.7203750519772292
1973,0.7165866196772818,0.7165866196772818
1974,0.7095733580391982,0.7095733580391982
1975,0.7151777650667173,0.7151777650667173
1976,0.7060093742097331,0.7060093742097331
1977,0.7110770169327791,0.7110770169327791
1978,0.710854840103638,0.710854840103638
1979,0.713826132291438,0.713826132291438
1980,0.7127762214798036,0.7127762214798036
