year,book,combined
1980,0.45,0.45
1981,0.44743589743589746,0.44743589743589746
1982,0.4448717948717949,0.4448717948717949
1983,0.4423076923076923,0.4423076923076923
1984,0.43974358974358974,0.43974358974358974
1985,0.4371794871794872,0.4371794871794872
1986,0.4346153846153846,0.4346153846153846
1987,0.43205128205128207,0.43205128205128207
1988,0.4294871794871795,0.4294871794871795
1989,0.4269230769230769,0.4269230769230769
1990,0.42435897435897435,0.42435897435897435
1991,0.4217948717948718,0.4217948717948718
1992,0.41923076923076924,0.41923076923076924
1993,0.4166666666666667,0.4166666666666667
1994,0.4141025641025641,0.4141025641025641
1995,0.4115384615384615,0.4115384615384615
1996,0.40897435897435896,0.40897435897435896
1997,0.4064102564102564,0.4064102564102564
1998,0.40384615384615385,0.40384615384615385
1999,0.4012820512820513,0.4012820512820513
2000,0.39871794871794874,0.39871794871794874
2001,0.39615384615384613,0.39615384615384613
2002,0.3935897435897436,0.3935897435897436
2003,0.391025641025641,0.391025641025641
2004,0.38846153846153847,0.38846153846153847
2005,0.38589743589743586,0.38589743589743586
2006,0.3833333333333333,0.3833333333333333
2007,0.38076923076923075,0.38076923076923075
2008,0.3782051282051282,0.3782051282051282
2009,0.37564102564102564,0.37564102564102564
2010,0.3730769230769231,0.3730769230769231
2011,0.37051282051282053,0.37051282051282053
2012,0.3679487179487179,0.3679487179487179
2013,0.36538461538461536,0.36538461538461536
2014,0.3628205128205128,0.3628205128205128
2015,0.36025641025641025,0.36025641025641025
2016,0.35769230769230764,0.35769230769230764
2017,0.3551282051282051,0.3551282051282051
2018,0.35256410256410253,0.35256410256410253
2019,0.35,0.35
