year,book,combined
1952,0.2646020647676639,0.2646020647676639
1953,0.2624897210155869,0.2624897210155869
1954,0.25567365122653973,0.25567365122653973
1955,0.26052452389936287,0.26052452389936287
1956,0.2666224049744258,0.2666224049744258
1957,0.2726536317104381,0.2726536317104381
1958,0.27027392602108286,0.27027392602108286
1959,0.2811810558060938,0.2811810558060938
1960,0.2961853141398619,0.2961853141398619
1961,0.29694834773308587,0.29694834773308587
1962,0.303505397318499,0.303505397318499
1963,0.30976861258875366,0.30976861258875366
1964,0.29538878914821465,0.29538878914821465
1965,0.2937868603776377,0.2937868603776377
1966,0.3059588335199411,0.3059588335199411
1967,0.31199941883393184,0.31199941883393184
1968,0.3246171933731637,0.3246171933731637
1969,0.33888286241269694,0.33888286241269694
1970,0.3286123138476643,0.3286123138476643
1971,0.32413506868472697,0.32413506868472697
1972,0.3365470996112578,0.3365470996112578
1973,0.34023832170723395,0.34023832170723395
1974,0.34398224655435583,0.34398224655435583
1975,0.32905218373573475,0.32905218373573475
1976,0.3367724617898463,0.3367724617898463
1977,0.3395995110758475,0.3395995110758475
1978,0.33880791181418096,0.33880791181418096
1979,0.34079213068233744,0.34079213068233744
1980,0.33869219668768075,0.33869219668768075
1981,0.35402630367777294,0.35402630367777294
1982,0.3464275167817144,0.3464275167817144
1983,0.341748203344217,0.341748203344217
1984,0.3417171208445254,0.3417171208445254
1985,0.3464381458067694,0.3464381458067694
