year,book,combined
1948,5638.331722343046,5638.331722343046
1949,6200.835379100119,6200.835379100119
1950,6522.227724195452,6522.227724195452
1951,7044.579078264716,7044.579078264716
1952,7195.742923003284,7195.742923003284
1953,7368.640210791476,7368.640210791476
1954,7527.692266589399,7527.692266589399
1955,7613.281177376619,7613.281177376619
1956,8020.769811132929,8020.769811132929
1957,8667.122750842313,8667.122750842313
1958,9269.556725085311,9269.556725085311
1959,9752.589641167098,9752.589641167098
1960,10508.2064798621,10508.2064798621
1961,10820.867070914188,10820.867070914188
1962,10977.032432779246,10977.032432779246
1963,11344.321069955076,11344.321069955076
1964,11218.494299862037,11218.494299862037
1965,11294.084046104748,11294.084046104748
1966,11703.518470713401,11703.518470713401
1967,12500.0428455377,12500.0428455377
1968,13180.101992454665,13180.101992454665
1969,13983.8827540437,13983.8827540437
1970,14526.118873034413,14526.118873034413
1971,14748.1227453941,14748.1227453941
1972,15460.568180414797,15460.568180414797
1973,15071.762117654616,15071.762117654616
1974,15097.502720713672,15097.502720713672
1975,15108.05378853177,15108.05378853177
1976,15569.26631379029,15569.26631379029
1977,15993.010268799173,15993.010268799173
1978,16636.83208994586,16636.83208994586
1979,18404.473469519606,18404.473469519606
1980,18740.626653583564,18740.626653583564
1981,19165.183167394745,19165.183167394745
1982,19070.803740122978,19070.803740122978
1983,19362.68045556169,19362.68045556169
1984,19167.885656004968,19167.885656004968
1985,19214.444879207975,19214.444879207975
1986,19676.29322572048,19676.29322572048
1987,20183.238948976534,20183.238948976534
1988,21582.278950840693,21582.278950840693
1989,22392.525904817358,22392.525904817358
