"LineNumber","LineDescription","TimePeriod","DataValue"
"6","State and local (net)","1965","335"
"6","State and local (net)","1966","308"
"6","State and local (net)","1967","457"
"6","State and local (net)","1968","484"
"6","State and local (net)","1969","530"
"6","State and local (net)","1970","560"
"6","State and local (net)","1971","598"
"6","State and local (net)","1972","682"
"6","State and local (net)","1973","880"
"6","State and local (net)","1974","1,084"
"6","State and local (net)","1975","1,211"
"6","State and local (net)","1976","1,365"
"6","State and local (net)","1977","1,582"
"6","State and local (net)","1978","1,866"
"6","State and local (net)","1979","2,169"
"6","State and local (net)","1980","2,457"
"6","State and local (net)","1981","2,869"
"6","State and local (net)","1982","3,249"
"6","State and local (net)","1983","3,645"
"6","State and local (net)","1984","4,185"
"6","State and local (net)","1985","4,399"
"6","State and local (net)","1986","6,720"
"6","State and local (net)","1987","4,889"
"6","State and local (net)","1988","5,381"
"6","State and local (net)","1989","6,394"
"6","State and local (net)","1990","7,090"
"6","State and local (net)","1991","7,949"
"6","State and local (net)","1992","9,237"
"6","State and local (net)","1993","10,527"
"6","State and local (net)","1994","11,955"
"6","State and local (net)","1995","13,495"
"6","State and local (net)","1996","15,168"
"6","State and local (net)","1997","17,687"
"6","State and local (net)","1998","21,607"
"6","State and local (net)","1999","24,010"
"6","State and local (net)","2000","28,562"
"6","State and local (net)","2001","29,841"
"6","State and local (net)","2002","32,554"
"6","State and local (net)","2003","33,839"
"6","State and local (net)","2004","36,497"
"6","State and local (net)","2005","36,547"
"6","State and local (net)","2006","38,029"
"6","State and local (net)","2007","39,421"
"6","State and local (net)","2008","42,464"
"6","State and local (net)","2009","41,666"
"6","State and local (net)","2010","40,344"
"6","State and local (net)","2011","41,821"
"6","State and local (net)","2012","40,402"
"6","State and local (net)","2013","46,140"
"6","State and local (net)","2014","47,218"
"6","State and local (net)","2015","66,239"
"6","State and local (net)","2016","55,869"
"6","State and local (net)","2017","50,817"
"6","State and local (net)","2018","54,540"
"6","State and local (net)","2019","56,043"
"6","State and local (net)","2020","58,597"
"6","State and local (net)","2021","60,593"
"6","State and local (net)","2022","69,494"
"6","State and local (net)","2023","67,679"
"6","State and local (net)","2024","81,947"
"7","Fines","1959","28"
"7","Fines","1960","16"
"7","Fines","1961","48"
"7","Fines","1962","71"
"7","Fines","1963","49"
"7","Fines","1964","63"
"7","Fines","1965","55"
"7","Fines","1966","92"
"7","Fines","1967","128"
"7","Fines","1968","160"
"7","Fines","1969","184"
"7","Fines","1970","208"
"7","Fines","1971","245"
"7","Fines","1972","271"
"7","Fines","1973","212"
"7","Fines","1974","243"
"7","Fines","1975","301"
"7","Fines","1976","375"
"7","Fines","1977","435"
"7","Fines","1978","501"
"7","Fines","1979","594"
"7","Fines","1980","693"
"7","Fines","1981","865"
"7","Fines","1982","990"
"7","Fines","1983","1,145"
"7","Fines","1984","1,298"
"7","Fines","1985","1,433"
"7","Fines","1986","3,628"
"7","Fines","1987","1,699"
"7","Fines","1988","1,784"
"7","Fines","1989","1,965"
"7","Fines","1990","2,251"
"7","Fines","1991","2,409"
"7","Fines","1992","2,816"
"7","Fines","1993","3,512"
"7","Fines","1994","4,196"
"7","Fines","1995","4,886"
"7","Fines","1996","5,584"
"7","Fines","1997","6,125"
"7","Fines","1998","6,165"
"7","Fines","1999","6,757"
"7","Fines","2000","7,396"
"7","Fines","2001","8,019"
"7","Fines","2002","8,720"
"7","Fines","2003","9,814"
"7","Fines","2004","10,973"
"7","Fines","2005","11,309"
"7","Fines","2006","12,141"
"7","Fines","2007","12,477"
"7","Fines","2008","12,613"
"7","Fines","2009","12,791"
"7","Fines","2010","12,757"
"7","Fines","2011","13,202"
"7","Fines","2012","13,524"
"7","Fines","2013","13,931"
"7","Fines","2014","14,470"
"7","Fines","2015","16,840"
"7","Fines","2016","19,000"
"7","Fines","2017","14,502"
"7","Fines","2018","15,056"
"7","Fines","2019","15,493"
"7","Fines","2020","16,309"
"7","Fines","2021","17,737"
"7","Fines","2022","21,991"
"7","Fines","2023","18,538"
"7","Fines","2024","32,225"
"8","Net insurance settlements","1959","-8"
"8","Net insurance settlements","1960","17"
"8","Net insurance settlements","1961","15"
"8","Net insurance settlements","1962","8"
"8","Net insurance settlements","1963","27"
"8","Net insurance settlements","1964","13"
"8","Net insurance settlements","1965","38"
"8","Net insurance settlements","1966","-16"
"8","Net insurance settlements","1967","8"
"8","Net insurance settlements","1968","9"
"8","Net insurance settlements","1969","9"
"8","Net insurance settlements","1970","5"
"8","Net insurance settlements","1971","-33"
"8","Net insurance settlements","1972","-49"
"8","Net insurance settlements","1973","-20"
"8","Net insurance settlements","1974","66"
"8","Net insurance settlements","1975","21"
"8","Net insurance settlements","1976","-25"
"8","Net insurance settlements","1977","-47"
"8","Net insurance settlements","1978","-33"
"8","Net insurance settlements","1979","17"
"8","Net insurance settlements","1980","41"
"8","Net insurance settlements","1981","34"
"8","Net insurance settlements","1982","114"
"8","Net insurance settlements","1983","147"
"8","Net insurance settlements","1984","249"
"8","Net insurance settlements","1985","136"
"8","Net insurance settlements","1986","-243"
"8","Net insurance settlements","1987","-354"
"8","Net insurance settlements","1988","-234"
"8","Net insurance settlements","1989","45"
"8","Net insurance settlements","1990","-6"
"8","Net insurance settlements","1991","-14"
"8","Net insurance settlements","1992","295"
"8","Net insurance settlements","1993","-62"
"8","Net insurance settlements","1994","-34"
"8","Net insurance settlements","1995","-5"
"8","Net insurance settlements","1996","-35"
"8","Net insurance settlements","1997","-115"
"8","Net insurance settlements","1998","153"
"8","Net insurance settlements","1999","108"
"8","Net insurance settlements","2000","52"
"8","Net insurance settlements","2001","-1,021"
"8","Net insurance settlements","2002","-339"
"8","Net insurance settlements","2003","-482"
"8","Net insurance settlements","2004","-231"
"8","Net insurance settlements","2005","-1,937"
"8","Net insurance settlements","2006","-674"
"8","Net insurance settlements","2007","-438"
"8","Net insurance settlements","2008","560"
"8","Net insurance settlements","2009","-434"
"8","Net insurance settlements","2010","-303"
"8","Net insurance settlements","2011","158"
"8","Net insurance settlements","2012","-2,710"
"8","Net insurance settlements","2013","-485"
"8","Net insurance settlements","2014","-321"
"8","Net insurance settlements","2015","-313"
"8","Net insurance settlements","2016","-5"
"8","Net insurance settlements","2017","-765"
"8","Net insurance settlements","2018","-575"
"8","Net insurance settlements","2019","-112"
"8","Net insurance settlements","2020","214"
"8","Net insurance settlements","2021","-3,169"
"8","Net insurance settlements","2022","-2,796"
"8","Net insurance settlements","2023","-422"
"8","Net insurance settlements","2024","-477"
"9","Other","1959","87"
"9","Other","1960","136"
"9","Other","1961","165"
"9","Other","1962","147"
"9","Other","1963","179"
"9","Other","1964","182"
"9","Other","1965","242"
"9","Other","1966","232"
"9","Other","1967","321"
"9","Other","1968","315"
"9","Other","1969","337"
"9","Other","1970","347"
"9","Other","1971","386"
"9","Other","1972","460"
"9","Other","1973","688"
"9","Other","1974","775"
"9","Other","1975","889"
"9","Other","1976","1,015"
"9","Other","1977","1,194"
"9","Other","1978","1,398"
"9","Other","1979","1,558"
"9","Other","1980","1,723"
"9","Other","1981","1,970"
"9","Other","1982","2,145"
"9","Other","1983","2,353"
"9","Other","1984","2,638"
"9","Other","1985","2,830"
"9","Other","1986","3,335"
"9","Other","1987","3,544"
"9","Other","1988","3,831"
"9","Other","1989","4,384"
"9","Other","1990","4,845"
"9","Other","1991","5,554"
"9","Other","1992","6,126"
"9","Other","1993","7,077"
"9","Other","1994","7,793"
"9","Other","1995","8,614"
"9","Other","1996","9,619"
"9","Other","1997","11,677"
"9","Other","1998","15,289"
"9","Other","1999","17,145"
"9","Other","2000","21,114"
"9","Other","2001","22,843"
"9","Other","2002","24,173"
"9","Other","2003","24,507"
"9","Other","2004","25,755"
"9","Other","2005","27,175"
"9","Other","2006","26,562"
"9","Other","2007","27,382"
"9","Other","2008","29,291"
"9","Other","2009","29,309"
"9","Other","2010","27,889"
"9","Other","2011","28,461"
"9","Other","2012","29,588"
"9","Other","2013","32,694"
"9","Other","2014","33,069"
"9","Other","2015","49,712"
"9","Other","2016","36,873"
"9","Other","2017","37,080"
"9","Other","2018","40,059"
"9","Other","2019","40,661"
"9","Other","2020","42,074"
"9","Other","2021","46,026"
"9","Other","2022","50,298"
"9","Other","2023","49,562"
"9","Other","2024","50,200"
"10","From persons","1929","335"
"10","From persons","1930","301"
"10","From persons","1931","228"
"10","From persons","1932","198"
"10","From persons","1933","164"
"10","From persons","1934","160"
"10","From persons","1935","158"
"10","From persons","1936","159"
"10","From persons","1937","162"
"10","From persons","1938","164"
"10","From persons","1939","151"
"10","From persons","1940","150"
"10","From persons","1941","156"
"10","From persons","1942","180"
"10","From persons","1943","216"
"10","From persons","1944","248"
"10","From persons","1945","269"
"10","From persons","1946","247"
"10","From persons","1947","219"
"10","From persons","1948","276"
"10","From persons","1949","318"
"10","From persons","1950","314"
"10","From persons","1951","349"
"10","From persons","1952","369"
"10","From persons","1953","410"
"10","From persons","1954","437"
"10","From persons","1955","430"
"10","From persons","1956","488"
"10","From persons","1957","567"
"10","From persons","1958","574"
"10","From persons","1959","320"
"10","From persons","1960","342"
"10","From persons","1961","476"
"10","From persons","1962","543"
"10","From persons","1963","530"
"10","From persons","1964","602"
"10","From persons","1965","578"
"10","From persons","1966","778"
"10","From persons","1967","982"
"10","From persons","1968","1,039"
"10","From persons","1969","1,128"
"10","From persons","1970","1,281"
"10","From persons","1971","1,455"
"10","From persons","1972","1,786"
"10","From persons","1973","1,835"
"10","From persons","1974","2,068"
"10","From persons","1975","2,493"
"10","From persons","1976","3,018"
"10","From persons","1977","3,466"
"10","From persons","1978","3,856"
"10","From persons","1979","4,328"
"10","From persons","1980","4,952"
"10","From persons","1981","5,951"
"10","From persons","1982","7,066"
"10","From persons","1983","8,130"
"10","From persons","1984","9,168"
"10","From persons","1985","10,425"
"10","From persons","1986","11,959"
"10","From persons","1987","13,194"
"10","From persons","1988","14,846"
"10","From persons","1989","16,493"
"10","From persons","1990","18,352"
"10","From persons","1991","22,571"
"10","From persons","1992","25,995"
"10","From persons","1993","28,569"
"10","From persons","1994","30,892"
"10","From persons","1995","32,648"
"10","From persons","1996","34,931"
"10","From persons","1997","38,199"
"10","From persons","1998","39,863"
"10","From persons","1999","44,062"
"10","From persons","2000","48,750"
"10","From persons","2001","52,921"
"10","From persons","2002","56,380"
"10","From persons","2003","60,509"
"10","From persons","2004","66,899"
"10","From persons","2005","71,625"
"10","From persons","2006","75,286"
"10","From persons","2007","79,178"
"10","From persons","2008","80,971"
"10","From persons","2009","80,057"
"10","From persons","2010","79,404"
"10","From persons","2011","82,170"
"10","From persons","2012","86,300"
"10","From persons","2013","87,003"
"10","From persons","2014","91,948"
"10","From persons","2015","98,830"
"10","From persons","2016","101,646"
"10","From persons","2017","104,588"
"10","From persons","2018","111,269"
"10","From persons","2019","114,581"
"10","From persons","2020","109,318"
"10","From persons","2021","121,491"
"10","From persons","2022","133,173"
