"LineNumber","LineDescription","TimePeriod","DataValue"
"26","Other current transfer payments to the rest of the world","1997","16,956"
"26","Other current transfer payments to the rest of the world","1998","17,967"
"26","Other current transfer payments to the rest of the world","1999","16,259"
"26","Other current transfer payments to the rest of the world","2000","17,933"
"26","Other current transfer payments to the rest of the world","2001","16,862"
"26","Other current transfer payments to the rest of the world","2002","19,396"
"26","Other current transfer payments to the rest of the world","2003","21,661"
"26","Other current transfer payments to the rest of the world","2004","22,977"
"26","Other current transfer payments to the rest of the world","2005","28,311"
"26","Other current transfer payments to the rest of the world","2006","29,339"
"26","Other current transfer payments to the rest of the world","2007","35,859"
"26","Other current transfer payments to the rest of the world","2008","38,875"
"26","Other current transfer payments to the rest of the world","2009","46,940"
"26","Other current transfer payments to the rest of the world","2010","46,769"
"26","Other current transfer payments to the rest of the world","2011","49,759"
"26","Other current transfer payments to the rest of the world","2012","49,348"
"26","Other current transfer payments to the rest of the world","2013","47,733"
"26","Other current transfer payments to the rest of the world","2014","45,832"
"26","Other current transfer payments to the rest of the world","2015","44,778"
"26","Other current transfer payments to the rest of the world","2016","48,248"
"26","Other current transfer payments to the rest of the world","2017","46,036"
"26","Other current transfer payments to the rest of the world","2018","51,495"
"26","Other current transfer payments to the rest of the world","2019","50,411"
"26","Other current transfer payments to the rest of the world","2020","53,169"
"26","Other current transfer payments to the rest of the world","2021","62,339"
"26","Other current transfer payments to the rest of the world","2022","92,792"
"26","Other current transfer payments to the rest of the world","2023","89,722"
"26","Other current transfer payments to the rest of the world","2024","87,735"
"26","Other current transfer payments to the rest of the world","2025","53,500"
"27","Interest payments","1929","881"
"27","Interest payments","1930","906"
"27","Interest payments","1931","1,123"
"27","Interest payments","1932","1,229"
"27","Interest payments","1933","1,322"
"27","Interest payments","1934","1,362"
"27","Interest payments","1935","1,290"
"27","Interest payments","1936","1,256"
"27","Interest payments","1937","1,478"
"27","Interest payments","1938","1,452"
"27","Interest payments","1939","1,475"
"27","Interest payments","1940","1,737"
"27","Interest payments","1941","1,819"
"27","Interest payments","1942","2,139"
"27","Interest payments","1943","2,899"
"27","Interest payments","1944","3,612"
"27","Interest payments","1945","4,544"
"27","Interest payments","1946","5,621"
"27","Interest payments","1947","5,936"
"27","Interest payments","1948","6,169"
"27","Interest payments","1949","6,582"
"27","Interest payments","1950","6,993"
"27","Interest payments","1951","7,354"
"27","Interest payments","1952","7,785"
"27","Interest payments","1953","8,275"
"27","Interest payments","1954","8,866"
"27","Interest payments","1955","9,328"
"27","Interest payments","1956","10,386"
"27","Interest payments","1957","11,633"
"27","Interest payments","1958","11,970"
"27","Interest payments","1959","13,795"
"27","Interest payments","1960","17,453"
"27","Interest payments","1961","17,850"
"27","Interest payments","1962","19,660"
"27","Interest payments","1963","21,255"
"27","Interest payments","1964","22,922"
"27","Interest payments","1965","24,460"
"27","Interest payments","1966","26,696"
"27","Interest payments","1967","29,090"
"27","Interest payments","1968","32,788"
"27","Interest payments","1969","36,634"
"27","Interest payments","1970","44,383"
"27","Interest payments","1971","48,621"
"27","Interest payments","1972","53,464"
"27","Interest payments","1973","61,980"
"27","Interest payments","1974","69,526"
"27","Interest payments","1975","77,403"
"27","Interest payments","1976","86,724"
"27","Interest payments","1977","95,753"
"27","Interest payments","1978","112,446"
"27","Interest payments","1979","128,460"
"27","Interest payments","1980","148,756"
"27","Interest payments","1981","180,093"
"27","Interest payments","1982","206,165"
"27","Interest payments","1983","227,965"
"27","Interest payments","1984","260,064"
"27","Interest payments","1985","285,779"
"27","Interest payments","1986","302,683"
"27","Interest payments","1987","314,659"
"27","Interest payments","1988","333,727"
"27","Interest payments","1989","362,097"
"27","Interest payments","1990","383,323"
"27","Interest payments","1991","408,691"
"27","Interest payments","1992","417,216"
"27","Interest payments","1993","422,743"
"27","Interest payments","1994","434,080"
"27","Interest payments","1995","473,006"
"27","Interest payments","1996","479,364"
"27","Interest payments","1997","485,311"
"27","Interest payments","1998","479,288"
"27","Interest payments","1999","465,623"
"27","Interest payments","2000","464,812"
"27","Interest payments","2001","459,818"
"27","Interest payments","2002","452,224"
"27","Interest payments","2003","475,585"
"27","Interest payments","2004","480,658"
"27","Interest payments","2005","521,518"
"27","Interest payments","2006","560,869"
"27","Interest payments","2007","600,017"
"27","Interest payments","2008","592,304"
"27","Interest payments","2009","621,553"
"27","Interest payments","2010","648,459"
"27","Interest payments","2011","691,208"
"27","Interest payments","2012","703,747"
"27","Interest payments","2013","686,541"
"27","Interest payments","2014","701,355"
"27","Interest payments","2015","698,020"
"27","Interest payments","2016","737,072"
"27","Interest payments","2017","767,644"
"27","Interest payments","2018","826,647"
"27","Interest payments","2019","883,272"
"27","Interest payments","2020","813,323"
"27","Interest payments","2021","850,834"
"27","Interest payments","2022","966,747"
"27","Interest payments","2023","1,218,496"
"27","Interest payments","2024","1,397,625"
"27","Interest payments","2025","1,453,186"
"28","To persons and business","1960","17,121"
"28","To persons and business","1961","17,572"
"28","To persons and business","1962","19,321"
"28","To persons and business","1963","20,854"
"28","To persons and business","1964","22,469"
"28","To persons and business","1965","23,971"
"28","To persons and business","1966","26,147"
"28","To persons and business","1967","28,492"
"28","To persons and business","1968","32,086"
"28","To persons and business","1969","35,857"
"28","To persons and business","1970","43,434"
"28","To persons and business","1971","46,869"
"28","To persons and business","1972","50,913"
"28","To persons and business","1973","58,329"
"28","To persons and business","1974","65,479"
"28","To persons and business","1975","73,070"
"28","To persons and business","1976","82,454"
"28","To persons and business","1977","90,516"
"28","To persons and business","1978","104,213"
"28","To persons and business","1979","117,903"
"28","To persons and business","1980","136,890"
"28","To persons and business","1981","163,817"
"28","To persons and business","1982","188,174"
"28","To persons and business","1983","209,905"
"28","To persons and business","1984","239,897"
"28","To persons and business","1985","263,625"
"28","To persons and business","1986","279,339"
"28","To persons and business","1987","290,555"
"28","To persons and business","1988","304,972"
"28","To persons and business","1989","327,556"
"28","To persons and business","1990","347,257"
"28","To persons and business","1991","372,622"
"28","To persons and business","1992","382,944"
"28","To persons and business","1993","388,579"
"28","To persons and business","1994","397,725"
"28","To persons and business","1995","425,919"
"28","To persons and business","1996","422,600"
"28","To persons and business","1997","415,619"
"28","To persons and business","1998","407,204"
"28","To persons and business","1999","398,497"
"28","To persons and business","2000","399,729"
"28","To persons and business","2001","402,176"
"28","To persons and business","2002","402,265"
"28","To persons and business","2003","427,399"
"28","To persons and business","2004","423,997"
"28","To persons and business","2005","449,692"
"28","To persons and business","2006","473,687"
"28","To persons and business","2007","497,079"
"28","To persons and business","2008","487,211"
"28","To persons and business","2009","530,353"
"28","To persons and business","2010","551,522"
"28","To persons and business","2011","583,896"
"28","To persons and business","2012","598,928"
"28","To persons and business","2013","584,037"
"28","To persons and business","2014","598,255"
"28","To persons and business","2015","600,549"
"28","To persons and business","2016","628,648"
"28","To persons and business","2017","647,864"
"28","To persons and business","2018","685,565"
"28","To persons and business","2019","733,691"
"28","To persons and business","2020","688,137"
"28","To persons and business","2021","704,101"
"28","To persons and business","2022","783,575"
"28","To persons and business","2023","988,039"
"28","To persons and business","2024","1,118,870"
"28","To persons and business","2025","1,164,828"
"29","To the rest of the world","1929","0"
"29","To the rest of the world","1930","0"
"29","To the rest of the world","1931","0"
"29","To the rest of the world","1932","0"
"29","To the rest of the world","1933","0"
"29","To the rest of the world","1934","0"
"29","To the rest of the world","1935","0"
"29","To the rest of the world","1936","0"
"29","To the rest of the world","1937","0"
"29","To the rest of the world","1938","0"
"29","To the rest of the world","1939","0"
"29","To the rest of the world","1940","6"
"29","To the rest of the world","1941","6"
"29","To the rest of the world","1942","7"
"29","To the rest of the world","1943","9"
"29","To the rest of the world","1944","12"
"29","To the rest of the world","1945","17"
"29","To the rest of the world","1946","15"
"29","To the rest of the world","1947","16"
"29","To the rest of the world","1948","17"
"29","To the rest of the world","1949","25"
"29","To the rest of the world","1950","31"
"29","To the rest of the world","1951","47"
"29","To the rest of the world","1952","64"
"29","To the rest of the world","1953","86"
"29","To the rest of the world","1954","59"
"29","To the rest of the world","1955","94"
"29","To the rest of the world","1956","154"
"29","To the rest of the world","1957","201"
"29","To the rest of the world","1958","139"
"29","To the rest of the world","1959","281"
"29","To the rest of the world","1960","332"
"29","To the rest of the world","1961","278"
"29","To the rest of the world","1962","339"
"29","To the rest of the world","1963","401"
"29","To the rest of the world","1964","453"
"29","To the rest of the world","1965","489"
"29","To the rest of the world","1966","549"
"29","To the rest of the world","1967","598"
"29","To the rest of the world","1968","702"
"29","To the rest of the world","1969","777"
"29","To the rest of the world","1970","949"
"29","To the rest of the world","1971","1,752"
"29","To the rest of the world","1972","2,551"
"29","To the rest of the world","1973","3,651"
"29","To the rest of the world","1974","4,047"
"29","To the rest of the world","1975","4,333"
"29","To the rest of the world","1976","4,270"
"29","To the rest of the world","1977","5,237"
"29","To the rest of the world","1978","8,233"
"29","To the rest of the world","1979","10,557"
"29","To the rest of the world","1980","11,866"
"29","To the rest of the world","1981","16,276"
"29","To the rest of the world","1982","17,991"
"29","To the rest of the world","1983","18,060"
"29","To the rest of the world","1984","20,167"
"29","To the rest of the world","1985","22,154"
"29","To the rest of the world","1986","23,344"
"29","To the rest of the world","1987","24,104"
"29","To the rest of the world","1988","28,755"
"29","To the rest of the world","1989","34,541"
"29","To the rest of the world","1990","36,066"
"29","To the rest of the world","1991","36,069"
"29","To the rest of the world","1992","34,272"
"29","To the rest of the world","1993","34,164"
"29","To the rest of the world","1994","36,355"
"29","To the rest of the world","1995","47,087"
"29","To the rest of the world","1996","56,764"
"29","To the rest of the world","1997","69,692"
"29","To the rest of the world","1998","72,084"
"29","To the rest of the world","1999","67,126"
"29","To the rest of the world","2000","65,083"
"29","To the rest of the world","2001","57,641"
"29","To the rest of the world","2002","49,959"
"29","To the rest of the world","2003","48,187"
"29","To the rest of the world","2004","56,661"
"29","To the rest of the world","2005","71,825"
"29","To the rest of the world","2006","87,182"
"29","To the rest of the world","2007","102,939"
"29","To the rest of the world","2008","105,093"
"29","To the rest of the world","2009","91,200"
"29","To the rest of the world","2010","96,937"
"29","To the rest of the world","2011","107,312"
"29","To the rest of the world","2012","104,818"
"29","To the rest of the world","2013","102,504"
"29","To the rest of the world","2014","103,100"
"29","To the rest of the world","2015","97,471"
"29","To the rest of the world","2016","108,425"
"29","To the rest of the world","2017","119,780"
"29","To the rest of the world","2018","141,083"
"29","To the rest of the world","2019","149,582"
"29","To the rest of the world","2020","125,186"
"29","To the rest of the world","2021","146,732"
"29","To the rest of the world","2022","183,172"
"29","To the rest of the world","2023","230,458"
"29","To the rest of the world","2024","278,755"
"29","To the rest of the world","2025","288,357"
"30","Subsidies","1929","46"
"30","Subsidies","1930","73"
"30","Subsidies","1931","145"
"30","Subsidies","1932","117"
"30","Subsidies","1933","166"
"30","Subsidies","1934","467"
"30","Subsidies","1935","598"
"30","Subsidies","1936","289"
"30","Subsidies","1937","347"
"30","Subsidies","1938","479"
"30","Subsidies","1939","796"
"30","Subsidies","1940","748"
"30","Subsidies","1941","456"
"30","Subsidies","1942","520"
"30","Subsidies","1943","583"
"30","Subsidies","1944","1,041"
"30","Subsidies","1945","1,144"
"30","Subsidies","1946","1,359"
"30","Subsidies","1947","398"
"30","Subsidies","1948","540"
"30","Subsidies","1949","498"
"30","Subsidies","1950","843"
"30","Subsidies","1951","1,048"
"30","Subsidies","1952","774"
"30","Subsidies","1953","514"
"30","Subsidies","1954","327"
"30","Subsidies","1955","201"
"30","Subsidies","1956","742"
"30","Subsidies","1957","1,132"
"30","Subsidies","1958","1,368"
"30","Subsidies","1959","1,058"
"30","Subsidies","1960","1,146"
"30","Subsidies","1961","2,014"
"30","Subsidies","1962","2,273"
"30","Subsidies","1963","2,234"
"30","Subsidies","1964","2,729"
"30","Subsidies","1965","3,007"
"30","Subsidies","1966","3,949"
"30","Subsidies","1967","3,811"
"30","Subsidies","1968","4,174"
"30","Subsidies","1969","4,534"
"30","Subsidies","1970","4,777"
"30","Subsidies","1971","4,675"
"30","Subsidies","1972","6,636"
"30","Subsidies","1973","5,230"
"30","Subsidies","1974","3,307"
"30","Subsidies","1975","4,494"
"30","Subsidies","1976","5,125"
"30","Subsidies","1977","7,100"
"30","Subsidies","1978","8,936"
"30","Subsidies","1979","8,531"
"30","Subsidies","1980","9,800"
"30","Subsidies","1981","11,473"
"30","Subsidies","1982","15,017"
"30","Subsidies","1983","21,304"
"30","Subsidies","1984","21,065"
"30","Subsidies","1985","21,360"
"30","Subsidies","1986","24,895"
"30","Subsidies","1987","30,282"
"30","Subsidies","1988","29,501"
"30","Subsidies","1989","27,428"
"30","Subsidies","1990","26,994"
"30","Subsidies","1991","27,488"
"30","Subsidies","1992","30,088"
"30","Subsidies","1993","36,681"
"30","Subsidies","1994","32,523"
"30","Subsidies","1995","34,812"
"30","Subsidies","1996","35,234"
"30","Subsidies","1997","33,810"
"30","Subsidies","1998","36,368"
"30","Subsidies","1999","45,209"
"30","Subsidies","2000","45,840"
"30","Subsidies","2001","58,710"
"30","Subsidies","2002","41,396"
"30","Subsidies","2003","49,057"
"30","Subsidies","2004","46,386"
"30","Subsidies","2005","60,911"
"30","Subsidies","2006","51,467"
"30","Subsidies","2007","54,584"
"30","Subsidies","2008","52,557"
"30","Subsidies","2009","58,347"
"30","Subsidies","2010","55,808"
"30","Subsidies","2011","60,008"
"30","Subsidies","2012","58,037"
"30","Subsidies","2013","59,720"
"30","Subsidies","2014","58,090"
"30","Subsidies","2015","57,192"
"30","Subsidies","2016","61,748"
"30","Subsidies","2017","59,875"
"30","Subsidies","2018","63,320"
"30","Subsidies","2019","72,956"
"30","Subsidies","2020","698,507"
"30","Subsidies","2021","626,071"
"30","Subsidies","2022","127,995"
"30","Subsidies","2023","102,252"
"30","Subsidies","2024","94,239"
"30","Subsidies","2025","112,108"
"31","Net government saving","1929","2,074"
"31","Net government saving","1930","1,073"
"31","Net government saving","1931","-1,626"
"31","Net government saving","1932","-1,154"
"31","Net government saving","1933","-995"
"31","Net government saving","1934","-1,535"
"31","Net government saving","1935","-1,329"
"31","Net government saving","1936","-1,545"
"31","Net government saving","1937","1,563"
"31","Net government saving","1938","-107"
"31","Net government saving","1939","-860"
"31","Net government saving","1940","586"
"31","Net government saving","1941","2,159"
"31","Net government saving","1942","-10,301"
"31","Net government saving","1943","-16,041"
"31","Net government saving","1944","-28,298"
"31","Net government saving","1945","-30,901"
"31","Net government saving","1946","-7,287"
"31","Net government saving","1947","2,527"
"31","Net government saving","1948","1,045"
"31","Net government saving","1949","-7,973"
"31","Net government saving","1950","2,196"
"31","Net government saving","1951","6,101"
"31","Net government saving","1952","-242"
"31","Net government saving","1953","-1,830"
"31","Net government saving","1954","-5,956"
"31","Net government saving","1955","1,612"
"31","Net government saving","1956","4,392"
"31","Net government saving","1957","27"
"31","Net government saving","1958","-10,880"
"31","Net government saving","1959","-1,817"
"31","Net government saving","1960","2,674"
"31","Net government saving","1961","-2,535"
"31","Net government saving","1962","-2,318"
"31","Net government saving","1963","1,117"
"31","Net government saving","1964","-2,972"
"31","Net government saving","1965","-1,851"
"31","Net government saving","1966","-2,261"
"31","Net government saving","1967","-15,517"
"31","Net government saving","1968","-10,299"
"31","Net government saving","1969","-2,025"
"31","Net government saving","1970","-33,374"
"31","Net government saving","1971","-52,180"
"31","Net government saving","1972","-42,939"
"31","Net government saving","1973","-32,723"
"31","Net government saving","1974","-43,672"
"31","Net government saving","1975","-108,649"
"31","Net government saving","1976","-85,338"
"31","Net government saving","1977","-72,932"
"31","Net government saving","1978","-57,187"
"31","Net government saving","1979","-48,583"
"31","Net government saving","1980","-94,682"
"31","Net government saving","1981","-98,239"
"31","Net government saving","1982","-190,113"
"31","Net government saving","1983","-225,614"
"31","Net government saving","1984","-196,697"
"31","Net government saving","1985","-201,650"
"31","Net government saving","1986","-219,913"
"31","Net government saving","1987","-180,101"
"31","Net government saving","1988","-171,256"
"31","Net government saving","1989","-178,705"
"31","Net government saving","1990","-239,547"
"31","Net government saving","1991","-308,546"
"31","Net government saving","1992","-405,573"
"31","Net government saving","1993","-386,150"
"31","Net government saving","1994","-319,860"
"31","Net government saving","1995","-312,946"
"31","Net government saving","1996","-233,613"
"31","Net government saving","1997","-134,400"
"31","Net government saving","1998","-29,322"
"31","Net government saving","1999","29,468"
"31","Net government saving","2000","118,211"
"31","Net government saving","2001","-104,748"
"31","Net government saving","2002","-451,424"
"31","Net government saving","2003","-579,410"
"31","Net government saving","2004","-543,294"
"31","Net government saving","2005","-397,441"
"31","Net government saving","2006","-307,899"
"31","Net government saving","2007","-390,026"
"31","Net government saving","2008","-846,998"
"31","Net government saving","2009","-1,585,470"
"31","Net government saving","2010","-1,627,314"
"31","Net government saving","2011","-1,511,183"
"31","Net government saving","2012","-1,357,481"
"31","Net government saving","2013","-899,947"
"31","Net government saving","2014","-831,574"
"31","Net government saving","2015","-774,000"
"31","Net government saving","2016","-909,461"
"31","Net government saving","2017","-961,639"
"31","Net government saving","2018","-1,106,249"
"31","Net government saving","2019","-1,249,591"
"31","Net government saving","2020","-2,995,581"
"31","Net government saving","2021","-2,618,368"
"31","Net government saving","2022","-936,224"
"31","Net government saving","2023","-1,844,528"
"31","Net government saving","2024","-2,053,168"
"31","Net government saving","2025","-2,023,771"
"32","Social insurance funds","1929","61"
"32","Social insurance funds","1930","64"
"32","Social insurance funds","1931","56"
"32","Social insurance funds","1932","42"
"32","Social insurance funds","1933","39"
"32","Social insurance funds","1934","39"
"32","Social insurance funds","1935","45"
"32","Social insurance funds","1936","247"
"32","Social insurance funds","1937","1,387"
"32","Social insurance funds","1938","990"
"32","Social insurance funds","1939","1,031"
"32","Social insurance funds","1940","1,036"
"32","Social insurance funds","1941","1,611"
"32","Social insurance funds","1942","2,179"
"32","Social insurance funds","1943","3,290"
"32","Social insurance funds","1944","3,882"
"32","Social insurance funds","1945","4,257"
"32","Social insurance funds","1946","3,276"
"32","Social insurance funds","1947","3,233"
"32","Social insurance funds","1948","2,463"
"32","Social insurance funds","1949","1,551"
"32","Social insurance funds","1950","-203"
"32","Social insurance funds","1951","2,675"
"32","Social insurance funds","1952","2,724"
"32","Social insurance funds","1953","2,157"
"32","Social insurance funds","1954","1,267"
"32","Social insurance funds","1955","1,620"
"32","Social insurance funds","1956","1,782"
"32","Social insurance funds","1957","1,172"
"32","Social insurance funds","1958","-2,633"
"32","Social insurance funds","1959","-660"
"32","Social insurance funds","1960","409"
"32","Social insurance funds","1961","-2,328"
"32","Social insurance funds","1962","-571"
"32","Social insurance funds","1963","858"
"32","Social insurance funds","1964","1,293"
"32","Social insurance funds","1965","519"
"32","Social insurance funds","1966","6,113"
"32","Social insurance funds","1967","4,233"
"32","Social insurance funds","1968","3,308"
"32","Social insurance funds","1969","5,851"
"32","Social insurance funds","1970","1,134"
"32","Social insurance funds","1971","-2,786"
"32","Social insurance funds","1972","-389"
"32","Social insurance funds","1973","6,177"
"32","Social insurance funds","1974","3,574"
"32","Social insurance funds","1975","-15,828"
"32","Social insurance funds","1976","-15,437"
"32","Social insurance funds","1977","-13,091"
"32","Social insurance funds","1978","-3,231"
"32","Social insurance funds","1979","1,702"
"32","Social insurance funds","1980","-14,482"
"32","Social insurance funds","1981","-13,005"
"32","Social insurance funds","1982","-33,183"
"32","Social insurance funds","1983","-36,691"
"32","Social insurance funds","1984","-7,976"
"32","Social insurance funds","1985","2,148"
"32","Social insurance funds","1986","7,470"
"32","Social insurance funds","1987","16,608"
"32","Social insurance funds","1988","41,514"
"32","Social insurance funds","1989","44,911"
"32","Social insurance funds","1990","44,291"
"32","Social insurance funds","1991","26,953"
"32","Social insurance funds","1992","8,433"
"32","Social insurance funds","1993","6,947"
"32","Social insurance funds","1994","19,915"
"32","Social insurance funds","1995","19,580"
"32","Social insurance funds","1996","15,636"
"32","Social insurance funds","1997","30,012"
"32","Social insurance funds","1998","59,874"
"32","Social insurance funds","1999","93,940"
"32","Social insurance funds","2000","115,944"
"32","Social insurance funds","2001","90,274"
"32","Social insurance funds","2002","50,087"
"32","Social insurance funds","2003","40,754"
"32","Social insurance funds","2004","58,095"
"32","Social insurance funds","2005","55,224"
"32","Social insurance funds","2006","16,932"
"32","Social insurance funds","2007","-391"
"32","Social insurance funds","2008","-51,915"
"32","Social insurance funds","2009","-250,637"
"32","Social insurance funds","2010","-289,663"
"32","Social insurance funds","2011","-269,109"
"32","Social insurance funds","2012","-285,821"
"32","Social insurance funds","2013","-286,558"
"32","Social insurance funds","2014","-284,275"
"32","Social insurance funds","2015","-307,127"
"32","Social insurance funds","2016","-325,669"
"32","Social insurance funds","2017","-323,661"
"32","Social insurance funds","2018","-350,191"
"32","Social insurance funds","2019","-407,409"
"32","Social insurance funds","2020","-985,479"
"32","Social insurance funds","2021","-768,607"
"32","Social insurance funds","2022","-484,490"
"32","Social insurance funds","2023","-627,693"
"32","Social insurance funds","2024","-677,108"
"32","Social insurance funds","2025","-830,463"
"33","Other","1929","2,013"
"33","Other","1930","1,009"
"33","Other","1931","-1,682"
"33","Other","1932","-1,196"
"33","Other","1933","-1,034"
"33","Other","1934","-1,574"
"33","Other","1935","-1,374"
"33","Other","1936","-1,792"
"33","Other","1937","176"
"33","Other","1938","-1,097"
"33","Other","1939","-1,891"
"33","Other","1940","-450"
"33","Other","1941","548"
"33","Other","1942","-12,480"
"33","Other","1943","-19,331"
"33","Other","1944","-32,180"
"33","Other","1945","-35,158"
"33","Other","1946","-10,563"
"33","Other","1947","-706"
"33","Other","1948","-1,418"
"33","Other","1949","-9,524"
"33","Other","1950","2,399"
"33","Other","1951","3,426"
"33","Other","1952","-2,966"
"33","Other","1953","-3,987"
"33","Other","1954","-7,223"
"33","Other","1955","-8"
"33","Other","1956","2,610"
"33","Other","1957","-1,145"
"33","Other","1958","-8,247"
"33","Other","1959","-1,157"
"33","Other","1960","2,265"
"33","Other","1961","-207"
"33","Other","1962","-1,747"
"33","Other","1963","259"
"33","Other","1964","-4,265"
"33","Other","1965","-2,370"
"33","Other","1966","-8,374"
"33","Other","1967","-19,750"
"33","Other","1968","-13,607"
"33","Other","1969","-7,876"
"33","Other","1970","-34,508"
"33","Other","1971","-49,394"
"33","Other","1972","-42,550"
"33","Other","1973","-38,900"
"33","Other","1974","-47,246"
"33","Other","1975","-92,821"
"33","Other","1976","-69,901"
"33","Other","1977","-59,841"
"33","Other","1978","-53,956"
"33","Other","1979","-50,285"
"33","Other","1980","-80,200"
"33","Other","1981","-85,234"
"33","Other","1982","-156,930"
"33","Other","1983","-188,923"
"33","Other","1984","-188,721"
"33","Other","1985","-203,798"
"33","Other","1986","-227,383"
"33","Other","1987","-196,709"
"33","Other","1988","-212,770"
"33","Other","1989","-223,616"
"33","Other","1990","-283,838"
"33","Other","1991","-335,499"
"33","Other","1992","-414,006"
"33","Other","1993","-393,097"
"33","Other","1994","-339,775"
"33","Other","1995","-332,526"
"33","Other","1996","-249,249"
"33","Other","1997","-164,412"
"33","Other","1998","-89,196"
"33","Other","1999","-64,472"
"33","Other","2000","2,267"
"33","Other","2001","-195,022"
"33","Other","2002","-501,511"
"33","Other","2003","-620,164"
"33","Other","2004","-601,389"
"33","Other","2005","-452,665"
"33","Other","2006","-324,831"
"33","Other","2007","-389,635"
"33","Other","2008","-795,083"
"33","Other","2009","-1,334,832"
"33","Other","2010","-1,337,651"
"33","Other","2011","-1,242,073"
"33","Other","2012","-1,071,660"
"33","Other","2013","-613,389"
"33","Other","2014","-547,299"
"33","Other","2015","-466,873"
"33","Other","2016","-583,792"
"33","Other","2017","-637,978"
"33","Other","2018","-756,059"
"33","Other","2019","-842,182"
"33","Other","2020","-2,010,102"
"33","Other","2021","-1,849,761"
"33","Other","2022","-451,735"
"33","Other","2023","-1,216,834"
"33","Other","2024","-1,376,060"
"33","Other","2025","-1,193,308"
"34","Total receipts","1929","10,769"
"34","Total receipts","1930","10,217"
"34","Total receipts","1931","8,908"
"34","Total receipts","1932","8,338"
"34","Total receipts","1933","8,806"
"34","Total receipts","1934","9,924"
"34","Total receipts","1935","10,816"
"34","Total receipts","1936","12,383"
"34","Total receipts","1937","14,792"
"34","Total receipts","1938","14,395"
"34","Total receipts","1939","14,737"
"34","Total receipts","1940","17,073"
"34","Total receipts","1941","24,276"
"34","Total receipts","1942","31,800"
"34","Total receipts","1943","48,185"
"34","Total receipts","1944","50,114"
"34","Total receipts","1945","52,161"
"34","Total receipts","1946","51,265"
"34","Total receipts","1947","56,391"
"34","Total receipts","1948","57,825"
"34","Total receipts","1949","54,503"
"34","Total receipts","1950","66,916"
"34","Total receipts","1951","82,859"
"34","Total receipts","1952","87,498"
"34","Total receipts","1953","91,948"
"34","Total receipts","1954","87,096"
"34","Total receipts","1955","97,909"
"34","Total receipts","1956","105,751"
"34","Total receipts","1957","111,584"
"34","Total receipts","1958","109,861"
"34","Total receipts","1959","124,354"
"34","Total receipts","1960","136,168"
"34","Total receipts","1961","141,040"
"34","Total receipts","1962","152,706"
"34","Total receipts","1963","164,513"
"34","Total receipts","1964","169,418"
"34","Total receipts","1965","183,370"
"34","Total receipts","1966","206,101"
"34","Total receipts","1967","221,017"
"34","Total receipts","1968","255,440"
"34","Total receipts","1969","287,310"
"34","Total receipts","1970","290,611"
"34","Total receipts","1971","308,107"
"34","Total receipts","1972","352,413"
"34","Total receipts","1973","395,390"
"34","Total receipts","1974","436,537"
"34","Total receipts","1975","447,676"
"34","Total receipts","1976","512,921"
"34","Total receipts","1977","576,673"
"34","Total receipts","1978","653,314"
"34","Total receipts","1979","736,883"
"34","Total receipts","1980","808,672"
"34","Total receipts","1981","928,389"
"34","Total receipts","1982","951,024"
"34","Total receipts","1983","1,010,393"
"34","Total receipts","1984","1,123,318"
"34","Total receipts","1985","1,225,970"
"34","Total receipts","1986","1,302,875"
"34","Total receipts","1987","1,417,217"
"34","Total receipts","1988","1,518,179"
"34","Total receipts","1989","1,644,432"
"34","Total receipts","1990","1,729,076"
"34","Total receipts","1991","1,779,240"
"34","Total receipts","1992","1,864,434"
"34","Total receipts","1993","1,970,776"
"34","Total receipts","1994","2,117,552"
"34","Total receipts","1995","2,243,553"
"34","Total receipts","1996","2,411,260"
"34","Total receipts","1997","2,592,448"
"34","Total receipts","1998","2,770,425"
"34","Total receipts","1999","2,945,625"
"34","Total receipts","2000","3,173,795"
"34","Total receipts","2001","3,161,842"
"34","Total receipts","2002","3,000,996"
"34","Total receipts","2003","3,072,971"
"34","Total receipts","2004","3,304,503"
"34","Total receipts","2005","3,710,299"
"34","Total receipts","2006","4,045,241"
"34","Total receipts","2007","4,241,518"
"34","Total receipts","2008","4,158,669"
"34","Total receipts","2009","3,723,729"
"34","Total receipts","2010","3,952,568"
"34","Total receipts","2011","4,143,013"
"34","Total receipts","2012","4,331,521"
"34","Total receipts","2013","4,855,744"
"34","Total receipts","2014","5,077,914"
"34","Total receipts","2015","5,311,075"
"34","Total receipts","2016","5,354,473"
"34","Total receipts","2017","5,720,083"
"34","Total receipts","2018","5,672,593"
"34","Total receipts","2019","5,905,298"
"34","Total receipts","2020","5,997,316"
"34","Total receipts","2021","6,934,295"
"34","Total receipts","2022","7,939,470"
"34","Total receipts","2023","7,557,234"
"34","Total receipts","2024","8,057,709"
"34","Total receipts","2025","8,699,598"
"35","Current receipts","1929","10,544"
"35","Current receipts","1930","9,975"
"35","Current receipts","1931","8,685"
"35","Current receipts","1932","8,171"
"35","Current receipts","1933","8,628"
"35","Current receipts","1934","9,700"
"35","Current receipts","1935","10,462"
"35","Current receipts","1936","11,886"
"35","Current receipts","1937","14,266"
"35","Current receipts","1938","13,873"
"35","Current receipts","1939","14,249"
"35","Current receipts","1940","16,622"
"35","Current receipts","1941","23,764"
"35","Current receipts","1942","31,224"
"35","Current receipts","1943","47,619"
"35","Current receipts","1944","49,432"
