"LineNumber","LineDescription","TimePeriod","DataValue"
"24","Natural resources","1964","507"
"24","Natural resources","1965","472"
"24","Natural resources","1966","660"
"24","Natural resources","1967","1,100"
"24","Natural resources","1968","975"
"24","Natural resources","1969","1,352"
"24","Natural resources","1970","1,878"
"24","Natural resources","1971","2,127"
"24","Natural resources","1972","2,432"
"24","Natural resources","1973","2,403"
"24","Natural resources","1974","2,762"
"24","Natural resources","1975","3,457"
"24","Natural resources","1976","3,427"
"24","Natural resources","1977","3,694"
"24","Natural resources","1978","3,993"
"24","Natural resources","1979","5,152"
"24","Natural resources","1980","5,716"
"24","Natural resources","1981","7,045"
"24","Natural resources","1982","7,548"
"24","Natural resources","1983","8,584"
"24","Natural resources","1984","8,723"
"24","Natural resources","1985","9,457"
"24","Natural resources","1986","9,470"
"24","Natural resources","1987","9,813"
"24","Natural resources","1988","10,546"
"24","Natural resources","1989","10,818"
"24","Natural resources","1990","11,597"
"24","Natural resources","1991","12,871"
"24","Natural resources","1992","13,378"
"24","Natural resources","1993","12,485"
"24","Natural resources","1994","15,862"
"24","Natural resources","1995","15,556"
"24","Natural resources","1996","16,279"
"24","Natural resources","1997","16,523"
"24","Natural resources","1998","19,517"
"24","Natural resources","1999","19,671"
"24","Natural resources","2000","22,426"
"24","Natural resources","2001","24,028"
"24","Natural resources","2002","26,709"
"24","Natural resources","2003","25,438"
"24","Natural resources","2004","27,725"
"24","Natural resources","2005","28,476"
"24","Natural resources","2006","29,414"
"24","Natural resources","2007","34,941"
"24","Natural resources","2008","33,822"
"24","Natural resources","2009","34,246"
"24","Natural resources","2010","36,593"
"24","Natural resources","2011","35,818"
"24","Natural resources","2012","36,155"
"24","Natural resources","2013","34,178"
"24","Natural resources","2014","33,741"
"24","Natural resources","2015","35,154"
"24","Natural resources","2016","37,738"
"24","Natural resources","2017","38,015"
"24","Natural resources","2018","37,710"
"24","Natural resources","2019","38,707"
"24","Natural resources","2020","41,708"
"24","Natural resources","2021","47,677"
"24","Natural resources","2022","51,989"
"24","Natural resources","2023","53,920"
"24","Natural resources","2024","64,026"
"25","Postal service","1959","0"
"25","Postal service","1960","0"
"25","Postal service","1961","0"
"25","Postal service","1962","0"
"25","Postal service","1963","0"
"25","Postal service","1964","0"
"25","Postal service","1965","0"
"25","Postal service","1966","0"
"25","Postal service","1967","0"
"25","Postal service","1968","0"
"25","Postal service","1969","0"
"25","Postal service","1970","0"
"25","Postal service","1971","0"
"25","Postal service","1972","0"
"25","Postal service","1973","0"
"25","Postal service","1974","0"
"25","Postal service","1975","0"
"25","Postal service","1976","0"
"25","Postal service","1977","0"
"25","Postal service","1978","0"
"25","Postal service","1979","0"
"25","Postal service","1980","0"
"25","Postal service","1981","0"
"25","Postal service","1982","0"
"25","Postal service","1983","-72"
"25","Postal service","1984","-11"
"25","Postal service","1985","-550"
"25","Postal service","1986","-271"
"25","Postal service","1987","133"
"25","Postal service","1988","-527"
"25","Postal service","1989","-542"
"25","Postal service","1990","-671"
"25","Postal service","1991","-523"
"25","Postal service","1992","-304"
"25","Postal service","1993","0"
"25","Postal service","1994","0"
"25","Postal service","1995","0"
"25","Postal service","1996","0"
"25","Postal service","1997","0"
"25","Postal service","1998","-17"
"25","Postal service","1999","-23"
"25","Postal service","2000","-6"
"25","Postal service","2001","-9"
"25","Postal service","2002","-41"
"25","Postal service","2003","-41"
"25","Postal service","2004","-36"
"25","Postal service","2005","-30"
"25","Postal service","2006","-42"
"25","Postal service","2007","-47"
"25","Postal service","2008","-65"
"25","Postal service","2009","-64"
"25","Postal service","2010","-70"
"25","Postal service","2011","-56"
"25","Postal service","2012","-51"
"25","Postal service","2013","-35"
"25","Postal service","2014","-17"
"25","Postal service","2015","-18"
"25","Postal service","2016","-19"
"25","Postal service","2017","-32"
"25","Postal service","2018","-29"
"25","Postal service","2019","-18"
"25","Postal service","2020","-29"
"25","Postal service","2021","-57"
"25","Postal service","2022","-31"
"25","Postal service","2023","-150"
"25","Postal service","2024","-177"
"26","Other","1959","0"
"26","Other","1960","4"
"26","Other","1961","-13"
"26","Other","1962","-16"
"26","Other","1963","8"
"26","Other","1964","25"
"26","Other","1965","14"
"26","Other","1966","15"
"26","Other","1967","13"
"26","Other","1968","-4"
"26","Other","1969","8"
"26","Other","1970","-11"
"26","Other","1971","-33"
"26","Other","1972","-15"
"26","Other","1973","3"
"26","Other","1974","3"
"26","Other","1975","-9"
"26","Other","1976","-30"
"26","Other","1977","-12"
"26","Other","1978","3"
"26","Other","1979","-18"
"26","Other","1980","-29"
"26","Other","1981","-30"
"26","Other","1982","-12"
"26","Other","1983","-24"
"26","Other","1984","-3"
"26","Other","1985","25"
"26","Other","1986","37"
"26","Other","1987","6"
"26","Other","1988","-15"
"26","Other","1989","4"
"26","Other","1990","-7"
"26","Other","1991","-8"
"26","Other","1992","1"
"26","Other","1993","-62"
"26","Other","1994","-67"
"26","Other","1995","3"
"26","Other","1996","16"
"26","Other","1997","19"
"26","Other","1998","35"
"26","Other","1999","54"
"26","Other","2000","40"
"26","Other","2001","34"
"26","Other","2002","34"
"26","Other","2003","180"
"26","Other","2004","320"
"26","Other","2005","289"
"26","Other","2006","88"
"26","Other","2007","-54"
"26","Other","2008","-44"
"26","Other","2009","-64"
"26","Other","2010","-66"
"26","Other","2011","-75"
"26","Other","2012","-318"
"26","Other","2013","-110"
"26","Other","2014","-140"
"26","Other","2015","-234"
"26","Other","2016","-410"
"26","Other","2017","-460"
"26","Other","2018","-480"
"26","Other","2019","-495"
"26","Other","2020","-517"
"26","Other","2021","-534"
"26","Other","2022","-579"
"26","Other","2023","-608"
"26","Other","2024","-625"
"27","Housing and community services","1959","724"
"27","Housing and community services","1960","784"
"27","Housing and community services","1961","837"
"27","Housing and community services","1962","919"
"27","Housing and community services","1963","987"
"27","Housing and community services","1964","1,052"
"27","Housing and community services","1965","1,073"
"27","Housing and community services","1966","1,182"
"27","Housing and community services","1967","1,337"
"27","Housing and community services","1968","1,429"
"27","Housing and community services","1969","1,565"
"27","Housing and community services","1970","2,038"
"27","Housing and community services","1971","2,723"
"27","Housing and community services","1972","3,244"
"27","Housing and community services","1973","3,624"
"27","Housing and community services","1974","4,236"
"27","Housing and community services","1975","4,735"
"27","Housing and community services","1976","5,094"
"27","Housing and community services","1977","5,641"
"27","Housing and community services","1978","6,472"
"27","Housing and community services","1979","7,483"
"27","Housing and community services","1980","8,699"
"27","Housing and community services","1981","10,239"
"27","Housing and community services","1982","12,119"
"27","Housing and community services","1983","12,986"
"27","Housing and community services","1984","13,696"
"27","Housing and community services","1985","15,120"
"27","Housing and community services","1986","15,552"
"27","Housing and community services","1987","15,965"
"27","Housing and community services","1988","17,675"
"27","Housing and community services","1989","19,522"
"27","Housing and community services","1990","21,397"
"27","Housing and community services","1991","23,406"
"27","Housing and community services","1992","25,058"
"27","Housing and community services","1993","27,735"
"27","Housing and community services","1994","28,480"
"27","Housing and community services","1995","30,898"
"27","Housing and community services","1996","31,972"
"27","Housing and community services","1997","30,974"
"27","Housing and community services","1998","30,107"
"27","Housing and community services","1999","30,225"
"27","Housing and community services","2000","27,944"
"27","Housing and community services","2001","30,244"
"27","Housing and community services","2002","34,644"
"27","Housing and community services","2003","37,104"
"27","Housing and community services","2004","38,845"
"27","Housing and community services","2005","43,287"
"27","Housing and community services","2006","41,584"
"27","Housing and community services","2007","48,364"
"27","Housing and community services","2008","44,698"
"27","Housing and community services","2009","46,103"
"27","Housing and community services","2010","46,150"
"27","Housing and community services","2011","47,145"
"27","Housing and community services","2012","46,181"
"27","Housing and community services","2013","46,071"
"27","Housing and community services","2014","45,746"
"27","Housing and community services","2015","47,073"
"27","Housing and community services","2016","50,277"
"27","Housing and community services","2017","50,055"
"27","Housing and community services","2018","52,403"
"27","Housing and community services","2019","54,768"
"27","Housing and community services","2020","58,760"
"27","Housing and community services","2021","62,421"
"27","Housing and community services","2022","64,510"
"27","Housing and community services","2023","71,077"
"27","Housing and community services","2024","78,549"
"28","Health","1959","5,208"
"28","Health","1960","5,474"
"28","Health","1961","6,293"
"28","Health","1962","6,453"
"28","Health","1963","6,960"
"28","Health","1964","7,323"
"28","Health","1965","7,770"
"28","Health","1966","9,996"
"28","Health","1967","15,142"
"28","Health","1968","18,526"
"28","Health","1969","21,015"
"28","Health","1970","24,099"
"28","Health","1971","27,486"
"28","Health","1972","31,303"
"28","Health","1973","35,869"
"28","Health","1974","42,064"
"28","Health","1975","49,964"
"28","Health","1976","55,345"
"28","Health","1977","62,182"
"28","Health","1978","69,989"
"28","Health","1979","78,332"
"28","Health","1980","91,563"
"28","Health","1981","105,389"
"28","Health","1982","117,033"
"28","Health","1983","129,268"
"28","Health","1984","142,152"
"28","Health","1985","153,499"
"28","Health","1986","164,840"
"28","Health","1987","178,162"
"28","Health","1988","192,906"
"28","Health","1989","216,937"
"28","Health","1990","244,679"
"28","Health","1991","281,633"
"28","Health","1992","318,564"
"28","Health","1993","346,730"
"28","Health","1994","373,266"
"28","Health","1995","402,389"
"28","Health","1996","427,580"
"28","Health","1997","445,926"
"28","Health","1998","451,874"
"28","Health","1999","471,600"
"28","Health","2000","501,451"
"28","Health","2001","564,098"
"28","Health","2002","613,993"
"28","Health","2003","654,163"
"28","Health","2004","713,600"
"28","Health","2005","767,955"
"28","Health","2006","835,208"
"28","Health","2007","904,496"
"28","Health","2008","969,668"
"28","Health","2009","1,042,549"
"28","Health","2010","1,097,711"
"28","Health","2011","1,138,146"
"28","Health","2012","1,170,335"
"28","Health","2013","1,216,179"
"28","Health","2014","1,317,133"
"28","Health","2015","1,414,158"
"28","Health","2016","1,480,806"
"28","Health","2017","1,532,455"
"28","Health","2018","1,615,517"
"28","Health","2019","1,722,035"
"28","Health","2020","1,932,726"
"28","Health","2021","2,064,227"
"28","Health","2022","2,217,493"
"28","Health","2023","2,371,362"
"28","Health","2024","2,566,153"
"29","Recreation and culture","1959","678"
"29","Recreation and culture","1960","740"
"29","Recreation and culture","1961","838"
"29","Recreation and culture","1962","856"
"29","Recreation and culture","1963","914"
"29","Recreation and culture","1964","969"
"29","Recreation and culture","1965","1,070"
"29","Recreation and culture","1966","1,150"
"29","Recreation and culture","1967","1,265"
"29","Recreation and culture","1968","1,472"
"29","Recreation and culture","1969","1,697"
"29","Recreation and culture","1970","1,886"
"29","Recreation and culture","1971","2,142"
"29","Recreation and culture","1972","2,377"
"29","Recreation and culture","1973","2,634"
"29","Recreation and culture","1974","3,124"
"29","Recreation and culture","1975","3,492"
"29","Recreation and culture","1976","3,782"
"29","Recreation and culture","1977","4,040"
"29","Recreation and culture","1978","4,569"
"29","Recreation and culture","1979","4,942"
"29","Recreation and culture","1980","5,415"
"29","Recreation and culture","1981","5,973"
"29","Recreation and culture","1982","6,303"
"29","Recreation and culture","1983","6,649"
"29","Recreation and culture","1984","7,703"
"29","Recreation and culture","1985","8,052"
"29","Recreation and culture","1986","8,709"
"29","Recreation and culture","1987","8,916"
"29","Recreation and culture","1988","9,581"
"29","Recreation and culture","1989","10,591"
"29","Recreation and culture","1990","11,656"
"29","Recreation and culture","1991","12,627"
"29","Recreation and culture","1992","13,494"
"29","Recreation and culture","1993","13,884"
"29","Recreation and culture","1994","14,813"
"29","Recreation and culture","1995","15,463"
"29","Recreation and culture","1996","15,920"
"29","Recreation and culture","1997","16,554"
"29","Recreation and culture","1998","17,454"
"29","Recreation and culture","1999","18,401"
"29","Recreation and culture","2000","20,299"
"29","Recreation and culture","2001","22,237"
"29","Recreation and culture","2002","24,363"
"29","Recreation and culture","2003","24,808"
"29","Recreation and culture","2004","26,058"
"29","Recreation and culture","2005","27,711"
"29","Recreation and culture","2006","29,639"
"29","Recreation and culture","2007","31,358"
"29","Recreation and culture","2008","33,157"
"29","Recreation and culture","2009","33,597"
"29","Recreation and culture","2010","33,777"
"29","Recreation and culture","2011","32,719"
"29","Recreation and culture","2012","32,606"
"29","Recreation and culture","2013","33,768"
"29","Recreation and culture","2014","34,858"
"29","Recreation and culture","2015","35,986"
"29","Recreation and culture","2016","37,909"
"29","Recreation and culture","2017","39,197"
"29","Recreation and culture","2018","41,344"
"29","Recreation and culture","2019","43,936"
"29","Recreation and culture","2020","44,086"
"29","Recreation and culture","2021","45,149"
"29","Recreation and culture","2022","50,492"
"29","Recreation and culture","2023","52,695"
"29","Recreation and culture","2024","55,141"
"30","Education","1959","14,484"
"30","Education","1960","15,902"
"30","Education","1961","17,329"
"30","Education","1962","18,567"
"30","Education","1963","20,260"
"30","Education","1964","22,264"
"30","Education","1965","24,848"
"30","Education","1966","28,506"
"30","Education","1967","32,260"
"30","Education","1968","36,376"
"30","Education","1969","41,569"
"30","Education","1970","48,531"
"30","Education","1971","55,491"
"30","Education","1972","61,881"
"30","Education","1973","67,410"
"30","Education","1974","75,419"
"30","Education","1975","88,350"
"30","Education","1976","94,997"
"30","Education","1977","101,480"
"30","Education","1978","108,572"
"30","Education","1979","119,007"
"30","Education","1980","129,834"
"30","Education","1981","141,789"
"30","Education","1982","151,203"
"30","Education","1983","160,455"
"30","Education","1984","172,719"
"30","Education","1985","186,855"
"30","Education","1986","201,108"
"30","Education","1987","215,429"
"30","Education","1988","231,023"
"30","Education","1989","253,079"
"30","Education","1990","274,888"
"30","Education","1991","291,248"
"30","Education","1992","308,521"
"30","Education","1993","325,963"
"30","Education","1994","342,261"
"30","Education","1995","362,405"
"30","Education","1996","378,472"
"30","Education","1997","398,296"
"30","Education","1998","424,270"
"30","Education","1999","452,571"
"30","Education","2000","487,914"
"30","Education","2001","525,802"
"30","Education","2002","545,057"
"30","Education","2003","565,550"
"30","Education","2004","596,950"
"30","Education","2005","627,411"
"30","Education","2006","663,078"
"30","Education","2007","708,127"
"30","Education","2008","749,532"
"30","Education","2009","777,316"
"30","Education","2010","813,238"
"30","Education","2011","821,745"
"30","Education","2012","828,478"
"30","Education","2013","860,402"
"30","Education","2014","882,096"
"30","Education","2015","902,971"
"30","Education","2016","923,269"
"30","Education","2017","947,933"
"30","Education","2018","983,893"
"30","Education","2019","1,018,267"
"30","Education","2020","1,058,239"
"30","Education","2021","1,141,226"
"30","Education","2022","1,225,539"
"30","Education","2023","1,277,426"
"30","Education","2024","1,353,466"
"31","Elementary and secondary","1959","11,827"
"31","Elementary and secondary","1960","13,166"
"31","Elementary and secondary","1961","14,465"
"31","Elementary and secondary","1962","15,596"
"31","Elementary and secondary","1963","16,976"
"31","Elementary and secondary","1964","18,658"
"31","Elementary and secondary","1965","20,700"
"31","Elementary and secondary","1966","23,263"
"31","Elementary and secondary","1967","25,584"
"31","Elementary and secondary","1968","28,507"
"31","Elementary and secondary","1969","32,194"
"31","Elementary and secondary","1970","36,781"
"31","Elementary and secondary","1971","41,604"
"31","Elementary and secondary","1972","46,029"
"31","Elementary and secondary","1973","49,863"
"31","Elementary and secondary","1974","55,078"
"31","Elementary and secondary","1975","62,617"
"31","Elementary and secondary","1976","67,996"
"31","Elementary and secondary","1977","73,374"
"31","Elementary and secondary","1978","78,827"
"31","Elementary and secondary","1979","86,950"
"31","Elementary and secondary","1980","94,363"
"31","Elementary and secondary","1981","101,946"
"31","Elementary and secondary","1982","109,471"
"31","Elementary and secondary","1983","116,828"
"31","Elementary and secondary","1984","127,266"
"31","Elementary and secondary","1985","137,571"
"31","Elementary and secondary","1986","149,876"
"31","Elementary and secondary","1987","162,271"
"31","Elementary and secondary","1988","174,049"
"31","Elementary and secondary","1989","188,966"
"31","Elementary and secondary","1990","205,943"
"31","Elementary and secondary","1991","219,084"
"31","Elementary and secondary","1992","232,687"
"31","Elementary and secondary","1993","241,521"
"31","Elementary and secondary","1994","252,599"
"31","Elementary and secondary","1995","267,953"
"31","Elementary and secondary","1996","281,706"
"31","Elementary and secondary","1997","297,229"
"31","Elementary and secondary","1998","316,129"
"31","Elementary and secondary","1999","338,195"
"31","Elementary and secondary","2000","364,571"
"31","Elementary and secondary","2001","388,244"
"31","Elementary and secondary","2002","408,200"
"31","Elementary and secondary","2003","430,118"
"31","Elementary and secondary","2004","452,225"
"31","Elementary and secondary","2005","474,709"
"31","Elementary and secondary","2006","502,181"
"31","Elementary and secondary","2007","530,679"
"31","Elementary and secondary","2008","555,386"
"31","Elementary and secondary","2009","565,942"
"31","Elementary and secondary","2010","572,471"
"31","Elementary and secondary","2011","569,337"
"31","Elementary and secondary","2012","570,431"
"31","Elementary and secondary","2013","593,223"
"31","Elementary and secondary","2014","608,366"
"31","Elementary and secondary","2015","626,820"
"31","Elementary and secondary","2016","645,944"
"31","Elementary and secondary","2017","665,976"
"31","Elementary and secondary","2018","691,026"
"31","Elementary and secondary","2019","712,679"
"31","Elementary and secondary","2020","737,993"
"31","Elementary and secondary","2021","805,233"
"31","Elementary and secondary","2022","872,127"
"31","Elementary and secondary","2023","902,322"
"31","Elementary and secondary","2024","946,196"
"32","Higher","1959","1,459"
"32","Higher","1960","1,690"
"32","Higher","1961","1,848"
"32","Higher","1962","1,918"
"32","Higher","1963","2,100"
"32","Higher","1964","2,303"
"32","Higher","1965","2,597"
"32","Higher","1966","3,166"
"32","Higher","1967","4,115"
"32","Higher","1968","5,007"
"32","Higher","1969","5,881"
"32","Higher","1970","7,228"
"32","Higher","1971","8,360"
"32","Higher","1972","9,282"
"32","Higher","1973","10,200"
"32","Higher","1974","11,959"
"32","Higher","1975","14,936"
"32","Higher","1976","16,575"
"32","Higher","1977","18,392"
"32","Higher","1978","19,827"
"32","Higher","1979","22,092"
"32","Higher","1980","25,267"
"32","Higher","1981","28,884"
"32","Higher","1982","30,555"
"32","Higher","1983","32,229"
"32","Higher","1984","33,470"
"32","Higher","1985","36,433"
"32","Higher","1986","37,735"
"32","Higher","1987","39,032"
"32","Higher","1988","42,179"
"32","Higher","1989","47,715"
"32","Higher","1990","51,155"
"32","Higher","1991","52,837"
"32","Higher","1992","55,018"
"32","Higher","1993","60,383"
"32","Higher","1994","63,394"
"32","Higher","1995","65,818"
"32","Higher","1996","66,980"
"32","Higher","1997","70,460"
"32","Higher","1998","77,633"
"32","Higher","1999","81,692"
"32","Higher","2000","87,602"
"32","Higher","2001","97,622"
"32","Higher","2002","94,948"
"32","Higher","2003","91,470"
"32","Higher","2004","97,922"
"32","Higher","2005","102,563"
"32","Higher","2006","109,274"
"32","Higher","2007","123,693"
"32","Higher","2008","137,621"
"32","Higher","2009","151,315"
"32","Higher","2010","167,462"
"32","Higher","2011","173,044"
"32","Higher","2012","175,715"
"32","Higher","2013","182,722"
"32","Higher","2014","186,736"
"32","Higher","2015","188,235"
"32","Higher","2016","188,666"
"32","Higher","2017","190,209"
"32","Higher","2018","197,637"
"32","Higher","2019","203,873"
"32","Higher","2020","213,808"
"32","Higher","2021","220,210"
"32","Higher","2022","233,762"
"32","Higher","2023","254,667"
"32","Higher","2024","277,383"
"33","Libraries and other","1959","1,198"
"33","Libraries and other","1960","1,047"
"33","Libraries and other","1961","1,016"
"33","Libraries and other","1962","1,053"
"33","Libraries and other","1963","1,183"
"33","Libraries and other","1964","1,303"
"33","Libraries and other","1965","1,551"
"33","Libraries and other","1966","2,078"
"33","Libraries and other","1967","2,561"
"33","Libraries and other","1968","2,862"
"33","Libraries and other","1969","3,494"
"33","Libraries and other","1970","4,521"
"33","Libraries and other","1971","5,527"
"33","Libraries and other","1972","6,570"
"33","Libraries and other","1973","7,347"
"33","Libraries and other","1974","8,382"
"33","Libraries and other","1975","10,797"
"33","Libraries and other","1976","10,426"
"33","Libraries and other","1977","9,714"
"33","Libraries and other","1978","9,918"
"33","Libraries and other","1979","9,965"
"33","Libraries and other","1980","10,204"
"33","Libraries and other","1981","10,959"
"33","Libraries and other","1982","11,178"
"33","Libraries and other","1983","11,398"
"33","Libraries and other","1984","11,983"
"33","Libraries and other","1985","12,851"
"33","Libraries and other","1986","13,497"
"33","Libraries and other","1987","14,125"
"33","Libraries and other","1988","14,795"
"33","Libraries and other","1989","16,398"
"33","Libraries and other","1990","17,790"
"33","Libraries and other","1991","19,327"
"33","Libraries and other","1992","20,815"
"33","Libraries and other","1993","24,059"
"33","Libraries and other","1994","26,268"
"33","Libraries and other","1995","28,635"
"33","Libraries and other","1996","29,786"
"33","Libraries and other","1997","30,607"
"33","Libraries and other","1998","30,507"
"33","Libraries and other","1999","32,681"
"33","Libraries and other","2000","35,738"
"33","Libraries and other","2001","39,932"
"33","Libraries and other","2002","41,910"
"33","Libraries and other","2003","43,965"
"33","Libraries and other","2004","46,808"
"33","Libraries and other","2005","50,146"
"33","Libraries and other","2006","51,621"
"33","Libraries and other","2007","53,755"
"33","Libraries and other","2008","56,525"
"33","Libraries and other","2009","60,059"
"33","Libraries and other","2010","73,304"
"33","Libraries and other","2011","79,363"
"33","Libraries and other","2012","82,332"
"33","Libraries and other","2013","84,457"
"33","Libraries and other","2014","86,995"
"33","Libraries and other","2015","87,916"
"33","Libraries and other","2016","88,659"
"33","Libraries and other","2017","91,748"
"33","Libraries and other","2018","95,229"
"33","Libraries and other","2019","101,715"
"33","Libraries and other","2020","106,439"
"33","Libraries and other","2021","115,784"
"33","Libraries and other","2022","119,649"
"33","Libraries and other","2023","120,437"
"33","Libraries and other","2024","129,888"
"34","Libraries","1959","256"
"34","Libraries","1960","264"
"34","Libraries","1961","292"
"34","Libraries","1962","309"
"34","Libraries","1963","370"
"34","Libraries","1964","381"
"34","Libraries","1965","419"
"34","Libraries","1966","465"
"34","Libraries","1967","476"
"34","Libraries","1968","523"
"34","Libraries","1969","579"
"34","Libraries","1970","650"
"34","Libraries","1971","721"
"34","Libraries","1972","801"
"34","Libraries","1973","872"
"34","Libraries","1974","976"
"34","Libraries","1975","1,096"
"34","Libraries","1976","1,160"
"34","Libraries","1977","1,240"
"34","Libraries","1978","1,348"
"34","Libraries","1979","1,476"
"34","Libraries","1980","1,619"
"34","Libraries","1981","1,797"
"34","Libraries","1982","2,003"
"34","Libraries","1983","2,139"
"34","Libraries","1984","2,344"
"34","Libraries","1985","2,609"
"34","Libraries","1986","2,836"
"34","Libraries","1987","3,042"
"34","Libraries","1988","3,285"
"34","Libraries","1989","3,592"
"34","Libraries","1990","3,907"
"34","Libraries","1991","4,220"
"34","Libraries","1992","4,503"
"34","Libraries","1993","4,599"
"34","Libraries","1994","4,871"
"34","Libraries","1995","5,133"
"34","Libraries","1996","5,479"
"34","Libraries","1997","5,865"
"34","Libraries","1998","6,174"
"34","Libraries","1999","6,617"
"34","Libraries","2000","7,124"
"34","Libraries","2001","7,620"
"34","Libraries","2002","8,002"
"34","Libraries","2003","8,321"
"34","Libraries","2004","8,920"
"34","Libraries","2005","9,359"
"34","Libraries","2006","9,843"
"34","Libraries","2007","10,564"
"34","Libraries","2008","10,792"
"34","Libraries","2009","10,677"
"34","Libraries","2010","10,636"
"34","Libraries","2011","10,928"
"34","Libraries","2012","10,873"
"34","Libraries","2013","11,149"
"34","Libraries","2014","11,354"
"34","Libraries","2015","11,627"
"34","Libraries","2016","11,903"
"34","Libraries","2017","12,239"
"34","Libraries","2018","12,590"
"34","Libraries","2019","12,976"
"34","Libraries","2020","12,870"
"34","Libraries","2021","12,959"
"34","Libraries","2022","13,556"
"34","Libraries","2023","13,980"
"34","Libraries","2024","14,727"
"35","Other","1959","942"
"35","Other","1960","782"
"35","Other","1961","723"
"35","Other","1962","744"
"35","Other","1963","814"
"35","Other","1964","922"
"35","Other","1965","1,132"
"35","Other","1966","1,612"
"35","Other","1967","2,085"
"35","Other","1968","2,339"
"35","Other","1969","2,915"
"35","Other","1970","3,870"
"35","Other","1971","4,806"
"35","Other","1972","5,769"
"35","Other","1973","6,475"
"35","Other","1974","7,407"
"35","Other","1975","9,701"
"35","Other","1976","9,266"
"35","Other","1977","8,474"
"35","Other","1978","8,570"
"35","Other","1979","8,489"
"35","Other","1980","8,585"
"35","Other","1981","9,162"
"35","Other","1982","9,174"
"35","Other","1983","9,259"
"35","Other","1984","9,639"
"35","Other","1985","10,241"
"35","Other","1986","10,661"
"35","Other","1987","11,083"
"35","Other","1988","11,510"
"35","Other","1989","12,806"
"35","Other","1990","13,883"
"35","Other","1991","15,107"
"35","Other","1992","16,312"
"35","Other","1993","19,460"
"35","Other","1994","21,397"
"35","Other","1995","23,502"
"35","Other","1996","24,307"
"35","Other","1997","24,742"
"35","Other","1998","24,334"
"35","Other","1999","26,066"
"35","Other","2000","28,617"
"35","Other","2001","32,317"
"35","Other","2002","33,907"
"35","Other","2003","35,641"
"35","Other","2004","37,883"
"35","Other","2005","40,779"
"35","Other","2006","41,779"
"35","Other","2007","43,191"
"35","Other","2008","45,733"
"35","Other","2009","49,382"
"35","Other","2010","62,669"
"35","Other","2011","68,435"
"35","Other","2012","71,459"
"35","Other","2013","73,308"
"35","Other","2014","75,641"
"35","Other","2015","76,289"
"35","Other","2016","76,756"
"35","Other","2017","79,509"
"35","Other","2018","82,639"
"35","Other","2019","88,740"
"35","Other","2020","93,568"
"35","Other","2021","102,825"
"35","Other","2022","106,093"
"35","Other","2023","106,457"
"35","Other","2024","115,160"
"36","Income security","1959","21,874"
"36","Income security","1960","23,575"
"36","Income security","1961","27,049"
"36","Income security","1962","28,067"
"36","Income security","1963","29,389"
"36","Income security","1964","30,366"
"36","Income security","1965","32,966"
"36","Income security","1966","34,961"
"36","Income security","1967","38,348"
"36","Income security","1968","43,240"
"36","Income security","1969","47,486"
"36","Income security","1970","58,621"
"36","Income security","1971","69,836"
"36","Income security","1972","77,313"
"36","Income security","1973","88,521"
"36","Income security","1974","104,590"
"36","Income security","1975","132,009"
"36","Income security","1976","142,776"
"36","Income security","1977","151,849"
"36","Income security","1978","160,255"
"36","Income security","1979","178,512"
"36","Income security","1980","213,242"
"36","Income security","1981","238,732"
"36","Income security","1982","265,723"
"36","Income security","1983","283,140"
"36","Income security","1984","284,899"
"36","Income security","1985","299,552"
"36","Income security","1986","315,215"
"36","Income security","1987","324,543"
"36","Income security","1988","343,846"
"36","Income security","1989","368,771"
"36","Income security","1990","403,019"
"36","Income security","1991","446,432"
"36","Income security","1992","494,028"
"36","Income security","1993","513,681"
"36","Income security","1994","530,513"
"36","Income security","1995","551,349"
"36","Income security","1996","569,704"
"36","Income security","1997","583,294"
"36","Income security","1998","604,525"
"36","Income security","1999","627,396"
"36","Income security","2000","660,502"
"36","Income security","2001","703,969"
"36","Income security","2002","771,194"
"36","Income security","2003","809,818"
"36","Income security","2004","835,576"
"36","Income security","2005","881,106"
"36","Income security","2006","924,801"
"36","Income security","2007","966,824"
"36","Income security","2008","1,133,982"
"36","Income security","2009","1,246,426"
"36","Income security","2010","1,347,013"
"36","Income security","2011","1,335,601"
"36","Income security","2012","1,317,363"
"36","Income security","2013","1,348,811"
"36","Income security","2014","1,367,222"
"36","Income security","2015","1,413,756"
"36","Income security","2016","1,442,485"
"36","Income security","2017","1,481,748"
"36","Income security","2018","1,540,177"
"36","Income security","2019","1,625,431"
"36","Income security","2020","2,553,564"
"36","Income security","2021","2,830,398"
"36","Income security","2022","2,150,403"
"36","Income security","2023","2,138,952"
"36","Income security","2024","2,265,440"
"37","Disability","1959","4,389"
"37","Disability","1960","4,722"
"37","Disability","1961","5,311"
"37","Disability","1962","5,524"
"37","Disability","1963","5,988"
"37","Disability","1964","6,242"
"37","Disability","1965","6,759"
"37","Disability","1966","6,927"
"37","Disability","1967","7,532"
"37","Disability","1968","8,135"
"37","Disability","1969","8,975"
"37","Disability","1970","10,090"
"37","Disability","1971","11,631"
"37","Disability","1972","13,195"
"37","Disability","1973","15,256"
"37","Disability","1974","17,265"
"37","Disability","1975","19,584"
"37","Disability","1976","22,134"
"37","Disability","1977","24,716"
"37","Disability","1978","26,594"
"37","Disability","1979","29,914"
"37","Disability","1980","32,828"
"37","Disability","1981","36,224"
"37","Disability","1982","37,867"
"37","Disability","1983","38,986"
