"LineNumber","LineDescription","TimePeriod","DataValue"
"3","Personal current taxes","2001","996,029"
"3","Personal current taxes","2002","832,333"
"3","Personal current taxes","2003","778,631"
"3","Personal current taxes","2004","803,019"
"3","Personal current taxes","2005","937,217"
"3","Personal current taxes","2006","1,055,847"
"3","Personal current taxes","2007","1,170,901"
"3","Personal current taxes","2008","1,176,631"
"3","Personal current taxes","2009","866,552"
"3","Personal current taxes","2010","943,569"
"3","Personal current taxes","2011","1,130,762"
"3","Personal current taxes","2012","1,166,385"
"3","Personal current taxes","2013","1,302,850"
"3","Personal current taxes","2014","1,403,727"
"3","Personal current taxes","2015","1,532,578"
"3","Personal current taxes","2016","1,547,946"
"3","Personal current taxes","2017","1,613,098"
"3","Personal current taxes","2018","1,614,291"
"3","Personal current taxes","2019","1,701,123"
"3","Personal current taxes","2020","1,740,940"
"3","Personal current taxes","2021","2,127,623"
"3","Personal current taxes","2022","2,605,339"
"3","Personal current taxes","2023","2,278,569"
"3","Personal current taxes","2024","2,403,242"
"3","Personal current taxes","2025","2,601,462"
"4","Taxes on production and imports","1929","1,137"
"4","Taxes on production and imports","1930","989"
"4","Taxes on production and imports","1931","845"
"4","Taxes on production and imports","1932","881"
"4","Taxes on production and imports","1933","1,583"
"4","Taxes on production and imports","1934","2,144"
"4","Taxes on production and imports","1935","2,142"
"4","Taxes on production and imports","1936","2,212"
"4","Taxes on production and imports","1937","2,364"
"4","Taxes on production and imports","1938","2,171"
"4","Taxes on production and imports","1939","2,278"
"4","Taxes on production and imports","1940","2,581"
"4","Taxes on production and imports","1941","3,512"
"4","Taxes on production and imports","1942","3,982"
"4","Taxes on production and imports","1943","4,832"
"4","Taxes on production and imports","1944","5,952"
"4","Taxes on production and imports","1945","6,912"
"4","Taxes on production and imports","1946","7,691"
"4","Taxes on production and imports","1947","7,664"
"4","Taxes on production and imports","1948","7,828"
"4","Taxes on production and imports","1949","7,870"
"4","Taxes on production and imports","1950","8,734"
"4","Taxes on production and imports","1951","9,190"
"4","Taxes on production and imports","1952","10,121"
"4","Taxes on production and imports","1953","10,707"
"4","Taxes on production and imports","1954","9,507"
"4","Taxes on production and imports","1955","10,428"
"4","Taxes on production and imports","1956","10,966"
"4","Taxes on production and imports","1957","11,500"
"4","Taxes on production and imports","1958","11,198"
"4","Taxes on production and imports","1959","12,211"
"4","Taxes on production and imports","1960","13,072"
"4","Taxes on production and imports","1961","13,161"
"4","Taxes on production and imports","1962","14,131"
"4","Taxes on production and imports","1963","14,686"
"4","Taxes on production and imports","1964","15,424"
"4","Taxes on production and imports","1965","15,427"
"4","Taxes on production and imports","1966","14,449"
"4","Taxes on production and imports","1967","15,164"
"4","Taxes on production and imports","1968","16,872"
"4","Taxes on production and imports","1969","17,812"
"4","Taxes on production and imports","1970","18,081"
"4","Taxes on production and imports","1971","18,992"
"4","Taxes on production and imports","1972","18,481"
"4","Taxes on production and imports","1973","19,799"
"4","Taxes on production and imports","1974","20,064"
"4","Taxes on production and imports","1975","22,077"
"4","Taxes on production and imports","1976","21,374"
"4","Taxes on production and imports","1977","22,723"
"4","Taxes on production and imports","1978","25,278"
"4","Taxes on production and imports","1979","25,684"
"4","Taxes on production and imports","1980","33,663"
"4","Taxes on production and imports","1981","49,929"
"4","Taxes on production and imports","1982","40,956"
"4","Taxes on production and imports","1983","44,383"
"4","Taxes on production and imports","1984","47,300"
"4","Taxes on production and imports","1985","46,052"
"4","Taxes on production and imports","1986","43,698"
"4","Taxes on production and imports","1987","45,940"
"4","Taxes on production and imports","1988","49,827"
"4","Taxes on production and imports","1989","49,741"
"4","Taxes on production and imports","1990","50,912"
"4","Taxes on production and imports","1991","61,765"
"4","Taxes on production and imports","1992","63,295"
"4","Taxes on production and imports","1993","66,358"
"4","Taxes on production and imports","1994","78,986"
"4","Taxes on production and imports","1995","75,553"
"4","Taxes on production and imports","1996","72,854"
"4","Taxes on production and imports","1997","77,837"
"4","Taxes on production and imports","1998","80,698"
"4","Taxes on production and imports","1999","83,432"
"4","Taxes on production and imports","2000","87,251"
"4","Taxes on production and imports","2001","85,283"
"4","Taxes on production and imports","2002","86,824"
"4","Taxes on production and imports","2003","90,207"
"4","Taxes on production and imports","2004","95,264"
"4","Taxes on production and imports","2005","99,411"
"4","Taxes on production and imports","2006","99,248"
"4","Taxes on production and imports","2007","94,625"
"4","Taxes on production and imports","2008","93,988"
"4","Taxes on production and imports","2009","91,384"
"4","Taxes on production and imports","2010","96,780"
"4","Taxes on production and imports","2011","108,623"
"4","Taxes on production and imports","2012","115,164"
"4","Taxes on production and imports","2013","125,477"
"4","Taxes on production and imports","2014","136,687"
"4","Taxes on production and imports","2015","141,864"
"4","Taxes on production and imports","2016","137,269"
"4","Taxes on production and imports","2017","131,434"
"4","Taxes on production and imports","2018","163,454"
"4","Taxes on production and imports","2019","174,916"
"4","Taxes on production and imports","2020","155,349"
"4","Taxes on production and imports","2021","180,564"
"4","Taxes on production and imports","2022","201,741"
"4","Taxes on production and imports","2023","176,994"
"4","Taxes on production and imports","2024","185,131"
"4","Taxes on production and imports","2025","367,668"
"5","Excise taxes","1929","562"
"5","Excise taxes","1930","535"
"5","Excise taxes","1931","489"
"5","Excise taxes","1932","633"
"5","Excise taxes","1933","1,220"
"5","Excise taxes","1934","1,761"
"5","Excise taxes","1935","1,694"
"5","Excise taxes","1936","1,687"
"5","Excise taxes","1937","1,771"
"5","Excise taxes","1938","1,702"
"5","Excise taxes","1939","1,818"
"5","Excise taxes","1940","2,109"
"5","Excise taxes","1941","2,814"
"5","Excise taxes","1942","3,358"
"5","Excise taxes","1943","4,055"
"5","Excise taxes","1944","5,217"
"5","Excise taxes","1945","6,175"
"5","Excise taxes","1946","7,202"
"5","Excise taxes","1947","7,246"
"5","Excise taxes","1948","7,436"
"5","Excise taxes","1949","7,505"
"5","Excise taxes","1950","8,200"
"5","Excise taxes","1951","8,615"
"5","Excise taxes","1952","9,557"
"5","Excise taxes","1953","10,137"
"5","Excise taxes","1954","8,963"
"5","Excise taxes","1955","9,771"
"5","Excise taxes","1956","10,245"
"5","Excise taxes","1957","10,732"
"5","Excise taxes","1958","10,373"
"5","Excise taxes","1959","11,162"
"5","Excise taxes","1960","12,006"
"5","Excise taxes","1961","12,131"
"5","Excise taxes","1962","12,929"
"5","Excise taxes","1963","13,459"
"5","Excise taxes","1964","14,106"
"5","Excise taxes","1965","13,814"
"5","Excise taxes","1966","12,580"
"5","Excise taxes","1967","13,255"
"5","Excise taxes","1968","14,614"
"5","Excise taxes","1969","15,442"
"5","Excise taxes","1970","15,597"
"5","Excise taxes","1971","15,880"
"5","Excise taxes","1972","15,484"
"5","Excise taxes","1973","16,528"
"5","Excise taxes","1974","16,406"
"5","Excise taxes","1975","16,213"
"5","Excise taxes","1976","16,814"
"5","Excise taxes","1977","17,320"
"5","Excise taxes","1978","18,178"
"5","Excise taxes","1979","18,230"
"5","Excise taxes","1980","26,503"
"5","Excise taxes","1981","41,340"
"5","Excise taxes","1982","32,347"
"5","Excise taxes","1983","35,292"
"5","Excise taxes","1984","35,397"
"5","Excise taxes","1985","33,894"
"5","Excise taxes","1986","30,001"
"5","Excise taxes","1987","30,407"
"5","Excise taxes","1988","33,415"
"5","Excise taxes","1989","32,260"
"5","Excise taxes","1990","33,422"
"5","Excise taxes","1991","44,929"
"5","Excise taxes","1992","44,968"
"5","Excise taxes","1993","46,548"
"5","Excise taxes","1994","57,544"
"5","Excise taxes","1995","55,734"
"5","Excise taxes","1996","53,633"
"5","Excise taxes","1997","58,220"
"5","Excise taxes","1998","60,204"
"5","Excise taxes","1999","63,277"
"5","Excise taxes","2000","65,124"
"5","Excise taxes","2001","63,665"
"5","Excise taxes","2002","65,876"
"5","Excise taxes","2003","67,695"
"5","Excise taxes","2004","70,941"
"5","Excise taxes","2005","72,735"
"5","Excise taxes","2006","71,468"
"5","Excise taxes","2007","64,750"
"5","Excise taxes","2008","63,740"
"5","Excise taxes","2009","67,349"
"5","Excise taxes","2010","67,183"
"5","Excise taxes","2011","75,689"
"5","Excise taxes","2012","80,600"
"5","Excise taxes","2013","88,975"
"5","Excise taxes","2014","98,198"
"5","Excise taxes","2015","102,568"
"5","Excise taxes","2016","98,563"
"5","Excise taxes","2017","91,717"
"5","Excise taxes","2018","108,917"
"5","Excise taxes","2019","95,884"
"5","Excise taxes","2020","85,426"
"5","Excise taxes","2021","90,065"
"5","Excise taxes","2022","97,947"
"5","Excise taxes","2023","93,780"
"5","Excise taxes","2024","99,964"
"5","Excise taxes","2025","100,989"
"6","Customs duties","1929","575"
"6","Customs duties","1930","454"
"6","Customs duties","1931","356"
"6","Customs duties","1932","248"
"6","Customs duties","1933","283"
"6","Customs duties","1934","291"
"6","Customs duties","1935","353"
"6","Customs duties","1936","387"
"6","Customs duties","1937","454"
"6","Customs duties","1938","342"
"6","Customs duties","1939","327"
"6","Customs duties","1940","305"
"6","Customs duties","1941","416"
"6","Customs duties","1942","295"
"6","Customs duties","1943","396"
"6","Customs duties","1944","363"
"6","Customs duties","1945","384"
"6","Customs duties","1946","489"
"6","Customs duties","1947","418"
"6","Customs duties","1948","392"
"6","Customs duties","1949","365"
"6","Customs duties","1950","534"
"6","Customs duties","1951","575"
"6","Customs duties","1952","564"
"6","Customs duties","1953","570"
"6","Customs duties","1954","544"
"6","Customs duties","1955","657"
"6","Customs duties","1956","721"
"6","Customs duties","1957","768"
"6","Customs duties","1958","825"
"6","Customs duties","1959","1,049"
"6","Customs duties","1960","1,066"
"6","Customs duties","1961","1,030"
"6","Customs duties","1962","1,202"
"6","Customs duties","1963","1,227"
"6","Customs duties","1964","1,318"
"6","Customs duties","1965","1,613"
"6","Customs duties","1966","1,869"
"6","Customs duties","1967","1,909"
"6","Customs duties","1968","2,258"
"6","Customs duties","1969","2,370"
"6","Customs duties","1970","2,484"
"6","Customs duties","1971","3,112"
"6","Customs duties","1972","2,997"
"6","Customs duties","1973","3,271"
"6","Customs duties","1974","3,658"
"6","Customs duties","1975","5,864"
"6","Customs duties","1976","4,560"
"6","Customs duties","1977","5,403"
"6","Customs duties","1978","7,100"
"6","Customs duties","1979","7,454"
"6","Customs duties","1980","7,160"
"6","Customs duties","1981","8,589"
"6","Customs duties","1982","8,609"
"6","Customs duties","1983","9,091"
"6","Customs duties","1984","11,903"
"6","Customs duties","1985","12,158"
"6","Customs duties","1986","13,697"
"6","Customs duties","1987","15,533"
"6","Customs duties","1988","16,412"
"6","Customs duties","1989","17,481"
"6","Customs duties","1990","17,490"
"6","Customs duties","1991","16,836"
"6","Customs duties","1992","18,327"
"6","Customs duties","1993","19,810"
"6","Customs duties","1994","21,442"
"6","Customs duties","1995","19,819"
"6","Customs duties","1996","19,221"
"6","Customs duties","1997","19,617"
"6","Customs duties","1998","19,586"
"6","Customs duties","1999","19,182"
"6","Customs duties","2000","21,123"
"6","Customs duties","2001","20,636"
"6","Customs duties","2002","19,938"
"6","Customs duties","2003","21,458"
"6","Customs duties","2004","23,283"
"6","Customs duties","2005","25,335"
"6","Customs duties","2006","26,687"
"6","Customs duties","2007","28,793"
"6","Customs duties","2008","29,243"
"6","Customs duties","2009","23,081"
"6","Customs duties","2010","28,603"
"6","Customs duties","2011","31,891"
"6","Customs duties","2012","33,503"
"6","Customs duties","2013","35,468"
"6","Customs duties","2014","37,363"
"6","Customs duties","2015","38,123"
"6","Customs duties","2016","37,534"
"6","Customs duties","2017","38,513"
"6","Customs duties","2018","53,284"
"6","Customs duties","2019","77,752"
"6","Customs duties","2020","68,627"
"6","Customs duties","2021","89,101"
"6","Customs duties","2022","102,333"
"6","Customs duties","2023","81,633"
"6","Customs duties","2024","83,587"
"6","Customs duties","2025","265,098"
"7","Other","1998","908"
"7","Other","1999","973"
"7","Other","2000","1,004"
"7","Other","2001","982"
"7","Other","2002","1,010"
"7","Other","2003","1,055"
"7","Other","2004","1,040"
"7","Other","2005","1,341"
"7","Other","2006","1,093"
"7","Other","2007","1,083"
"7","Other","2008","1,005"
"7","Other","2009","954"
"7","Other","2010","993"
"7","Other","2011","1,043"
"7","Other","2012","1,061"
"7","Other","2013","1,034"
"7","Other","2014","1,126"
"7","Other","2015","1,173"
"7","Other","2016","1,172"
"7","Other","2017","1,204"
"7","Other","2018","1,253"
"7","Other","2019","1,280"
"7","Other","2020","1,296"
"7","Other","2021","1,397"
"7","Other","2022","1,461"
"7","Other","2023","1,581"
"7","Other","2024","1,580"
"7","Other","2025","1,581"
"8","Taxes on corporate income","1929","1,220"
"8","Taxes on corporate income","1930","744"
"8","Taxes on corporate income","1931","423"
"8","Taxes on corporate income","1932","326"
"8","Taxes on corporate income","1933","462"
"8","Taxes on corporate income","1934","644"
"8","Taxes on corporate income","1935","820"
"8","Taxes on corporate income","1936","1,252"
"8","Taxes on corporate income","1937","1,337"
"8","Taxes on corporate income","1938","895"
"8","Taxes on corporate income","1939","1,285"
"8","Taxes on corporate income","1940","2,635"
"8","Taxes on corporate income","1941","7,333"
"8","Taxes on corporate income","1942","11,065"
"8","Taxes on corporate income","1943","13,616"
"8","Taxes on corporate income","1944","12,484"
"8","Taxes on corporate income","1945","10,234"
"8","Taxes on corporate income","1946","8,642"
"8","Taxes on corporate income","1947","10,589"
"8","Taxes on corporate income","1948","11,583"
"8","Taxes on corporate income","1949","9,405"
"8","Taxes on corporate income","1950","16,958"
"8","Taxes on corporate income","1951","21,421"
"8","Taxes on corporate income","1952","18,281"
"8","Taxes on corporate income","1953","19,135"
"8","Taxes on corporate income","1954","16,575"
"8","Taxes on corporate income","1955","20,821"
"8","Taxes on corporate income","1956","20,547"
"8","Taxes on corporate income","1957","19,861"
"8","Taxes on corporate income","1958","17,436"
"8","Taxes on corporate income","1959","21,573"
"8","Taxes on corporate income","1960","20,550"
"8","Taxes on corporate income","1961","20,804"
"8","Taxes on corporate income","1962","21,671"
"8","Taxes on corporate income","1963","23,698"
"8","Taxes on corporate income","1964","24,559"
"8","Taxes on corporate income","1965","27,602"
"8","Taxes on corporate income","1966","29,779"
"8","Taxes on corporate income","1967","28,119"
"8","Taxes on corporate income","1968","33,591"
"8","Taxes on corporate income","1969","33,045"
"8","Taxes on corporate income","1970","27,122"
"8","Taxes on corporate income","1971","30,099"
"8","Taxes on corporate income","1972","33,376"
"8","Taxes on corporate income","1973","38,919"
"8","Taxes on corporate income","1974","39,565"
"8","Taxes on corporate income","1975","38,177"
"8","Taxes on corporate income","1976","48,707"
"8","Taxes on corporate income","1977","55,678"
"8","Taxes on corporate income","1978","64,394"
"8","Taxes on corporate income","1979","65,149"
"8","Taxes on corporate income","1980","58,613"
"8","Taxes on corporate income","1981","51,677"
"8","Taxes on corporate income","1982","33,842"
"8","Taxes on corporate income","1983","47,116"
"8","Taxes on corporate income","1984","59,184"
"8","Taxes on corporate income","1985","58,469"
"8","Taxes on corporate income","1986","66,022"
"8","Taxes on corporate income","1987","85,449"
"8","Taxes on corporate income","1988","93,762"
"8","Taxes on corporate income","1989","95,568"
"8","Taxes on corporate income","1990","94,512"
"8","Taxes on corporate income","1991","89,159"
"8","Taxes on corporate income","1992","101,994"
"8","Taxes on corporate income","1993","122,482"
"8","Taxes on corporate income","1994","136,253"
"8","Taxes on corporate income","1995","155,931"
"8","Taxes on corporate income","1996","170,539"
"8","Taxes on corporate income","1997","182,336"
"8","Taxes on corporate income","1998","177,681"
"8","Taxes on corporate income","1999","187,557"
"8","Taxes on corporate income","2000","194,096"
"8","Taxes on corporate income","2001","137,581"
"8","Taxes on corporate income","2002","125,963"
"8","Taxes on corporate income","2003","175,783"
"8","Taxes on corporate income","2004","232,204"
"8","Taxes on corporate income","2005","319,490"
"8","Taxes on corporate income","2006","365,958"
"8","Taxes on corporate income","2007","328,240"
"8","Taxes on corporate income","2008","201,961"
"8","Taxes on corporate income","2009","152,962"
"8","Taxes on corporate income","2010","219,387"
"8","Taxes on corporate income","2011","223,953"
"8","Taxes on corporate income","2012","274,700"
"8","Taxes on corporate income","2013","298,431"
"8","Taxes on corporate income","2014","339,649"
"8","Taxes on corporate income","2015","329,088"
"8","Taxes on corporate income","2016","311,863"
"8","Taxes on corporate income","2017","230,345"
"8","Taxes on corporate income","2018","224,956"
"8","Taxes on corporate income","2019","210,451"
"8","Taxes on corporate income","2020","225,234"
"8","Taxes on corporate income","2021","335,475"
"8","Taxes on corporate income","2022","411,708"
"8","Taxes on corporate income","2023","426,455"
"8","Taxes on corporate income","2024","491,660"
"8","Taxes on corporate income","2025","497,288"
"9","Taxes from the rest of the world","1959","84"
"9","Taxes from the rest of the world","1960","95"
"9","Taxes from the rest of the world","1961","112"
"9","Taxes from the rest of the world","1962","145"
"9","Taxes from the rest of the world","1963","188"
"9","Taxes from the rest of the world","1964","183"
"9","Taxes from the rest of the world","1965","206"
"9","Taxes from the rest of the world","1966","228"
"9","Taxes from the rest of the world","1967","248"
"9","Taxes from the rest of the world","1968","319"
"9","Taxes from the rest of the world","1969","394"
"9","Taxes from the rest of the world","1970","374"
"9","Taxes from the rest of the world","1971","367"
"9","Taxes from the rest of the world","1972","403"
"9","Taxes from the rest of the world","1973","378"
"9","Taxes from the rest of the world","1974","367"
"9","Taxes from the rest of the world","1975","471"
"9","Taxes from the rest of the world","1976","714"
"9","Taxes from the rest of the world","1977","727"
"9","Taxes from the rest of the world","1978","954"
"9","Taxes from the rest of the world","1979","1,148"
"9","Taxes from the rest of the world","1980","1,597"
"9","Taxes from the rest of the world","1981","1,517"
"9","Taxes from the rest of the world","1982","1,372"
"9","Taxes from the rest of the world","1983","1,211"
"9","Taxes from the rest of the world","1984","1,304"
"9","Taxes from the rest of the world","1985","1,939"
"9","Taxes from the rest of the world","1986","1,713"
"9","Taxes from the rest of the world","1987","2,040"
"9","Taxes from the rest of the world","1988","2,374"
"9","Taxes from the rest of the world","1989","2,740"
"9","Taxes from the rest of the world","1990","3,030"
