"date","value"
"1960-01-01","0.628498494625092"
"1961-01-01","0.628498494625092"
"1962-01-01","0.628498494625092"
"1963-01-01","0.628498494625092"
"1964-01-01","0.628498494625092"
"1965-01-01","0.628498494625092"
"1966-01-01","0.628498494625092"
"1967-01-01","0.628498494625092"
"1968-01-01","0.628498494625092"
"1969-01-01","0.628498494625092"
"1970-01-01","0.628498494625092"
"1971-01-01","0.628498494625092"
"1972-01-01","0.628498494625092"
"1973-01-01","0.628498494625092"
"1974-01-01","0.628498494625092"
"1975-01-01","0.628498494625092"
"1976-01-01","0.628498494625092"
"1977-01-01","0.628498494625092"
"1978-01-01","0.628498494625092"
"1979-01-01","0.628498494625092"
"1980-01-01","0.628498494625092"
"1981-01-01","0.628498494625092"
"1982-01-01","0.628498494625092"
"1983-01-01","0.593448400497437"
"1984-01-01","0.590669274330139"
"1985-01-01","0.589950144290924"
"1986-01-01","0.585332036018372"
"1987-01-01","0.599475860595703"
"1988-01-01","0.585813462734222"
"1989-01-01","0.582664728164673"
"1990-01-01","0.56752222776413"
"1991-01-01","0.571379601955414"
"1992-01-01","0.562079012393951"
"1993-01-01","0.551553726196289"
"1994-01-01","0.540818154811859"
"1995-01-01","0.538782775402069"
"1996-01-01","0.545571148395538"
"1997-01-01","0.543224334716797"
"1998-01-01","0.5421102643013"
"1999-01-01","0.528931260108948"
"2000-01-01","0.539823532104492"
