series,subseries,year,source_type,source_table,source_line_or_column,citation,provenance_class_raw,workpackage,note
S506,S506-A,1971,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1972,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1973,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1974,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1975,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1976,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1977,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1978,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1979,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1980,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1981,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1982,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1983,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1984,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1985,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1986,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1987,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1988,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1989,book,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),e = S* / V*,Book Table H.1 col S_star_V_star (=Table 5.7 T506A),book,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-A,1989,book,KB v2 _combined/H.1.csv (Appendix H.1) / Table 5.7,S_star_V_star / T506A,book Marxian rate e=S*/V*,book,WP-A,book Marxian rate e=S*/V*
S506,S506-EXT,1997,BEA,data/source/bea_sic/GDPbyInd_partitionA_SIC_1987_1997.csv (BEA Hist Ind Accts),(VA_partA-comp_partA)/comp_partA,"consistent BEA operating-surplus rate, real SIC",SIC,WP-A,"consistent BEA operating-surplus rate, real SIC"
S506,S506-EXT,1998,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,1998,BEA,BEA GDP-by-Industry va_components (TableID 6),"partition A [11,21,22,23,31G,42,44RT,48TW] VA & Comp",seam smooth with SIC 1997 (0.802),NAICS,WP-A,seam smooth with SIC 1997 (0.802)
S506,S506-EXT,1999,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2000,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2001,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2002,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2003,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2004,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2005,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2006,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2007,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2008,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2009,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2010,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2011,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2012,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2013,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2014,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2015,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2016,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2017,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2018,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2019,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2020,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2021,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2022,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2023,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2024,pipeline,computed: S505-EXT/S504-EXT,e = S* / V*,computed: S505-EXT/S504-EXT,computed,S506_STEP_TABLE,Rate of Exploitation e=S*/V*
S506,S506-EXT,2024,BEA,BEA GDP-by-Industry va_components (TableID 6),partition A VA & Comp,rises; no spurious drop,NAICS,WP-A,rises; no spurious drop
S506,S506-EXT-MARX,1990,pipeline,kIO*VA_partA*(1-dp)/(s512*W)-1,SIC VA_partA + T20100 W + book-terminal V*/W,faithful-concept; kIO=1.5714 held (DIV-A10),SIC,WP-A,faithful-concept; kIO=1.5714 held (DIV-A10)
S506,S506-EXT-MARX,1998,book,kIO*VA_partA*(1-dp)/(s512_raw*W)-1,NAICS VA_partA + NIPA 6.2D V*/W + T20100 W,"brackets book 2.44, rises",NAICS,WP-A,"brackets book 2.44, rises"
S506,S506-EXT-MARX,2024,pipeline,kIO*VA_partA*(1-dp)/(s512_raw*W)-1,NAICS partition A + 6.2D + T20100,faithful-concept continuation,NAICS,WP-A,faithful-concept continuation
S506,S506-EXT-OLD-DEPRECATED,1998,book,data/source/_pre_review_frozen/S506_EXT_pre_review_1_27_hybrid.csv,frozen pre-review S505-EXT/S504-EXT,the spurious 1.27 that manufactured Tonak's cliff; retained,NAICS,WP-A,the spurious 1.27 that manufactured Tonak's cliff; retained
S511,S511-A,1948,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1949,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1950,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1951,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1952,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1953,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1954,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1955,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1956,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1957,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1958,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1959,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1960,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1961,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1962,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1963,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1964,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1965,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1966,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1967,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1968,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1969,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1970,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1971,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1972,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1973,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1974,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1975,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1976,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1977,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1978,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1979,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1980,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1981,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1982,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1983,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1984,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1985,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1986,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1987,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1988,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-A,1989,book,Book Table 5.7 col T511A,Lp/L,Book Table 5.7 col T511A,book,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,1990,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,1991,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,1992,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,1993,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,1994,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,1995,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,1996,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,1997,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,1998,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,1999,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2000,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2001,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2002,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2003,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2004,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2005,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2006,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2007,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2008,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2009,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2010,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2011,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2012,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2013,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2014,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2015,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2016,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2017,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2018,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2019,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2020,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2021,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2022,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2023,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S511,S511-EXT,2024,BLS,BLS CES productive-employment share,Lp/L,BLS CES productive-employment share,raw-source,S506_STEP_TABLE,Productive Labor Share Lp/L
S512,S512-A,1948,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1949,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1950,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1951,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1952,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1953,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1954,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1955,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1956,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1957,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1958,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1959,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1960,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1961,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1962,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1963,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1964,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1965,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1966,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1967,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1968,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1969,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1970,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1971,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1972,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1973,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1974,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1975,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1976,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1977,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1978,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1979,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1980,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1981,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
S512,S512-A,1982,book,Book Table 5.7 col T512A,V*/W,Book Table 5.7 col T512A,book,S506_STEP_TABLE,Productive Wage Share V*/W
