series,component_name,year,value,arm,formula_step,source_citation,flag
W,Total Employee Compensation (NIPA T2.1),2006,7479.68,W,W = total compensation of employees,BEA NIPA Table 2.1 (T20100) line 2 / total; billions USD,raw-source
W,Total Employee Compensation (NIPA T2.1),2007,7878.48,W,W = total compensation of employees,BEA NIPA Table 2.1 (T20100) line 2 / total; billions USD,raw-source
W,Total Employee Compensation (NIPA T2.1),2008,8056.83,W,W = total compensation of employees,BEA NIPA Table 2.1 (T20100) line 2 / total; billions USD,raw-source
W,Total Employee Compensation (NIPA T2.1),2009,7759.02,W,W = total compensation of employees,BEA NIPA Table 2.1 (T20100) line 2 / total; billions USD,raw-source
W,Total Employee Compensation (NIPA T2.1),2010,7925.37,W,W = total compensation of employees,BEA NIPA Table 2.1 (T20100) line 2 / total; billions USD,raw-source
W,Total Employee Compensation (NIPA T2.1),2011,8226.17,W,W = total compensation of employees,BEA NIPA Table 2.1 (T20100) line 2 / total; billions USD,raw-source
W,Total Employee Compensation (NIPA T2.1),2012,8567.36,W,W = total compensation of employees,BEA NIPA Table 2.1 (T20100) line 2 / total; billions USD,raw-source
W,Total Employee Compensation (NIPA T2.1),2013,8835.04,W,W = total compensation of employees,BEA NIPA Table 2.1 (T20100) line 2 / total; billions USD,raw-source
W,Total Employee Compensation (NIPA T2.1),2014,9250.21,W,W = total compensation of employees,BEA NIPA Table 2.1 (T20100) line 2 / total; billions USD,raw-source
W,Total Employee Compensation (NIPA T2.1),2015,9699.42,W,W = total compensation of employees,BEA NIPA Table 2.1 (T20100) line 2 / total; billions USD,raw-source
W,Total Employee Compensation (NIPA T2.1),2016,9966.11,W,W = total compensation of employees,BEA NIPA Table 2.1 (T20100) line 2 / total; billions USD,raw-source
W,Total Employee Compensation (NIPA T2.1),2017,10424.4,W,W = total compensation of employees,BEA NIPA Table 2.1 (T20100) line 2 / total; billions USD,raw-source
W,Total Employee Compensation (NIPA T2.1),2018,10957.4,W,W = total compensation of employees,BEA NIPA Table 2.1 (T20100) line 2 / total; billions USD,raw-source
W,Total Employee Compensation (NIPA T2.1),2019,11446.6,W,W = total compensation of employees,BEA NIPA Table 2.1 (T20100) line 2 / total; billions USD,raw-source
W,Total Employee Compensation (NIPA T2.1),2020,11598.1,W,W = total compensation of employees,BEA NIPA Table 2.1 (T20100) line 2 / total; billions USD,raw-source
W,Total Employee Compensation (NIPA T2.1),2021,12558.4,W,W = total compensation of employees,BEA NIPA Table 2.1 (T20100) line 2 / total; billions USD,raw-source
W,Total Employee Compensation (NIPA T2.1),2022,13443.4,W,W = total compensation of employees,BEA NIPA Table 2.1 (T20100) line 2 / total; billions USD,raw-source
W,Total Employee Compensation (NIPA T2.1),2023,14207.4,W,W = total compensation of employees,BEA NIPA Table 2.1 (T20100) line 2 / total; billions USD,raw-source
W,Total Employee Compensation (NIPA T2.1),2024,15027.1,W,W = total compensation of employees,BEA NIPA Table 2.1 (T20100) line 2 / total; billions USD,raw-source
