,"Productive/Unproductive Labor-Coefficient Partition Gap — S&T 1994; percent; period=[1947, 1977]; series_status=validated_book_and_extension","Productive/Unproductive Labor-Coefficient Partition Gap — S&T 1994 + BLS/BEA; percent; period=[1947, 2024]; series_status=validated_book_and_extension","Productive/Unproductive Labor-Coefficient Partition Gap — BLS CES + BEA; percent; period=[1990, 2025]; series_status=validated_book_and_extension"
Year,S703-A,S703-COMBINED,S703-EXT
1958,nan,nan,nan
1963,nan,nan,nan
1967,-65.01432080867077,-65.01432080867077,nan
1972,-23.85225590539053,-23.85225590539053,nan
1977,-17.64431579226428,-17.64431579226428,nan
1990,nan,-19.848372093022927,-19.848372093022927
1991,nan,-22.430298806274717,-22.430298806274717
1992,nan,-23.11723622389008,-23.11723622389008
1993,nan,-23.48824272731262,-23.48824272731262
1994,nan,-22.35662846283561,-22.35662846283561
1995,nan,-21.838432543492235,-21.838432543492235
1996,nan,-21.843312292132477,-21.843312292132477
1997,nan,5.987349192835565,5.987349192835565
1998,nan,3.618285739657237,3.618285739657237
1999,nan,2.910656471964941,2.910656471964941
2000,nan,2.573159551330515,2.573159551330515
2001,nan,2.817642859000175,2.817642859000175
2002,nan,4.832660971896209,4.832660971896209
2003,nan,4.433706005544647,4.433706005544647
2004,nan,3.7906049658285306,3.7906049658285306
2005,nan,5.364094557556647,5.364094557556647
2006,nan,6.3612755986991925,6.3612755986991925
2007,nan,9.3331676368453,9.3331676368453
2008,nan,13.642672337653972,13.642672337653972
2009,nan,9.965797406207296,9.965797406207296
2010,nan,12.08583209749484,12.08583209749484
2011,nan,15.168139493220512,15.168139493220512
2012,nan,10.418903082556085,10.418903082556085
2013,nan,9.332632795482686,9.332632795482686
2014,nan,6.77702167116703,6.77702167116703
2015,nan,-0.0842067400127193,-0.0842067400127193
2016,nan,-3.297611230743399,-3.297611230743399
2017,nan,-0.0049235487250045,-0.0049235487250045
2018,nan,-0.7215752460055408,-0.7215752460055408
2019,nan,-3.494754098508856,-3.494754098508856
2020,nan,-7.158403665721057,-7.158403665721057
2021,nan,-5.126784868471427,-5.126784868471427
2022,nan,-2.4157290282041246,-2.4157290282041246
2023,nan,-6.26852006208831,-6.26852006208831
2024,nan,-8.40254236799891,-8.40254236799891
