,"Marxian Profit Rate (r* = S*/(K*+V*)) — S&T 1994; rate; period=[1948, 1989]; series_status=book_period_validated","Marxian Profit Rate (r* = S*/(K*+V*)) — ; rate; period=[1948, 2024]; series_status=book_period_validated","Marxian Profit Rate (r* = S*/(K*+V*)) — BEA Fixed Assets + NIPA + BLS CES (stock-form r* = S505/(S517+S504)); rate; period=[1998, 2024]; series_status=book_period_validated","Marxian Profit Rate (r* = S*/(K*+V*)) — BEA NIPA + BLS CES (flow-form r* = S505/(S502+S504)); rate; period=[1948, 2024]; series_status=book_period_validated"
Year,S513-A,S513-COMBINED,S513-EXT,S513-FLOW
1948,0.3946132164108988,0.3946132164108988,nan,0.5226575571667597
1949,0.3894239334332393,0.3894239334332393,nan,0.5423214305260123
1950,0.3851954063711311,0.3851954063711311,nan,0.5405582213848574
1951,0.3987181713820958,0.3987181713820958,nan,0.5370868069226423
1952,0.391114024487104,0.391114024487104,nan,0.5323746520583639
1953,0.3924729325703408,0.3924729325703408,nan,0.5297786803713528
1954,0.3951593923427903,0.3951593923427903,nan,0.5577104405966055
1955,0.3957096109562477,0.3957096109562477,nan,0.5605865125656737
1956,0.3735587791121102,0.3735587791121102,nan,0.548625484449013
1957,0.3714919800782323,0.3714919800782323,nan,0.5590567188452937
1958,0.3772053961797921,0.3772053961797921,nan,0.587881583688495
1959,0.3902013793412742,0.3902013793412742,nan,0.5867650158061117
1960,0.3918194725223019,0.3918194725223019,nan,0.5870683471667179
1961,0.3951453645640396,0.3951453645640396,nan,0.6006846678955577
1962,0.4092896740637914,0.4092896740637914,nan,0.6076639288262712
1963,0.4152030894031063,0.4152030894031063,nan,0.6113084183202458
1964,0.4232360713141286,0.4232360713141286,nan,0.6238832944269119
1965,0.4259821044378707,0.4259821044378707,nan,0.6212293736120634
1966,0.4258249771835333,0.4258249771835333,nan,0.6234004238514899
1967,0.4178602136199992,0.4178602136199992,nan,0.6338251150412111
1968,0.4131987896087155,0.4131987896087155,nan,0.6313138741209016
1969,0.3977475928081513,0.3977475928081513,nan,0.617901849116963
1970,0.3824332241438424,0.3824332241438424,nan,0.6274129283699659
1971,0.3818528084451738,0.3818528084451738,nan,0.6400815253828207
1972,0.3777663027873116,0.3777663027873116,nan,0.6219521236086278
1973,0.3727075057776783,0.3727075057776783,nan,0.5958737964549753
1974,0.3394809964797795,0.3394809964797795,nan,0.5873296781667314
1975,0.3476024802288109,0.3476024802288109,nan,0.6043930764780102
1976,0.3536017507451105,0.3536017507451105,nan,0.5882492235671285
1977,0.3553059709497603,0.3553059709497603,nan,0.5751894233077229
1978,0.3529780417461495,0.3529780417461495,nan,0.5719050982346428
1979,0.3383586298868208,0.3383586298868208,nan,0.5667727457012309
1980,0.3245528550533237,0.3245528550533237,nan,0.5718595228079175
1981,0.3288647258235073,0.3288647258235073,nan,0.5851879421515696
1982,0.3208293330738939,0.3208293330738939,nan,0.5944839576745402
1983,0.3341060139261575,0.3341060139261575,nan,0.6066967511255659
1984,0.352077297599275,0.352077297599275,nan,0.6134918109827113
1985,0.358497873150911,0.358497873150911,nan,0.6297476498218528
1986,0.3636774236641828,0.3636774236641828,nan,0.6554990327668982
1987,0.3672461552677971,0.3672461552677971,nan,0.6624472388469907
1988,0.369135562424153,0.369135562424153,nan,0.6448051771614997
1989,0.372282082143766,0.372282082143766,nan,0.6563171318315871
1990,nan,0.360103790996557,0.360103790996557,0.6510471806912993
1991,nan,0.3324104670285682,0.3324104670285682,0.6007924883727762
1992,nan,0.3037016908958649,0.3037016908958649,0.5530907968384371
1993,nan,0.2737946012183023,0.2737946012183023,0.5078081007378732
1994,nan,0.244355012396996,0.244355012396996,0.4648173893885502
1995,nan,0.2175066930694141,0.2175066930694141,0.4239982830229619
1996,nan,0.1936731468060207,0.1936731468060207,0.3852366878952362
1997,nan,0.1705499662640052,0.1705499662640052,0.348424469272153
1998,nan,0.1715721681792444,0.1715721681792444,0.3639098871119983
1999,nan,0.1679812263319982,0.1679812263319982,0.3585574971077436
2000,nan,0.1655112973450815,0.1655112973450815,0.3520685302685268
2001,nan,0.1579176146114318,0.1579176146114318,0.3578856176931271
2002,nan,0.1569801704968612,0.1569801704968612,0.3767813094726926
2003,nan,0.1662824306811307,0.1662824306811307,0.399386558111511
2004,nan,0.169168090178908,0.169168090178908,0.40535710782991
2005,nan,0.1699214996306578,0.1699214996306578,0.4008041325842318
2006,nan,0.1702246666574279,0.1702246666574279,0.4113685637821873
2007,nan,0.1670590330562823,0.1670590330562823,0.4025306167143856
2008,nan,0.1580989181706997,0.1580989181706997,0.3888261007470514
2009,nan,0.1550713151576879,0.1550713151576879,0.4573273661884879
2010,nan,0.16352909851552,0.16352909851552,0.4449062759716277
2011,nan,0.164608641931249,0.164608641931249,0.4203314429080966
2012,nan,0.1640046402418336,0.1640046402418336,0.414848272161039
2013,nan,0.1673411111412466,0.1673411111412466,0.424036016983945
2014,nan,0.1650487584726987,0.1650487584726987,0.4182811201006221
2015,nan,0.1622702743632482,0.1622702743632482,0.4383571587316429
2016,nan,0.1572958322113899,0.1572958322113899,0.4421595432554482
2017,nan,0.1591201115889318,0.1591201115889318,0.4424757908832292
2018,nan,0.1604281488831442,0.1604281488831442,0.4364240637694427
2019,nan,0.1562274021835209,0.1562274021835209,0.4444679834885742
2020,nan,0.147886505382262,0.147886505382262,0.4602731595375696
2021,nan,0.1588551957252339,0.1588551957252339,0.4631763317509079
2022,nan,0.1632988651550088,0.1632988651550088,0.4647165347005879
2023,nan,0.164331639134528,0.164331639134528,0.4945511822400828
2024,nan,0.1618709149062118,0.1618709149062118,0.4961149973751422
