year,r_star_pct,r_star_adj_pct,r_nipa_pct,r_nipa_adj_pct,capacity_utilization,S_star,K,GDP
1948,300.7556665855843,364.4463023915277,4.313356636514841,5.226790553675102,0.82524,1690713.0174941914,562155,2967298.3851673678
1949,333.87300525052376,450.158212260251,3.4472136800967808,4.647849700658042,0.74167925,1940159.404621161,581107,3419247.1816541483
1950,321.91727981787494,388.7252540635698,3.9726833701590905,4.797140287880448,0.82813575,2111104.54849044,655791,3709460.8038350022
1951,351.5453303011401,409.5745327213176,3.2323628493987298,3.765925442656741,0.8583183333333334,2509699.6902863546,713905,4393803.164147216
1952,354.9058276732902,415.8143886208739,2.94903661501306,3.455147144613972,0.8535198333333334,2668650.4881403246,751932,4675073.43987052
1953,367.2700471559952,411.491456614431,2.962589641485128,3.3193023399693287,0.8925338333333334,2876675.698653576,783259,5073455.297822083
1954,377.2829837457009,470.9832583000719,2.875914324862399,3.590163239984657,0.8010539166666666,3075682.5672618654,815219,5416739.685493358
1955,354.9180505649061,408.0637261772648,3.3361104954224645,3.835662000099412,0.8697613333333334,3154500.9858793686,888797,5602249.022862645
1956,359.9815287393324,417.91006238517656,3.237860988231366,3.758900331150389,0.8613851666666666,3450350.9566607527,958480,6046042.190251585
1957,395.8617637493819,473.43810928903406,3.0045812225381874,3.5933838108809644,0.8361425833333332,3993853.293085152,1008901,6922586.09957203
1958,425.61546963060505,567.3393433476026,2.571518375241779,3.427797273633348,0.7501955833333334,4400863.955980456,1034000,7652139.828764189
1959,448.8656933738218,549.902484641498,3.073860969551029,3.765767376636888,0.8162641666666667,4839068.425927426,1078066,8475394.05496837
1960,479.8777631986493,598.8354216504812,2.877452577648082,3.5907488526444884,0.8013516666666668,5331317.180918562,1110974,9198007.04272972
1961,498.24973295867255,644.4870025694414,2.762313716024931,3.573058185953967,0.7730950833333334,5718128.182818898,1147643,9985188.010420464
1962,500.9278911519331,615.170547000668,3.0165215316712386,3.704475700904137,0.8142910833333333,5962975.486367851,1190386,10381650.89052106
1963,518.719235473755,621.4836243764886,3.1679176843138417,3.795519482472234,0.8346466666666668,6373674.423613735,1228733,10946554.655745951
1964,497.81895539246176,581.2427399439174,3.415150931664256,3.9874570129167335,0.8564734166666667,6541037.404294158,1313939,11301140.06714608
1965,479.9408775149169,536.0217013320294,3.802286857235727,4.246581955512976,0.8953758333333333,6733023.378933916,1402886,11616173.994848292
1966,473.6303387280603,519.7296672392963,3.8205563169395607,4.192418223470424,0.9113013333333332,7209042.132318834,1522082,12471643.127239766
1967,481.8087689899169,552.8173780413799,3.459253139720543,3.969075230180674,0.8715514166666667,7884949.865238378,1636531,13450393.04850804
1968,468.7881578870652,538.2229558659405,3.365693363114054,3.864204758495687,0.8709925,8460440.215822073,1804747,14541857.610976204
1969,476.50046378223794,549.7963328088435,3.041136562669233,3.508927811853185,0.8666854166666667,9353232.368586186,1962901,15886049.96952328
1970,460.22100177499794,579.0444442568786,2.593140123085134,3.2626572356777186,0.7947939166666668,9761153.983557193,2120971,16587763.467191013
1971,440.2392549762156,564.5259458219879,2.739955871845583,3.5134899093623613,0.7798388333333334,10357478.135077575,2352693,17933616.71895176
1972,427.7365216748613,512.5555358489457,2.959771898503161,3.5466867909425432,0.8345174166666667,11095198.78877638,2593933,18811634.68914961
1973,376.30810543298,429.05330919057127,3.4101053958852137,3.888082620781479,0.8770660833333334,11090097.150513211,2947079,18847122.262987807
1974,326.75335031176627,387.41509671704347,3.2951338344720096,3.906875298935861,0.8434192500000001,11333443.223097116,3468501,19267003.59965286
1975,305.30173030207874,414.84388565349263,2.865957181562368,3.8942616281260234,0.7359436666666666,11559108.189416882,3786126,19628898.69801808
1976,293.28741136306064,374.57838022452125,3.2812948252851317,4.190776873041107,0.7829800833333332,12227046.596257908,4168964,20629182.449819364
1977,270.8515720861223,328.7779111155126,3.37828235893804,4.1007870420514525,0.8238131666666666,12827013.127496067,4735809,21806440.302511703
1978,250.62492460319476,296.9440078693727,3.5575418236827234,4.215026613812692,0.8440140833333334,13565482.562775018,5412663,23253155.33258045
1979,242.32762391324772,288.5192133676614,3.5220931416791634,4.193461423154545,0.8399011666666667,15180560.687968142,6264478,25194835.461463444
1980,224.2702103406558,284.84471848403336,2.905925670647404,3.690804848017004,0.787342,15963241.836455503,7117861,27090737.8678409
1981,210.48967328161777,273.153528290395,2.6043193300317338,3.379638548069194,0.7705910833333333,16545397.635323731,7860432,27913929.88744144
1982,202.92702743260955,285.9717445207575,2.1565367080283915,3.039065679522333,0.7096051666666666,16837269.43721958,8297204,28586077.31095012
1983,202.30260685995864,275.05359514068084,2.274581752343431,3.092554753170018,0.7355025,17397154.288746946,8599570,29040267.908402875
1984,193.3443025594736,243.44699187034783,2.372023489123096,2.9867028685533383,0.7941946666666666,17618447.36777034,9112473,29492022.77537113
1985,186.53921053607,238.70773081271,2.148126085412934,2.748882135154952,0.7814544166666667,17943271.95018826,9619035,30020349.971544668
1986,185.3997984415976,236.37720110296428,1.6960004246018456,2.162331549476353,0.78433875,18967810.273041576,10230761,31640951.36912356
1987,181.35606962279348,224.1241264887707,2.0557821744047846,2.540584304942112,0.8091769166666667,19665280.121362545,10843464,32982239.334428277
1988,184.5853425056202,219.9965128764536,2.3047347190335783,2.7468790013878936,0.8390375833333333,21294069.67726348,11536165,35284415.45179614
1989,185.6358181986408,222.9815260320329,2.2076628226901827,2.651794410930372,0.8325165833333333,22653278.121643785,12203075,37811805.6636403
