year,sector,log_labor_value,log_market_price,labor_value,market_price
1967,Hotels & personal services,8.638957497105888,10.94104308551112,5647.439282719562,56446.19065297203
1967,Eating & drinking places,7.152948072433456,9.599043438285362,1277.867653973018,14750.66489361702
1967,Automobile repair & services,6.802405580071168,9.17408705218696,900.0097351248226,9643.959619556148
1967,Amusements,8.232581626026898,10.789448110000832,3761.532097116581,48506.25850791859
1967,"Medical, educational services & nonprofit orgs",6.653900012354806,9.277249334057519,775.8040786620286,10691.981361708044
1967,Federal government enterprises,6.876352200950922,9.174310079082009,969.0848775164077,9646.11072179397
1967,Gross imports of goods & services,8.328666675467765,9.324196780434308,4140.89271603959,11205.912059120594
1967,"Business travel, entertainment, gifts",6.804980136234657,7.86584033251327,902.3298460820307,2606.7
1972,Dairy farm products,9.183413712573202,10.427502809401577,9734.32631036748,33775.899999999994
1972,Poultry & eggs,8.098906787829137,9.647297687174532,3290.868490600806,15479.900000000003
1972,Meat animals & misc livestock,4.817527876037966,6.556778356158042,123.65901219643216,704.0000000000001
1972,"Cotton, food grains, tobacco, fruits, vegetables",6.00268997178674,7.513818352634969,404.515466469755,1833.2000000000005
1972,Coal mining,6.155865874565927,6.5807778239227135,471.47490389808104,721.1
1972,Crude petroleum & natural gas,6.466350644888636,6.883462586413092,643.1324206122054,976.0
1972,Stone & clay mining,7.2927672927276275,7.720239842130702,1469.631977119626,2253.499999999998
1972,Chemical & fertilizer mineral mining,8.176815702873483,8.71509277817351,3557.508441635478,6094.200000000001
1972,New construction,8.258349616675474,7.015622649851144,3859.718825517377,1113.8999999999996
1972,Maintenance & repair construction,7.171190350778834,5.844123959209273,1301.3927951024846,345.20000000000005
1972,Ordnance & accessories,9.523080826852665,11.220067353242822,13671.666435395713,74612.8
1972,Meat products,7.796008059219219,9.634188799986541,2430.878659427815,15278.299999999996
1972,Dairy products,5.917563443680448,8.024567604294198,371.5054163321424,3055.099999999999
1972,Canned & frozen foods,9.72056740137896,11.35850074759811,16656.693079310833,85690.79999999997
1972,Grain mill products,6.345515779816694,8.476267024803592,569.9312729668867,4799.500000000002
1972,Bakery products,7.604227898305922,9.414586486185929,2006.6619483390177,12266.000000000004
1972,Sugar,6.599304888385952,8.393578182816928,734.5843935890628,4418.599999999999
1972,Confectionery products,7.947405151466136,9.903877476505896,2828.226601021694,20007.8
1972,Alcoholic beverages,6.221183573572908,8.110246987026274,503.29857052463575,3328.3999999999974
1972,Soft drinks & flavorings,7.56773717235608,9.49977341059161,1934.7573021578933,13356.7
1972,Tobacco manufactures,3.7667004816991416,5.709764546333749,43.23716739403706,301.8000000000001
1972,Fabrics & yarn,6.394190375917555,8.375445278306021,598.3586814621152,4339.199999999998
1972,"Floor covering, misc textiles",5.649511424075544,7.633224431004207,284.1526017837666,2065.7
1972,Lumber & wood products,7.61169295499537,9.408034824636578,2021.697845627264,12185.900000000003
1972,Wooden containers,6.619245139139411,8.51310484550763,749.3792065216824,4979.599999999999
1972,Household furniture,7.56016196403554,9.642596702060926,1920.1564844829081,15407.300000000005
1972,Other furniture & fixtures,8.252701043177822,9.512694284659831,3837.978379110761,13530.4
1972,Paper & paperboard,7.02935567973887,8.690558090167299,1129.3027430834727,5946.499999999996
1972,Paper containers & products,7.350945375286472,9.242178128824934,1557.668413207869,10323.5
1972,Printing & publishing,6.116222893648041,7.762340805419613,453.1498627622975,2350.4
1972,Basic chemicals,9.189640841935566,10.081378475217328,9795.132346594173,23893.899999999998
1972,Synthetic materials,7.3450334211963,9.285438567982114,1548.4867166880151,10779.899999999998
1972,"Drugs, cleaning & toilet items",4.98460872942572,6.660062854746514,146.14638105928273,780.6000000000001
1972,Paints & allied products,5.862717517094157,7.862112211662749,351.678539081726,2597.0000000000014
1972,Petroleum refining,6.015014342686901,7.863958792167459,409.53171265964045,2601.8
1972,Rubber & plastic products,8.050471996994068,8.98213402631951,3135.2744622248656,7959.599999999992
1972,Leather tanning & finishing,8.395032954406538,9.98783789210411,4425.032731689004,21760.2
1972,Footwear & leather products,8.316556895739653,9.799986418267933,4091.0498197251004,18033.5
1972,Glass & glass products,6.605786542805663,8.122519644386271,739.3611797856466,3369.499999999998
1972,Stone & clay products,7.541728460402956,9.13976768180402,1885.0855065210872,9318.6
1972,Primary iron & steel,7.04500042859743,8.706275178253401,1147.1093274638627,6040.700000000004
1972,Primary nonferrous metals,7.160499910680958,8.867906399470648,1287.5544342598805,7100.400000000001
1972,Metal containers,6.316549182622431,7.993755029599403,553.6591156334605,2962.4
1972,"Heating, plumbing, structural metal",6.376728214146331,8.056204802497419,588.0007445541212,3153.299999999999
1972,Screw machine products,6.656640954314368,8.35012274298282,777.9334294940454,4230.699999999999
1972,Other fabricated metal products,5.612278268118235,7.3184069137776016,273.7672432308788,1507.8
1972,Engines & turbines,6.122973770363838,7.956581908139711,456.2193708975279,2854.299999999999
1972,Farm machinery,6.229893679697352,7.970671302991972,507.70150164885143,2894.7999999999984
1972,Construction & mining machinery,6.557768451478894,8.292949034657994,704.6973722814271,3995.6
1972,Materials handling equipment,5.807338622282673,7.581362797667465,332.73241962066345,1961.3
1972,Metalworking machinery,6.720046383970482,8.425406795785529,828.8559562200602,4561.499999999999
1972,Special industry machinery,6.842383033504154,8.492039472532698,936.7187091667118,4875.8
1972,General industrial machinery,6.858464016673893,8.566173813637858,951.9038356094211,5250.999999999999
1972,Machine shop products,6.5939750622430084,8.260673812278307,730.6796016585997,3868.7
1972,Office & computing machines,6.182083387069706,7.921317901610498,483.99926449144664,2755.399999999999
1972,Service industry machines,7.4433795489799355,9.174537013010905,1708.5144837413022,9648.300000000005
1972,Electric industrial equipment,6.623682805970212,8.35953302721312,752.712091417022,4270.700000000002
1972,Household appliances,6.028781565143729,7.71570327501926,415.2088161564567,2243.3
1972,Electric lighting & wiring,9.12246468411085,10.686959780477366,9158.747239889088,43781.19999999998
1972,"Radio, TV, communication equipment",7.40944291765223,9.125414092386581,1651.5060656756582,9185.8
1972,Electronic components,7.382822098691638,8.99809966802425,1608.1216481172019,8087.699999999998
1972,Misc electrical machinery,6.336593434379514,8.109164800904908,564.868767569711,3324.7999999999984
1972,Motor vehicles & equipment,5.975666970165221,7.829471267501357,393.73062011193554,2513.5999999999995
1972,Aircraft & parts,7.255232865055143,8.893366794889003,1415.4925835116937,7283.5
1972,Transportation & warehousing,8.976974047532467,10.305747529695344,7918.634414516345,29904.0
1972,Communications except radio & TV,8.262380346295016,8.627320328661705,3875.3077046832345,5582.100000000001
1972,Radio & TV broadcasting,7.352652947273146,7.668327435856871,1560.3305163743385,2139.4999999999995
1972,"Electric, gas, water & sanitary services",9.141594163318546,10.121288859439662,9335.635803695524,24866.800000000007
1972,Wholesale trade,8.957741329263387,10.825380562305321,7767.792747026857,50280.9
1972,Retail trade,9.052490019995501,10.43164510688045,8539.77568458407,33916.100000000006
1972,Finance & insurance,8.247052824340635,10.419196234743051,3816.3617425485336,33496.49999999999
1972,Real estate & rental,7.684616568528893,9.475232208670777,2174.635989852235,13032.9
1972,Hotels & personal services,8.230869645729712,9.975305762326597,3755.0979374278677,21489.200000000008
1972,Business services,8.52205489527405,10.22562902103948,5024.36770557659,27601.6
1972,Eating & drinking places,7.750061277800498,9.465858175905076,2321.7146798211265,12911.3
1972,Automobile repair & services,6.870125361237655,8.711262143243827,963.0692898029182,6070.900000000001
1972,Amusements,8.219307263571439,10.217396425962864,3711.930102455872,27375.300000000007
1972,"Medical, educational services & nonprofit orgs",6.008055619244049,8.174252076646432,406.6917873176872,3548.4
1972,Federal government enterprises,7.021314643509065,8.759841286388427,1120.2583905278323,6373.100000000002
1977,Dairy farm products,8.987941040499846,10.697917947848158,8005.955974705356,44263.6
1977,Poultry & eggs,8.348661144674152,10.34263885579909,4224.5209327926095,31027.79999999999
1977,Meat animals & misc livestock,5.237754937376953,7.43955930913332,188.2470013325842,1702.0000000000002
1977,"Cotton, food grains, tobacco, fruits, vegetables",6.176906444450246,8.206883705714473,481.50010266162076,3666.100000000001
1977,Coal mining,5.8584649941230635,6.989058730046172,350.18619338198323,1084.7000000000005
1977,Crude petroleum & natural gas,6.201716506412964,7.393693771240178,493.59557431427453,1625.7000000000005
1977,Stone & clay mining,7.6475629457816625,8.855207096199022,2095.5324352728744,7010.800000000003
1977,Chemical & fertilizer mineral mining,8.275714800259374,9.621734535114655,3927.328883061795,15089.200000000004
1977,New construction,8.191787057832157,7.594230249774018,3611.1698529936357,1986.7000000000007
1977,Maintenance & repair construction,7.52151389406647,6.94485836693364,1847.3618883610911,1037.8000000000004
1977,Ordnance & accessories,9.40438134417123,11.668427231668428,12141.460281650208,116824.39999999998
1977,Meat products,8.230308744853838,10.488353289010584,3752.9922902906433,35895.00000000001
1977,Dairy products,5.607516020743113,8.25101165041046,272.46659535698495,3831.5
1977,Canned & frozen foods,9.68389108621682,11.837322951471073,16056.854133529721,138319.7
1977,Grain mill products,6.275769834102698,8.851591851090541,531.5354183845119,6985.499999999998
1977,Bakery products,7.693758874299592,9.937821344116015,2194.608334542379,20698.6
1977,Sugar,6.435296560751141,8.724418720576333,623.4674514255555,6151.299999999998
1977,Confectionery products,7.6933861989584855,10.164624140640365,2193.7906105149636,25968.1
1977,Alcoholic beverages,6.119607222126692,8.552154847649135,454.6860687945853,5177.900000000001
1977,Soft drinks & flavorings,7.585758843959196,10.077293790021828,1969.9409446726863,23796.500000000004
1977,Tobacco manufactures,3.2439606646805044,5.75447558897172,25.635052793922853,315.6
1977,Fabrics & yarn,6.247217935358814,8.728296549635644,516.573682326895,6175.200000000001
1977,"Floor covering, misc textiles",5.659177510377546,8.155476990238087,286.9125628773018,3482.4
1977,Lumber & wood products,7.797529337592932,10.098531995736767,2434.579516864976,24307.300000000007
1977,Wooden containers,6.635344754583657,9.031955058003748,761.5415655165464,8366.2
1977,Household furniture,7.617183368588671,10.184518807249553,2032.828330482761,26489.90000000001
1977,Other furniture & fixtures,8.930278633128932,10.564297474517101,7557.370816791318,38727.19999999998
1977,Paper & paperboard,7.500851571353022,9.509429634338517,1809.5827473398574,13486.299999999996
1977,Paper containers & products,7.409314917149415,9.766246430222623,1651.2946855975156,17435.200000000004
1977,Printing & publishing,6.33250941146321,8.348585172750042,562.5665349635705,4224.200000000003
1977,Basic chemicals,9.847747798647159,11.345787649529012,18915.704815917456,84608.3
1977,Synthetic materials,7.644945896825955,10.011314523989574,2090.0554941389682,22277.09999999999
1977,"Drugs, cleaning & toilet items",4.606236973694437,6.899622295751948,100.10673569267452,991.9000000000004
1977,Paints & allied products,5.652720811315075,8.175913417082329,285.0660224943656,3554.3
1977,Petroleum refining,6.200466698134037,8.371566082529856,492.9790598217639,4322.400000000001
1977,Rubber & plastic products,8.048868931140644,9.565410028129659,3130.2524371872664,14262.8
1977,Leather tanning & finishing,8.563519770045975,10.637764680194065,5237.082094632544,41679.50000000001
1977,Footwear & leather products,8.197570243068446,10.33384687892713,3632.1144219595835,30756.199999999983
1977,Glass & glass products,6.610186521207822,8.65825863169484,742.6215204624161,5757.499999999999
1977,Stone & clay products,7.549752987639609,9.680506488020223,1900.2732823732513,16002.6
1977,Primary iron & steel,7.206701977387489,9.340666633651757,1348.4377476751451,11392.0
1977,Primary nonferrous metals,7.313455218616854,9.510326438884128,1500.3522886524504,13498.400000000009
1977,Metal containers,6.546238801062392,8.704668113450987,696.6191171470161,6030.999999999999
1977,"Heating, plumbing, structural metal",6.611604145109883,8.796338932845732,743.675025040212,6610.000000000003
1977,Screw machine products,7.072032498902192,9.232512738241324,1178.5409848485492,10224.200000000004
1977,Other fabricated metal products,5.672150165773066,7.877283414238709,290.6588276470658,2636.7
1977,Engines & turbines,6.246753169113067,8.582344025052244,516.3336520992025,5336.600000000001
1977,Farm machinery,6.128880413531526,8.371612352049818,458.9220700094885,4322.600000000001
1977,Construction & mining machinery,6.781718304259802,9.011425911208452,881.5822499218833,8196.2
1977,Materials handling equipment,5.905642600113951,8.206119659507086,367.1030504709318,3663.3
1977,Metalworking machinery,6.928439957836971,9.12492408578891,1020.9000894941404,9181.299999999996
1977,Special industry machinery,6.72533624486991,8.86336112958707,833.2521061937385,7068.200000000002
1977,General industrial machinery,6.824666317274329,9.070261879504327,920.2692748520919,8692.899999999998
1977,Machine shop products,6.591072767267487,8.750888872664238,728.5620283196364,6316.300000000001
1977,Office & computing machines,6.194231462319614,8.40259009439148,489.91478230644117,4458.600000000001
1977,Service industry machines,7.400564368645479,9.652195266867215,1636.907988902039,15555.9
1977,Electric industrial equipment,6.758024316097758,8.965781643906489,860.9395699686604,7830.499999999997
1977,Household appliances,6.2341856873567565,8.438236560414525,509.88524334838513,4620.4000000000015
1977,Electric lighting & wiring,9.319725391070765,11.338907735771732,11155.917918061657,84028.19999999998
1977,"Radio, TV, communication equipment",7.3408761200925285,9.560638024148195,1542.0625539933621,14194.9
1977,Electronic components,7.316652189931611,9.467475604237642,1505.1565473280134,12932.2
1977,Misc electrical machinery,6.457707277870793,8.745714257943101,637.597545496441,6283.7
1977,Motor vehicles & equipment,6.298502256150146,8.560329306293372,543.7568913937381,5220.4
1977,Aircraft & parts,7.159453316025577,9.33591519488425,1286.2075915925802,11338.0
1977,Transportation & warehousing,9.048784457804977,10.913108323210597,8508.189572985073,54891.200000000026
1977,Communications except radio & TV,8.357315155805033,9.264771737464221,4261.238632504045,10559.4
1977,Radio & TV broadcasting,7.299854195807964,8.158602127176666,1480.084109383615,3493.2999999999997
1977,"Electric, gas, water & sanitary services",9.404855249825257,11.015364804601594,12147.215551945697,60801.2
1977,Wholesale trade,9.143400243244868,11.603325427546642,9352.51194336118,109461.20000000004
1977,Retail trade,9.031680767105186,10.837773396782202,8363.905542173305,50907.90000000001
1977,Finance & insurance,8.400648973947,10.966947507626903,4449.9537148415875,57927.5
1977,Real estate & rental,7.407692024889438,9.720783922761587,1648.6169856303004,16660.300000000007
1977,Hotels & personal services,8.110376812095302,10.478914820447391,3328.832137810301,35557.80000000002
1977,Business services,8.53529809908667,10.776263083128976,5091.348975493602,47870.89999999999
1977,Eating & drinking places,7.624356559905812,9.919582333867417,2047.462621546846,20324.5
1977,Automobile repair & services,7.052549044823378,9.382779928915687,1155.8011800027084,11881.999999999998
1977,Amusements,8.529493741664682,10.992771466895993,5061.882565794967,59442.9
1977,"Medical, educational services & nonprofit orgs",6.0540886699207554,8.725848290162034,425.8506380658696,6160.1
1977,Federal government enterprises,7.339830341641853,9.432851723494208,1540.4507411512673,12492.1
