series_id,year,value,units,stage,provenance
ES1403-A,1948,1112758.1973726363,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1949,1288243.390005534,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1950,1395946.6588565577,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1951,1643471.5756494335,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1952,1763442.9504342042,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1953,1913274.5813064391,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1954,2040518.3531820788,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1955,2120979.8997765514,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1956,2258434.7034675893,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1957,2567275.6164013026,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1958,2835403.9547110503,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1959,3174332.8272317406,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1960,3374474.820311998,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1961,3708144.2743815063,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1962,3850714.120405576,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1963,3989215.770084258,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1964,4158773.6064609,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1965,4269809.345328181,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1966,4582809.215446544,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1967,4872903.560371063,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1968,5275487.514373867,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1969,5734164.09146803,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1970,5963161.333108355,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1971,6558073.503368195,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1972,6734029.942004005,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1973,6738794.645374365,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1974,6909413.411320562,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1975,7045222.088317276,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1976,7348946.917551412,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1977,7807051.120586049,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1978,8422882.491092399,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1979,8770014.957014091,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1980,9663779.765838671,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1981,9851615.976073263,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1982,10169635.719928645,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1983,10156004.94710846,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1984,10286167.905213697,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1985,10505126.238944275,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1986,11008238.431600828,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1987,11546649.788365938,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1988,12209558.599403473,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
ES1403-A,1989,13158852.9969201,ratio,book_period,Mohun_mohun_variable_capital_1948_1989_CORRECTED.csv:V_star_mohun
