series_id,year,value,units,stage,provenance
ES1002-A,1952,16.02,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1953,15.93,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1954,11.54,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1955,13.3,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1956,15.53,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1957,14.56,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1958,8.7,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1959,12.4,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1960,15.16,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1961,11.23,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1962,12.97,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1963,16.24,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1964,11.83,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1965,11.68,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1966,18.57,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1967,17.15,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1968,22.3,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1969,34.28,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1970,20.59,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1971,8.36,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1972,20.9,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1973,24.89,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1974,22.28,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1975,-15.7,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1976,1.0,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1977,14.67,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1978,31.0,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1979,50.06,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
ES1002-A,1980,34.95,billions_usd,book_period,Tonak1984_table_X_net_tax_1952_1980.csv:net_tax
