series_id,year,value,units,stage,provenance
ES1304-A,1959,0.0114308686089502,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1960,0.015416830283091196,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1961,0.017304900854144,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1962,0.0169389204553727,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1963,0.018148102270308,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1964,0.0201416076234905,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1965,0.021222585402539303,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1966,0.018179212641463903,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1967,0.0160805043938061,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1968,0.016085490046570502,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1969,0.0165393328862456,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1970,0.0190372686704105,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1971,0.020518874125099097,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1972,0.0199323746405356,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1973,0.0213613075603662,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1974,0.0222177848810026,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1975,0.0210891458561861,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1976,0.021012002571331997,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1977,0.020205522795173698,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1978,0.0208407897766397,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1979,0.019667096288491,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1980,0.0199294687502246,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1981,0.0211480766899318,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1982,0.0151784489078639,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1983,0.014861705968058398,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1984,0.0165977929826983,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1985,0.015423098697925502,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1986,0.014843991677689,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1987,0.016307094835652198,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1988,0.0169280059810429,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1989,0.016580294397090002,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1990,0.0165758992395988,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1991,0.0176038314242004,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1992,0.018501694577985797,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1993,0.019060924067799502,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1994,0.0210573312553606,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1995,0.021027580074748798,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1996,0.0213322140148984,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1997,0.0220119378480442,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1998,0.022540060288027998,share,cross_study_delta,ES1301 - ES1201
ES1304-A,1999,0.0224439412827092,share,cross_study_delta,ES1301 - ES1201
ES1304-A,2000,0.0226722019970877,share,cross_study_delta,ES1301 - ES1201
ES1304-A,2001,0.021915123337799103,share,cross_study_delta,ES1301 - ES1201
ES1304-A,2002,0.0216339755359148,share,cross_study_delta,ES1301 - ES1201
ES1304-A,2003,0.021723804800517797,share,cross_study_delta,ES1301 - ES1201
ES1304-A,2004,0.021889889059968096,share,cross_study_delta,ES1301 - ES1201
ES1304-A,2005,0.023007285202649396,share,cross_study_delta,ES1301 - ES1201
ES1304-A,2006,0.0237925673068363,share,cross_study_delta,ES1301 - ES1201
ES1304-A,2007,0.0228109553439554,share,cross_study_delta,ES1301 - ES1201
ES1304-A,2008,0.018939362957248497,share,cross_study_delta,ES1301 - ES1201
ES1304-A,2009,0.0177602231155548,share,cross_study_delta,ES1301 - ES1201
ES1304-A,2010,0.015953408167192304,share,cross_study_delta,ES1301 - ES1201
ES1304-A,2011,0.015374259099054398,share,cross_study_delta,ES1301 - ES1201
ES1304-A,2012,0.016592721424989097,share,cross_study_delta,ES1301 - ES1201
