series_id,year,value,units,stage,provenance
S609-A,1952,-0.0337,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1953,-0.0309,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1954,-0.0226,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1955,-0.0303,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1956,-0.0389,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1957,-0.0356,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1958,-0.0186,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1959,-0.0336,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1960,-0.0451,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1961,-0.0363,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1962,-0.0416,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1963,-0.0458,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1964,-0.039,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1965,-0.0378,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1966,-0.0429,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1967,-0.033,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1968,-0.0361,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1969,-0.0467,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1970,-0.0274,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1971,-0.0124,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1972,-0.0219,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1973,-0.0264,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1974,-0.0189,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1975,0.0144,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1976,0.0033,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1977,-0.0055,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1978,-0.0146,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1979,-0.0191,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1980,-0.0079,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1981,-0.0161,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1982,-0.0023,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1983,0.003,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1984,-0.0087,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1985,-0.0121,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1986,-0.0111,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1987,-0.0194,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1988,-0.022,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
S609-A,1989,-0.0219,share,book_period,Table6_3_NetSocialWage.csv:nsw_ni_share
