series_id,year,value,units,stage,provenance
ES1302-A,1959,-0.026512545115845894,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1960,-0.03537160900098179,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1961,-0.020173992271592958,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1962,-0.027815299731902585,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1963,-0.031255103097358204,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1964,-0.01802726976121481,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1965,-0.014252297081305808,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1966,-0.026230899241519653,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1967,-0.01686337859185525,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1968,-0.021123788201848147,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1969,-0.03510004567399863,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1970,-0.0051979562057949446,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1971,0.018461634969447978,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1972,0.00420842383649895,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1973,0.000348828374435184,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1974,0.011973016469589128,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1975,0.05807881099733898,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1976,0.042135024506434735,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1977,0.028118975790064497,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1978,0.01656194546126072,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1979,0.008028704316630924,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1980,0.023663393534804022,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1981,0.014394501763357435,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1982,0.023347796281042024,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1983,0.031282538473981276,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1984,0.0173910276532208,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1985,0.010107995548441398,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1986,0.010486753852852897,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1987,0.0009357822018431706,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1988,-0.0019151682090304272,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1989,-0.002379317359913696,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1990,0.007221908665216322,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1991,0.02817403383675559,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1992,0.04241627814622184,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1993,0.04432728879878635,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1994,0.03932002752749034,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1995,0.03966295480142816,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1996,0.031929188908524225,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1997,0.019775837595683184,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1998,0.00685766307443503,share,derived,Moos nsw1 / Moos compensation
ES1302-A,1999,0.0015290942926777682,share,derived,Moos nsw1 / Moos compensation
ES1302-A,2000,-0.004950491000503756,share,derived,Moos nsw1 / Moos compensation
ES1302-A,2001,0.01434887607489202,share,derived,Moos nsw1 / Moos compensation
ES1302-A,2002,0.05362352938038246,share,derived,Moos nsw1 / Moos compensation
ES1302-A,2003,0.0668879855950754,share,derived,Moos nsw1 / Moos compensation
ES1302-A,2004,0.06714188340091774,share,derived,Moos nsw1 / Moos compensation
ES1302-A,2005,0.059003883319581535,share,derived,Moos nsw1 / Moos compensation
ES1302-A,2006,0.056371146765471135,share,derived,Moos nsw1 / Moos compensation
ES1302-A,2007,0.054980221613377345,share,derived,Moos nsw1 / Moos compensation
ES1302-A,2008,0.07951695430815824,share,derived,Moos nsw1 / Moos compensation
ES1302-A,2009,0.14162659547008782,share,derived,Moos nsw1 / Moos compensation
ES1302-A,2010,0.15036728588847414,share,derived,Moos nsw1 / Moos compensation
ES1302-A,2011,0.13733977431223168,share,derived,Moos nsw1 / Moos compensation
ES1302-A,2012,0.1269577077732512,share,derived,Moos nsw1 / Moos compensation
