series_id,year,value,units,stage,provenance
AS004-A,1948,123.53889015807349,index,book_period_partial_1948_1961,S501 / GDPDEF / S515 (book-period coverage only)
AS004-A,1949,119.47891372258805,index,book_period_partial_1948_1961,S501 / GDPDEF / S515 (book-period coverage only)
AS004-A,1950,130.49100185941955,index,book_period_partial_1948_1961,S501 / GDPDEF / S515 (book-period coverage only)
AS004-A,1951,134.67431963095012,index,book_period_partial_1948_1961,S501 / GDPDEF / S515 (book-period coverage only)
AS004-A,1952,132.66247119338277,index,book_period_partial_1948_1961,S501 / GDPDEF / S515 (book-period coverage only)
AS004-A,1953,137.0088133215776,index,book_period_partial_1948_1961,S501 / GDPDEF / S515 (book-period coverage only)
AS004-A,1954,131.44382793950047,index,book_period_partial_1948_1961,S501 / GDPDEF / S515 (book-period coverage only)
AS004-A,1955,138.65420518076508,index,book_period_partial_1948_1961,S501 / GDPDEF / S515 (book-period coverage only)
AS004-A,1956,144.8481771010463,index,book_period_partial_1948_1961,S501 / GDPDEF / S515 (book-period coverage only)
AS004-A,1957,148.65492842753252,index,book_period_partial_1948_1961,S501 / GDPDEF / S515 (book-period coverage only)
AS004-A,1958,139.24719927778273,index,book_period_partial_1948_1961,S501 / GDPDEF / S515 (book-period coverage only)
AS004-A,1959,142.8295800630308,index,book_period_partial_1948_1961,S501 / GDPDEF / S515 (book-period coverage only)
AS004-A,1960,144.01131037288036,index,book_period_partial_1948_1961,S501 / GDPDEF / S515 (book-period coverage only)
AS004-A,1961,154.15178867378364,index,book_period_partial_1948_1961,S501 / GDPDEF / S515 (book-period coverage only)
