series_id,year,value,units,stage,provenance
AS001-A,1948,0.7906295851674003,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1949,0.8045075349838535,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1950,0.781804429384001,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1951,0.781152722443559,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1952,0.7960773225026991,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1953,0.8029825933893996,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1954,0.8104707012487993,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1955,0.7804944213520018,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1956,0.7904966873443896,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1957,0.8036363636363636,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1958,0.8287839156744095,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1959,0.8006105883198046,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1960,0.8091182014941004,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1961,0.8113407971943076,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1962,0.7999906308557152,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1963,0.7912173166326137,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1964,0.7868327206890876,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1965,0.7739518987341772,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1966,0.7767978636944154,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1967,0.7934286971830986,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1968,0.7938800316026173,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1969,0.8121222534028215,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1970,0.8425256084868625,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1971,0.8313273001508296,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1972,0.8185516579460664,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1973,0.8146717610281348,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1974,0.838477353035657,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1975,0.8398433715485225,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1976,0.8200511963006545,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1977,0.8100108020274575,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1978,0.8046229945867149,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1979,0.8148799619681484,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1980,0.8474560743829904,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1981,0.8525983251308304,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1982,0.86794303870863,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1983,0.8510542394683246,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1984,0.8395322060348848,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1985,0.8436794942178618,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1986,0.8652435748466334,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1987,0.855342555532149,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1988,0.8487934147289498,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
AS001-A,1989,0.8577410093940578,ratio,book_period_derived,1 - (NIPA 1.7.5 Line 17 / S505)
