series_id,year,value,units,stage,provenance
S602-A,1952,6.923,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1953,7.106,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1954,8.074,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1955,9.091,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1956,9.987,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1957,11.413,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1958,11.384,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1959,13.834,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1960,16.444,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1961,17.005,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1962,19.117,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1963,21.669,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1964,22.387,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1965,23.416,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1966,31.336,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1967,34.867,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1968,38.695,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1969,44.127,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1970,46.359,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1971,51.176,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1972,59.204,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1973,75.496,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1974,85.181,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1975,89.31,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1976,101.334,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1977,113.094,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1978,131.26,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1979,152.749,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1980,166.188,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1981,195.701,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1982,208.894,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1983,225.953,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1984,257.47,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1985,281.37,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1986,303.438,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1987,323.113,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1988,361.482,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
S602-A,1989,385.231,billions_usd,book_period,Table6_1_TaxAccounts.csv:social_insurance_workers
