table_id,table_number,source,title_tr,title_en
chunk_001_table03,5.9,TurkStat Yearbook 2012,Anne ölüm oranı Türkiye 2007-2011,Maternal mortality rate Turkey 2007-2011

unit: per 100000 live births
indicator,2007,2008,2009,2010,2011
Anne ölüm oranı - Maternal mortality rate,21.2,19.4,18.4,16.4,15.5
