vintage_year,scheme,sector_code,sector_name,sic_range,naics_code,st_classification,productive_share,classification_source,bridge_quality,notes
1958,SIC-85,63,Motor vehicles & equipment,37,3361MV;3364OT,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1958,SIC-85,64,Aircraft & parts,37,3361MV;3364OT,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1958,SIC-85,65,Transportation & warehousing,40-47,481;482;483;484;485;486;487OS;493,productive,1.0,Book-confirmed (ST 1994): KB ch009_010 §3.6.1 'productive transport'; Table F.1 uses Ltut (transportation & public utilities) as a productive-labor sector; distributive transport is the Trade carve-out (Table 3.2),coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1958,SIC-85,66,Communications except radio & TV,48,513;514;511,productive,1.0,Book-confirmed (ST 1994): KB ch009_010 §3.6.1 'public utilities' = production [communications/broadcasting within transportation & public utilities; Mohun Information=productive],coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1958,SIC-85,67,Radio & TV broadcasting,48,513;514;511,productive,1.0,Book-confirmed (ST 1994): KB ch009_010 §3.6.1 'public utilities' = production [communications/broadcasting within transportation & public utilities; Mohun Information=productive],coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1958,SIC-85,68,"Electric, gas, water & sanitary services",49,22,productive,1.0,Book-confirmed (ST 1994): KB ch009_010 §3.6.1 'public utilities' = production,coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1958,SIC-85,69,Wholesale trade,50-51,42,unproductive,0.0,Book-confirmed (ST 1994): KB ch009_010 §3.6.1 & Table 3.1/3.2 (table_006_008_01/02): 'Trade circulates use values ... wholesale/retail' = Primary/Trade = unproductive of value [wholesale],coarse_aggregation,"Trade/circulation sector: unproductive in ST framework (Table 3.1/3.2, distributive activity). 85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time)."
1958,SIC-85,70,Retail trade,52-59,441;445;452;4A0,unproductive,0.0,Book-confirmed (ST 1994): KB ch009_010 §3.6.1 & Table 3.1/3.2 (table_006_008_01/02): 'Trade circulates use values ... wholesale/retail' = Primary/Trade = unproductive of value [retail],coarse_aggregation,"Trade/circulation sector: unproductive in ST framework (Table 3.1/3.2, distributive activity). 85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time)."
1958,SIC-85,71,Finance & insurance,60-67,521CI;523;524,unproductive,0.0,"Book-confirmed (ST 1994): KB ch006_008 (l.55) 'secondary sectors (finance, ground rent, general government) recirculate value'; Table 3.1 'Secondary sectors > Finance, ground rent, royalties (private)' [finance & insurance]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1958,SIC-85,72,Real estate & rental,65,532RL;ORE,unproductive,0.0,Book-confirmed (ST 1994): KB ch009_010 §3.6.1: real estate splits into building/equipment rental (->Trade) + land rental/ground rent (->Royalties); both unproductive; homeowner imputation excised (§3.1.3),coarse_aggregation,"Real estate: bldg/equip rental->Trade, ground rent->Royalties; both unproductive (ST §3.6.1). 85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time)."
1958,SIC-85,73,Hotels & personal services,70,721,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1: productive services explicitly incl. 'hotels, haircutting, repair, entertainment, health/education' [hotels & personal services]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1958,SIC-85,74,Business services,73,5411;5412OP;5415;55;561,unproductive,0.0,Literature-only (BOOK SILENT): Mohun 2013 (RRPE 46(3):355-379) classifies advertising/accounting/legal/personnel business services as UNPRODUCTIVE. BOOK SILENT: business services not itemized in §3.6.1 productive-services list nor in Trade/Royalties lists. Mohun 2013 (RRPE 46(3):355-379) classifies advertising/accounting/legal/personnel as UNPRODUCTIVE (KB 2013_Mohun l.1179-1187) — but SPLITS the sector (engineering/design/R&D productive). Literature-only.,coarse_aggregation,"BOOK SILENT on 'business services'; classification rests on Mohun 2013, NOT ST 1994. Mohun SPLITS the sector (engineering/design/R&D productive; legal/accounting/advertising/consulting/personnel unproductive) - a fractional treatment is the optional refinement. 85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time)."
1958,SIC-85,75,Eating & drinking places,58,722,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 productive-services logic (production of meals = use value); corroborated Mohun 2013 Table 2/3 (eating&drinking carved out as PRODUCTIVE, KB 2013_Mohun l.1180-1181)",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1958,SIC-85,76,Automobile repair & services,75,811,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1: productive services explicitly incl. 'hotels, haircutting, repair, entertainment, health/education' [auto repair = 'repair']",coarse_aggregation,SIC<->NAICS bridge flags classification_disagree (NAICS-71 side 'unknown'); ST class retained per book. 85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1958,SIC-85,77,Amusements,79,711AS;713,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1: productive services explicitly incl. 'hotels, haircutting, repair, entertainment, health/education' [amusements = 'entertainment']",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1958,SIC-85,78,"Medical, educational services & nonprofit orgs",80,621;622;623;624;61,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1: productive services explicitly incl. 'hotels, haircutting, repair, entertainment, health/education' [medical/educational = 'health/education']",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1958,SIC-85,79,Federal government enterprises,gov,GFE;GSLE,productive,1.0,Book-confirmed (ST 1994): KB ch009_010 §3.6.1 & Table 3.2: 'government production enterprises' = Production (productive); 'government trading' enterprises = Trade (unproductive),coarse_aggregation,Government PRODUCTION enterprise = productive (ST Table 3.2); govt TRADING enterprises would be unproductive. 85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1958,SIC-85,80,State & local government enterprises,gov,GFE;GSLE,productive,1.0,Book-confirmed (ST 1994): KB ch009_010 §3.6.1 & Table 3.2: 'government production enterprises' = Production (productive); 'government trading' enterprises = Trade (unproductive),coarse_aggregation,Government PRODUCTION enterprise = productive (ST Table 3.2); govt TRADING enterprises would be unproductive. 85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1958,SIC-85,81,Gross imports of goods & services,import,,n.a.,,"Book-confirmed (ST 1994): KB ch009_010 §3.4: imports handled via foreign-trade accounts (GDP basis, ROW excluded); not a domestic labor-bearing sector",unmapped,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1958,SIC-85,82,"Business travel, entertainment, gifts",special,,n.a.,,"T2 correction (unsupported->n/a): special BEA IO intermediate-use column, not a labor-bearing producing/employment sector; neither ST 1994 nor Mohun 2013 classifies it. Special IO intermediate-use column (not a producing/employment sector). Neither ST 1994 nor Mohun 2013 classifies it as an unproductive-LABOR sector. [business travel/entertainment/gifts = IO intermediate column]",unmapped,"T2 CORRECTION: reconstruction had 'unproductive'; corrected to n/a (special IO intermediate-use column, zero labor). Numeric effect on any productive filter is nil. 85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time)."
1958,SIC-85,83,Office supplies,special,,n.a.,,"T2 correction (unsupported->n/a): special BEA IO intermediate-use column, not a labor-bearing producing/employment sector; neither ST 1994 nor Mohun 2013 classifies it. Special IO intermediate-use column (not a producing/employment sector). Neither ST 1994 nor Mohun 2013 classifies it as an unproductive-LABOR sector. [office supplies = IO intermediate column]",unmapped,"T2 CORRECTION: reconstruction had 'unproductive'; corrected to n/a (special IO intermediate-use column, zero labor). Numeric effect on any productive filter is nil. 85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time)."
1958,SIC-85,84,"Scrap, used & secondhand goods",special,,n.a.,,Book-confirmed (ST 1994): Special IO accounting sector (secondhand/scrap = no newly produced value); not a labor-bearing production sector,unmapped,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1958,SIC-85,85,Government industry,gov,GFE;GSLE,unproductive,0.0,"T2 correction (unsupported->unproductive 0.0): general government = nonproduction/royalties, unproductive per ST 1994 §3.2/§3.6.1 & Table 3.1; the 0.167 count-ratio proxy is not book-supported. KB ch009_010 §3.2 & §3.6.1: general government = nonproduction secondary/royalties sector; dummy government industry EXCLUDED from total product; its labor is unproductive. Table 3.1 'Secondary sectors > General government (public)' -- the 0.167 count-ratio proxy is NOT book-supported; book treats general government wholesale as unproductive.",coarse_aggregation,"T2 CORRECTION: reconstruction had mixed(0.167); corrected to unproductive(0.0). Empirical govt productive fraction, if needed, is the annual (Lp/L)'gov row of the REAL Table F.1, not a static share. 85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time)."
1963,SIC-85,1,Dairy farm products,01,111CA;113FF,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [agriculture]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,2,Poultry & eggs,01,111CA;113FF,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [agriculture]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,3,Meat animals & misc livestock,01,111CA;113FF,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [agriculture]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,4,"Cotton, food grains, tobacco, fruits, vegetables",01-02,111CA;113FF,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [agriculture]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,5,Coal mining,11-12,212,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [mining]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,6,Crude petroleum & natural gas,13,211,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [mining]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,7,Stone & clay mining,14,212;213,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [mining]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,8,Chemical & fertilizer mineral mining,14,212;213,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [mining]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,9,New construction,15-17,23,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [construction]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,10,Maintenance & repair construction,15-17,23,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [construction]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,11,Ordnance & accessories,19,332,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,12,Meat products,20,311FT,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,13,Dairy products,20,311FT,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,14,Canned & frozen foods,20,311FT,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,15,Grain mill products,20,311FT,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,16,Bakery products,20,311FT,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,17,Sugar,20,311FT,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,18,Confectionery products,20,311FT,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,19,Alcoholic beverages,20,311FT,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,20,Soft drinks & flavorings,20,311FT,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,21,Tobacco manufactures,21,311FT,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,22,Fabrics & yarn,22-23,313TT;315AL,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,23,"Floor covering, misc textiles",22-23,313TT;315AL,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,24,Lumber & wood products,24,321,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,25,Wooden containers,24,321,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,26,Household furniture,25,337,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,27,Other furniture & fixtures,25,337,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,28,Paper & paperboard,26,322,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,29,Paper containers & products,26,322,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,30,Printing & publishing,27,323;511,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,31,Basic chemicals,28,325,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,32,Synthetic materials,28,325,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,33,"Drugs, cleaning & toilet items",28,325,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,34,Paints & allied products,28,325,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,35,Petroleum refining,29,324,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
1963,SIC-85,36,Rubber & plastic products,30,326,productive,1.0,"Book-confirmed (ST 1994): KB ch009_010 §3.6.1 (p.72-75): 'Production creates/transforms use values — agriculture, mining, construction, public utilities, manufacturing, government production enterprises, plus productive transport and many productive services'; Table 3.1/3.2 (table_006_008_01/02, p.40-41) 'Primary sectors > Production' [manufacturing]",coarse_aggregation,85-order classification is constant across book vintages 1947-1977 (categorical ST taxonomy; within-sector BLS productive-worker ratios applied separately at compute time).
