RowCode,111CA,113FF,211,212,213,22,23,311FT,313TT,315AL,321,322,323,324,325,326,327,331,332,333,334,335,3361MV,3364OT,337,339,42,441,445,452,481,482,483,484,485,486,487OS,493,4A0,511,512,513,514,521CI,523,524,525,532RL,5411,5412OP,5415,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFE,GFGD,GFGN,GSLE,GSLG,HS,ORE
111CA,1.2015996,0.0508528,0.0008789,0.0020878,0.0010697,0.0008879,0.0034177,0.2941163,0.0633534,0.0178272,0.0271129,0.0084946,0.0049413,0.0012729,0.0306857,0.0104345,0.0041381,0.0019393,0.0017188,0.0018935,0.0014934,0.0021775,0.0033159,0.0020118,0.0069418,0.008804,0.0008483,0.0037742,0.0027497,0.0008061,0.001394,0.0012672,0.0026055,0.0009883,0.0005434,0.0011794,0.0017076,0.000767,0.0010957,0.0016502,0.001195,0.0008877,0.0004652,0.0006673,0.0004751,0.0006478,0.0005534,0.0006666,0.000927,0.0017367,0.0012293,0.0009306,0.002902,0.0015579,0.014818,0.002549,0.0066787,0.012668,0.0145548,0.0041828,0.0087911,0.0122545,0.0216359,0.0015024,0.0028039,0.0026355,-0.0041085,0.0013046,0.0113062,0.0001708,0.002002
113FF,0.0821075,1.2380832,0.0004873,0.0026861,0.0008034,0.0006466,0.0086607,0.034169,0.0060325,0.0042188,0.2078032,0.0332742,0.0070147,0.0005943,0.0039816,0.0105343,0.0026726,0.0020837,0.0013631,0.0022943,0.0016034,0.0022706,0.0036269,0.0017292,0.0224961,0.005915,0.0008453,0.0009842,0.0038944,0.0004501,0.0007136,0.0051028,0.0010758,0.0009212,0.0006865,0.0012177,0.001846,0.0008139,0.0008154,0.0023067,0.0023978,0.0012469,0.0008234,0.0005117,0.0004665,0.0004422,0.0004488,0.0004907,0.0006044,0.0008213,0.0007006,0.0005601,0.0009071,0.0008833,0.0028153,0.0010972,0.0014447,0.0021755,0.0045293,0.0010163,0.0031181,0.0054192,0.0068184,0.0009678,0.0011735,0.0007948,0.0005467,0.0020113,0.0037214,0.0003244,0.0023799
211,0.0294802,0.0148619,1.0847458,0.032697,0.0101032,0.1542973,0.0231015,0.0181761,0.0254914,0.0138768,0.0186955,0.0221104,0.0178147,0.6783193,0.0413529,0.0247631,0.02053,0.0289721,0.0150908,0.0124521,0.0089468,0.0149815,0.0127694,0.0098108,0.0141619,0.0177012,0.0054191,0.0077373,0.008572,0.0051426,0.0629052,0.0365377,0.0272286,0.027026,0.0179908,0.0161791,0.0295956,0.0111935,0.0064056,0.0063933,0.0051148,0.0058552,0.0023264,0.0064293,0.0061988,0.0026404,0.0072244,0.0050703,0.0040703,0.0043219,0.0055976,0.0060739,0.0107626,0.0205622,0.011071,0.0071572,0.0099697,0.0096399,0.0083363,0.0059318,0.0101415,0.0139053,0.0100644,0.0060242,0.0170711,0.0208453,0.013403,0.0832163,0.0271993,0.0012179,0.0206786
212,0.0112744,0.0020451,0.0028757,1.0816924,0.0023566,0.0291693,0.0155442,0.0089966,0.0104799,0.0037421,0.0045852,0.0179939,0.005434,0.0080174,0.0152367,0.0089917,0.0918593,0.0618489,0.0144155,0.0101886,0.0044782,0.0116675,0.0108832,0.0069967,0.0066262,0.0065638,0.0010158,0.00141,0.001632,0.0010042,0.0019783,0.0032731,0.0055648,0.0017245,0.0010094,0.0030767,0.0021999,0.0024188,0.0012737,0.0025528,0.0030927,0.0022488,0.0007894,0.0007515,0.0009106,0.0005618,0.0009979,0.0007547,0.0007934,0.001351,0.0010818,0.001288,0.0013834,0.0023789,0.0027604,0.0021352,0.0028396,0.0022248,0.0021467,0.0014158,0.0027577,0.0032045,0.0027328,0.0017809,0.0012962,0.0018014,0.0069178,0.0149688,0.0027515,0.0005244,0.0035194
213,0.0008842,0.0003507,0.0209898,0.0276769,1.0076152,0.0037614,0.0009144,0.0006239,0.000791,0.0003795,0.0005239,0.0009482,0.000512,0.0132945,0.0012272,0.0007591,0.0028708,0.0022438,0.0007678,0.0006017,0.0003418,0.0006829,0.0006048,0.0004548,0.0005163,0.0005508,0.0001373,0.0001957,0.000214,0.0001299,0.0012705,0.0008022,0.0007987,0.0005768,0.0003827,0.0004242,0.0006402,0.0002909,0.0001647,0.0002129,0.0001883,0.0001932,7.09e-05,0.0001482,0.0001484,6.94e-05,0.0001705,0.0001221,0.0001039,0.0001548,0.0001492,0.0001619,0.0002521,0.0004829,0.0002956,0.0002015,0.0002751,0.0002516,0.000231,0.0001581,0.0002772,0.0003657,0.000276,0.0001742,0.000376,0.0004662,0.0004545,0.0020247,0.0006064,3.94e-05,0.0005023
22,0.0359808,0.0100152,0.0138937,0.0406513,0.0056978,1.0459148,0.0157514,0.0341927,0.0477797,0.0360117,0.0310498,0.0538276,0.028468,0.0238166,0.03668,0.0423851,0.050569,0.0812239,0.0371162,0.0269274,0.0211917,0.0301734,0.0296761,0.0248941,0.0262119,0.0210281,0.0107388,0.0199114,0.0320626,0.0194811,0.0078491,0.0082401,0.0808296,0.0122661,0.0059509,0.0451869,0.0141673,0.0467282,0.0188289,0.0118056,0.0118613,0.0172467,0.0043866,0.0062056,0.0064581,0.0056195,0.012626,0.0095585,0.0090485,0.0083842,0.0087987,0.0167211,0.0107108,0.0108733,0.0315774,0.0118078,0.0172628,0.0212458,0.0163178,0.0144588,0.0233027,0.0422996,0.0296923,0.0124665,0.0130888,0.0087771,0.0084981,0.0148642,0.0160101,0.001183,0.0694075
23,0.0154136,0.0055537,0.0147689,0.0321118,0.0136231,0.0183691,1.0060141,0.0113724,0.0133033,0.0098395,0.0132935,0.0148423,0.011688,0.0184852,0.0118202,0.0139882,0.0159729,0.0225716,0.0138657,0.0108282,0.0083044,0.0104877,0.0101918,0.0085889,0.0121921,0.0083565,0.0047767,0.007842,0.007618,0.0055555,0.0067302,0.0263865,0.0111647,0.0086187,0.0043203,0.0514521,0.016982,0.0147273,0.0076725,0.0056248,0.0065085,0.0147722,0.0019604,0.0137548,0.007111,0.0040622,0.0078766,0.0035719,0.0057624,0.0047469,0.0045935,0.0052809,0.0044003,0.004774,0.0102543,0.0058775,0.0060417,0.0096876,0.010175,0.0074136,0.0085656,0.0123213,0.0087537,0.0090355,0.0057447,0.0123622,0.0101491,0.1286006,0.0150494,0.0290356,0.0500382
311FT,0.1120342,0.0225954,0.0011481,0.0019211,0.001664,0.0019772,0.0020514,1.2579318,0.0126035,0.0203694,0.0078118,0.007413,0.006976,0.0020045,0.0175165,0.0087891,0.0091228,0.0035074,0.0024214,0.0022146,0.0019555,0.0024522,0.002931,0.0019697,0.0037802,0.0038937,0.0016645,0.0016395,0.0032183,0.0012214,0.0053115,0.0012925,0.0073132,0.0016549,0.0008827,0.001858,0.0020754,0.0011752,0.0014198,0.0031493,0.0021481,0.0017445,0.0009727,0.001691,0.001571,0.0015603,0.0016808,0.0014939,0.0021887,0.0035104,0.0031322,0.0020745,0.003019,0.0027753,0.05741,0.0032818,0.0158703,0.0461186,0.0560351,0.0160893,0.0240325,0.0430635,0.0796896,0.0030583,0.0103038,0.0089391,0.000784,0.0014829,0.0366872,0.0002076,0.0041814
313TT,0.0047919,0.0057526,0.0010108,0.002076,0.0012118,0.0008085,0.0043057,0.0045872,1.2566446,0.2560242,0.0090759,0.022661,0.014228,0.0013153,0.0064544,0.0220544,0.0045221,0.0025894,0.0021962,0.005256,0.0022873,0.0031998,0.0178455,0.0106281,0.0435815,0.0337424,0.0021964,0.0013363,0.001913,0.0055504,0.001052,0.0011166,0.0121732,0.0017829,0.0009836,0.0014188,0.0029255,0.0011308,0.0043082,0.0026322,0.0025872,0.0017588,0.0005495,0.0006676,0.0008111,0.0007075,0.0007237,0.0014492,0.0008056,0.0014002,0.0011085,0.00081,0.0016318,0.0039253,0.001996,0.0030107,0.0048946,0.0200995,0.0131131,0.0011298,0.0076037,0.0207608,0.0017792,0.0043193,0.0016719,0.0033412,0.0032497,0.0021563,0.0039003,0.0002484,0.0014537
315AL,0.0005211,0.0003673,0.0002308,0.0003506,0.0002617,0.000231,0.0003602,0.0004824,0.0101356,1.1419725,0.0005971,0.000834,0.0208186,0.0002407,0.0003664,0.0007154,0.0003942,0.0006017,0.0004096,0.000626,0.0003922,0.0004013,0.0067103,0.0006689,0.001223,0.0022917,0.0008321,0.0004421,0.0002899,0.0032108,0.0003184,0.0002847,0.0006293,0.000539,0.0003087,0.0005155,0.0003868,0.0002751,0.0006723,0.0015123,0.0005888,0.0029639,0.0002341,0.0002713,0.000396,0.000403,0.0003294,0.0006943,0.0003427,0.000452,0.0003758,0.0003866,0.0009431,0.0025856,0.0010068,0.000736,0.0011718,0.0006589,0.0221388,0.0010065,0.0009544,0.0010913,0.0008137,0.0022274,0.001085,0.0006737,0.0005832,0.0003889,0.0022494,3.48e-05,0.000463
