RowCode,111CA,113FF,211,212,213,22,23,311FT,313TT,315AL,321,322,323,324,325,326,327,331,332,333,334,335,3361MV,3364OT,337,339,42,441,445,452,481,482,483,484,485,486,487OS,493,4A0,511,512,513,514,521CI,523,524,525,532RL,5411,5412OP,5415,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFE,GFGD,GFGN,GSLE,GSLG,HS,ORE
321,0.006186,0.0018349,0.0017592,0.0042111,0.0030859,0.0021924,0.0505084,0.0054003,0.0061803,0.0030933,1.2999775,0.0461195,0.0100963,0.0020026,0.0039296,0.0177559,0.0083987,0.0077966,0.0047216,0.0092597,0.0061898,0.0080936,0.0152618,0.0062169,0.1275091,0.0156233,0.0031387,0.0032191,0.004589,0.0016019,0.0014614,0.0304681,0.0031186,0.0032322,0.0015283,0.0049074,0.0046258,0.0034493,0.0030602,0.0070406,0.0129569,0.0059439,0.004158,0.0016793,0.0013643,0.0010777,0.0013127,0.0015778,0.0017287,0.0019483,0.0017308,0.0014533,0.0022788,0.0023538,0.0029527,0.0028486,0.0026053,0.0026874,0.0158835,0.002077,0.0036929,0.0062502,0.0033732,0.0030979,0.0026831,0.0019584,0.0022949,0.0103245,0.0048382,0.0017794,0.011876
322,0.0112499,0.0046376,0.0037627,0.0082107,0.0059485,0.0037052,0.0114328,0.0485708,0.022197,0.0132714,0.0227787,1.3471498,0.2257146,0.0046739,0.0249501,0.0435942,0.0344074,0.020827,0.0151776,0.0182454,0.0143603,0.0273037,0.0260748,0.0147557,0.0375359,0.0312143,0.0088601,0.0052444,0.0099078,0.0037464,0.0068404,0.0063717,0.0098221,0.0095706,0.0181704,0.0111492,0.0362848,0.0060234,0.0074951,0.0475189,0.0077161,0.0057729,0.0035127,0.0046142,0.0057783,0.006206,0.0047477,0.0046165,0.0062309,0.0068559,0.0064652,0.0064975,0.0079695,0.0102501,0.0096296,0.0102038,0.0108021,0.0136782,0.0142703,0.0076185,0.0054695,0.0275748,0.0116424,0.0062479,0.003876,0.0057308,0.0185821,0.006216,0.0188454,0.0007448,0.0054482
323,0.0037409,0.0028644,0.0030668,0.0044445,0.0042981,0.0036722,0.0040185,0.0044973,0.0049894,0.0139365,0.0045347,0.0063905,1.0392342,0.0030216,0.0048695,0.0049479,0.0040146,0.0083471,0.0055179,0.0049841,0.0047671,0.0045732,0.0045681,0.0043473,0.0052803,0.0053651,0.0094136,0.0068261,0.0047029,0.0037823,0.0052158,0.0049868,0.0058822,0.0052233,0.0046697,0.0079643,0.0075977,0.0023603,0.0096681,0.0603652,0.0148018,0.0074818,0.0068771,0.0054956,0.0113951,0.0124394,0.0085742,0.0047872,0.0086837,0.0124638,0.0081674,0.0100081,0.0105765,0.0041504,0.0130953,0.0084705,0.0077936,0.0048888,0.0179907,0.020697,0.0063118,0.0106539,0.0056956,0.0065151,0.0025293,0.0073507,0.0175849,0.0052291,0.0155779,0.0005759,0.0062679
324,0.0329925,0.0184024,0.0143788,0.0370079,0.0127566,0.0351182,0.0288858,0.018148,0.0242674,0.0117598,0.0194938,0.0197736,0.0185195,1.049161,0.0391491,0.0241253,0.0181154,0.0244483,0.0134047,0.0117078,0.0077279,0.0145382,0.0114687,0.0084618,0.0139344,0.0198754,0.0049167,0.0064531,0.0053107,0.0030772,0.0852985,0.0492943,0.0212162,0.0344069,0.0238002,0.0078732,0.0378769,0.0059871,0.0046013,0.0060561,0.0042572,0.0043522,0.0021725,0.0073851,0.0064912,0.0022312,0.0070297,0.004844,0.0032197,0.0038325,0.0055625,0.0047003,0.0124961,0.0261372,0.0077244,0.0067785,0.0093848,0.0082596,0.0071649,0.0046356,0.008962,0.0105462,0.0075241,0.005377,0.0135244,0.0267963,0.0055096,0.0411485,0.0345125,0.0014064,0.0099951
325,0.0860751,0.0449621,0.0230066,0.0451958,0.0192152,0.0097942,0.0291068,0.0498809,0.3016553,0.0732472,0.0594723,0.0969017,0.0901222,0.0319034,1.3041503,0.3108426,0.0709626,0.0280943,0.0386206,0.0377874,0.0392019,0.0556753,0.0670317,0.0392854,0.0757265,0.087099,0.0078853,0.0080319,0.0077629,0.0051335,0.0090212,0.0117002,0.0166638,0.0120569,0.0060719,0.009944,0.021242,0.012182,0.0078118,0.0195391,0.0099424,0.0098878,0.0036919,0.0039128,0.0052222,0.0045134,0.004616,0.0043477,0.0077276,0.0127169,0.007867,0.0089798,0.0122536,0.0240087,0.0160547,0.0653486,0.1222316,0.0399085,0.0199136,0.0075897,0.0109954,0.0147247,0.0109864,0.0175762,0.0073053,0.0158923,0.0148477,0.0187432,0.0268818,0.001581,0.0148013
326,0.0144261,0.0078987,0.0043364,0.0192717,0.0091048,0.0038531,0.0254232,0.0317116,0.0203116,0.0108341,0.0224069,0.0313233,0.0496534,0.0051303,0.0290754,1.0869905,0.022691,0.0146478,0.0155229,0.0435802,0.0298169,0.0387324,0.0661057,0.0432647,0.0462461,0.0421119,0.0094375,0.0082741,0.0104265,0.0033643,0.0062609,0.0046658,0.010504,0.0142959,0.0038759,0.0091108,0.0404413,0.0075063,0.007553,0.0126818,0.0061989,0.0103962,0.0024481,0.0026165,0.0030451,0.0034184,0.0027293,0.0044757,0.0047853,0.0059786,0.0066775,0.0034513,0.0065625,0.010538,0.0076085,0.0162586,0.0104481,0.0122386,0.0126894,0.003922,0.0046297,0.0069927,0.0107698,0.011494,0.004269,0.0087921,0.0072964,0.0138265,0.0103073,0.0010077,0.0053772
327,0.0035855,0.0020254,0.0045682,0.0075286,0.0050328,0.0028615,0.0547028,0.0124493,0.0059148,0.0028963,0.0136877,0.006529,0.0035647,0.006037,0.0063896,0.0137245,1.1579311,0.0151459,0.0093122,0.0111383,0.0055007,0.0165971,0.0241108,0.0065253,0.0112338,0.0106727,0.0017544,0.0028455,0.0018425,0.0011599,0.0019404,0.0032574,0.0033343,0.0023967,0.0011766,0.0046167,0.0030505,0.0027432,0.0022127,0.0021931,0.0015491,0.0059317,0.0029035,0.001454,0.00123,0.0009086,0.0012135,0.0013738,0.0010949,0.0033761,0.0019062,0.0028191,0.0030114,0.0055209,0.003829,0.0060392,0.0035814,0.0034108,0.0040641,0.0016701,0.0028562,0.0035525,0.0043573,0.0035356,0.0016756,0.002268,0.0035673,0.0154822,0.0029791,0.0017018,0.0044222
331,0.0100859,0.0077148,0.0267213,0.0223176,0.0158765,0.0080856,0.0277151,0.0191871,0.0111862,0.0065592,0.0211562,0.0258062,0.0134371,0.0185793,0.0122823,0.0256072,0.0269902,1.2994687,0.2343454,0.1639606,0.046997,0.1663073,0.1438873,0.0948133,0.0659359,0.0566686,0.003987,0.0045153,0.0032209,0.0018115,0.0048685,0.0201473,0.0397568,0.0088595,0.0049448,0.0106785,0.0077436,0.0077808,0.0034654,0.0101444,0.005691,0.0086508,0.0027493,0.0018581,0.0020435,0.0015949,0.0020261,0.0023145,0.0020367,0.0041481,0.0057693,0.0028598,0.0051318,0.0165768,0.0070885,0.0047823,0.0051742,0.0039963,0.0081041,0.0027478,0.0051415,0.005625,0.0044455,0.0100254,0.0078139,0.0100917,0.0073042,0.0143001,0.0057392,0.0010246,0.00535
332,0.019243,0.0121634,0.0243311,0.0252485,0.0185027,0.0129424,0.0680135,0.0414949,0.0259004,0.013564,0.0516939,0.055111,0.0297923,0.0190406,0.0305718,0.0538727,0.0327318,0.0631382,1.121843,0.1178563,0.0629858,0.1085542,0.0922046,0.1013772,0.083638,0.0439325,0.0056652,0.0083096,0.0053998,0.003226,0.0069704,0.0131874,0.1541119,0.0127293,0.0108452,0.0342495,0.0151309,0.013197,0.0071808,0.0244206,0.0066199,0.0225555,0.005529,0.00356,0.0039149,0.0027716,0.0038099,0.0044386,0.003852,0.0082905,0.0122849,0.0056794,0.0081501,0.0288105,0.0105304,0.0073978,0.0085407,0.0069758,0.0154762,0.0048851,0.0085577,0.0131006,0.0095262,0.0127745,0.0152519,0.0187268,0.013814,0.0268486,0.010614,0.00232,0.010291
333,0.0121941,0.0177802,0.0226183,0.0468963,0.0408448,0.0090729,0.0252857,0.0103556,0.0068839,0.0041601,0.0126856,0.0132493,0.0164001,0.0155091,0.0121598,0.0136121,0.009504,0.0237692,0.0227343,1.1009081,0.0098199,0.0241126,0.0703148,0.0360225,0.0088698,0.0119417,0.0025664,0.0038525,0.0029848,0.0020155,0.003578,0.0043615,0.0096819,0.0055035,0.0027657,0.0081827,0.0043509,0.0152464,0.0026938,0.0069846,0.0084192,0.0047424,0.003884,0.0015718,0.0017646,0.0022464,0.0017491,0.0027005,0.0017173,0.0035491,0.0069814,0.0024997,0.0065326,0.042165,0.0101634,0.0030549,0.003705,0.0036125,0.0042881,0.0023615,0.0030922,0.0036567,0.003329,0.010311,0.0037012,0.0073539,0.0077596,0.0114583,0.0049553,0.0008681,0.0045823
334,0.0067546,0.0051448,0.005455,0.009272,0.0065876,0.0041537,0.0163722,0.0169345,0.0235909,0.0109357,0.0284379,0.018006,0.023389,0.0057867,0.0186283,0.0241998,0.017157,0.021097,0.0345365,0.0496233,1.3691851,0.061988,0.0815185,0.1277213,0.0313485,0.0315382,0.0076647,0.0092546,0.0051561,0.0038148,0.0052089,0.0066631,0.0162236,0.007371,0.0036943,0.0092803,0.006348,0.0058088,0.0054276,0.0213471,0.0284116,0.0289958,0.0090643,0.0040918,0.0056007,0.0030131,0.0076345,0.0033876,0.0119684,0.0101259,0.0256609,0.0145027,0.0127938,0.011653,0.0186997,0.0114523,0.0065627,0.0057874,0.0084843,0.0042291,0.0046876,0.0074645,0.0052356,0.017951,0.0049615,0.0298105,0.0152344,0.013721,0.0063319,0.0008487,0.0063833
335,0.0037096,0.0072391,0.0029587,0.0045489,0.004204,0.0019281,0.024303,0.0046937,0.003913,0.0028416,0.0079733,0.0061611,0.004275,0.0026414,0.0042951,0.0077237,0.0038702,0.0132355,0.0155023,0.0389003,0.0265565,1.0918583,0.0217569,0.019484,0.0058178,0.0079935,0.001503,0.003058,0.001661,0.0014762,0.0020077,0.0052508,0.0057598,0.0024001,0.0029003,0.0036215,0.002062,0.0035657,0.0018792,0.0026004,0.0019934,0.0084041,0.0015702,0.0014635,0.0016381,0.001128,0.0014955,0.0013485,0.001263,0.0038983,0.0071043,0.0017241,0.0039607,0.0075716,0.0050775,0.0016482,0.0022525,0.0024814,0.0033618,0.0014098,0.0023336,0.0037953,0.0021943,0.0055549,0.0017018,0.0042161,0.0090502,0.0124718,0.0031954,0.0008082,0.0031378
3361MV,0.011278,0.0111643,0.0068694,0.0224963,0.010675,0.0040768,0.009391,0.0166891,0.0097359,0.0059616,0.0340263,0.0188701,0.0102288,0.0062482,0.0088482,0.0110842,0.0145369,0.0205909,0.0150701,0.0561132,0.0219242,0.0185906,1.429074,0.0498592,0.0172192,0.0128467,0.0066432,0.0129409,0.0099206,0.0032278,0.0040902,0.0050497,0.0108437,0.0433953,0.0133255,0.0067205,0.0063275,0.024657,0.0084151,0.0227167,0.0046399,0.0058837,0.0018286,0.0023211,0.0024823,0.0027028,0.002399,0.0045062,0.0023313,0.0044318,0.0038308,0.0039485,0.0106102,0.0227793,0.0058958,0.0040746,0.0046377,0.0039689,0.0155721,0.0041189,0.0035626,0.0058891,0.005246,0.0479277,0.0347828,0.0135028,0.0033055,0.008539,0.0088692,0.0004928,0.0048906
3364OT,0.000727,0.0015515,0.0007046,0.0016103,0.001177,0.0005731,0.0012578,0.0008838,0.0009512,0.0006822,0.0017937,0.0012173,0.0009398,0.0006068,0.0008024,0.0011236,0.0009234,0.0018031,0.0018231,0.0080121,0.0022472,0.002156,0.0040484,1.2595433,0.0010975,0.0009012,0.0004327,0.0003515,0.0002565,0.0001785,0.006096,0.0114233,0.0603911,0.0016197,0.0009002,0.0006945,0.0067415,0.000601,0.000295,0.0006028,0.0004791,0.0005216,0.0002351,0.0001739,0.0003757,0.0001597,0.0003059,0.0002263,0.0002199,0.0004016,0.0005019,0.0002353,0.0005016,0.0018647,0.0005194,0.0002963,0.0002977,0.0002995,0.0028835,0.0002376,0.0006993,0.0003728,0.0002918,0.0006037,0.0011569,0.0422354,0.0045481,0.0008655,0.0003566,5.29e-05,0.0003704
337,0.0007256,0.0003246,0.0004265,0.0009048,0.0004539,0.00061,0.0124458,0.000745,0.0010154,0.0008102,0.0104921,0.0016066,0.0009768,0.0005016,0.0006815,0.0027302,0.0012052,0.0009995,0.0008327,0.002476,0.0015334,0.0010918,0.0014139,0.0021673,1.037315,0.0021043,0.0005374,0.0010547,0.0004428,0.0002738,0.0003401,0.0008887,0.0016669,0.0006724,0.0002835,0.0012237,0.0007633,0.0006126,0.0008347,0.0005587,0.0005267,0.0008585,0.0009341,0.0003497,0.0003834,0.000213,0.0003489,0.0002716,0.0005378,0.0003878,0.0003717,0.0004369,0.0003603,0.000511,0.0005061,0.0014231,0.000594,0.0004821,0.0012171,0.0009122,0.0008946,0.000863,0.0008553,0.0007105,0.0102911,0.0004473,0.0003773,0.0149419,0.0005242,0.0016842,0.001207
339,0.002381,0.0011785,0.000973,0.0019941,0.0012505,0.0008551,0.0027889,0.0017973,0.0038143,0.0138446,0.0024438,0.0021198,0.0025205,0.0009435,0.0031253,0.0036316,0.0032493,0.0026197,0.0024505,0.0094037,0.0022901,0.0086602,0.0100112,0.0048785,0.0027062,1.0666058,0.00168,0.0024679,0.0013777,0.0006747,0.0011162,0.0010566,0.0020652,0.0016125,0.0015375,0.0020063,0.0040621,0.001977,0.0015493,0.0015851,0.0011961,0.0015826,0.0006423,0.0012072,0.0011686,0.0007795,0.0010387,0.0007138,0.0008957,0.0022891,0.0014429,0.0009885,0.0030736,0.0071027,0.00537,0.0250683,0.0264317,0.0067198,0.016228,0.0028126,0.0036437,0.0016203,0.0013516,0.0052977,0.0008622,0.0016141,0.0022454,0.0015532,0.0049368,0.0001884,0.0019766
42,0.1055614,0.0712952,0.0305851,0.0606699,0.0285808,0.0261569,0.064055,0.1205736,0.0979002,0.1079982,0.1096768,0.0974228,0.0735195,0.0541153,0.0870372,0.0925183,0.0672272,0.1108324,0.0730292,0.0953461,0.0921606,0.1038763,0.1342219,0.0843978,0.0862783,0.0757636,1.0366172,0.0278271,0.0150666,0.0088001,0.0241073,0.0466013,0.0498942,0.0401699,0.0255036,0.021509,0.0389515,0.0171967,0.0258248,0.0542041,0.0147586,0.0214071,0.0083007,0.0093985,0.0102311,0.0074048,0.011105,0.0382066,0.0100038,0.0138065,0.0196851,0.0121031,0.0213104,0.0332236,0.0306696,0.0321808,0.0437962,0.031428,0.0463185,0.0143616,0.0205451,0.0315179,0.0336326,0.024551,0.0224413,0.0251023,0.0197912,0.0483168,0.0301044,0.0028642,0.0180544
441,0.000557,0.0005165,0.0004654,0.001677,0.0007683,0.0003148,0.0013231,0.0016204,0.0009286,0.0005165,0.0024053,0.001649,0.0009208,0.0004171,0.0009287,0.0010359,0.0014474,0.000994,0.0011093,0.0034512,0.0010522,0.0006253,0.007127,0.0040147,0.0014218,0.0013585,0.0002593,1.0013027,0.0011377,0.0002604,0.0003347,0.0004207,0.0006126,0.0030014,0.0004365,0.0005964,0.0004313,0.0009769,0.0009206,0.0025512,0.0003657,0.0003738,0.0001309,0.0002277,0.0001943,0.0002878,0.0001968,0.0005632,0.0002033,0.0003432,0.0002947,0.0002651,0.0010778,0.0006564,0.0003768,0.0003013,0.0003647,0.0003168,0.0004297,0.0002909,0.0003239,0.0004657,0.0004471,0.0061435,0.0004408,0.0004162,0.0002152,0.0004523,0.0003519,8.08e-05,0.000609
445,0.0002527,4.4e-05,2.79e-05,5.31e-05,2.79e-05,0.0002044,0.0001913,0.0001275,8.67e-05,6.82e-05,6.94e-05,6.79e-05,0.0002425,4.45e-05,0.0001483,0.0001269,9.36e-05,7.21e-05,5.96e-05,8.91e-05,7.5e-05,6.66e-05,8.11e-05,4.93e-05,0.0001481,0.0001025,3.79e-05,6.62e-05,1.0000469,2.88e-05,0.0001285,0.0001003,6.84e-05,0.0006263,0.0005864,7.21e-05,0.0002318,3.98e-05,4.79e-05,5.37e-05,4.11e-05,3.43e-05,2.49e-05,4.29e-05,4.09e-05,4.29e-05,4.29e-05,4.26e-05,5.74e-05,6.13e-05,7.46e-05,4.86e-05,0.0001441,5.06e-05,8.46e-05,6.69e-05,6.24e-05,6.87e-05,6.83e-05,4.46e-05,3.9e-05,0.000338,0.0021705,9.93e-05,4.76e-05,3.17e-05,2.62e-05,5.6e-05,4.53e-05,2.33e-05,0.0001332
452,0.0005711,0.0001228,7.63e-05,0.00019,8.02e-05,0.0003901,0.0009336,0.0003669,0.0002533,0.0001478,0.0002698,0.0002159,0.0006132,0.0001028,0.0003647,0.0003792,0.0002489,0.0001819,0.0001606,0.0003839,0.0002368,0.0001939,0.0005174,0.0002645,0.0005119,0.0003376,7.24e-05,0.0001793,0.0001457,1.0000609,0.0001274,0.0002381,0.0001504,0.0014948,0.0013141,0.0001754,0.0005181,0.0001111,0.0001265,0.0002011,8.13e-05,7.51e-05,3.76e-05,5.85e-05,6.29e-05,6.11e-05,5.82e-05,9.31e-05,6.79e-05,7.68e-05,7.53e-05,5.79e-05,0.0002458,9.55e-05,0.0005231,9.9e-05,0.0001059,9.76e-05,0.0001225,8.39e-05,7.82e-05,0.0002318,0.0003786,0.0005956,8.55e-05,7.34e-05,5.6e-05,0.000183,9.83e-05,8.72e-05,0.0002304
481,0.0030839,0.0021713,0.0017866,0.002975,0.0032206,0.0044658,0.0023186,0.0038071,0.003733,0.0036425,0.0058212,0.0038555,0.0075665,0.0021938,0.0027192,0.0062336,0.0046511,0.0049195,0.006247,0.0044564,0.0030898,0.0032762,0.0039853,0.0036905,0.0065194,0.0052738,0.0037671,0.0024463,0.0017136,0.0013796,1.0043988,0.0024273,0.0054613,0.0074186,0.0015555,0.0030046,0.0040868,0.0022224,0.0019975,0.0052552,0.0041447,0.0033663,0.002868,0.00517,0.0062715,0.003078,0.0062374,0.0043964,0.005478,0.0048298,0.0113757,0.0024778,0.0071379,0.0078432,0.0056638,0.004718,0.0022358,0.0036949,0.0041602,0.0034136,0.0028923,0.0037548,0.0033976,0.0025998,0.0107905,0.0117194,0.0097809,0.0022747,0.0036081,0.000483,0.0101623
482,0.0082965,0.0031573,0.0018442,0.0183878,0.0015357,0.0121902,0.0044479,0.0113471,0.0061937,0.0026062,0.0130193,0.0195885,0.0063839,0.0035752,0.0090853,0.0104469,0.0209213,0.0230202,0.0076176,0.006074,0.0028348,0.0071443,0.0077971,0.004532,0.0075203,0.0049609,0.0008461,0.001121,0.0012659,0.0007391,0.0017126,1.0030391,0.0032348,0.0175416,0.0009398,0.0017564,0.0024156,0.0013614,0.0009563,0.0021157,0.0009563,0.0013624,0.0004481,0.0005097,0.0006425,0.0006435,0.0006363,0.0005683,0.0006931,0.0009669,0.0008198,0.0007448,0.0011914,0.0016971,0.0018321,0.0015549,0.0018054,0.0017276,0.0022535,0.0009193,0.0012642,0.0022781,0.0021336,0.0012193,0.0029764,0.0013609,0.0033949,0.0060834,0.002211,0.0002537,0.0017886
