RowCode,111CA,113FF,211,212,213,22,23,311FT,313TT,315AL,321,322,323,324,325,326,327,331,332,333,334,335,3361MV,3364OT,337,339,42,441,445,452,481,482,483,484,485,486,487OS,493,4A0,511,512,513,514,521CI,523,524,525,532RL,5411,5412OP,5415,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFE,GFGD,GFGN,GSLE,GSLG,HS,ORE
321,0.0057307,0.0020198,0.0017279,0.0073287,0.0049226,0.0016921,0.0553423,0.0065629,0.0053006,0.0037744,1.3339857,0.0631132,0.0179137,0.0015931,0.004622,0.0177611,0.010309,0.0081599,0.0054796,0.0102357,0.0077869,0.0086336,0.0174713,0.0072199,0.1541669,0.0218513,0.0035764,0.004242,0.0059741,0.0025829,0.0016465,0.0258228,0.0029082,0.00297,0.0025769,0.0038074,0.0029636,0.0022285,0.0038614,0.008491,0.0189385,0.005227,0.0107538,0.0027623,0.0015587,0.0010217,0.0020704,0.0020291,0.0025109,0.0023754,0.0015224,0.0019701,0.0023358,0.002487,0.0028838,0.0031724,0.003278,0.0036233,0.0152653,0.002728,0.005536,0.0060705,0.0046505,0.003303,0.002817,0.0027382,0.0033883,0.0086561,0.0050424,0.0009732,0.0137957
322,0.01191,0.0056601,0.0047884,0.0099931,0.0069934,0.0034326,0.0136403,0.0546258,0.0216151,0.0188401,0.0232246,1.3378613,0.3264814,0.0050991,0.0259331,0.0449774,0.0398485,0.0247155,0.0165854,0.0200906,0.0152556,0.0274212,0.0264845,0.0143833,0.0358084,0.0374537,0.0116402,0.0085705,0.0140772,0.0067127,0.0078604,0.0090174,0.0101696,0.0084163,0.027672,0.0141902,0.025947,0.0038647,0.0103413,0.0585741,0.0149055,0.007169,0.0116302,0.0091942,0.0089074,0.0061471,0.0085619,0.0056636,0.0107553,0.0111392,0.0072401,0.0096145,0.0132325,0.0124915,0.0108056,0.0115643,0.0163932,0.0237827,0.0178014,0.0126786,0.0087358,0.0301998,0.0173095,0.0073793,0.0046133,0.0062616,0.023259,0.0072116,0.0212852,0.0010608,0.0081351
323,0.0045532,0.0036859,0.0041585,0.0059574,0.004738,0.0033295,0.0051528,0.0064359,0.0059871,0.0180459,0.0051438,0.0059282,1.0362196,0.0040214,0.0062559,0.0059569,0.0045173,0.0069793,0.005355,0.0059176,0.0060328,0.004817,0.0057644,0.0042621,0.0052247,0.0065334,0.0126351,0.0115572,0.0067904,0.0070575,0.0069997,0.0088076,0.0075954,0.0066693,0.0068183,0.012954,0.0090273,0.0016192,0.0121312,0.0583098,0.0292277,0.009337,0.0198725,0.0100383,0.0152345,0.012214,0.0133677,0.0065553,0.0127507,0.0191498,0.010447,0.0165719,0.0183356,0.005592,0.0133669,0.0108068,0.0102278,0.0065072,0.018847,0.0284754,0.0086191,0.0115496,0.0089865,0.0067384,0.0031766,0.0071866,0.0195702,0.0069095,0.0178848,0.0011029,0.0084196
324,0.0265226,0.0196546,0.0164505,0.0452586,0.0180849,0.0252588,0.0302332,0.0185641,0.0235447,0.0136309,0.018911,0.0180303,0.0226122,1.039627,0.035074,0.0240667,0.0190898,0.0249376,0.0135282,0.0132917,0.0086526,0.0177136,0.0123567,0.0085275,0.0143517,0.0184332,0.0052269,0.0084618,0.006004,0.0042119,0.0920996,0.0854397,0.026654,0.0537172,0.0586989,0.0155086,0.0420698,0.0039718,0.0055386,0.0075116,0.006808,0.0039869,0.0050783,0.0102074,0.0062511,0.0022543,0.0112822,0.0055062,0.0047298,0.0050718,0.0056839,0.0058202,0.015013,0.0435656,0.0059528,0.0071531,0.0096722,0.0089144,0.0069303,0.0061568,0.0086141,0.0094993,0.0098265,0.0054164,0.0122245,0.0237038,0.0056347,0.0502851,0.0298038,0.0013389,0.0124439
325,0.1025549,0.0704989,0.0214921,0.0590781,0.0298933,0.0090282,0.0351044,0.0665784,0.317334,0.1005745,0.069594,0.0951679,0.1195128,0.0280797,1.3048785,0.3153126,0.0796777,0.0363398,0.0455007,0.0473773,0.0440001,0.0625325,0.0725817,0.0407092,0.0879537,0.098693,0.0115,0.0140348,0.0124829,0.009081,0.0124971,0.0218167,0.0187145,0.0145131,0.0112035,0.0151491,0.0154899,0.0120436,0.0138345,0.0231331,0.0179726,0.0110466,0.0105685,0.0090572,0.0105521,0.0057188,0.0107383,0.0072106,0.0207032,0.0172756,0.0083617,0.0130396,0.0169217,0.0232461,0.0188424,0.0664297,0.1131553,0.0498909,0.0287922,0.0135832,0.0170466,0.0166264,0.0207092,0.0199332,0.0088247,0.0162596,0.0192137,0.0211704,0.0305159,0.0029451,0.061361
326,0.0142822,0.0079005,0.0047859,0.0242529,0.0104777,0.0031634,0.0289046,0.0339273,0.0209138,0.0164545,0.0335907,0.0296233,0.0627503,0.004929,0.0263206,1.0894052,0.0236747,0.0165503,0.0168775,0.0449997,0.0324314,0.0369512,0.0681436,0.0388676,0.0547603,0.0437275,0.0102245,0.01173,0.0129543,0.005256,0.007278,0.0067437,0.0087796,0.0148928,0.0047502,0.0094401,0.0190072,0.0048537,0.0093975,0.0132545,0.0078036,0.0102597,0.0058952,0.0045352,0.0037025,0.0026799,0.0042363,0.0054279,0.0083425,0.0073132,0.0048215,0.0046553,0.007032,0.0093935,0.0075294,0.0183744,0.0117557,0.0144717,0.0139969,0.0052713,0.0066377,0.0070812,0.0148176,0.012214,0.0043603,0.0096288,0.0080156,0.0138255,0.0113391,0.0008237,0.0066929
327,0.0039546,0.002404,0.0053097,0.0105777,0.0073209,0.002508,0.0583573,0.0143677,0.0082144,0.0043554,0.017337,0.0082493,0.0053625,0.0051675,0.0075419,0.0156755,1.1633751,0.0209081,0.0123372,0.0141164,0.0075054,0.0260193,0.0295999,0.007967,0.013628,0.0151253,0.0019381,0.0037019,0.0023681,0.0017553,0.002327,0.0041039,0.003557,0.0024727,0.0016598,0.00375,0.0020163,0.002061,0.002598,0.0027063,0.002397,0.005297,0.0070606,0.0025475,0.0016778,0.0007785,0.0020839,0.0017339,0.001565,0.0042405,0.001766,0.0047885,0.0032933,0.0053302,0.0030068,0.0098301,0.0059809,0.0052497,0.0043613,0.0021279,0.0038469,0.0042652,0.0067945,0.0039273,0.001833,0.0030711,0.0053839,0.0144545,0.0037709,0.0008844,0.0044244
331,0.0128514,0.0096523,0.0378583,0.0342917,0.0236569,0.0084612,0.0444306,0.026569,0.0169085,0.0114781,0.032697,0.037627,0.025837,0.0248359,0.0188087,0.0396702,0.0315214,1.429641,0.3228199,0.2192155,0.0663474,0.235189,0.1906711,0.126633,0.0949319,0.0789611,0.0060277,0.0074968,0.0050458,0.0035737,0.0089457,0.0312595,0.036387,0.0113185,0.0074024,0.0162994,0.0079101,0.0073467,0.0055076,0.0149098,0.0099378,0.0115817,0.0103043,0.0041014,0.0030877,0.0017581,0.0041451,0.0040401,0.0041005,0.0063357,0.0055574,0.0054342,0.0076641,0.0144982,0.0096982,0.0066942,0.0081267,0.006308,0.0106731,0.0056689,0.011916,0.0062379,0.0084077,0.0161307,0.0092085,0.0149887,0.0113393,0.0199473,0.0080814,0.000967,0.0085765
332,0.0183191,0.0122645,0.0296982,0.0308114,0.0222299,0.0092214,0.0799609,0.0476486,0.0273687,0.0173504,0.059041,0.0582276,0.0421861,0.0210773,0.0342733,0.061273,0.0337166,0.0792166,1.136737,0.125388,0.0691964,0.1169559,0.1047754,0.1123125,0.0909477,0.049455,0.0063875,0.0100251,0.0065546,0.0045379,0.0099177,0.0211548,0.0912656,0.0118839,0.0094563,0.0376923,0.0093927,0.0092157,0.0081871,0.0270323,0.009575,0.0210668,0.0160265,0.00573,0.0042451,0.0024027,0.0055624,0.0060821,0.0055239,0.0086629,0.0075252,0.0074736,0.0096084,0.0196984,0.0108724,0.0078647,0.0109313,0.0086355,0.0161684,0.0062907,0.0139063,0.0097202,0.0134839,0.0160837,0.0134027,0.0224671,0.0147678,0.0272738,0.01198,0.0015013,0.0109825
333,0.0129818,0.0126873,0.0276104,0.0570315,0.0450397,0.0067984,0.0337571,0.0130338,0.0094311,0.0079779,0.0163746,0.0187425,0.0241197,0.017758,0.0174004,0.0200375,0.0121434,0.0323818,0.0300658,1.1204731,0.0120863,0.0317564,0.0808616,0.0391276,0.0120559,0.01845,0.0032388,0.0053928,0.0036986,0.0031092,0.0050216,0.022305,0.0098366,0.0068584,0.0047674,0.0102691,0.0053249,0.0116735,0.0038055,0.0085494,0.0119617,0.0054532,0.0131293,0.0029065,0.0022271,0.0013747,0.0028223,0.0038116,0.0026526,0.0035267,0.0045509,0.0033807,0.0077022,0.0173688,0.0098737,0.0041041,0.0051136,0.0045157,0.0052281,0.0038242,0.005493,0.0036274,0.005001,0.017365,0.0040396,0.007966,0.0105375,0.0124834,0.0056113,0.0007192,0.005855
334,0.0082784,0.0062893,0.0069602,0.0122109,0.0086911,0.0041057,0.0217103,0.0204726,0.0278784,0.0169634,0.0309467,0.0179636,0.0337662,0.0065299,0.022957,0.028161,0.0199352,0.02691,0.0384665,0.064986,1.4000301,0.0699729,0.0910344,0.166576,0.0346133,0.0410325,0.0089137,0.0122009,0.0059506,0.0060423,0.0083165,0.0124114,0.0195376,0.0082401,0.0047917,0.0103222,0.0056068,0.004205,0.0067421,0.0244365,0.0356122,0.0327692,0.0216981,0.0071939,0.0061994,0.003256,0.0125063,0.0043619,0.0210076,0.0136619,0.0265627,0.0267467,0.0150202,0.0101517,0.0241045,0.0149573,0.008953,0.0076233,0.0086266,0.0060611,0.0065424,0.0075123,0.008426,0.0247376,0.0055035,0.0382727,0.0161147,0.0149311,0.0075667,0.0010524,0.0083422
335,0.0046687,0.0075379,0.0040953,0.0068321,0.0059826,0.0018258,0.0336085,0.0065004,0.0053657,0.0044453,0.0113689,0.0081601,0.0069499,0.0031612,0.00643,0.0113599,0.0054516,0.0219057,0.0216125,0.0497637,0.0334277,1.1144516,0.0290007,0.0270176,0.0082802,0.0119764,0.0020902,0.0044233,0.0022403,0.0030821,0.0031623,0.0093187,0.0078812,0.0029745,0.0027823,0.0045812,0.0019522,0.0027318,0.002726,0.0036724,0.0035131,0.0108215,0.004661,0.0027988,0.0021287,0.0010473,0.002552,0.002092,0.0021765,0.0062271,0.0055439,0.0029523,0.0055675,0.007156,0.0072319,0.0023669,0.0031843,0.0026403,0.0041368,0.0021316,0.0039757,0.0032253,0.003701,0.0079104,0.0021675,0.0054745,0.0117435,0.0151165,0.0038468,0.0006523,0.0041123
3361MV,0.0096202,0.0101561,0.0076767,0.0234628,0.0118331,0.0031652,0.0116331,0.0163795,0.0095579,0.0067518,0.0417301,0.0206259,0.0128963,0.0061273,0.0096178,0.0119253,0.0131204,0.0276356,0.0181605,0.0584647,0.0220759,0.0229681,1.4233829,0.0377371,0.0180436,0.0147517,0.0068652,0.0146225,0.010338,0.003707,0.0041873,0.0074624,0.009242,0.0354402,0.0108509,0.0065566,0.0050389,0.0181531,0.0088503,0.0219095,0.0066198,0.0058028,0.0042368,0.0032767,0.0023814,0.0018493,0.0031719,0.0051073,0.0028682,0.004283,0.0036283,0.0055054,0.0106939,0.022309,0.0049923,0.0040189,0.0045985,0.0043489,0.0112746,0.0115902,0.0046257,0.0048834,0.0066153,0.0450129,0.0270723,0.0102022,0.0034901,0.0091098,0.0073152,0.0005653,0.0052025
3364OT,0.0008514,0.0010299,0.0008852,0.0019557,0.0012094,0.0006178,0.0014975,0.0012594,0.0017909,0.0016377,0.0028589,0.0015586,0.0013085,0.0006954,0.0011267,0.0014785,0.0012623,0.0022714,0.0017852,0.0039165,0.0022418,0.0020997,0.0036472,1.3214556,0.0015242,0.0012819,0.000411,0.0004239,0.0002979,0.0002425,0.0192986,0.0179424,0.0753941,0.0014029,0.0003792,0.0008648,0.0033892,0.0003732,0.000339,0.0006989,0.0006801,0.0006267,0.0006276,0.0003831,0.0005416,0.0001506,0.0005544,0.0003091,0.0003947,0.0004194,0.0005355,0.0003499,0.0005604,0.0008237,0.0005494,0.0004136,0.0003761,0.0004558,0.0005312,0.000326,0.0021249,0.000433,0.0004972,0.0007786,0.0023744,0.0523,0.0069971,0.0009286,0.0004654,6.19e-05,0.0005845
337,0.0005664,0.0002776,0.0003282,0.0010061,0.0004807,0.0003403,0.0130799,0.0007038,0.0008455,0.0007799,0.0185341,0.0021778,0.001301,0.0003058,0.0006505,0.0029733,0.0009315,0.0008424,0.0006938,0.0026328,0.0016261,0.0008758,0.0013938,0.0019031,1.0327207,0.002094,0.0004913,0.0013272,0.0004588,0.0003401,0.0003132,0.0009676,0.0013686,0.000549,0.0003676,0.0009566,0.0004449,0.0002873,0.0008695,0.0006358,0.0008178,0.0008575,0.0025619,0.0005252,0.0003776,0.0001788,0.0004635,0.000275,0.0012904,0.0004765,0.0003525,0.000532,0.0003785,0.0004159,0.0003548,0.0015903,0.0007575,0.0004709,0.001157,0.0008862,0.0010377,0.0006853,0.0009498,0.0007349,0.0091829,0.0005741,0.0005629,0.0057717,0.0005064,0.0003531,0.0011311
339,0.0025835,0.0013625,0.0011742,0.00235,0.0016648,0.0007473,0.0032507,0.0022084,0.0042377,0.0141393,0.0029008,0.0025017,0.0034133,0.00106,0.0034924,0.0041342,0.0033387,0.0036394,0.0026688,0.0095425,0.0021953,0.0102886,0.0100754,0.0035353,0.0029423,1.0671842,0.0020057,0.0028249,0.0015798,0.0011758,0.0013298,0.0017129,0.0019306,0.0017408,0.0018635,0.0027229,0.0044477,0.0013664,0.0018089,0.0018664,0.0020709,0.0018559,0.001604,0.0020981,0.0016137,0.0007659,0.0017294,0.0009679,0.0014632,0.0046797,0.0014252,0.0015373,0.0028912,0.0044785,0.0072068,0.0216935,0.0301776,0.0069863,0.0166361,0.0041528,0.0040528,0.0016861,0.0026455,0.0055676,0.0009055,0.0019885,0.0026208,0.0016943,0.0048858,0.0002564,0.0024121
42,0.0972351,0.0729683,0.036517,0.0671711,0.0319207,0.0232201,0.0671182,0.1317516,0.0982347,0.1173033,0.1108472,0.1022055,0.0929256,0.0607872,0.0852071,0.0910366,0.0658441,0.1253894,0.0816529,0.0999804,0.0879652,0.1087266,0.1344267,0.0831539,0.0930138,0.0793269,1.0367705,0.0341684,0.0175216,0.0108282,0.0325182,0.0684896,0.046419,0.0544465,0.054909,0.0280385,0.0326285,0.011068,0.0275055,0.0553669,0.0210197,0.0215083,0.0193085,0.0152232,0.0123436,0.0067689,0.0183007,0.0491827,0.0146358,0.0164661,0.0185384,0.0161819,0.0229256,0.032037,0.0328066,0.031546,0.0429317,0.0367067,0.0502314,0.0163431,0.0292002,0.0302808,0.0502656,0.0252301,0.0216755,0.0248684,0.0205777,0.0513637,0.03232,0.0024297,0.0235268
441,0.0006105,0.0005754,0.0005727,0.0019513,0.0009247,0.0002589,0.0015714,0.0017786,0.0010273,0.0007073,0.0028702,0.001783,0.0012487,0.0004576,0.0011262,0.0012096,0.0013985,0.001238,0.0012795,0.0042479,0.0012908,0.000786,0.0080607,0.0032571,0.0016425,0.0017054,0.0003151,1.0016724,0.0014064,0.0003776,0.0004029,0.000631,0.0005919,0.0029488,0.0005129,0.0006431,0.0004018,0.0006043,0.0011743,0.0028245,0.0005935,0.0004665,0.0003696,0.0003794,0.0002241,0.0002372,0.0003173,0.0007388,0.000304,0.0004112,0.0003728,0.0004977,0.0015206,0.0010841,0.0003772,0.0003488,0.0004019,0.0004129,0.0004506,0.0004043,0.0004356,0.0004623,0.0006692,0.0065599,0.0004712,0.000415,0.0002589,0.0005078,0.0003967,7.33e-05,0.0008709
445,0.0001741,4.49e-05,2.75e-05,5.41e-05,3.15e-05,0.000106,0.000209,0.0001211,8.49e-05,7.49e-05,6.87e-05,6.22e-05,0.0002597,3.87e-05,0.0001432,0.0001119,0.0001071,6.51e-05,5.11e-05,9.28e-05,0.0001006,6.76e-05,8.17e-05,4.54e-05,0.0001403,8.5e-05,3.43e-05,6.73e-05,1.0000415,3.08e-05,0.0001397,0.0001309,5.57e-05,0.000808,0.0011473,7.56e-05,0.0002008,1.92e-05,4.62e-05,5.37e-05,5.51e-05,2.88e-05,4.41e-05,5.27e-05,3.76e-05,3.1e-05,5.23e-05,4.18e-05,6.09e-05,6.19e-05,5.91e-05,5e-05,0.0001235,4.86e-05,5e-05,6.15e-05,5.03e-05,8.38e-05,5.08e-05,6e-05,4.22e-05,0.0002019,0.0020036,9.77e-05,4.34e-05,2.7e-05,2.46e-05,5.36e-05,4.47e-05,8.3e-06,0.0001129
452,0.0003551,0.0001164,7.37e-05,0.0001901,8.4e-05,0.0001696,0.000997,0.0003221,0.0002318,0.0001672,0.0003244,0.000191,0.0006286,8.62e-05,0.000311,0.0003155,0.000253,0.0001706,0.0001499,0.0003878,0.000311,0.000197,0.0004783,0.0002058,0.0004833,0.0002748,6.96e-05,0.0001757,0.0001344,1.0000669,0.0001198,0.0002811,0.0001187,0.0016091,0.0021671,0.0001611,0.0003767,5.56e-05,0.0001276,0.0001923,0.0001121,7.14e-05,8.34e-05,8.79e-05,6.38e-05,4.77e-05,7.8e-05,0.0001036,9.25e-05,8.91e-05,7.44e-05,7.9e-05,0.0002834,0.000123,0.0002156,9.6e-05,9.43e-05,0.0001113,0.0001091,0.0001165,8.72e-05,0.0001666,0.0003894,0.0005465,8e-05,7.5e-05,6.42e-05,0.0001687,9.84e-05,2.27e-05,0.0002541
481,0.0041516,0.0024828,0.002553,0.0070233,0.0046011,0.0056249,0.0030903,0.0054005,0.0053302,0.0055934,0.0058574,0.0051658,0.0057369,0.0029049,0.00469,0.0065849,0.0064607,0.0074382,0.0054951,0.00554,0.0046497,0.0042831,0.0058602,0.0040562,0.0055173,0.0058652,0.0041211,0.0037001,0.0022561,0.0022282,1.0044532,0.0031939,0.0074093,0.0080295,0.0027416,0.005449,0.0040219,0.0015266,0.0027207,0.0068856,0.0073152,0.0037672,0.0065512,0.0092387,0.007604,0.0027846,0.0109175,0.0055349,0.0079118,0.0066119,0.012548,0.0032568,0.0103593,0.009744,0.0049799,0.005747,0.002891,0.0047916,0.0044463,0.004463,0.0037774,0.0039308,0.0050632,0.0027099,0.0235688,0.0100927,0.0087803,0.0039645,0.0036398,0.0009153,0.0121888
482,0.0075753,0.0037466,0.0021289,0.0204305,0.0020928,0.0121109,0.0050679,0.0118771,0.0061112,0.00316,0.0131068,0.0185937,0.0085183,0.0028682,0.0099365,0.0107073,0.0223545,0.0231249,0.0087665,0.006909,0.0031848,0.0085563,0.0086478,0.0047635,0.0082928,0.0057466,0.0009613,0.0013349,0.0014383,0.0009558,0.0018857,1.0036051,0.0030916,0.0154396,0.0014763,0.0035968,0.0019309,0.0009561,0.0011536,0.0024007,0.0014858,0.0013395,0.0011513,0.000867,0.0007883,0.0006331,0.0010662,0.0006943,0.0010969,0.0011951,0.0007734,0.0010146,0.0013886,0.001899,0.0019092,0.0017738,0.0020066,0.0022133,0.0024246,0.0011091,0.0017529,0.0022137,0.0032676,0.0013479,0.0026174,0.0013141,0.0033929,0.0076667,0.0024276,0.0003924,0.0026832
