RowCode,111CA,113FF,211,212,213,22,23,311FT,313TT,315AL,321,322,323,324,325,326,327,331,332,333,334,335,3361MV,3364OT,337,339,42,441,445,452,481,482,483,484,485,486,487OS,493,4A0,511,512,513,514,521CI,523,524,525,532RL,5411,5412OP,5415,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFE,GFGD,GFGN,GSLE,GSLG,HS,ORE
111CA,1.2019605,0.0652485,0.0011399,0.0032814,0.0018027,0.0010116,0.0046862,0.3529112,0.0915247,0.0294833,0.0393817,0.0119421,0.0090058,0.0015089,0.0389288,0.0138916,0.0055867,0.0028982,0.0024178,0.002871,0.0023603,0.0030814,0.0053843,0.0025906,0.0109811,0.0096318,0.0014494,0.0061273,0.0042111,0.0013342,0.0027602,0.0019869,0.0050765,0.0014747,0.0011082,0.0019362,0.0020802,0.0007691,0.0020777,0.0024445,0.0024578,0.0009629,0.0014175,0.001465,0.000782,0.0008579,0.0012965,0.0011655,0.0019239,0.0025191,0.0016441,0.0015365,0.0038229,0.0021587,0.0224793,0.0034103,0.0084794,0.0195877,0.0216702,0.0026111,0.013654,0.0172248,0.0421236,0.0022101,0.0063347,0.0027988,-0.0098632,0.0017114,0.0176071,0.0002577,0.0041466
113FF,0.0733964,1.244245,0.0005137,0.0034424,0.0011425,0.0005367,0.0091424,0.0336755,0.0071574,0.0045645,0.2029368,0.0350801,0.0108003,0.0005353,0.0045154,0.0122823,0.0030862,0.0022296,0.0015246,0.0025368,0.0019404,0.0023865,0.0040685,0.0018717,0.0258061,0.0072541,0.0009969,0.0013508,0.0047669,0.0007098,0.0009386,0.0042804,0.0012245,0.0008916,0.0010641,0.0011632,0.0012958,0.0005275,0.0010557,0.0027476,0.00347,0.0011262,0.0020659,0.0008476,0.0005782,0.0004197,0.0007257,0.0006125,0.0009066,0.0009922,0.0006693,0.0007566,0.0010797,0.000966,0.0030892,0.0012384,0.0017185,0.0029127,0.004732,0.001003,0.00379,0.0051253,0.0089666,0.0010402,0.0016067,0.0008846,0.0004798,0.001743,0.0042412,0.0002037,0.0027635
211,0.0230965,0.0153764,1.1065633,0.0381682,0.0134718,0.1295667,0.0231786,0.0169179,0.0234127,0.0147483,0.016942,0.0180728,0.0197308,0.6635213,0.0402854,0.0240321,0.0203309,0.0253866,0.0137509,0.0127791,0.0090791,0.0158879,0.0123945,0.0087921,0.013561,0.0161563,0.0052894,0.0094863,0.0089835,0.0067339,0.0641615,0.0600534,0.0282488,0.0386579,0.0414474,0.0433806,0.030662,0.0065002,0.0071513,0.0069959,0.007082,0.0041193,0.0047897,0.0084254,0.0055857,0.002311,0.0111282,0.0053878,0.0051329,0.0050885,0.0051838,0.0068635,0.0121563,0.0342225,0.007752,0.007188,0.0094634,0.0095849,0.0074241,0.0067151,0.0090956,0.0113609,0.01204,0.0054143,0.0149734,0.017305,0.0051842,0.1004876,0.02251,0.0011992,0.0198379
212,0.0109847,0.0029198,0.0037224,1.074089,0.0031862,0.0334826,0.0171861,0.0101403,0.0122896,0.0053469,0.0059087,0.0190908,0.0081966,0.0059537,0.0195248,0.0116202,0.0901991,0.0680447,0.0197192,0.0136307,0.006018,0.0162273,0.0138427,0.0086644,0.0087302,0.0088071,0.0013214,0.0022004,0.002286,0.0017367,0.0023761,0.0050397,0.0059973,0.0019762,0.0016559,0.0082005,0.0018816,0.0018889,0.0018696,0.0039882,0.0070192,0.0025019,0.0023559,0.0013716,0.0012299,0.0005881,0.0019372,0.0010794,0.0014216,0.0018177,0.0011538,0.001972,0.0018471,0.0031078,0.0030934,0.0029125,0.0036296,0.0031858,0.0026603,0.0039251,0.0055947,0.0036339,0.004439,0.0023686,0.0017163,0.0022049,0.0078254,0.0208979,0.004002,0.000376,0.0051149
213,0.0006981,0.0004013,0.0258805,0.0158633,1.0071751,0.0035081,0.000791,0.0005425,0.0007241,0.000422,0.000482,0.0006988,0.0005797,0.0155724,0.0012227,0.0007296,0.0017785,0.0015771,0.0006086,0.0004978,0.0003005,0.0006076,0.0004914,0.0003327,0.0004445,0.0005054,0.0001429,0.000254,0.0002431,0.0001828,0.0015321,0.001475,0.000748,0.0009311,0.0009916,0.0011324,0.0007431,0.0001792,0.0001944,0.0002218,0.0002676,0.0001331,0.0001464,0.0002169,0.0001486,6.27e-05,0.0002883,0.0001417,0.0001407,0.0001507,0.0001383,0.0001912,0.0003109,0.0008442,0.0002259,0.0002101,0.0002735,0.00027,0.0002122,0.0002139,0.0002936,0.0003182,0.0003458,0.000161,0.0003746,0.0004364,0.0002345,0.0026481,0.0005835,3.35e-05,0.0005374
22,0.0302012,0.0104532,0.0188795,0.0397326,0.0061929,1.0435779,0.0153614,0.0271469,0.0375929,0.0362062,0.0260333,0.0368858,0.0251305,0.0255785,0.0374139,0.0391732,0.0405512,0.0537722,0.0297331,0.0238771,0.0210576,0.0236256,0.0244713,0.0194697,0.0227266,0.0205634,0.0104698,0.0253541,0.0362428,0.0284809,0.0084694,0.0105243,0.075503,0.0099888,0.009218,0.1806762,0.011485,0.0278352,0.0229127,0.010886,0.0147724,0.0090949,0.008231,0.0089306,0.0080209,0.0045971,0.0253355,0.0103996,0.0107582,0.009284,0.0079483,0.0186642,0.0117722,0.0208916,0.0231476,0.0117045,0.0135924,0.0206325,0.0141956,0.0133579,0.0195306,0.0330906,0.0362041,0.0101721,0.0161974,0.007221,0.0072461,0.0181326,0.0135137,0.0016826,0.076052
23,0.0135944,0.005217,0.0074644,0.0393916,0.0117674,0.0105834,1.006309,0.012455,0.0149996,0.0119533,0.0142188,0.0157067,0.0117365,0.0066819,0.0151854,0.0166536,0.0181802,0.0224235,0.0142058,0.0119973,0.0117303,0.0108334,0.0107748,0.0095209,0.010573,0.0107786,0.0043295,0.0099549,0.0078629,0.0076607,0.0059692,0.0159208,0.0109621,0.0065379,0.004882,0.0202851,0.0067469,0.0069418,0.0083211,0.005077,0.007365,0.0097611,0.0034587,0.0201511,0.0058975,0.0026131,0.010936,0.0045456,0.0062755,0.0051275,0.0033601,0.0056173,0.0046486,0.0047241,0.0064679,0.0057289,0.0059895,0.0093994,0.00854,0.0076209,0.0101518,0.010779,0.010538,0.0084222,0.005144,0.0242581,0.021434,0.1063412,0.0159278,0.0122087,0.0400528
311FT,0.126065,0.0242633,0.001539,0.0027439,0.0023761,0.002163,0.0027515,1.2886432,0.0171579,0.0219636,0.0096707,0.0080017,0.0093413,0.0023124,0.0211587,0.0095185,0.0099966,0.0042804,0.002843,0.0030099,0.0030473,0.0030637,0.0037693,0.0022546,0.0045757,0.0046181,0.0025974,0.0029345,0.004221,0.0024446,0.0109424,0.0019722,0.0149938,0.0024463,0.0016586,0.0033876,0.0027175,0.0010163,0.0023397,0.0037564,0.0041619,0.0018481,0.0024608,0.003369,0.0023713,0.0018642,0.0034564,0.002321,0.0037543,0.005319,0.0041126,0.0032277,0.0050017,0.0039422,0.0737324,0.0044397,0.0182318,0.0604021,0.0703748,0.0069148,0.038569,0.0529306,0.138124,0.004142,0.0212332,0.0082644,9.46e-05,0.0020321,0.0518603,0.0004039,0.0062926
313TT,0.0050776,0.0099459,0.0014221,0.0031149,0.0021817,0.0008234,0.0074153,0.0048346,1.3040693,0.3372598,0.0105668,0.0242337,0.0275917,0.001483,0.0070618,0.0244253,0.005665,0.0053065,0.0032525,0.0064361,0.0030498,0.0043477,0.0302275,0.010364,0.0517783,0.0523855,0.0035567,0.00241,0.0029346,0.0031409,0.0015294,0.0018708,0.0168276,0.0024862,0.0017557,0.0020033,0.002455,0.0010636,0.0065696,0.0038797,0.0032358,0.0026191,0.0017467,0.0014175,0.0013129,0.0008275,0.0014351,0.0025924,0.0015945,0.002173,0.0013628,0.0014686,0.0023923,0.0040798,0.0024309,0.0037027,0.0061618,0.0254004,0.0199672,0.0020817,0.0046832,0.0212053,0.0029698,0.0050888,0.0026333,0.003613,0.0041879,0.0023579,0.0050484,0.0002649,0.0026753
315AL,0.0006055,0.0006716,0.0004263,0.0005843,0.000474,0.0002981,0.0006991,0.0007391,0.0192307,1.1792722,0.0008824,0.0013285,0.0452184,0.0004153,0.000661,0.0012137,0.0005977,0.0010289,0.0006278,0.0008631,0.0006492,0.0006335,0.0051016,0.0007947,0.0020809,0.0028931,0.0015587,0.0009679,0.0005802,0.0059577,0.0006287,0.0006764,0.0012612,0.0007969,0.0006163,0.001035,0.0006627,0.0002254,0.0011164,0.0029559,0.0019739,0.0045542,0.0011376,0.0007983,0.0009279,0.0006933,0.0008906,0.0011075,0.0008636,0.0011178,0.0007384,0.0010327,0.001947,0.0033889,0.0013825,0.0012718,0.0016056,0.0012908,0.0407726,0.0019542,0.0012994,0.0016222,0.0014355,0.0023997,0.0024146,0.0009061,0.0012063,0.0006362,0.0030255,9.39e-05,0.0008506
