RowCode,111CA,113FF,211,212,213,22,23,311FT,313TT,315AL,321,322,323,324,325,326,327,331,332,333,334,335,3361MV,3364OT,337,339,42,441,445,452,481,482,483,484,485,486,487OS,493,4A0,511,512,513,514,521CI,523,524,525,532RL,5411,5412OP,5415,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFE,GFGD,GFGN,GSLE,GSLG,HS,ORE
321,0.0047267,0.0039231,0.0014757,0.0082295,0.0062424,0.0022512,0.0364862,0.0051026,0.0044146,0.0016647,1.3012769,0.0477382,0.0075454,0.0024961,0.0034015,0.0109417,0.0063199,0.0130838,0.0057172,0.0079329,0.0028158,0.0092213,0.0147946,0.0042491,0.1216667,0.0138377,0.0052754,0.0023601,0.0049285,0.0025273,0.0013279,0.0359589,0.0024483,0.0030837,0.0020409,0.0010603,0.0037985,0.0034826,0.0031718,0.0015669,0.0013781,0.0028319,0.0038848,0.0014554,0.0014072,0.0007684,0.0014546,0.0027633,0.0012146,0.0022393,0.0010868,0.001475,0.0034222,0.0027728,0.0018734,0.0020154,0.0027527,0.0023846,0.006011,0.0016408,0.0037095,0.0052684,0.0030869,0.0032829,0.0022735,0.0020021,0.0016121,0.008102,0.0030688,0.0017701,0.0100404
322,0.0099417,0.0023818,0.0029939,0.0073323,0.0055012,0.0033336,0.0083638,0.0444614,0.0201252,0.0070957,0.022183,1.3259094,0.1570086,0.0049773,0.0197426,0.0346257,0.0237843,0.0262624,0.0174546,0.0176448,0.0064523,0.0214223,0.0227873,0.0101932,0.0366716,0.026056,0.0086276,0.0035769,0.0070505,0.0043973,0.0045457,0.0045177,0.0069066,0.0060267,0.0173117,0.0023719,0.018789,0.0069185,0.0052062,0.0091954,0.0025578,0.0039668,0.0048522,0.0040584,0.0041084,0.0026815,0.0039145,0.0069662,0.0034449,0.0055519,0.0039492,0.0038088,0.0099602,0.0092192,0.0048247,0.0052467,0.0073505,0.0092573,0.0134437,0.0034199,0.00519,0.0211435,0.0122668,0.0059419,0.0055923,0.0041151,0.0099429,0.0051573,0.0090375,0.0007407,0.0053707
323,0.0022953,0.0010349,0.0012295,0.0021564,0.0021853,0.0019283,0.0021727,0.0027701,0.0043367,0.0029809,0.0025482,0.0044944,1.0201828,0.0016068,0.0025042,0.0028336,0.0021249,0.0062807,0.0031098,0.0029516,0.0010717,0.002647,0.0032194,0.0022079,0.0035632,0.0027273,0.0079132,0.0031183,0.0024291,0.0025329,0.0017355,0.0019507,0.0031875,0.0027693,0.0035722,0.0008061,0.0036545,0.0020788,0.0072554,0.0165286,0.0047144,0.0032125,0.010803,0.0035687,0.0045399,0.0062884,0.004351,0.0032237,0.003853,0.0054619,0.0024546,0.0042427,0.0057868,0.0025149,0.0042598,0.0031781,0.0054436,0.0024639,0.011731,0.00654,0.0031534,0.0055177,0.003007,0.0040388,0.0020111,0.0026623,0.0053171,0.0037368,0.0049716,0.0004067,0.0028062
324,0.0404594,0.01474,0.0183294,0.0505465,0.0268572,0.0268767,0.0324971,0.023431,0.0338225,0.0080767,0.0256907,0.0298072,0.0203315,1.049714,0.0455846,0.0370102,0.0220669,0.0254322,0.0159058,0.0135318,0.0049874,0.0160825,0.0147098,0.0084394,0.019289,0.0172659,0.0091059,0.0091963,0.0089753,0.0073254,0.1085281,0.0666172,0.0996657,0.066202,0.0311222,0.0039894,0.0449381,0.0447439,0.0080928,0.0046395,0.0033162,0.0049586,0.0062338,0.0108488,0.0106074,0.0020827,0.0150864,0.0093948,0.0033399,0.0061883,0.0063619,0.0058166,0.0109165,0.0241971,0.0091105,0.0074352,0.009246,0.0101012,0.0094521,0.0057054,0.0108153,0.0104324,0.0110474,0.0085383,0.0218417,0.022866,0.0091008,0.0647779,0.0379229,0.0021276,0.0149458
325,0.1101364,0.0549177,0.0315802,0.054416,0.0354305,0.0145622,0.0349263,0.0659149,0.3762542,0.0550607,0.0781083,0.1264967,0.1027312,0.1020187,1.3768575,0.4035741,0.0652717,0.0385893,0.0471681,0.0437161,0.0231944,0.0537491,0.0747194,0.0322251,0.0962165,0.0910299,0.0137856,0.0096508,0.0114445,0.0116236,0.0183897,0.0188824,0.0237287,0.0176607,0.0116613,0.0043237,0.0192674,0.0199425,0.0114167,0.009644,0.0066056,0.0116474,0.0097036,0.0061161,0.0074235,0.0038762,0.0080856,0.009299,0.0050855,0.0186044,0.0078588,0.0086052,0.02103,0.039621,0.0128531,0.0506512,0.0449757,0.028989,0.0215992,0.0102061,0.0184669,0.0138174,0.0183655,0.0202754,0.0117418,0.0249396,0.0173802,0.0337433,0.0321346,0.0025565,0.0245916
326,0.0143972,0.0043777,0.0042011,0.0260345,0.012905,0.0035299,0.0254619,0.034163,0.0208013,0.0114028,0.0207749,0.0316417,0.0422503,0.0069504,0.0258175,1.0991269,0.0180398,0.0175625,0.0160343,0.0420907,0.0148184,0.0286075,0.0606552,0.0259293,0.0576808,0.0416608,0.0138712,0.0068137,0.0101705,0.0049138,0.0061676,0.0046583,0.0074006,0.0093643,0.0047338,0.0030647,0.0182433,0.0082914,0.007375,0.004399,0.0022212,0.0105513,0.0044188,0.0023174,0.0027769,0.0019301,0.0030377,0.0078685,0.0017678,0.0068896,0.0064237,0.0027233,0.0066693,0.0112602,0.0056015,0.0118241,0.0092896,0.010373,0.0119595,0.0026592,0.0055058,0.0053369,0.012936,0.0107627,0.0056372,0.0089098,0.0052595,0.0175141,0.0083701,0.0013809,0.0048089
327,0.0027975,0.000935,0.0046557,0.0113005,0.0124158,0.0022516,0.0480493,0.0073018,0.0038846,0.0013866,0.0115975,0.0079208,0.0030453,0.0079639,0.0058056,0.0124453,1.1300634,0.0177516,0.0105453,0.012934,0.0030889,0.0200535,0.0207774,0.0051462,0.0098701,0.0098371,0.0015535,0.0023895,0.0019428,0.0016221,0.0019313,0.0034978,0.0030308,0.002829,0.0016891,0.0011455,0.0023787,0.0030688,0.001989,0.0010565,0.0007224,0.0059596,0.0031586,0.001376,0.0014025,0.00066,0.0015173,0.0029009,0.000811,0.0037634,0.0015049,0.0013127,0.0028439,0.0053178,0.0017593,0.0036868,0.0044281,0.002475,0.0038653,0.0011682,0.0027307,0.0031186,0.0041913,0.0037895,0.0022773,0.0027621,0.002979,0.0174748,0.0027665,0.0020584,0.0036472
331,0.0111518,0.0042743,0.0316376,0.0303293,0.0257574,0.0079356,0.0355271,0.0197813,0.0145181,0.0050115,0.0258886,0.0370832,0.0164772,0.0220734,0.0140917,0.0345239,0.0315061,1.4236399,0.3263768,0.2002991,0.0426944,0.2149653,0.180483,0.0952594,0.0942235,0.0686785,0.0061153,0.0057782,0.005771,0.0045383,0.0069391,0.0205203,0.0250332,0.0126433,0.0076371,0.0120995,0.0166399,0.0129399,0.0052944,0.0044675,0.0022172,0.0105638,0.0063653,0.0028305,0.0033099,0.001674,0.0039119,0.0058259,0.0021232,0.0065191,0.0059233,0.0038351,0.0085891,0.0311644,0.0070462,0.0048051,0.006754,0.0052123,0.011896,0.003035,0.0089711,0.0070914,0.0064556,0.016154,0.0124818,0.0174895,0.0077673,0.0223253,0.0063738,0.0019097,0.0094073
332,0.0173332,0.0068245,0.0330048,0.029926,0.0261337,0.0121864,0.0697258,0.0347042,0.0248548,0.0081804,0.0480352,0.0667749,0.029093,0.0272577,0.0287309,0.0570426,0.0293841,0.1034171,1.154623,0.1152725,0.039633,0.1138953,0.096869,0.0827138,0.0883355,0.0509084,0.0076689,0.0072168,0.0069381,0.005767,0.0086735,0.0160969,0.0604017,0.0161894,0.0112476,0.0378342,0.020877,0.0169012,0.0070952,0.0080592,0.0029104,0.0208415,0.0091999,0.0041373,0.0044854,0.0021927,0.0053909,0.0087841,0.0028508,0.0083064,0.0095747,0.005339,0.0095469,0.0474753,0.0082798,0.0057317,0.008547,0.0065172,0.01839,0.0036042,0.0103498,0.013101,0.0109507,0.0192198,0.0123918,0.0231453,0.008933,0.0369287,0.0094195,0.0033261,0.0107411
333,0.0106944,0.003358,0.0269016,0.0536937,0.0548386,0.0070264,0.0283256,0.0113575,0.007362,0.0026585,0.0109841,0.0139678,0.0221117,0.017718,0.012881,0.0161401,0.0097323,0.0234252,0.0277227,1.1059188,0.0050917,0.0243334,0.0771334,0.0269991,0.0091221,0.0128359,0.0041667,0.0041511,0.0040165,0.0033472,0.0050299,0.0051047,0.0095041,0.0089405,0.0044959,0.0032355,0.0196919,0.0185812,0.003692,0.0025994,0.0015504,0.0044061,0.0039492,0.0017787,0.0020994,0.0018428,0.002492,0.0046362,0.0013873,0.003781,0.0056727,0.0023904,0.0067456,0.0460638,0.0102607,0.0028806,0.0039656,0.0035242,0.0048905,0.0021055,0.0041243,0.0035135,0.0039997,0.0132736,0.0072181,0.006801,0.0033115,0.0160818,0.0055799,0.0014156,0.0048004
334,0.0072106,0.0026525,0.0044734,0.0078152,0.0078995,0.0034266,0.0118372,0.0114155,0.0147593,0.00585,0.019788,0.0159171,0.0185466,0.0060469,0.0143386,0.0196496,0.0111173,0.0171047,0.0260106,0.0332522,1.13355,0.0420285,0.0460442,0.0887087,0.0232976,0.0227378,0.0218092,0.0069798,0.0050111,0.0056033,0.0042012,0.006092,0.0101087,0.0057259,0.0041765,0.002006,0.0062686,0.0061731,0.004928,0.0133635,0.0062411,0.0244894,0.0189583,0.0041365,0.0056443,0.0019868,0.0141068,0.0044889,0.0061196,0.0089342,0.0141074,0.0128111,0.0113723,0.0159182,0.0075206,0.0114419,0.005492,0.0044309,0.0077236,0.0028985,0.0044973,0.0055338,0.0050481,0.0124086,0.004708,0.040628,0.0107332,0.0121598,0.0052602,0.0009294,0.0053349
335,0.0075411,0.0026325,0.0028371,0.0052961,0.007588,0.0017947,0.0248967,0.0054808,0.003479,0.001276,0.007102,0.0067328,0.0041379,0.0030849,0.00402,0.0071026,0.0037235,0.0114106,0.0128867,0.04188,0.0119244,1.0807751,0.0217481,0.0129348,0.0054621,0.0086294,0.0020577,0.0029727,0.0022621,0.0045099,0.0018968,0.005635,0.0038076,0.0027256,0.0036727,0.0011149,0.0031334,0.0041983,0.0020594,0.0014841,0.0008668,0.0072283,0.0024679,0.0015971,0.002052,0.0008596,0.0020785,0.0021504,0.0010272,0.004506,0.0067627,0.0016285,0.0038404,0.0141249,0.0031604,0.0013859,0.0027243,0.0047523,0.0043257,0.0014967,0.0036121,0.0052267,0.0023058,0.0071804,0.0026612,0.0063452,0.0091002,0.0148636,0.0026125,0.0011582,0.0044717
3361MV,0.0117441,0.006122,0.0089398,0.0259392,0.0150427,0.0050482,0.010452,0.0181448,0.0133734,0.0070021,0.0376222,0.0249022,0.0115456,0.0084016,0.0099836,0.013247,0.0150989,0.0315586,0.0199121,0.0631417,0.0087048,0.0204712,1.4358988,0.0336829,0.0219433,0.0153966,0.0114444,0.0151103,0.0170084,0.0065187,0.0046858,0.0068637,0.0134364,0.0396084,0.0195067,0.0023727,0.011082,0.0309457,0.0113891,0.0053598,0.0029013,0.0068633,0.0050955,0.0030452,0.0035048,0.001956,0.0036256,0.0118234,0.0022848,0.006834,0.0038614,0.005036,0.0242705,0.0311874,0.0066615,0.0043321,0.0075967,0.0052027,0.0222304,0.0043161,0.0055026,0.0058012,0.0070777,0.0413825,0.0637003,0.0216226,0.0042211,0.0124269,0.0095931,0.0011234,0.0060614
3364OT,0.0007706,0.0004385,0.0003732,0.0010737,0.0006553,0.000687,0.0007676,0.0009311,0.0006611,0.0002935,0.0012067,0.0012227,0.0006928,0.0005553,0.0007235,0.0009756,0.0011655,0.0023745,0.0013741,0.0019023,0.0007142,0.0013574,0.0045292,1.2443119,0.0010128,0.0007317,0.0008544,0.000524,0.0004699,0.0003195,0.0105315,0.0165095,0.0472353,0.0025421,0.0014105,0.0002429,0.0148517,0.0011559,0.0005139,0.0003998,0.0002602,0.0004436,0.0005421,0.0003451,0.0004949,0.0001694,0.000515,0.0004717,0.0002396,0.0018621,0.000412,0.0003508,0.0006055,0.001534,0.0003477,0.0003239,0.0003944,0.0003493,0.0005634,0.000294,0.0005832,0.000346,0.0004097,0.00111,0.001437,0.0967495,0.0011096,0.0009949,0.0003521,7e-05,0.0005212
337,0.0003555,0.0001356,0.0001795,0.0007661,0.0004893,0.000352,0.0115563,0.0003838,0.0007332,0.0004249,0.0092833,0.0010109,0.0004514,0.0004143,0.0003405,0.0020207,0.0004539,0.0005744,0.0004573,0.0014434,0.0005333,0.000477,0.0007666,0.0016665,1.0553541,0.0018428,0.0006361,0.0008324,0.0003181,0.000326,0.0001925,0.0009065,0.0004178,0.0003084,0.0002346,0.0001863,0.0003506,0.0003489,0.0015585,0.0001728,0.0002177,0.0005172,0.0009464,0.0002381,0.0002099,0.000108,0.0002401,0.0002219,0.0001723,0.0005219,0.0001475,0.0002171,0.0002525,0.0003579,0.0002088,0.0004106,0.0004321,0.0002982,0.0010264,0.0019923,0.002467,0.0005123,0.0005599,0.0008677,0.001493,0.000469,0.0001708,0.002935,0.0003561,0.0020141,0.0008295
339,0.0009537,0.0003032,0.0005611,0.0013072,0.0010753,0.0004873,0.0018522,0.0008798,0.0014331,0.0082988,0.0013115,0.0010793,0.0019005,0.0006224,0.0014048,0.0016469,0.0015408,0.001272,0.0012177,0.0076574,0.0004732,0.0053877,0.0067469,0.0015382,0.001441,1.0546173,0.0010512,0.0025334,0.0010256,0.0005625,0.0005187,0.0005439,0.0010269,0.0008003,0.0009193,0.0002537,0.0014499,0.0018351,0.0016254,0.0006192,0.0003781,0.0008831,0.0008614,0.0005957,0.0006541,0.0003473,0.0006477,0.0007204,0.0003833,0.0016803,0.0005908,0.0005885,0.0025006,0.0032815,0.0016728,0.01829,0.030425,0.0034496,0.0062407,0.0009247,0.0020391,0.0007592,0.0011103,0.002707,0.0006176,0.0019664,0.0014748,0.0010526,0.0028461,0.0001539,0.0010322
42,0.1790549,0.0638736,0.0410024,0.088371,0.0606462,0.0284073,0.0898591,0.1831315,0.1394782,0.0886257,0.1576919,0.1546636,0.1002465,0.0836895,0.139707,0.1517052,0.0883152,0.1726635,0.1182985,0.1436095,0.0661256,0.1370841,0.2066877,0.1025867,0.1464201,0.1130363,1.0471151,0.0288704,0.0255164,0.0244646,0.0376157,0.056016,0.0775772,0.0577551,0.0326971,0.0155134,0.0493855,0.0496759,0.0320756,0.0498178,0.0090506,0.0311132,0.0224788,0.0135384,0.0149696,0.0071362,0.0209943,0.0583675,0.0098009,0.0241094,0.0197287,0.0182014,0.0308362,0.0632999,0.0282959,0.0427137,0.0454892,0.0354598,0.0523984,0.0159489,0.0407366,0.0361032,0.0613229,0.0379918,0.0406571,0.0510554,0.023621,0.0706849,0.0375001,0.0055649,0.0273141
441,0.0007295,0.0002844,0.0007693,0.0026497,0.0018091,0.000421,0.0018931,0.0021843,0.0011027,0.0005032,0.0036392,0.0028894,0.0013205,0.0007264,0.001245,0.0013846,0.0019129,0.0015391,0.0018011,0.005611,0.0006615,0.0008274,0.0085408,0.003442,0.0023083,0.0020659,0.0004981,1.0014453,0.0025796,0.0007873,0.000459,0.0006353,0.0010858,0.004559,0.0007188,0.0002064,0.0007927,0.0012056,0.0015716,0.0006217,0.0003397,0.000546,0.0004675,0.0003371,0.0003593,0.000227,0.0003559,0.0016477,0.0002522,0.0006753,0.0004108,0.0003935,0.0028424,0.0017464,0.0003897,0.0003637,0.0005597,0.0004676,0.0005847,0.000368,0.0005423,0.0005788,0.00067,0.0064392,0.0006667,0.0006719,0.0004099,0.0007938,0.0004318,0.0002099,0.0008988
445,0.0001819,2.22e-05,2.13e-05,5.07e-05,3.47e-05,0.0002045,0.0001605,0.0001089,7.32e-05,3.01e-05,5.53e-05,6.71e-05,0.00027,4.68e-05,0.000129,7.9e-05,7.72e-05,6.7e-05,5.18e-05,8.47e-05,2.24e-05,5.71e-05,6.85e-05,3.22e-05,0.0001271,9.73e-05,4.05e-05,5.57e-05,1.0000544,3.83e-05,8.07e-05,7.5e-05,5.52e-05,0.0006474,0.0002986,1.38e-05,0.0001686,4.93e-05,4.75e-05,2.75e-05,1.79e-05,2.47e-05,4e-05,3.96e-05,3.58e-05,1.99e-05,4.61e-05,4.02e-05,2.87e-05,4.05e-05,3.96e-05,3.44e-05,0.0001016,4.86e-05,4.73e-05,5.35e-05,5.73e-05,7.19e-05,5.31e-05,3.12e-05,4.37e-05,0.0001531,0.0013949,7.13e-05,3.36e-05,2.59e-05,2.04e-05,5.21e-05,3.24e-05,3.95e-05,0.0001102
452,0.000515,7.91e-05,9e-05,0.0002628,0.0001615,0.0005414,0.0010584,0.0004101,0.000273,0.000106,0.0003232,0.0003065,0.0008831,0.000156,0.0003671,0.0002755,0.0002777,0.0002413,0.0002199,0.0005501,0.0001024,0.0002339,0.0005739,0.0002204,0.0006233,0.0004903,0.0001117,0.0002189,0.000295,1.0001335,0.0001284,0.0002388,0.0001863,0.0018776,0.0008115,4.94e-05,0.0004612,0.0001741,0.0002052,9.07e-05,5.26e-05,8.32e-05,9.93e-05,8e-05,8.6e-05,4.46e-05,8.91e-05,0.0001797,6.18e-05,0.0001034,7.34e-05,7.62e-05,0.0003876,0.0001888,0.0002498,9.39e-05,0.0001258,0.0001208,0.000138,9.62e-05,0.0001259,0.0003471,0.0004317,0.0005518,0.0001115,0.0001005,7.46e-05,0.0002454,9.94e-05,0.0002104,0.0003168
481,0.004699,0.0032517,0.0019208,0.0035828,0.0060301,0.0050953,0.0033423,0.0051566,0.0042488,0.0029301,0.0071496,0.0058123,0.0061864,0.0027895,0.003753,0.0063145,0.0071918,0.0058586,0.0054641,0.0049828,0.0018169,0.0037754,0.0051578,0.0037625,0.0065636,0.0047428,0.0084078,0.0040267,0.0036476,0.0034018,1.0049453,0.0035127,0.0098781,0.0138644,0.0038548,0.0010572,0.0105962,0.0081395,0.0040048,0.004944,0.0034782,0.0041253,0.0080692,0.0100704,0.0109619,0.0019165,0.0129761,0.007037,0.0059078,0.0064348,0.0114716,0.0042147,0.0096298,0.0090185,0.0061845,0.0055043,0.0039599,0.0051377,0.0065968,0.0037933,0.0047845,0.0035681,0.0055435,0.0042181,0.0061005,0.0119205,0.0128471,0.0032839,0.0039252,0.0008674,0.0170348
482,0.01075,0.0022157,0.0026316,0.0155505,0.0036365,0.0048154,0.0048922,0.0129746,0.0068176,0.0016562,0.0130911,0.0216315,0.0059622,0.0087911,0.0120091,0.0131999,0.026694,0.0218969,0.0094683,0.0068099,0.0017827,0.0075033,0.0082778,0.004362,0.0089437,0.0051452,0.0013249,0.0010701,0.0013861,0.0010317,0.0025215,1.0040609,0.0035327,0.0143864,0.0014877,0.0006732,0.0031096,0.0020604,0.0011077,0.0008518,0.0004733,0.0015162,0.0009676,0.0007144,0.0009722,0.0005446,0.0010468,0.0010951,0.0005642,0.0013817,0.000754,0.0007232,0.0016933,0.0026751,0.0013316,0.001497,0.0016345,0.0017572,0.0028084,0.0008208,0.0018984,0.0020533,0.0032154,0.0015238,0.0109346,0.0019386,0.0042813,0.0080598,0.0024376,0.0003241,0.001747
