RowCode,111CA,113FF,211,212,213,22,23,311FT,313TT,315AL,321,322,323,324,325,326,327,331,332,333,334,335,3361MV,3364OT,337,339,42,441,445,452,481,482,483,484,485,486,487OS,493,4A0,511,512,513,514,521CI,523,524,525,532RL,5411,5412OP,5415,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFE,GFGD,GFGN,GSLE,GSLG,HS,ORE
326,0.0138463,0.0056351,0.0024597,0.0167848,0.0094433,0.003165,0.0236877,0.034145,0.0234097,0.0168856,0.0258994,0.0338644,0.0459392,0.0032688,0.0292719,1.0968498,0.0196058,0.0138918,0.0157567,0.0435591,0.0253202,0.0332628,0.0689982,0.0281188,0.0557982,0.0438541,0.0086697,0.005503,0.0120553,0.0045117,0.0048234,0.0045012,0.0064334,0.0091962,0.0042508,0.0089371,0.0216081,0.0065046,0.0082728,0.0084731,0.0035901,0.0095121,0.0054656,0.0032782,0.0037398,0.0018076,0.0036421,0.0047701,0.0023287,0.0074318,0.0033769,0.0041203,0.0063364,0.0133152,0.0065519,0.0142204,0.0098075,0.0111537,0.0126493,0.0037177,0.0054083,0.0047481,0.0122519,0.0121395,0.0042537,0.0080067,0.0071872,0.0157487,0.0088465,0.0014119,0.0056704
327,0.003599,0.001492,0.0029889,0.0077384,0.0072398,0.0029883,0.0567564,0.0118441,0.0060419,0.0039321,0.0159771,0.0081348,0.0038328,0.0045632,0.0061341,0.0153969,1.1622088,0.0206113,0.0125609,0.0133101,0.0050811,0.0194838,0.0269592,0.0060856,0.0110863,0.0117722,0.0016532,0.0023602,0.0023328,0.0017268,0.0021365,0.0034566,0.0033592,0.0023615,0.0018164,0.006384,0.0026295,0.0031062,0.002863,0.0018532,0.0014994,0.0058992,0.0085794,0.0020867,0.0020477,0.0008184,0.0021154,0.0022977,0.0011497,0.0058555,0.0015886,0.0024209,0.0038728,0.0051491,0.0026774,0.0051013,0.0035215,0.0031346,0.0044716,0.0021188,0.0037848,0.0024897,0.0049725,0.0042239,0.0022104,0.002622,0.0033833,0.0200546,0.0030029,0.0026185,0.0059693
331,0.0162183,0.0080263,0.0235991,0.0347845,0.0305439,0.0127626,0.0460196,0.0291734,0.0214014,0.0122684,0.0417306,0.0457982,0.0219066,0.0176263,0.0209909,0.0450703,0.0445791,1.5028125,0.4055204,0.2690487,0.0733643,0.3081521,0.2200398,0.1365727,0.1119177,0.1164314,0.0062378,0.0053697,0.0064843,0.0048483,0.0088623,0.0537591,0.0437096,0.011654,0.0092335,0.0268095,0.0129342,0.0125597,0.0069125,0.0101106,0.0054208,0.0152925,0.0111975,0.004482,0.0053147,0.0019132,0.0055702,0.0053423,0.0029421,0.0105229,0.0059359,0.0072754,0.0096532,0.0475834,0.0107513,0.008102,0.0096187,0.0071613,0.0141088,0.0057162,0.0119878,0.0075373,0.0087434,0.0199029,0.013549,0.0160222,0.0132623,0.0265047,0.0089232,0.0026027,0.0117704
332,0.0237402,0.0088361,0.0167224,0.0282046,0.0227945,0.0153303,0.0736783,0.0432299,0.0309638,0.0170964,0.0660229,0.0669629,0.0320931,0.0141636,0.0343002,0.0640439,0.0384247,0.0718739,1.153558,0.1294281,0.059034,0.1210007,0.1063082,0.0932376,0.0940741,0.0563134,0.0065566,0.0064018,0.0076148,0.0057835,0.0080347,0.0168531,0.1003257,0.0115527,0.012026,0.0577446,0.012347,0.0139629,0.0092167,0.0157536,0.0052802,0.0249028,0.0161348,0.005446,0.0064582,0.0023303,0.0067469,0.0067542,0.0036,0.0124557,0.0076696,0.0092343,0.0101567,0.0555361,0.0105286,0.0082521,0.0094112,0.0081272,0.0171199,0.0060432,0.0134741,0.0116024,0.0121986,0.0173573,0.0178576,0.018741,0.014424,0.0338678,0.0105158,0.0038204,0.014986
333,0.0134831,0.0106259,0.0153932,0.0512822,0.0468769,0.0080364,0.0243544,0.0122198,0.0080983,0.0046094,0.0138033,0.0174524,0.018318,0.0111074,0.0129798,0.0156719,0.0117123,0.0243581,0.0244276,1.1144129,0.0080709,0.0265004,0.0859236,0.0276417,0.0102456,0.0148888,0.0030697,0.0036034,0.0037749,0.0031602,0.0044354,0.0051687,0.0077209,0.0061324,0.0051655,0.0133133,0.0116925,0.0144841,0.0034336,0.0046191,0.0031419,0.0044165,0.0048177,0.0021266,0.0024071,0.0009827,0.0025541,0.0035269,0.0013998,0.0042218,0.0032862,0.0027444,0.0061223,0.05334,0.010927,0.0031496,0.0039072,0.0040652,0.0045237,0.0027511,0.0039093,0.0029868,0.0041337,0.0125727,0.0050019,0.0053716,0.0034534,0.0127569,0.0052453,0.0012256,0.0050666
334,0.0059626,0.003224,0.0031467,0.0079744,0.0079729,0.0033352,0.0137462,0.0138563,0.0192773,0.0107874,0.0263563,0.0141123,0.0176325,0.0035157,0.0166522,0.0224122,0.0147645,0.0195985,0.0317523,0.0426502,1.2691764,0.0485053,0.0654236,0.0927841,0.028573,0.0268867,0.0073336,0.0053509,0.0058099,0.0073943,0.0043741,0.0075387,0.009735,0.0057555,0.0040576,0.0082944,0.0064499,0.0059113,0.0061708,0.0143159,0.0172473,0.0370463,0.0218422,0.0055184,0.007565,0.0021332,0.0103117,0.0044683,0.0084162,0.0122422,0.0128107,0.030095,0.0107684,0.0192121,0.0173004,0.009592,0.0057641,0.0054064,0.0075975,0.0044122,0.0055137,0.0060989,0.0071119,0.0172232,0.0046276,0.0310683,0.0131858,0.0119905,0.0051881,0.001027,0.006727
335,0.0034943,0.0037786,0.0017491,0.0045845,0.0052732,0.0019816,0.0255301,0.0045617,0.0038503,0.0027311,0.009774,0.0063444,0.0040264,0.0018192,0.0043155,0.0084161,0.0042752,0.0160104,0.0172875,0.0399631,0.0230237,1.0903699,0.0240271,0.0158018,0.0065149,0.009824,0.0017647,0.0022052,0.0021602,0.0021182,0.0021486,0.0055573,0.0049323,0.0022667,0.0025025,0.0046879,0.0022029,0.0036852,0.0025425,0.0020152,0.0017295,0.0087541,0.0042497,0.0021436,0.0027657,0.0008745,0.0026448,0.0021362,0.0011911,0.0063158,0.0041473,0.0026095,0.0049857,0.0117868,0.0044559,0.0018673,0.0025347,0.0030509,0.0042729,0.0018529,0.0034039,0.003207,0.0027831,0.0061075,0.0024536,0.0046674,0.0111652,0.0153805,0.0031254,0.0012575,0.0043315
3361MV,0.0086348,0.005433,0.0043427,0.0184187,0.0121057,0.0035512,0.0087379,0.0153342,0.009381,0.0055994,0.0352244,0.0194813,0.009236,0.0038793,0.0085883,0.0113791,0.0151631,0.0266067,0.0179519,0.0625356,0.0140407,0.0199216,1.4367253,0.0316967,0.0182759,0.0142449,0.0059964,0.0078344,0.0097482,0.0043235,0.0027257,0.0052803,0.0075568,0.0246431,0.0128824,0.0057828,0.005365,0.0229988,0.0080256,0.0105408,0.0029676,0.0047117,0.003484,0.0029071,0.0032752,0.0014177,0.0032293,0.0046735,0.001673,0.0049099,0.0024015,0.0044242,0.0113984,0.0267979,0.0062808,0.0034296,0.0044222,0.0038468,0.0130946,0.0037317,0.0039701,0.0039597,0.0053075,0.0443138,0.0348127,0.011463,0.0029587,0.0088976,0.0066388,0.0006359,0.0054089
3364OT,0.0008799,0.0013856,0.0005124,0.0017254,0.0014685,0.00071,0.0013077,0.0011877,0.0009539,0.0005643,0.0027164,0.0020906,0.0010316,0.0004613,0.0010352,0.0014273,0.0015126,0.0051322,0.0028827,0.0051488,0.0019679,0.0027,0.0054736,1.2734739,0.0015883,0.0013089,0.0003635,0.0002621,0.0003312,0.0002723,0.0085233,0.0239556,0.0298404,0.0011866,0.0011247,0.0008887,0.0043639,0.0005886,0.0003417,0.0004548,0.0003346,0.0006042,0.0005106,0.0002968,0.0005792,0.0001366,0.0005306,0.0003069,0.0002033,0.0006704,0.0003395,0.0004138,0.000489,0.0019792,0.0005336,0.0003272,0.0003334,0.0003369,0.0011749,0.0002549,0.0005305,0.0003296,0.0004113,0.0011329,0.0009534,0.0462699,0.004683,0.0010439,0.0003644,8.09e-05,0.000486
337,0.0004833,0.0001592,0.0001891,0.0006279,0.0004543,0.0004175,0.0123985,0.0005095,0.0007933,0.0007912,0.0094739,0.0010787,0.0006018,0.0003132,0.0004775,0.0026585,0.000727,0.0005852,0.0005626,0.0020623,0.0011259,0.0006651,0.0010641,0.0015885,1.0481584,0.0023878,0.0003925,0.0009171,0.0003644,0.0002726,0.0002317,0.0007764,0.0006344,0.0003508,0.0002524,0.0012334,0.0004678,0.0004172,0.0010861,0.000284,0.0003543,0.0006624,0.0028484,0.000339,0.000333,0.0001232,0.0003435,0.0002483,0.0001883,0.0004373,0.0001802,0.0003051,0.0002675,0.0004749,0.0003471,0.0007485,0.0004451,0.00039,0.0011097,0.0026436,0.0013871,0.0003892,0.0007109,0.0004853,0.0031695,0.0003912,0.0002915,0.0050882,0.0003948,0.0034439,0.0011982
339,0.0012835,0.000643,0.0004543,0.001474,0.0012774,0.0006058,0.0018751,0.0012652,0.0026919,0.016413,0.0019094,0.0017581,0.0019303,0.0004861,0.0029022,0.0027908,0.0028405,0.0020399,0.0018327,0.0089357,0.0018899,0.007491,0.0080815,0.0019811,0.0021867,1.0572259,0.0011909,0.0009837,0.0012403,0.0008481,0.0007908,0.0008404,0.0012787,0.0009885,0.0011855,0.0014862,0.0024678,0.0018516,0.0014456,0.001094,0.0009584,0.0011525,0.001387,0.0011738,0.0013078,0.0004393,0.0012453,0.0008658,0.0006206,0.0021646,0.0008508,0.0010936,0.0043174,0.0123662,0.003085,0.0227851,0.0281653,0.0061413,0.0147027,0.0020446,0.0043621,0.0010134,0.0013535,0.0036575,0.0007661,0.0013307,0.0022718,0.0013198,0.0042467,0.0001745,0.0016843
42,0.1047196,0.0530351,0.0177745,0.0626915,0.0363918,0.0276119,0.0664033,0.1397162,0.1099621,0.1379585,0.1199488,0.1156404,0.0807222,0.0443993,0.1008034,0.1096884,0.0787359,0.148534,0.1024971,0.1205685,0.0811958,0.127183,0.164777,0.078622,0.1091866,0.0905359,1.0325236,0.0171818,0.0192205,0.0169715,0.0361581,0.0542791,0.0715872,0.0517933,0.0336156,0.0306817,0.0370217,0.0202604,0.0261058,0.0428289,0.0118912,0.0252861,0.0210947,0.0132883,0.014237,0.0051623,0.0164129,0.0525227,0.0083002,0.0191217,0.0126441,0.0215976,0.0213934,0.0545873,0.0266994,0.0346481,0.0424143,0.0312751,0.0433568,0.0161921,0.0268894,0.0254405,0.0446115,0.0284001,0.0285042,0.0289694,0.0219695,0.0474899,0.0321397,0.0043676,0.0224388
441,0.00052,0.0003131,0.0003275,0.0015835,0.0011571,0.0002933,0.0014062,0.0017003,0.0009983,0.0005091,0.0028828,0.0019161,0.0009412,0.0002896,0.0009737,0.0011629,0.0017454,0.0010336,0.0013476,0.0048962,0.0009392,0.000685,0.0064326,0.0026535,0.0017404,0.0016661,0.0002616,1.000902,0.0012771,0.0003685,0.0002473,0.0004216,0.0004558,0.0016886,0.0005259,0.0005481,0.000389,0.0005412,0.000979,0.0013005,0.0002941,0.0003429,0.0002927,0.0003222,0.0003065,0.0001529,0.0003068,0.0006506,0.0001715,0.0004399,0.0002317,0.000314,0.0011773,0.0010501,0.0003742,0.0003047,0.0003845,0.0003613,0.0004104,0.0003193,0.0003672,0.0003473,0.0005137,0.0062263,0.0004269,0.0003708,0.0002076,0.0005264,0.0003059,0.0001489,0.0008175
445,0.0001655,2.8e-05,1.2e-05,3.82e-05,2.85e-05,0.0001075,0.0001471,0.0001069,7.51e-05,5.71e-05,6.06e-05,5.87e-05,0.0002524,2.11e-05,0.0001183,0.0001117,9.37e-05,6.05e-05,4.93e-05,8.08e-05,5.08e-05,5.68e-05,6.84e-05,3.35e-05,0.0001221,9.42e-05,2.86e-05,3.72e-05,1.000048,3.72e-05,9.38e-05,6.79e-05,3.81e-05,0.0007034,0.0003746,5.98e-05,0.0001358,3.31e-05,4.48e-05,3.75e-05,2.99e-05,2.2e-05,4.76e-05,4.52e-05,4.86e-05,2.53e-05,5.11e-05,3.97e-05,3.34e-05,4.7e-05,4e-05,3.63e-05,0.0001,4.71e-05,5.97e-05,6.29e-05,5.19e-05,9.3e-05,5.42e-05,4.08e-05,4.57e-05,0.0001038,0.0018064,7.87e-05,3.99e-05,2.49e-05,2.22e-05,4.79e-05,3.43e-05,5.01e-05,9.11e-05
452,0.0005101,9.93e-05,5.31e-05,0.0002002,0.0001287,0.0002958,0.0009647,0.0004234,0.0002925,0.0001748,0.0003425,0.0002692,0.0007231,7.78e-05,0.0003547,0.0004485,0.0003372,0.0002138,0.0002033,0.0005537,0.0002365,0.0002235,0.0005783,0.0002298,0.0005715,0.0004328,7.63e-05,0.0001397,0.0002155,1.0001077,0.0001019,0.0002184,0.000115,0.0021615,0.0011255,0.0002132,0.000389,0.0001076,0.0001687,0.0001572,7.25e-05,6.96e-05,9.94e-05,8.58e-05,9.79e-05,4.19e-05,9.47e-05,0.0001356,5.8e-05,0.0001032,6.18e-05,7.89e-05,0.0002757,0.0001564,0.0003746,0.0001055,0.000109,0.0001186,0.0001288,0.0001138,0.000103,0.0001898,0.0004751,0.0006646,8.6e-05,8.02e-05,6.61e-05,0.00022,0.0001016,0.0002568,0.0002825
481,0.0034398,0.0026584,0.0009297,0.0026692,0.0045669,0.0036187,0.002537,0.0045598,0.0042957,0.0048147,0.0080519,0.0045052,0.0068324,0.0013488,0.0030985,0.0055917,0.0062333,0.0052596,0.0057362,0.0052957,0.0030259,0.0037081,0.0048794,0.0037353,0.0082954,0.0068979,0.0044257,0.0019229,0.0023787,0.0023818,1.0040097,0.0029447,0.006307,0.0122613,0.0030654,0.0029787,0.0130466,0.002965,0.0027292,0.0049677,0.0047157,0.0034526,0.0086984,0.0082694,0.012027,0.0034814,0.0118509,0.0061096,0.0055062,0.0058879,0.0097053,0.0036637,0.0076814,0.0089271,0.0055457,0.0052662,0.0027029,0.0044975,0.0050526,0.0038549,0.0039461,0.0032261,0.0041415,0.0031074,0.0110415,0.0128038,0.0117311,0.0026705,0.0033742,0.0006319,0.009621
482,0.0093332,0.0030838,0.0015459,0.0170465,0.0025014,0.0108524,0.005014,0.0140775,0.007988,0.0031976,0.0147308,0.0235697,0.007336,0.0024746,0.0113094,0.0131923,0.0263252,0.027752,0.0118699,0.0087621,0.0031558,0.0105031,0.009927,0.0051234,0.0095073,0.0066639,0.0009892,0.0008254,0.0016278,0.0011055,0.00194,1.0042093,0.0027793,0.0112119,0.0015061,0.0025934,0.0032521,0.0017072,0.001243,0.0016248,0.0007956,0.0015005,0.0012861,0.0008195,0.0010248,0.0005234,0.0010741,0.0008802,0.0006451,0.0014811,0.0007005,0.0010845,0.001664,0.0029474,0.0017609,0.0017425,0.001934,0.0019034,0.0025552,0.0011501,0.0017208,0.0018771,0.0029543,0.0015916,0.0025609,0.0015833,0.0042149,0.0078635,0.0023192,0.0003162,0.0021786
