source=S&T 1994|units=billions_dollars|description=Book Table 6.4,source=S&T 1994|units=billions_dollars|description=Full series
year,T608-A,T608-COMBINED
1952,-0.0048254634180282,-0.0048254634180282
1953,-0.0043698165064955,-0.0043698165064955
1954,-0.003053956743324,-0.003053956743324
1955,-0.0042656415863355,-0.0042656415863355
1956,-0.0055046865754754,-0.0055046865754754
1957,-0.0047119781228311,-0.0047119781228311
1958,-0.0023233916944638,-0.0023233916944638
1959,-0.0040680339516819,-0.0040680339516819
1960,-0.0053239354322684,-0.0053239354322684
1961,-0.004150604741407,-0.004150604741407
1962,-0.0048968094548364,-0.0048968094548364
1963,-0.0054212421900975,-0.0054212421900975
1964,-0.0048354306999504,-0.0048354306999504
1965,-0.0049640312685951,-0.0049640312685951
1966,-0.0057619010572736,-0.0057619010572736
1967,-0.00444672893856,-0.00444672893856
1968,-0.0049776459230921,-0.0049776459230921
1969,-0.0065431240948702,-0.0065431240948702
1970,-0.003997505281224,-0.003997505281224
1971,-0.0018286970013308,-0.0018286970013308
1972,-0.0033909530174307,-0.0033909530174307
1973,-0.0046311944515392,-0.0046311944515392
1974,-0.0035711313508795,-0.0035711313508795
1975,0.0029346654443465,0.0029346654443465
1976,0.0007081766534519,0.0007081766534519
1977,-0.0012654024479569,-0.0012654024479569
1978,-0.0035255885695093,-0.0035255885695093
1979,-0.0048144102835179,-0.0048144102835179
1980,-0.0020979292111969,-0.0020979292111969
1981,-0.0046944081820404,-0.0046944081820404
1982,-0.0007203148135793,-0.0007203148135793
1983,0.0009872761753894,0.0009872761753894
1984,-0.0031201814872995,-0.0031201814872995
1985,-0.0046443844629374,-0.0046443844629374
1986,-0.0043283396570373,-0.0043283396570373
1987,-0.0077892783553931,-0.0077892783553931
1988,-0.0090372029367634,-0.0090372029367634
1989,-0.0091774634919744,-0.0091774634919744
1990,-0.0083726247379521,-0.0083726247379521
1991,-0.001541621041344,-0.001541621041344
1992,0.0059830211540343,0.0059830211540343
1993,0.00812860102351,0.00812860102351
1994,0.0010973709170894,0.0010973709170894
1995,0.0019348418080109,0.0019348418080109
1996,-0.0122556421304765,-0.0122556421304765
1997,-0.0465758673060854,-0.0465758673060854
1998,-0.1018765172726083,-0.1018765172726083
1999,-0.1187616597611115,-0.1187616597611115
2000,-0.1397074209366415,-0.1397074209366415
2001,-0.0755880654816776,-0.0755880654816776
2002,0.0479241117255113,0.0479241117255113
2003,0.0886657832149647,0.0886657832149647
2004,0.0883083918725919,0.0883083918725919
2005,0.0539655642934508,0.0539655642934508
2006,0.0409142487823436,0.0409142487823436
2007,0.0431901125817143,0.0431901125817143
2008,0.1480852842572314,0.1480852842572314
2009,0.3609667682531816,0.3609667682531816
2010,0.4028998103011565,0.4028998103011565
2011,0.3659675879517263,0.3659675879517263
2012,0.3247756568673401,0.3247756568673401
2013,0.2328774046589893,0.2328774046589893
2014,0.2154777536997968,0.2154777536997968
2015,0.200690122388454,0.200690122388454
2016,0.2077659311271093,0.2077659311271093
2017,0.187807090827244,0.187807090827244
2018,0.1955590683988524,0.1955590683988524
2019,0.201864914334572,0.201864914334572
2020,0.5580857030671647,0.5580857030671647
2021,0.5169981778548834,0.5169981778548834
2022,0.2055586046706729,0.2055586046706729
2023,0.2881772622920769,0.2881772622920769
2024,0.3043247468400786,0.3043247468400786
